pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
2,hyp,minor,5,r-hyp,major,say,claim,2.1,False,['say'],['claim'],1,1,11.291689,12.30817,14.770102,10.7316065,14.503895,13.6115,13.31844,0.012604015,0.03483062,0.4084739,0.0071989344,0.31300566,0.1282301,0.09565681,2.0554738,12,11,minor,random,major,synonym,coordinated,contrary,part,different,no,multiple,not,the,lesser,equal
1,cohyp,coordinated,4,no-rel,random,symptom,orchid,0.08,False,"['sy', '##mpt', '##om']",['orchid'],3,1,11.348448,15.652988,12.407369,12.980054,14.911118,14.963142,13.787338,0.0059920405,0.4436219,0.017276598,0.03063178,0.21126257,0.2225444,0.06867069,2.0412576,2,1,coordinated,major,random,synonym,part,minor,contrary,specific,of,listed,coordination,main,:,principal
0,ant,contrary,1,cohyp,coordinated,sitting,standing,0.15,False,['sitting'],['standing'],1,1,19.633596,18.12493,13.722404,12.497386,10.616619,10.21867,10.320664,0.81632495,0.18057488,0.002211386,0.00064960035,9.90466e-05,6.652922e-05,7.3672956e-05,0.7145429,16,21,contrary,coordinated,minor,part,random,synonym,major,opposite,or,not,coordination,partial,coordinating,opposed
1,cohyp,coordinated,6,syn,synonym,infant,baby,3.75,False,['infant'],['baby'],1,1,15.675393,17.189116,16.343401,14.330852,8.913192,13.6265745,14.273809,0.12298806,0.5588101,0.23986955,0.032057967,0.00014225786,0.015851572,0.030280491,1.743544,1,8,coordinated,minor,contrary,part,synonym,major,or,random,similar,/,partial,small,parts,and
3,mero,part,3,mero,part,nucleus,cell,1.23,True,['nucleus'],['cell'],1,1,8.5261965,13.3852215,12.926145,18.082964,9.547995,9.99759,9.453754,6.963268e-05,0.008975546,0.0056713484,0.9846106,0.00019345254,0.00030327126,0.00017605422,0.13447033,6,7,part,coordinated,whole,minor,of,in,parts,major,random,synonym,entire,the,half,/
5,r-hyp,major,5,r-hyp,major,force,gravity,2.15,True,['force'],['gravity'],1,1,12.653396,13.904083,11.386946,13.613588,7.241075,19.328882,9.834122,0.0012497127,0.0043649264,0.00035220696,0.0032644991,5.5753144e-06,0.99068856,7.4544405e-05,0.091764495,19,3,major,coordinated,part,contrary,minor,main,significant,synonym,parts,principal,important,general,majors,specific
4,no-rel,random,4,no-rel,random,desire,attack,0.43,True,['desire'],['attack'],1,1,11.352707,16.514725,14.75854,9.928379,16.816044,12.201706,11.825884,0.0022435512,0.39153612,0.06761928,0.00053995586,0.5292161,0.005243866,0.003601091,1.3728771,6,15,random,coordinated,minor,major,synonym,contrary,part,specific,directed,or,panic,to,simultaneous,mutual
2,hyp,minor,6,syn,synonym,motorcycle,bike,5.4,False,['motorcycle'],['bike'],1,1,9.59076,11.684296,14.382009,13.72458,8.2745,10.027916,11.059271,0.0050469297,0.040948518,0.607911,0.31500852,0.0013532644,0.0078141475,0.021917619,1.3771764,2,3,minor,part,coordinated,synonym,major,contrary,or,random,non,small,side,lesser,modified,/
2,hyp,minor,2,hyp,minor,god,being,4.78,True,['god'],['being'],1,1,14.437179,12.991604,22.795944,8.51807,13.848859,14.281546,10.923002,0.00023418642,5.5176803e-05,0.99937266,6.293983e-07,0.00013003423,0.00020043389,6.9722714e-06,0.00878299,4,15,minor,contrary,major,random,lesser,coordinated,another,synonym,other,secondary,complementary,synonymous,similar,hypothetical
5,r-hyp,major,5,r-hyp,major,communication,conversation,2.42,True,['communication'],['conversation'],1,1,11.757875,15.457757,13.9224205,12.970756,10.799459,16.813938,13.238027,0.004645444,0.18787344,0.04046478,0.015623358,0.0017815273,0.7292012,0.02041027,1.2332618,3,1,major,coordinated,minor,synonym,part,contrary,random,specific,general,parts,coordination,main,related,significant
1,cohyp,coordinated,6,syn,synonym,phase,stage,4.33,False,['phase'],['stage'],1,1,13.833914,16.619385,15.25848,14.244139,9.4416275,15.1617985,15.102427,0.033099815,0.53646356,0.13756464,0.049886607,0.00040952448,0.12488738,0.117688395,1.9969244,6,10,coordinated,minor,major,synonym,part,contrary,random,parts,or,specific,related,coordinate,and,coordination
2,hyp,minor,2,hyp,minor,cod,fish,5.54,True,['cod'],['fish'],1,1,7.5606422,13.715662,21.224524,10.340331,8.328724,11.143846,9.191972,1.1630095e-06,0.00054786605,0.999382,1.8740742e-05,2.5070149e-06,4.185513e-05,5.9437525e-06,0.0079026045,7,6,minor,coordinated,small,major,related,part,smaller,other,lesser,unrelated,marine,synonym,similar,unidentified
1,cohyp,coordinated,5,r-hyp,major,maker,producer,3.15,False,['maker'],['producer'],1,1,13.279363,15.790444,13.392582,11.721395,11.523641,15.257635,12.191486,0.0446655,0.5502007,0.050019886,0.009404924,0.0077174143,0.32294238,0.015049204,1.6259139,3,3,coordinated,major,minor,contrary,synonym,part,random,or,coordination,specific,general,director,directed,/
0,ant,contrary,0,ant,contrary,daughter,son,1.18,True,['daughter'],['son'],1,1,20.52178,17.623974,14.31668,12.854103,9.929598,12.920633,11.742399,0.944903,0.052105792,0.0019078602,0.00044193404,2.3727993e-05,0.00047233613,0.00014539537,0.32894984,1,2,contrary,coordinated,minor,major,part,synonym,random,opposite,sister,opposed,complementary,equal,unrelated,or
1,cohyp,coordinated,6,syn,synonym,wardrobe,closet,3.73,False,['wardrobe'],['closet'],1,1,9.851149,17.450783,14.019963,16.723434,12.677177,12.33009,11.748201,0.00032639957,0.65197176,0.021098072,0.31502527,0.0055090706,0.003893498,0.002175851,1.1402985,3,5,coordinated,part,minor,random,major,synonym,parts,contrary,or,coordination,and,/,separate,full
2,hyp,minor,2,hyp,minor,emotion,feeling,4.67,True,['emotion'],['feeling'],1,1,17.68915,16.885952,18.360113,12.209236,8.317068,13.656087,16.768911,0.26147798,0.11711453,0.51148254,0.0010902821,2.2242919e-05,0.0046333824,0.10417912,1.7500249,1,19,minor,contrary,coordinated,synonym,major,part,or,complementary,coordination,opposite,synonymous,mixed,negative,not
1,cohyp,coordinated,1,cohyp,coordinated,snap,pop,2.8,True,['snap'],['pop'],1,1,13.008452,16.63827,14.889128,11.755122,9.035819,12.840457,12.871782,0.02114798,0.79740393,0.13868701,0.0060388534,0.00039808528,0.017877607,0.018446492,1.0324354,26,19,coordinated,minor,contrary,synonym,major,part,or,random,/,and,synchronized,small,-,to
6,syn,synonym,5,r-hyp,major,idea,suggestion,2.38,False,['idea'],['suggestion'],1,1,13.906215,15.833696,16.002306,12.683634,9.032016,15.496825,16.577766,0.028028678,0.19261816,0.22799401,0.008253582,0.0002141731,0.13752952,0.40536174,2.0699735,5,6,synonym,minor,coordinated,major,contrary,part,general,specific,random,or,coordination,partial,coordinate,related
2,hyp,minor,2,hyp,minor,suggestion,idea,5.1,True,['suggestion'],['idea'],1,1,12.290804,16.268747,17.119757,12.366761,10.669275,12.984755,15.855787,0.004584969,0.24486983,0.5734875,0.0049467986,0.0009059735,0.009177309,0.16202761,1.5273069,6,5,minor,coordinated,synonym,major,part,contrary,random,or,coordination,specific,general,related,complementary,/
2,hyp,minor,2,hyp,minor,volleyball,activity,4.86,True,['volleyball'],['activity'],1,1,11.404629,16.245459,20.691385,9.38279,15.883859,11.498616,9.163003,9.081666e-05,0.01149506,0.98028564,1.202519e-05,0.00800701,9.976628e-05,9.6525e-06,0.16088815,2,6,minor,coordinated,random,major,contrary,coordination,part,organized,synonym,related,secondary,complementary,optional,unrelated
1,cohyp,coordinated,1,cohyp,coordinated,cigarette,cigar,2.92,True,['cigarette'],['cigar'],1,1,12.915955,17.888033,13.992235,13.321097,9.261295,12.978358,15.200512,0.0062238825,0.8982714,0.0182593,0.009332815,0.00016101377,0.00662465,0.06112685,0.64947104,1,1,coordinated,synonym,minor,part,major,contrary,random,or,related,and,similar,parts,partial,coordination
4,no-rel,random,4,no-rel,random,bread,football,0.08,True,['bread'],['football'],1,1,11.342868,15.993703,11.81556,11.779004,17.08857,12.628738,9.477386,0.0023505127,0.24603368,0.003770946,0.0036355837,0.73534167,0.008503722,0.00036391025,0.96686834,3,2,random,coordinated,major,minor,part,contrary,synonym,and,parts,crazy,related,coordination,or,different
2,hyp,minor,2,hyp,minor,kidnap,take,4.69,True,['kidnap'],['take'],1,1,9.5225525,14.304931,19.226818,12.190894,13.518682,12.736944,14.798677,5.9534257e-05,0.0071076723,0.9756093,0.0008582483,0.0032379022,0.0014816974,0.01164552,0.21057412,1,44,minor,synonym,coordinated,random,major,part,contrary,and,small,or,limited,alternate,short,double
4,no-rel,random,4,no-rel,random,mouth,universe,0.29,True,['mouth'],['universe'],1,1,11.804932,14.851037,10.294314,13.971631,18.528297,11.879867,10.290679,0.0011575507,0.024347072,0.0002555567,0.01010475,0.96263283,0.0012476244,0.00025462933,0.27979177,11,3,random,coordinated,part,major,contrary,minor,synonym,parts,coordination,full,the,of,directed,different
2,hyp,minor,2,hyp,minor,trout,fish,6.0,True,['trout'],['fish'],1,1,6.82177,14.418849,21.847542,10.53616,8.032707,10.568623,10.907156,2.9792923e-07,0.0005935848,0.9993625,1.2225104e-05,1.0000383e-06,1.26284685e-05,1.7716335e-05,0.007992629,2,6,minor,coordinated,small,synonym,unnamed,major,part,lesser,smaller,other,related,miscellaneous,unidentified,listed
2,hyp,minor,2,hyp,minor,pan,utensil,2.69,True,['pan'],"['ut', '##ens', '##il']",1,3,7.6879034,15.982293,21.366083,11.179974,14.233041,12.009783,12.319592,1.140783e-06,0.004564684,0.9943997,3.747916e-05,0.0007938164,8.593525e-05,0.000117143994,0.054987933,7,1,minor,coordinated,random,synonym,major,part,small,coordination,lesser,related,unrelated,common,other,another
2,hyp,minor,2,hyp,minor,conversation,communication,6.0,True,['conversation'],['communication'],1,1,10.926622,14.736135,18.70777,11.149949,10.494679,12.065741,14.74553,0.0004013281,0.018111302,0.96118903,0.0005017521,0.00026056086,0.0012537541,0.018282272,0.29046765,1,3,minor,synonym,coordinated,major,part,contrary,random,unrelated,secondary,other,related,or,limited,general
4,no-rel,random,4,no-rel,random,swallow,waste,0.9,True,['swallow'],['waste'],1,1,8.981703,13.0834465,14.805983,9.316129,17.251913,11.244201,11.446034,0.00023103262,0.0139649045,0.07818544,0.00032278447,0.9023603,0.0022195433,0.0027159322,0.5565409,11,16,random,minor,coordinated,synonym,major,part,contrary,accidental,zero,small,unnecessary,general,organized,little
0,ant,contrary,0,ant,contrary,advance,retreat,1.0,True,['advance'],['retreat'],1,1,19.314898,16.29407,14.458322,13.630644,10.771315,14.114987,11.774877,0.93792784,0.045734126,0.007294328,0.0031880813,0.0001827,0.0051746042,0.00049840217,0.41551185,20,11,contrary,coordinated,minor,major,part,synonym,random,coordination,parts,and,opposite,general,partial,coordinate
4,no-rel,random,4,no-rel,random,path,leopard,0.2,True,['path'],['leopard'],1,1,9.580809,15.788307,11.779813,12.704559,17.393812,12.494008,10.703382,0.000330771,0.16421387,0.0029822416,0.007518914,0.8178464,0.0060913544,0.0010163767,0.80207783,4,2,random,coordinated,part,major,minor,synonym,contrary,coordination,specific,of,wise,directed,general,related
1,cohyp,coordinated,5,r-hyp,major,crook,burglar,2.5,False,['crook'],"['bu', '##rg', '##lar']",1,3,11.872971,16.131039,13.777505,11.801638,14.606526,13.332101,12.25734,0.009952312,0.70336294,0.06684252,0.009267114,0.15314126,0.042817,0.014616848,1.4450411,4,1,coordinated,random,minor,major,synonym,contrary,part,or,coordination,unrelated,related,and,specific,general
2,hyp,minor,2,hyp,minor,slay,kill,5.55,True,"['sl', '##ay']",['kill'],2,1,11.410532,16.820292,18.362745,12.37838,12.344083,12.276506,14.473943,0.0007698274,0.17211634,0.8048246,0.002026396,0.0019580752,0.0018301273,0.016474634,0.84697914,1,17,minor,coordinated,synonym,part,random,major,contrary,lesser,non,small,no,partial,coordination,coordinate
1,cohyp,coordinated,2,hyp,minor,catch,seize,3.0,False,['catch'],['seize'],1,1,13.61694,16.035788,15.1688795,10.588491,10.754347,14.562662,14.218589,0.046600834,0.5234631,0.2199848,0.0022550458,0.0026618615,0.119981915,0.085052416,1.8875697,39,8,coordinated,minor,major,synonym,contrary,random,part,or,coordination,and,coordinate,non,partial,general
0,ant,contrary,0,ant,contrary,decline,accept,0.7,True,['decline'],['accept'],1,1,18.670473,15.197282,15.04284,9.31161,11.793472,12.854027,13.317528,0.9377109,0.02908581,0.024923436,8.082886e-05,0.00096699776,0.0027926622,0.0044392985,0.43736804,11,11,contrary,coordinated,minor,synonym,major,random,part,opposite,positive,negative,or,not,non,complementary
1,cohyp,coordinated,2,hyp,minor,skillet,pan,5.7,False,"['skill', '##et']",['pan'],2,1,8.644513,18.249256,14.391932,12.199988,11.299863,9.539478,13.779841,6.505775e-05,0.9651302,0.020387836,0.0022773107,0.0009257693,0.00015921262,0.011054618,0.26800022,1,7,coordinated,minor,synonym,part,random,or,and,major,contrary,/,small,coordination,parts,related
1,cohyp,coordinated,2,hyp,minor,nightgown,underwear,2.79,False,"['night', '##go', '##wn']",['underwear'],3,1,15.141461,19.11607,16.48115,14.601669,12.528411,14.018211,12.794545,0.016913552,0.90029603,0.06457346,0.009858393,0.0012399422,0.005500644,0.0016180133,0.62518495,1,1,coordinated,minor,contrary,part,major,synonym,random,coordinate,or,partial,separate,full,and,complementary
1,cohyp,coordinated,1,cohyp,coordinated,leopard,tiger,0.69,True,['leopard'],['tiger'],1,1,11.422222,19.682678,15.572618,12.1867485,8.534218,11.8438225,11.111212,0.00025401486,0.9824933,0.016119549,0.000545618,1.4145385e-05,0.00038722003,0.00018611827,0.1368982,2,2,coordinated,minor,part,major,contrary,synonym,and,or,",",random,/,small,black,opposite
2,hyp,minor,2,hyp,minor,hip,joint,4.69,True,['hip'],['joint'],1,1,7.2284975,13.922052,15.381142,14.244373,13.801799,10.761248,11.418565,0.0001610075,0.1299631,0.5591064,0.17939167,0.115237705,0.005509345,0.01063088,1.7685431,6,13,minor,part,coordinated,random,synonym,-,major,specific,coordination,complex,finger,controlled,multiple,contrary
4,no-rel,random,4,no-rel,random,fish,valve,0.0,True,['fish'],['valve'],1,1,8.856015,14.592924,13.209615,13.389373,16.469706,11.072549,11.178483,0.00039571847,0.12271401,0.030770216,0.03682973,0.8016227,0.0036309029,0.0040366515,1.0230933,6,5,random,coordinated,part,minor,synonym,major,contrary,specific,eye,head,related,accidental,angle,scale
4,no-rel,random,4,no-rel,random,meal,pen,0.1,True,['meal'],['pen'],1,1,10.990336,16.619122,11.5347805,12.436304,18.49957,12.660346,12.226819,0.0004719507,0.1313551,0.00081347785,0.0020038835,0.8612232,0.0025071055,0.0016251529,0.6385391,3,6,random,coordinated,major,part,synonym,minor,contrary,coordination,specific,coordinate,parts,related,general,reference
2,hyp,minor,2,hyp,minor,girl,child,5.33,True,['girl'],['child'],1,1,15.254601,16.467701,19.748669,13.943598,9.07417,13.178779,13.328329,0.0105941845,0.035637755,0.94801784,0.0028556585,2.1925056e-05,0.0013290751,0.0015434709,0.3655385,5,4,minor,coordinated,contrary,part,synonym,major,or,small,random,/,not,little,lesser,and
2,hyp,minor,2,hyp,minor,mission,duty,4.44,True,['mission'],['duty'],1,1,11.291975,13.234761,15.912856,14.029211,8.443736,10.531826,10.79918,0.007927551,0.05531977,0.80530834,0.12243499,0.0004593721,0.0037068971,0.0048430716,0.9811507,5,3,minor,part,coordinated,contrary,synonym,major,general,active,random,limited,full,normal,partial,temporary
3,mero,part,3,mero,part,tusk,elephant,1.5,True,"['tu', '##sk']",['elephant'],2,1,7.4695387,12.996852,13.388373,19.351505,11.624072,10.677817,11.247332,6.877988e-06,0.0017295897,0.0025584602,0.99479586,0.00043828072,0.00017013715,0.00030070182,0.05604316,4,2,part,minor,coordinated,random,synonym,major,parts,portion,half,of,in,contrary,lesser,white
2,hyp,minor,2,hyp,minor,mushroom,fungus,5.33,True,['mushroom'],['fungus'],1,1,9.917155,16.654158,18.73806,11.4075575,7.651663,11.342666,14.945884,0.00012853697,0.10836051,0.87075967,0.0005705602,1.3339428e-05,0.00053471135,0.019632567,0.6464293,7,1,minor,coordinated,synonym,part,major,or,contrary,lesser,coordination,common,other,small,related,unknown
0,ant,contrary,6,syn,synonym,wed,marry,4.91,False,['wed'],['marry'],1,1,16.92752,16.335857,15.2518,12.814249,9.845192,12.783932,16.451118,0.41759712,0.23110075,0.07816297,0.0068294588,0.0003507044,0.006625515,0.2593335,1.9080032,4,2,contrary,synonym,coordinated,minor,part,major,random,non,partial,not,coordination,coordinate,opposite,complementary
0,ant,contrary,0,ant,contrary,sorrow,joy,0.6,True,['sorrow'],['joy'],1,1,21.82868,17.004936,14.394562,12.498224,9.688228,12.016878,12.624122,0.99120116,0.00796593,0.0005855517,8.790151e-05,5.2921278e-06,5.4318825e-05,9.969489e-05,0.077835344,5,4,contrary,coordinated,minor,synonym,part,major,random,opposite,mixed,opposed,not,conflicting,negative,contradictory
0,ant,contrary,5,r-hyp,major,accept,allow,3.55,False,['accept'],['allow'],1,1,18.800056,15.02611,14.870556,8.293474,9.123859,12.709828,11.211067,0.9565025,0.021962505,0.018798608,2.6165884e-05,6.0029834e-05,0.002166375,0.00048398282,0.31587648,11,10,contrary,coordinated,minor,major,synonym,opposite,random,or,negative,complementary,not,and,part,non
4,no-rel,random,4,no-rel,random,fungus,kindness,0.15,True,['fungus'],['kindness'],1,1,11.522434,14.574527,14.248647,9.972805,19.31899,10.394155,10.115014,0.00040478833,0.008565148,0.0061831106,8.5947366e-05,0.98453104,0.00013098524,9.908163e-05,0.13506179,1,3,random,coordinated,minor,contrary,major,synonym,part,little,natural,general,accidental,organized,opposite,unrelated
2,hyp,minor,2,hyp,minor,pill,drug,4.15,True,['pill'],['drug'],1,1,9.418162,11.9925995,22.305529,9.419816,9.360508,10.7089615,12.512719,2.5295428e-06,3.3197535e-05,0.99989426,2.5337292e-06,2.3878279e-06,9.196635e-06,5.5845856e-05,0.0017279795,5,3,minor,synonym,coordinated,lesser,major,complementary,related,unrelated,controlled,other,small,unknown,part,contrary
3,mero,part,3,mero,part,toenail,toe,0.77,True,"['toe', '##nail']",['toe'],2,1,7.4645276,12.257918,11.643376,15.019613,8.5531435,8.609987,11.219371,0.00046592328,0.05624159,0.030420432,0.8901156,0.0013838668,0.0014648098,0.019907748,0.6808721,2,9,part,coordinated,minor,synonym,or,big,full,partial,inner,little,major,random,small,split
1,cohyp,coordinated,2,hyp,minor,reap,get,4.31,False,"['re', '##ap']",['get'],2,1,14.70068,16.156836,15.914871,9.914981,10.115659,12.117818,12.742441,0.112457804,0.4823808,0.37870955,0.00093883,0.0011474672,0.008497026,0.015868556,1.5663412,2,37,coordinated,minor,contrary,synonym,major,random,part,coordinate,lesser,and,opposite,or,related,similar
2,hyp,minor,2,hyp,minor,tennis,activity,5.42,True,['tennis'],['activity'],1,1,11.810987,16.026226,20.77375,9.813462,15.4451,11.181009,10.256825,0.00012635268,0.00855538,0.98642236,1.7142349e-05,0.0047847517,6.729587e-05,2.6706715e-05,0.11834511,1,6,minor,coordinated,random,contrary,major,synonym,part,unrelated,coordination,secondary,organized,alternate,side,complementary
0,ant,contrary,6,syn,synonym,duty,obligation,4.91,False,['duty'],['obligation'],1,1,18.89973,16.302662,17.137857,11.473525,7.813373,13.63533,14.938251,0.7867618,0.05860715,0.13510501,0.00046847147,1.2053122e-05,0.00406952,0.014975947,1.0307155,3,5,contrary,minor,coordinated,synonym,major,part,complementary,or,opposite,coordination,lesser,and,synonymous,general
2,hyp,minor,2,hyp,minor,ritual,custom,4.46,True,['ritual'],['custom'],1,1,11.927621,16.485796,19.275648,10.838153,10.842221,12.395271,12.898093,0.0006044311,0.05766829,0.93875974,0.00020332784,0.00020415673,0.00096481666,0.0015952089,0.3589024,5,5,minor,coordinated,synonym,major,contrary,or,random,part,and,organized,local,/,coordination,general
1,cohyp,coordinated,0,ant,contrary,sit,stand,0.55,False,['sit'],['stand'],1,1,17.457762,17.699759,15.467827,12.484968,10.722322,12.245329,12.733864,0.41102618,0.52356106,0.056189053,0.0028458543,0.00048832095,0.0022394361,0.003650116,1.328098,10,24,coordinated,contrary,minor,synonym,part,major,random,or,non,not,opposite,partial,coordination,coordinate
2,hyp,minor,2,hyp,minor,jazz,music,5.77,True,['jazz'],['music'],1,1,8.238341,14.426638,19.832977,13.572179,11.702904,11.286975,10.796996,9.151191e-06,0.004456774,0.9930339,0.001896417,0.0002924947,0.0001929667,0.000118219,0.06947978,5,5,minor,coordinated,part,random,major,synonym,related,unrelated,background,sheet,complementary,instrumental,concert,classical
1,cohyp,coordinated,6,syn,synonym,attack,assault,4.77,False,['attack'],['assault'],1,1,13.973037,17.53912,14.258141,13.252842,10.846452,16.303865,13.453278,0.020358596,0.72024125,0.0270749,0.009907663,0.0008930777,0.20941794,0.012106519,1.220802,15,7,coordinated,major,minor,contrary,synonym,part,random,general,specific,coordination,main,directed,related,or
1,cohyp,coordinated,2,hyp,minor,burglar,crook,5.5,False,"['bu', '##rg', '##lar']",['crook'],3,1,10.542378,18.126993,15.71125,10.862844,15.907169,13.40786,12.92999,0.00041876498,0.823999,0.073583916,0.00057696167,0.08950956,0.0073524676,0.004559286,0.91726613,1,4,coordinated,random,minor,major,synonym,part,contrary,or,coordination,small,and,little,/,organized
5,r-hyp,major,5,r-hyp,major,measure,gallon,0.82,True,['measure'],['gallon'],1,1,8.7998495,14.284165,10.847899,12.6970625,10.300264,16.99051,12.554993,0.00025295754,0.06093344,0.001961121,0.012461942,0.0011341474,0.91244495,0.010811491,0.54779094,13,2,major,coordinated,part,synonym,minor,random,contrary,parts,specific,principal,:,general,majors,main
2,hyp,minor,2,hyp,minor,gravity,force,5.7,True,['gravity'],['force'],1,1,12.7251215,13.904833,21.2817,9.175645,13.177288,12.444776,10.105352,0.00019202931,0.0006247549,0.99871695,5.5188607e-06,0.0003018151,0.00014508245,1.3983513e-05,0.016572313,3,19,minor,coordinated,random,contrary,major,lesser,opposite,unknown,synonym,no,other,negative,opposing,part
2,hyp,minor,2,hyp,minor,aspirin,drug,5.92,True,"['as', '##pi', '##rin']",['drug'],3,1,7.7375503,9.922322,22.442308,6.0904307,8.91985,10.515069,13.1701565,4.1092144e-07,3.6525234e-06,0.9998939,7.914507e-08,1.3403709e-06,6.6072334e-06,9.399602e-05,0.0016267614,1,3,minor,synonym,complementary,nerve,coordination,generic,controlled,active,related,designer,prescription,major,unrelated,rare
1,cohyp,coordinated,0,ant,contrary,patience,impatience,2.43,False,['patience'],['impatience'],1,1,15.4445095,15.915997,14.723096,10.792035,11.906788,12.401201,12.714135,0.30864874,0.4945711,0.15002325,0.002943883,0.008975352,0.014715415,0.020122316,1.7251316,2,3,coordinated,contrary,minor,synonym,major,random,part,coordination,or,necessary,and,similar,general,opposite
4,no-rel,random,4,no-rel,random,stream,oxygen,0.46,True,['stream'],['oxygen'],1,1,11.411379,15.564628,11.997568,13.95715,17.720608,13.110706,11.997192,0.0015721337,0.10005125,0.0028253237,0.020049522,0.8640776,0.008599991,0.0028242623,0.74898183,10,1,random,coordinated,part,major,minor,synonym,contrary,parts,coordination,zero,specific,total,general,different
