pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,false,hypo,mero,sibl,entropy,nsynsests_source,nsynsests_target
2,mero,2,mero,vertebrate,belly,True,"['Ġverte', 'brate']",['Ġbelly'],2,1,0.00023686953,4.085682e-05,0.99969816,2.416993e-05,0.0042544953,2,6
0,false,0,false,refinery,loungewear,True,['Ġrefinery'],"['Ġlou', 'ng', 'ew', 'ear']",1,4,0.99998236,3.3156591e-06,3.880115e-06,1.0402092e-05,0.00032773602,1,1
0,false,0,false,refinery,dihybrid,True,['Ġrefinery'],"['Ġdi', 'hy', 'brid']",1,3,0.999977,3.516875e-06,3.934287e-06,1.5534328e-05,0.0004156986,1,1
3,sibl,3,sibl,tulip,hydrillum,True,"['Ġtul', 'ip']","['Ġhy', 'dr', 'ill', 'um']",2,4,7.948511e-06,3.9495113e-05,6.75216e-06,0.99994576,0.0009065287,1,0
0,false,0,false,refinery,bluestocking,True,['Ġrefinery'],"['Ġblu', 'est', 'ocking']",1,3,0.99997866,3.051841e-06,4.107069e-06,1.41983555e-05,0.00038883885,1,1
3,sibl,3,sibl,peach,fig,True,['Ġpeach'],['Ġfig'],1,1,8.45687e-06,3.1027605e-05,8.977506e-06,0.9999515,0.0008276021,5,4
0,false,0,false,refinery,shopper,True,['Ġrefinery'],"['Ġsho', 'pper']",1,2,0.99997723,3.2485239e-06,3.9117394e-06,1.565027e-05,0.0004123485,1,2
0,false,0,false,tadpole,omnibus,True,"['Ġtad', 'pole']","['Ġomn', 'ibus']",2,2,0.99998546,3.6853155e-06,5.6356216e-06,5.235572e-06,0.00027761795,1,3
3,sibl,3,sibl,peppermint,oleander,True,"['Ġpepper', 'mint']","['Ġo', 'le', 'ander']",2,3,8.832573e-06,3.6779827e-05,6.1623086e-06,0.99994826,0.00087137765,3,1
3,sibl,3,sibl,peanut,rush,True,['Ġpeanut'],['Ġrush'],1,1,7.786805e-06,3.5916484e-05,7.1262607e-06,0.9999492,0.00085756363,5,16
0,false,0,false,refinery,weeder,True,['Ġrefinery'],"['Ġwe', 'eder']",1,2,0.99997604,3.2332823e-06,3.8275057e-06,1.6868158e-05,0.00042977952,1,2
3,sibl,3,sibl,mule,seal,True,"['Ġm', 'ule']",['Ġseal'],2,1,1.3355804e-05,6.530311e-05,6.2819145e-06,0.999915,0.0013552216,2,15
3,sibl,3,sibl,mouse,rat,True,['Ġmouse'],['Ġrat'],1,1,1.1242471e-05,9.9235236e-05,7.648981e-06,0.99988186,0.0018049714,6,11
3,sibl,3,sibl,rice,sugarcane,True,['Ġrice'],"['Ġsugar', 'c', 'ane']",1,3,1.1584712e-05,3.2058306e-05,8.361712e-06,0.999948,0.00088458194,5,2
3,sibl,3,sibl,reed,strawberry,True,"['Ġre', 'ed']",['Ġstrawberry'],2,1,8.535215e-06,3.322795e-05,7.4643667e-06,0.99995077,0.0008362142,5,3
3,sibl,3,sibl,sisal,maguey,True,"['Ġs', 'isal']","['Ġm', 'ague', 'y']",2,3,0.0026101107,0.03521847,0.0019903998,0.960181,0.2665639,2,2
3,sibl,3,sibl,cardamom,buckwheat,True,"['Ġcard', 'am', 'om']","['Ġbuck', 'whe', 'at']",3,3,1.0134457e-05,2.9824032e-05,7.2665625e-06,0.9999528,0.0008086299,2,2
0,false,0,false,alewife,bakery,True,"['Ġale', 'wife']",['Ġbakery'],2,1,0.99998415,4.687213e-06,4.516625e-06,6.635426e-06,0.00030018762,2,1
0,false,0,false,louse,poky,True,"['Ġl', 'ouse']","['Ġp', 'oky']",2,2,0.99998224,6.3457856e-06,6.5558506e-06,4.8926327e-06,0.00033438456,4,3
3,sibl,3,sibl,bat,pachyderm,True,['Ġbat'],"['Ġp', 'achy', 'der', 'm']",1,4,1.353572e-05,6.786967e-05,6.3538373e-06,0.99991226,0.0013949601,10,1
3,sibl,3,sibl,cicada,cockroach,True,"['Ġc', 'ic', 'ada']","['Ġcock', 'roach']",3,2,1.0479517e-05,7.355363e-05,6.2345e-06,0.99990976,0.0014212938,1,1
0,false,0,false,shadfly,jet,True,"['Ġsh', 'ad', 'fly']",['Ġjet'],3,1,0.99998236,5.253256e-06,7.74592e-06,4.659807e-06,0.00033162915,1,9
3,sibl,3,sibl,tangerine,casuarina,True,"['Ġt', 'anger', 'ine']","['Ġcas', 'u', 'ar', 'ina']",3,4,8.0362815e-06,3.497236e-05,8.028897e-06,0.999949,0.0008632319,4,1
3,sibl,3,sibl,oxali,glasswort,True,"['Ġox', 'ali']","['Ġglass', 'w', 'ort']",2,3,7.911787e-06,3.4904977e-05,6.517363e-06,0.99995065,0.00083437137,0,2
0,false,0,false,songbird,coprolith,True,"['Ġsong', 'bird']","['Ġcop', 'rol', 'ith']",2,3,0.99998343,5.695649e-06,7.301992e-06,3.5950525e-06,0.00031291973,1,1
0,false,0,false,bicycle,rustler,True,['Ġbicycle'],"['Ġrust', 'ler']",1,2,0.99997103,5.9534636e-06,1.9178597e-05,3.8157655e-06,0.0005143441,2,1
3,sibl,3,sibl,protea,daphne,True,"['Ġprote', 'a']","['Ġd', 'aph', 'ne']",2,3,7.623295e-06,4.78926e-05,6.579109e-06,0.9999379,0.0010197067,1,2
1,hypo,1,hypo,bloodworm,polychaete,True,"['Ġblood', 'worm']","['Ġpoly', 'cha', 'ete']",2,3,8.304065e-06,0.9999517,1.9941743e-05,2.000317e-05,0.0008334103,1,1
1,hypo,1,hypo,casuarina,tree,True,"['Ġcas', 'u', 'ar', 'ina']",['Ġtree'],4,1,6.7027936e-06,0.99995196,2.2009413e-05,1.9347846e-05,0.0008279643,1,7
0,false,0,false,refinery,godfather,True,['Ġrefinery'],"['Ġgod', 'father']",1,2,0.9999759,3.3370343e-06,3.625866e-06,1.7111632e-05,0.00043193882,1,2
3,sibl,3,sibl,hen,mule,True,['Ġhen'],"['Ġm', 'ule']",1,2,1.4052139e-05,6.795148e-05,6.4935266e-06,0.99991155,0.0014068075,4,2
1,hypo,1,hypo,beaver,vertebrate,True,"['Ġbe', 'aver']","['Ġverte', 'brate']",2,2,9.846181e-06,0.99995255,2.1661857e-05,1.5852236e-05,0.0008204397,8,2
2,mero,2,mero,craniate,tail,True,"['Ġcr', 'ani', 'ate']",['Ġtail'],3,1,0.000106437496,7.0330025e-05,0.99978966,3.362611e-05,0.003178258,1,11
3,sibl,3,sibl,pet,homeotherm,True,['Ġpet'],"['Ġhome', 'other', 'm']",1,3,1.0320994e-05,9.7792676e-05,8.802708e-06,0.99988306,0.001790082,7,1
0,false,0,false,selachian,trail,True,"['Ġse', 'l', 'ach', 'ian']",['Ġtrail'],4,1,0.99998426,4.9251935e-06,6.951772e-06,3.9687066e-06,0.00030003456,1,8
0,false,0,false,refinery,bowerbird,True,['Ġrefinery'],"['Ġb', 'ower', 'bird']",1,3,0.99998045,3.0330273e-06,4.4777426e-06,1.203935e-05,0.0003601125,1,1
1,hypo,1,hypo,nematode,animal,True,"['Ġnem', 'at', 'ode']",['Ġanimal'],3,1,8.702229e-06,0.9999528,1.6637356e-05,2.1804542e-05,0.00081606884,1,2
0,false,0,false,refinery,substitute,True,['Ġrefinery'],['Ġsubstitute'],1,1,0.999972,3.4976651e-06,3.4708994e-06,2.1148206e-05,0.0004953449,1,9
3,sibl,3,sibl,mullein,saxifrage,True,"['Ġmul', 'lein']","['Ġsax', 'if', 'rage']",2,3,8.312911e-06,3.8284048e-05,6.0576363e-06,0.9999473,0.00088295265,1,1
0,false,0,false,mint,cristal,True,['Ġmint'],"['Ġcr', 'ist', 'al']",1,3,0.9999856,4.2442653e-06,5.339528e-06,4.784446e-06,0.0002745448,8,1
0,false,0,false,refinery,mimosa,True,['Ġrefinery'],"['Ġmim', 'osa']",1,2,0.9999784,3.2318164e-06,3.8934477e-06,1.4386365e-05,0.0003912735,1,3
3,sibl,3,sibl,cauliflower,radish,True,"['Ġcaul', 'iflower']","['Ġrad', 'ish']",2,2,9.3594435e-06,6.3427535e-05,9.4246325e-06,0.99991775,0.0013167409,2,5
0,false,0,false,cyprinodont,fireguard,True,"['Ġcy', 'pr', 'in', 'od', 'ont']","['Ġfire', 'guard']",5,2,0.9999831,6.347092e-06,4.954093e-06,5.551284e-06,0.00031805912,1,2
0,false,0,false,apteryx,worktable,True,"['Ġap', 'tery', 'x']","['Ġwork', 'table']",3,2,0.99998415,4.18989e-06,7.815319e-06,3.813862e-06,0.00029887815,1,1
3,sibl,3,sibl,thoroughbred,rhea,True,"['Ġthorough', 'bred']","['Ġr', 'hea']",2,2,1.2230666e-05,6.161304e-05,6.0012594e-06,0.9999201,0.0012806623,4,3
3,sibl,0,false,badger,sawbuck,False,"['Ġbad', 'ger']","['Ġsaw', 'buck']",2,2,1.3583022e-05,4.4916982e-05,6.409028e-06,0.99993503,0.0010725228,4,1
3,sibl,3,sibl,rosemary,amaranth,True,"['Ġrose', 'mary']","['Ġam', 'aran', 'th']",2,3,7.806664e-06,4.1470827e-05,6.552989e-06,0.9999442,0.00092949223,2,2
0,false,0,false,invertebrate,defroster,True,"['Ġinver', 'te', 'brate']","['Ġdef', 'ro', 'ster']",3,3,0.9999794,4.203045e-06,1.3247339e-05,3.199967e-06,0.0003778893,2,1
3,sibl,3,sibl,aster,stock,True,['Ġaster'],['Ġstock'],1,1,1.0359336e-05,3.450133e-05,5.980294e-06,0.9999491,0.000860065,2,27
3,sibl,3,sibl,lamb,spearmint,True,['Ġlamb'],"['Ġspe', 'arm', 'int']",1,3,1.1935087e-05,0.00013456226,8.770922e-06,0.9998447,0.002296918,6,1
3,sibl,1,hypo,warthog,swine,False,"['Ġwar', 'th', 'og']","['Ġsw', 'ine']",3,2,0.00011496598,0.113505125,0.00029052363,0.8860894,0.515831,1,1
0,false,0,false,louse,smocking,True,"['Ġl', 'ouse']","['Ġsm', 'ocking']",2,2,0.9999831,5.9745175e-06,6.321069e-06,4.6948176e-06,0.00032036996,4,2
0,false,0,false,panther,strobile,True,"['Ġpant', 'her']","['Ġstro', 'b', 'ile']",2,3,0.9999752,7.6081888e-06,1.3469867e-05,3.7014272e-06,0.00044986955,3,1
3,sibl,3,sibl,zebra,otter,True,"['Ġz', 'ebra']","['Ġot', 'ter']",2,2,1.43160705e-05,5.694434e-05,5.7670795e-06,0.999923,0.0012447597,1,2
0,false,0,false,titmouse,crate,True,"['Ġtit', 'mouse']",['Ġcrate'],2,1,0.99998295,5.9452336e-06,5.4251923e-06,5.601235e-06,0.00032033067,1,3
3,sibl,3,sibl,mango,ash,True,['Ġmango'],['Ġash'],1,1,8.1366225e-06,3.1146155e-05,8.513886e-06,0.9999522,0.00081619533,2,4
3,sibl,3,sibl,plumbago,celery,True,"['Ġpl', 'umb', 'ago']","['Ġcel', 'ery']",3,2,9.422808e-06,3.466687e-05,6.7491314e-06,0.9999492,0.0008601365,2,2
0,false,0,false,fish,stonework,True,['Ġfish'],"['Ġst', 'on', 'ework']",1,3,0.999982,4.616057e-06,1.0159855e-05,3.2675732e-06,0.00033585358,6,1
0,false,0,false,refinery,protoctist,True,['Ġrefinery'],"['Ġprot', 'oct', 'ist']",1,3,0.99996734,6.0473676e-06,4.733736e-06,2.1856367e-05,0.0005739736,1,1
0,false,0,false,characin,commodity,True,"['Ġchar', 'ac', 'in']",['Ġcommodity'],3,1,0.9999573,2.2080865e-05,5.210684e-06,1.5384278e-05,0.0007404185,1,1
3,sibl,3,sibl,agapanthus,onion,True,"['Ġag', 'apan', 'thus']",['Ġonion'],3,1,9.611739e-06,3.1727377e-05,6.2249505e-06,0.99995244,0.0008105985,1,3
0,false,0,false,mosquito,spackle,True,['Ġmosquito'],"['Ġsp', 'ackle']",1,2,0.9999852,4.3250243e-06,5.0146427e-06,5.4736347e-06,0.00028235163,1,1
0,false,0,false,refinery,plughole,True,['Ġrefinery'],"['Ġpl', 'ugh', 'ole']",1,3,0.99998033,3.0861363e-06,4.169426e-06,1.235101e-05,0.00036068313,1,1
0,false,0,false,refinery,bean,True,['Ġrefinery'],['Ġbean'],1,1,0.9995752,9.574808e-06,2.8971408e-05,0.0003862963,0.0055889376,1,5
3,sibl,3,sibl,pondweed,yarrow,True,"['Ġpond', 'weed']","['Ġy', 'arrow']",2,2,8.632543e-06,3.4946097e-05,6.273867e-06,0.9999502,0.0008428878,2,1
0,false,0,false,pedicab,sedum,True,"['Ġped', 'ic', 'ab']","['Ġsed', 'um']",3,2,0.9996111,0.00018632726,3.133266e-05,0.00017122387,0.005480678,1,1
3,sibl,3,sibl,gladiolus,yarrow,True,"['Ġglad', 'iol', 'us']","['Ġy', 'arrow']",3,2,9.311716e-06,3.5431392e-05,5.7987068e-06,0.99994946,0.0008532538,2,1
0,false,0,false,refinery,restharrow,True,['Ġrefinery'],"['Ġrest', 'h', 'arrow']",1,3,0.99998033,3.1739987e-06,4.0064338e-06,1.2445803e-05,0.00036088884,1,2
0,false,0,false,mint,team,True,['Ġmint'],['Ġteam'],1,1,0.9999851,4.871904e-06,4.5883903e-06,5.524514e-06,0.00028550273,8,3
3,sibl,3,sibl,neem,hickory,True,"['Ġne', 'em']","['Ġh', 'ick', 'ory']",2,3,9.393524e-06,3.0428635e-05,6.9427188e-06,0.99995327,0.0007998151,1,2
2,mero,2,mero,car,accelerator,True,['Ġcar'],['Ġaccelerator'],1,1,0.00015373918,4.222936e-05,0.99977344,3.0686555e-05,0.0033481424,5,4
3,sibl,3,sibl,strawberry,banana,True,['Ġstrawberry'],['Ġbanana'],1,1,7.802428e-06,3.2780503e-05,8.627733e-06,0.99995077,0.00083688134,3,2
0,false,0,false,refinery,scope,True,['Ġrefinery'],['Ġscope'],1,1,0.9999801,3.2586174e-06,3.8183994e-06,1.2917613e-05,0.00036680038,1,4
1,hypo,1,hypo,sunflower,spermatophyte,True,"['Ġsun', 'flower']","['Ġs', 'per', 'mat', 'ophy', 'te']",2,5,8.39969e-06,0.9999534,2.1276472e-05,1.70002e-05,0.00080861634,1,1
0,false,0,false,orangutan,hesperus,True,"['Ġor', 'ang', 'utan']","['Ġhes', 'per', 'us']",3,3,0.99997807,9.465745e-06,7.817999e-06,4.698117e-06,0.0004054017,1,1
0,false,0,false,refinery,woodscrew,True,['Ġrefinery'],"['Ġwood', 'sc', 'rew']",1,3,0.99998164,3.0803565e-06,4.0451196e-06,1.12549e-05,0.00034037186,1,1
1,hypo,1,hypo,neem,tree,True,"['Ġne', 'em']",['Ġtree'],2,1,7.3956835e-06,0.9999516,2.3867799e-05,1.7206814e-05,0.00083468814,1,7
0,false,0,false,refinery,szilard,True,['Ġrefinery'],"['Ġs', 'z', 'il', 'ard']",1,4,0.99997914,3.1547388e-06,4.0642735e-06,1.370709e-05,0.000381966,1,1
3,sibl,3,sibl,lorikeet,cock,True,"['Ġl', 'or', 'ike', 'et']",['Ġcock'],4,1,1.5570027e-05,5.2072628e-05,5.74265e-06,0.99992657,0.0011954445,1,8
0,false,0,false,snake,cloisonne,True,['Ġsnake'],"['Ġclo', 'ison', 'ne']",1,3,0.99989974,1.39694785e-05,8.144289e-05,4.8437482e-06,0.0015616617,8,2
3,sibl,3,sibl,manzanita,broom,True,"['Ġman', 'zan', 'ita']",['Ġbroom'],3,1,7.3829997e-06,3.63176e-05,7.4636264e-06,0.99994886,0.0008624048,2,5
3,sibl,3,sibl,angelica,sesame,True,"['Ġangel', 'ica']","['Ġs', 'esame']",2,2,9.27358e-06,3.1580985e-05,7.025721e-06,0.9999521,0.00081651617,3,1
3,sibl,3,sibl,porcupine,vole,True,"['Ġpor', 'cup', 'ine']","['Ġv', 'ole']",3,2,1.2784247e-05,0.00025760036,1.008199e-05,0.99971956,0.0038509439,1,1
3,sibl,3,sibl,wheatgrass,perennial,True,"['Ġwheat', 'grass']",['Ġperennial'],2,1,7.79048e-06,3.57127e-05,7.601019e-06,0.99994886,0.0008627453,1,4
0,false,0,false,refinery,wrapper,True,['Ġrefinery'],['Ġwrapper'],1,1,0.9999758,3.292082e-06,3.6403624e-06,1.7142926e-05,0.00043187686,1,3
1,hypo,1,hypo,dugong,placental,True,"['Ġdug', 'ong']","['Ġplac', 'ental']",2,2,9.412952e-06,0.9999536,1.931405e-05,1.7588392e-05,0.0008042479,1,2
0,false,0,false,coypu,maser,True,"['Ġcoy', 'pu']","['Ġm', 'aser']",2,2,0.999985,4.3765895e-06,6.0252764e-06,4.5311117e-06,0.00028432522,1,1
0,false,0,false,caiman,dewlap,True,"['Ġca', 'iman']","['Ġde', 'w', 'lap']",2,3,0.99998486,4.3540167e-06,6.7849837e-06,3.9178663e-06,0.00028616094,1,1
0,false,0,false,dormouse,hybridoma,True,"['Ġdorm', 'ouse']","['Ġhybrid', 'oma']",2,2,0.99998116,7.58877e-06,6.919149e-06,4.2739584e-06,0.00035098585,1,1
3,sibl,3,sibl,lotus,crocus,True,"['Ġlot', 'us']","['Ġcro', 'cus']",2,2,9.222399e-06,3.348512e-05,6.3187686e-06,0.999951,0.000831872,3,1
3,sibl,3,sibl,walrus,glutton,True,"['Ġwal', 'rus']","['Ġgl', 'utton']",2,2,1.2453255e-05,0.00011332304,6.7998103e-06,0.99986744,0.0019962164,1,2
3,sibl,3,sibl,centipede,tick,True,"['Ġcent', 'ip', 'ede']",['Ġtick'],3,1,1.1079653e-05,5.3155865e-05,6.138872e-06,0.99992967,0.0011449243,1,8
0,false,0,false,snake,insulant,True,['Ġsnake'],"['Ġins', 'ul', 'ant']",1,3,0.99998426,3.9713077e-06,7.7518835e-06,4.0547125e-06,0.00029835827,8,1
3,sibl,3,sibl,balloon,tank,True,['Ġballoon'],['Ġtank'],1,1,1.5180996e-05,0.00011466373,1.2676168e-05,0.9998574,0.0021557915,4,8
0,false,0,false,woodchuck,seawall,True,"['Ġwood', 'ch', 'uck']","['Ġseaw', 'all']",3,2,0.9999832,6.0085044e-06,5.812434e-06,4.9713635e-06,0.0003171417,1,1
3,sibl,3,sibl,ash,rattan,True,['Ġash'],"['Ġratt', 'an']",1,2,8.10274e-06,3.293643e-05,7.3470997e-06,0.9999516,0.00082258857,4,3
0,false,0,false,refinery,budgerygah,True,['Ġrefinery'],"['Ġbud', 'gery', 'g', 'ah']",1,4,0.9999758,3.2671699e-06,4.001272e-06,1.6934562e-05,0.00043460587,1,1
0,false,0,false,anteater,echogram,True,"['Ġante', 'ater']","['Ġe', 'ch', 'ogram']",2,3,0.99998474,4.4051885e-06,7.128771e-06,3.7515429e-06,0.00028989758,6,1
1,hypo,1,hypo,bitterroot,angiosperm,True,"['Ġbitter', 'root']","['Ġang', 'ios', 'perm']",2,3,9.725246e-06,0.9999528,2.01561e-05,1.7301038e-05,0.0008180261,1,1
0,false,0,false,mint,tidy,True,['Ġmint'],['Ġtidy'],1,1,0.9999846,5.4232046e-06,4.2880215e-06,5.681649e-06,0.0002925156,8,5
1,hypo,1,hypo,kangaroo,chordate,True,"['Ġk', 'ang', 'aroo']","['Ġchord', 'ate']",3,2,9.0504145e-06,0.9999528,2.0708152e-05,1.7392887e-05,0.0008168532,1,2
0,false,0,false,mouse,amphitheater,True,['Ġmouse'],"['Ġamph', 'ithe', 'ater']",1,3,0.99998474,5.235254e-06,5.2702794e-06,4.7446024e-06,0.00029017436,6,2
0,false,0,false,refinery,lifesaver,True,['Ġrefinery'],"['Ġlifes', 'aver']",1,2,0.99997306,3.5849803e-06,3.7056295e-06,1.9691253e-05,0.0004783902,1,2
0,false,0,false,refinery,mend,True,['Ġrefinery'],['Ġmend'],1,1,0.9999734,3.3032131e-06,3.4824893e-06,1.9824573e-05,0.00047134454,1,4
3,sibl,3,sibl,cineraria,petunia,True,"['Ġc', 'iner', 'aria']","['Ġpet', 'unia']",3,2,9.117841e-06,3.5939876e-05,5.9939507e-06,0.999949,0.0008608674,2,2
