pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,Antonym,HasA,HasProperty,IsA,MadeOf,PartOf,Synonym,entropy,nsynsests_source,nsynsests_target
5,PartOf,5,PartOf,head,table,True,['Ġhead'],['Ġtable'],1,1,0.0036155938,0.002870869,0.0011830843,0.0121592125,0.0031227886,0.97258955,0.004458935,0.24223745,42,8
2,HasProperty,0,Antonym,lose,tight,False,['Ġlose'],['Ġtight'],1,1,0.43261474,0.004762539,0.44229352,0.017567115,0.0027040779,0.0033614335,0.09669656,1.5592749,11,16
5,PartOf,5,PartOf,button,tv,True,['Ġbutton'],['Ġtv'],1,1,0.005527238,0.004345806,0.0013168687,0.0062922714,0.0046405196,0.9760297,0.0018477108,0.2210714,9,2
1,HasA,1,HasA,house,basement,True,['Ġhouse'],['Ġbasement'],1,1,0.004461435,0.9432307,0.014172235,0.0033400794,0.02468067,0.004320558,0.0057942607,0.43767142,14,2
1,HasA,1,HasA,envelope,letter,True,['Ġenvelope'],['Ġletter'],1,1,0.03241058,0.76264817,0.0038378155,0.028530147,0.079340376,0.040060334,0.053172715,1.3367631,6,8
2,HasProperty,2,HasProperty,swim,relax,True,['Ġswim'],['Ġrelax'],1,1,0.016668854,0.0028380184,0.9566446,0.012561161,0.0010772874,0.00081795675,0.009392206,0.34522444,6,8
6,Synonym,6,Synonym,affection,love,True,['Ġaffection'],['Ġlove'],1,1,0.0055540404,0.0027146833,0.019386306,0.07860713,0.003730389,0.005008211,0.8849993,0.687809,1,10
3,IsA,3,IsA,cloudy,weather,True,['Ġcloudy'],['Ġweather'],1,1,0.0054549975,0.0034501036,0.011702195,0.93880904,0.006576103,0.026546875,0.007460732,0.46921626,3,6
3,IsA,3,IsA,cookie,food,True,['Ġcookie'],['Ġfood'],1,1,0.004081985,0.003491132,0.007910788,0.96907717,0.0043946034,0.005013812,0.0060305567,0.27722085,3,3
5,PartOf,5,PartOf,face,body,True,['Ġface'],['Ġbody'],1,1,0.0026576056,0.0034755466,0.0010261334,0.015734924,0.0073216073,0.96598,0.0038041656,0.28631747,22,12
3,IsA,3,IsA,leaf,sheet,True,['Ġleaf'],['Ġsheet'],1,1,0.016975706,0.0021389904,0.0061974484,0.81537646,0.003575873,0.008036049,0.1476994,0.8968739,6,10
4,MadeOf,2,HasProperty,human_body,water,False,"['Ġhuman', '_', 'body']",['Ġwater'],3,1,0.007217164,0.43329507,0.07134007,0.01395261,0.46242696,0.0055083265,0.006259832,1.5335877,1,10
3,IsA,0,Antonym,door,hole,False,['Ġdoor'],['Ġhole'],1,1,0.018848859,0.10400645,0.099209435,0.6255696,0.046543747,0.005425622,0.100396305,1.7813997,5,10
2,HasProperty,2,HasProperty,rock,solid,True,['Ġrock'],['Ġsolid'],1,1,0.0062207226,0.0032935329,0.9172623,0.05679684,0.0043965206,0.0015132698,0.010516955,0.539769,9,18
3,IsA,3,IsA,fish,animal,True,['Ġfish'],['Ġanimal'],1,1,0.0058057453,0.0036324724,0.018396212,0.95538944,0.0047800047,0.0036848562,0.008311197,0.36558682,6,2
4,MadeOf,4,MadeOf,statue,stone,True,['Ġstatue'],['Ġstone'],1,1,0.011939141,0.0042933137,0.008321651,0.014378592,0.9483408,0.006270116,0.006456313,0.42093974,1,16
0,Antonym,0,Antonym,dark,light,True,['Ġdark'],['Ġlight'],1,1,0.98577577,0.002145725,0.0033025397,0.0019285997,0.001586848,0.003187324,0.002073184,0.14367886,16,47
6,Synonym,6,Synonym,bend,bow,True,['Ġbend'],['Ġbow'],1,1,0.012843656,0.0017313597,0.0026546943,0.046715338,0.0016120211,0.004690536,0.92975235,0.47471467,12,14
6,Synonym,3,IsA,burn,destroy,False,['Ġburn'],['Ġdestroy'],1,1,0.006060682,0.002547624,0.011437913,0.34014162,0.0032953003,0.0040176325,0.6324992,1.1467067,20,4
2,HasProperty,2,HasProperty,person,lazy,True,['Ġperson'],['Ġlazy'],1,1,0.0045764684,0.0014202712,0.98665893,0.0029768401,0.0008457993,0.00061848375,0.002903297,0.13279648,3,2
3,IsA,2,HasProperty,sugar,sweet,False,['Ġsugar'],['Ġsweet'],1,1,0.009023846,0.0034839031,0.009638925,0.86754674,0.01122168,0.089817114,0.00926771,0.77968454,4,16
1,HasA,1,HasA,fiddle,string,True,"['Ġf', 'iddle']",['Ġstring'],2,1,0.0452151,0.40616632,0.016566852,0.057442404,0.2681176,0.011190752,0.19530103,2.1065805,8,17
3,IsA,4,MadeOf,cloud,water_vapor,False,['Ġcloud'],"['Ġwater', '_', 'v', 'apor']",1,4,0.06716489,0.06840663,0.07163226,0.3564323,0.27337593,0.008115085,0.15487295,2.3139095,14,1
0,Antonym,0,Antonym,keep,give,True,['Ġkeep'],['Ġgive'],1,1,0.98601127,0.0020483995,0.0030854724,0.0017731461,0.0015558394,0.0023331495,0.003192727,0.14165767,25,45
0,Antonym,0,Antonym,cold,hot,True,['Ġcold'],['Ġhot'],1,1,0.98672837,0.0017387283,0.0026439705,0.0018310067,0.0013554549,0.0028833635,0.0028190254,0.13537164,16,21
2,HasProperty,1,HasA,person,sleep,False,['Ġperson'],['Ġsleep'],1,1,0.011071174,0.38492537,0.5575726,0.008449955,0.011816507,0.0053654145,0.020798957,1.3625438,3,6
0,Antonym,0,Antonym,plain,complicate,True,['Ġplain'],['Ġcomplicate'],1,1,0.98565894,0.0017538798,0.0019958888,0.0022619297,0.0012888861,0.0033170918,0.003723323,0.144113,11,2
3,IsA,1,HasA,water,surface,False,['Ġwater'],['Ġsurface'],1,1,0.0051885527,0.017071819,0.028739488,0.920826,0.00952185,0.0068641156,0.011788162,0.5851672,10,10
6,Synonym,6,Synonym,unhappiness,sadness,True,"['Ġunh', 'appiness']",['Ġsadness'],2,1,0.0048016584,0.0050602765,0.05338755,0.18202452,0.0072990465,0.007978988,0.73944795,1.1780769,2,3
2,HasProperty,2,HasProperty,shape,fun,True,['Ġshape'],['Ġfun'],1,1,0.003368531,0.002326161,0.968697,0.01806618,0.0011518731,0.0009313082,0.005458988,0.2587338,11,4
6,Synonym,3,IsA,action,play,False,['Ġaction'],['Ġplay'],1,1,0.01023971,0.0019072932,0.00469607,0.14673185,0.0023849749,0.0042750174,0.8297651,0.80531114,12,52
2,HasProperty,3,IsA,man,male,False,['Ġman'],['Ġmale'],1,1,0.003275724,0.0031061526,0.9501076,0.02022843,0.0026917837,0.0016085067,0.018981818,0.38337117,13,6
2,HasProperty,2,HasProperty,glass,fragile,True,['Ġglass'],['Ġfragile'],1,1,0.004386729,0.0014038349,0.9849967,0.0044461996,0.0013095579,0.000544545,0.0029122261,0.14686103,12,3
2,HasProperty,3,IsA,sport,fun,False,['Ġsport'],['Ġfun'],1,1,0.002189137,0.0044558337,0.960617,0.025224896,0.0027054248,0.0013459001,0.0034619002,0.3079571,9,4
3,IsA,3,IsA,fork,shape,True,['Ġfork'],['Ġshape'],1,1,0.002882617,0.0036633776,0.018104097,0.94457096,0.0033923672,0.0036296365,0.023757076,0.4218903,9,11
2,HasProperty,3,IsA,aluminum,gray,False,['Ġaluminum'],['Ġgray'],1,1,0.16241677,0.0033137598,0.8151134,0.004494787,0.00181001,0.0014729627,0.0113782985,0.8324588,1,15
0,Antonym,0,Antonym,middle,side,True,['Ġmiddle'],['Ġside'],1,1,0.8123287,0.003798712,0.0014698524,0.08070688,0.0034969354,0.048414797,0.0497841,1.0365263,9,14
4,MadeOf,1,HasA,bath,water,False,['Ġbath'],['Ġwater'],1,1,0.007649543,0.24984913,0.045675125,0.05345916,0.6226792,0.005426354,0.015261534,1.541437,7,10
0,Antonym,0,Antonym,gentle,wild,True,['Ġgentle'],['Ġwild'],1,1,0.9855921,0.0017522211,0.003516273,0.0019728455,0.0012475613,0.002967972,0.0029510194,0.14482771,10,17
5,PartOf,4,MadeOf,alcohol,rice,False,['Ġalcohol'],['Ġrice'],1,1,0.2192584,0.015494308,0.0071711163,0.029232115,0.035296082,0.6753681,0.01817988,1.4310527,2,5
3,IsA,3,IsA,baseball,game,True,['Ġbaseball'],['Ġgame'],1,1,0.0041109486,0.0040947846,0.0131754875,0.96450305,0.0036348603,0.0039009436,0.006579855,0.3060106,2,14
5,PartOf,5,PartOf,object,sentence,True,['Ġobject'],['Ġsentence'],1,1,0.23040424,0.024583522,0.0027651726,0.1990039,0.04294836,0.25078073,0.24951407,2.3015757,7,4
6,Synonym,6,Synonym,rush,charge,True,['Ġrush'],['Ġcharge'],1,1,0.007123365,0.0017582048,0.0046262727,0.13065143,0.0024300287,0.0035757094,0.849835,0.7360645,16,40
4,MadeOf,1,HasA,city,skyscraper,False,['Ġcity'],"['Ġskysc', 'raper']",1,2,0.010340122,0.30486372,0.023596315,0.013213603,0.63523465,0.005903998,0.0068476372,1.3094844,3,1
2,HasProperty,6,Synonym,light,ignite,False,['Ġlight'],['Ġignite'],1,1,0.02900027,0.009706424,0.57132894,0.13445748,0.004629064,0.0023240652,0.24855377,1.6190863,47,3
0,Antonym,0,Antonym,happy,displease,True,['Ġhappy'],"['Ġdis', 'please']",1,2,0.98606884,0.002151474,0.003578969,0.0016083443,0.0013231419,0.002533793,0.0027355074,0.14082465,4,1
3,IsA,3,IsA,keyboard,device,True,['Ġkeyboard'],['Ġdevice'],1,1,0.0048870062,0.0023553595,0.004960255,0.97291225,0.0035212592,0.006581239,0.0047825132,0.24785422,2,5
0,Antonym,0,Antonym,steal,give,True,['Ġsteal'],['Ġgive'],1,1,0.9858066,0.002566354,0.0022760238,0.0020809446,0.0018307815,0.002936566,0.0025026463,0.14391463,5,45
6,Synonym,6,Synonym,dot,spot,True,['Ġdot'],['Ġspot'],1,1,0.02495078,0.0020462032,0.005930156,0.11530904,0.0019439096,0.0026598223,0.8471601,0.79733855,8,20
3,IsA,6,Synonym,garden,yard,False,['Ġgarden'],['Ġyard'],1,1,0.00937322,0.0033049744,0.018185092,0.7169833,0.0045373505,0.005415752,0.24220034,1.1112275,4,9
0,Antonym,6,Synonym,limp,relax,False,['Ġlimp'],['Ġrelax'],1,1,0.45743832,0.0026831045,0.014291959,0.08606224,0.002735887,0.0070386124,0.42974997,1.5284321,5,8
6,Synonym,1,HasA,chain,link,False,['Ġchain'],['Ġlink'],1,1,0.02276906,0.17621884,0.010984417,0.18548751,0.037126143,0.009045038,0.558369,1.7951659,12,13
5,PartOf,1,HasA,drawer,clothe,False,['Ġdrawer'],"['Ġclot', 'he']",1,2,0.052075535,0.07427447,0.0019617185,0.034412492,0.017975219,0.79378986,0.025510749,1.1892408,3,3
6,Synonym,6,Synonym,garbage,trash,True,['Ġgarbage'],['Ġtrash'],1,1,0.0076202066,0.005272318,0.052295554,0.06102954,0.0040928205,0.0038333673,0.86585623,0.80552185,3,6
6,Synonym,6,Synonym,string_instrument,string,True,"['Ġstring', '_', 'in', 'strument']",['Ġstring'],4,1,0.030377131,0.020680731,0.0046961512,0.17882293,0.045776024,0.017264552,0.7023825,1.412013,0,17
0,Antonym,6,Synonym,boyfriend,friend,False,['Ġboyfriend'],['Ġfriend'],1,1,0.3853872,0.0075357636,0.014364816,0.23840922,0.004057503,0.0058292598,0.34441614,1.7695065,1,5
1,HasA,1,HasA,mountain,snow,True,['Ġmountain'],['Ġsnow'],1,1,0.011556022,0.6271757,0.19763446,0.011172951,0.13828863,0.0055020265,0.008670109,1.5266155,2,6
6,Synonym,4,MadeOf,music,note,False,['Ġmusic'],['Ġnote'],1,1,0.14050896,0.14693464,0.08792992,0.038487654,0.018398944,0.0068749664,0.56086487,1.9169998,5,13
2,HasProperty,2,HasProperty,queen,female,True,['Ġqueen'],['Ġfemale'],1,1,0.0050850627,0.0045540323,0.9217454,0.040995274,0.005677168,0.002806462,0.019136608,0.5468208,12,5
5,PartOf,5,PartOf,picture,book,True,['Ġpicture'],['Ġbook'],1,1,0.008969188,0.0031800258,0.0013103016,0.013432583,0.0057348213,0.9650624,0.002310645,0.29590476,12,15
5,PartOf,5,PartOf,animal,nature,True,['Ġanimal'],['Ġnature'],1,1,0.009297259,0.0045826696,0.0014905663,0.016947407,0.0069745937,0.95824796,0.0024595354,0.34228843,2,5
0,Antonym,0,Antonym,due,pay,True,['Ġdue'],['Ġpay'],1,1,0.5430882,0.014962383,0.009849815,0.09886933,0.004480941,0.013614657,0.3151347,1.6090996,7,12
1,HasA,1,HasA,house,attic,True,['Ġhouse'],['Ġattic'],1,1,0.004090117,0.94695795,0.013913799,0.0029829978,0.021585038,0.0052092196,0.0052608293,0.41652757,14,5
6,Synonym,5,PartOf,member,committee,False,['Ġmember'],['Ġcommittee'],1,1,0.012530801,0.0033666333,0.0035053433,0.20077571,0.003429541,0.13526286,0.64112914,1.4301207,5,2
0,Antonym,0,Antonym,busy,nothing,True,['Ġbusy'],['Ġnothing'],1,1,0.9866304,0.002282657,0.0029620908,0.0018368673,0.0014123644,0.00273485,0.0021406696,0.13640276,6,2
2,HasProperty,2,HasProperty,stone,solid,True,['Ġstone'],['Ġsolid'],1,1,0.011361118,0.0033236109,0.91058135,0.058810934,0.0042531,0.0014157484,0.010254191,0.57887304,16,18
1,HasA,1,HasA,person,information,True,['Ġperson'],['Ġinformation'],1,1,0.0032782876,0.88675654,0.036775548,0.014463455,0.04880972,0.0036893205,0.006226997,0.73253614,3,5
2,HasProperty,2,HasProperty,hockey,violent,True,['Ġhockey'],['Ġviolent'],1,1,0.0021954444,0.0016721927,0.98733693,0.0047610565,0.0010818698,0.00068597205,0.0022665495,0.12747532,2,5
0,Antonym,0,Antonym,company,loneliness,True,['Ġcompany'],['Ġloneliness'],1,1,0.98306227,0.0025358512,0.005841336,0.0017384453,0.0017971642,0.0025667537,0.0024582685,0.16516098,10,3
3,IsA,1,HasA,peach,pit,False,['Ġpeach'],['Ġpit'],1,1,0.09298214,0.039874095,0.020642066,0.7341927,0.007490225,0.011445437,0.09337327,1.3929471,5,14
6,Synonym,3,IsA,wash,clean,False,['Ġwash'],['Ġclean'],1,1,0.009706422,0.0019559318,0.013545824,0.18305542,0.0022604608,0.0044349376,0.785041,0.9436314,21,31
1,HasA,1,HasA,dog,penis,True,['Ġdog'],['Ġpenis'],1,1,0.003512968,0.9588194,0.009678141,0.0043503693,0.0143836755,0.0048882067,0.004367267,0.3454755,8,1
3,IsA,3,IsA,bicycle,tool,True,['Ġbicycle'],['Ġtool'],1,1,0.0031856834,0.0052097808,0.0062414072,0.9692599,0.005363349,0.0037047344,0.0070351996,0.27599293,2,8
0,Antonym,6,Synonym,pin,nail,False,['Ġpin'],['Ġnail'],1,1,0.40385067,0.020029442,0.0024014642,0.16391553,0.019528896,0.20098177,0.18929219,2.1205142,15,10
2,HasProperty,3,IsA,bark,tan,False,['Ġbark'],['Ġtan'],1,1,0.021722678,0.0020954546,0.9601246,0.0058248355,0.0012255704,0.0009076464,0.008099113,0.3155625,9,6
5,PartOf,5,PartOf,bone,human,True,['Ġbone'],['Ġhuman'],1,1,0.010163505,0.009434542,0.0025450827,0.006200339,0.022516761,0.94726515,0.0018746532,0.41241643,6,4
3,IsA,3,IsA,end,happen,True,['Ġend'],['Ġhappen'],1,1,0.009262453,0.0045064203,0.03359413,0.9349011,0.004841974,0.0035845821,0.009309304,0.48210928,18,5
6,Synonym,6,Synonym,enjoyment,pleasure,True,['Ġenjoyment'],['Ġpleasure'],1,1,0.0061940956,0.0031356325,0.024327202,0.072476655,0.0030001777,0.0041058045,0.8867604,0.6878033,3,5
6,Synonym,3,IsA,create,make,False,['Ġcreate'],['Ġmake'],1,1,0.010715916,0.0018561648,0.007549917,0.11881418,0.0017730822,0.0027366686,0.85655415,0.7361756,6,51
4,MadeOf,4,MadeOf,container,metal,True,['Ġcontainer'],['Ġmetal'],1,1,0.0069961986,0.0064820126,0.008480454,0.009861898,0.959235,0.0042898497,0.004654625,0.34868068,1,4
2,HasProperty,2,HasProperty,suit,uncomfortable,True,['Ġsuit'],['Ġuncomfortable'],1,1,0.029419173,0.0022226158,0.9595462,0.003272244,0.0012474392,0.000711449,0.0035808685,0.3019968,10,2
5,PartOf,5,PartOf,breast,turkey,True,['Ġbreast'],['Ġturkey'],1,1,0.007114697,0.004242072,0.0013646018,0.00459788,0.0064525683,0.9739005,0.002327679,0.23735029,7,5
3,IsA,6,Synonym,divide,part,False,['Ġdivide'],['Ġpart'],1,1,0.01601724,0.0026371595,0.0050112,0.925671,0.0046083564,0.0026321784,0.04342291,0.5143879,8,18
6,Synonym,6,Synonym,love,honey,True,['Ġlove'],['Ġhoney'],1,1,0.01707153,0.00547047,0.008175534,0.04728376,0.008886633,0.019695621,0.89341646,0.7236297,10,4
6,Synonym,6,Synonym,earth,globe,True,['Ġearth'],['Ġglobe'],1,1,0.015128975,0.010324417,0.009747254,0.06389215,0.018617468,0.042343993,0.83994573,0.98976976,9,3
4,MadeOf,4,MadeOf,world,material,True,['Ġworld'],['Ġmaterial'],1,1,0.011577735,0.10587775,0.01992085,0.048867553,0.7978157,0.005416342,0.010524093,1.1127374,9,11
3,IsA,3,IsA,act,communication,True,['Ġact'],['Ġcommunication'],1,1,0.006093364,0.0036826779,0.00628576,0.59793615,0.007612482,0.020761924,0.35762766,1.2643752,15,3
3,IsA,3,IsA,watch,check,True,['Ġwatch'],['Ġcheck'],1,1,0.0077527957,0.0046690595,0.00919619,0.544829,0.003103898,0.0066286996,0.42382038,1.2287782,13,38
6,Synonym,3,IsA,pluck,pull,False,"['Ġpl', 'uck']",['Ġpull'],2,1,0.1533454,0.0026012603,0.0059597553,0.19906609,0.0031703622,0.006136437,0.6297206,1.4363346,8,24
2,HasProperty,3,IsA,sex,fun,False,['Ġsex'],['Ġfun'],1,1,0.0025534348,0.004586495,0.93187815,0.05020473,0.00299306,0.0016636566,0.0061204843,0.4546123,6,4
3,IsA,3,IsA,fungus,organism,True,['Ġfungus'],['Ġorganism'],1,1,0.0069097546,0.0031216755,0.01609242,0.95445687,0.004672864,0.0032631557,0.011483373,0.37276062,1,2
4,MadeOf,4,MadeOf,hat,cotton,True,['Ġhat'],['Ġcotton'],1,1,0.0126465075,0.0052123703,0.01477995,0.01515806,0.93885463,0.005232414,0.008116087,0.48222417,4,5
3,IsA,3,IsA,promotion,change,True,['Ġpromotion'],['Ġchange'],1,1,0.0042221146,0.0037340797,0.010422125,0.9634889,0.006343599,0.0038730686,0.007916166,0.31634724,4,20
6,Synonym,6,Synonym,edge,line,True,['Ġedge'],['Ġline'],1,1,0.01390234,0.0019837925,0.0026606817,0.112746134,0.0023336322,0.014170112,0.8522033,0.785398,10,36
6,Synonym,6,Synonym,store,stock,True,['Ġstore'],['Ġstock'],1,1,0.0064776307,0.0079870485,0.0052873166,0.44199935,0.0067229155,0.0070502367,0.5244755,1.2505898,6,27
2,HasProperty,3,IsA,benefit,good,False,['Ġbenefit'],['Ġgood'],1,1,0.0036791665,0.0065047885,0.87392706,0.09209634,0.008187638,0.0022714122,0.013333651,0.72354543,5,27
0,Antonym,0,Antonym,electron,neutron,True,['Ġelectron'],['Ġneutron'],1,1,0.97247744,0.0050027706,0.0035171756,0.002755137,0.0046007494,0.0030178395,0.008628862,0.24964094,1,1
2,HasProperty,2,HasProperty,love,sweet,True,['Ġlove'],['Ġsweet'],1,1,0.0028170515,0.003683755,0.9343908,0.035616856,0.0032157595,0.0014956011,0.018780164,0.464851,10,16
4,MadeOf,1,HasA,animal,meat,False,['Ġanimal'],['Ġmeat'],1,1,0.011667877,0.07491797,0.012389862,0.033325117,0.8556603,0.0047423663,0.0072964197,0.8778634,2,3
1,HasA,1,HasA,fruit,skin,True,['Ġfruit'],['Ġskin'],1,1,0.003260748,0.91719306,0.022598349,0.0056874985,0.0415326,0.0036497267,0.006077946,0.57220984,5,10
4,MadeOf,2,HasProperty,kite,orange,False,"['Ġk', 'ite']",['Ġorange'],2,1,0.023171356,0.040412273,0.4079525,0.024308754,0.4739192,0.009637019,0.020598842,1.6614449,8,6
3,IsA,3,IsA,castle,place,True,['Ġcastle'],['Ġplace'],1,1,0.005064493,0.003088574,0.00970925,0.9677261,0.003735769,0.003729225,0.006946578,0.28510904,5,32
3,IsA,3,IsA,end,change,True,['Ġend'],['Ġchange'],1,1,0.005625979,0.0025776506,0.0056044734,0.9708962,0.0042188605,0.0059250384,0.005151834,0.26378086,18,20
2,HasProperty,2,HasProperty,warmth,soothe,True,['Ġwarmth'],"['Ġso', 'othe']",1,2,0.005708017,0.0052989433,0.8499796,0.07954133,0.00478953,0.0030635938,0.051619075,0.85562944,5,2
2,HasProperty,2,HasProperty,nature,lovely,True,['Ġnature'],['Ġlovely'],1,1,0.0015750277,0.0028882737,0.981845,0.008597137,0.0018624379,0.0008878291,0.002344289,0.17034543,5,3
1,HasA,1,HasA,rooster,comb,True,"['Ġro', 'oster']",['Ġcomb'],2,1,0.0047313487,0.9528937,0.011264817,0.005098366,0.013267965,0.004376383,0.008367422,0.38938543,1,8
2,HasProperty,2,HasProperty,sound,fun,True,['Ġsound'],['Ġfun'],1,1,0.0018955369,0.0035958227,0.97515047,0.013884626,0.0019322117,0.0011839917,0.0023572752,0.21691884,24,4
2,HasProperty,6,Synonym,life,time,False,['Ġlife'],['Ġtime'],1,1,0.0054474003,0.03839137,0.8799137,0.027917508,0.010559558,0.0031586133,0.03461198,0.791576,14,15
3,IsA,3,IsA,slice,hit,True,['Ġslice'],['Ġhit'],1,1,0.010679772,0.0017254887,0.011015915,0.93978864,0.0019333129,0.003096906,0.031759907,0.44292593,10,24
0,Antonym,0,Antonym,begin,middle,True,['Ġbegin'],['Ġmiddle'],1,1,0.97726053,0.0025227142,0.0012397919,0.0043036793,0.0017393886,0.005294222,0.007639648,0.20970313,11,9
5,PartOf,5,PartOf,plant,nature,True,['Ġplant'],['Ġnature'],1,1,0.00790507,0.0049494733,0.0016975268,0.017471222,0.0077245375,0.9582214,0.0020307621,0.3420977,10,5
3,IsA,3,IsA,yellow,color,True,['Ġyellow'],['Ġcolor'],1,1,0.008028358,0.0026733496,0.026491048,0.94486564,0.0031859274,0.002940801,0.011814853,0.42161825,8,15
