pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,antonym,hasa,hasproperty,isa,madeof,partof,synonym,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
3,isa,Ġsubclass,5,partof,Ġpart,rapid,river,False,['Ġrapid'],['Ġriver'],1,1,0.03743356,0.00029240132,0.009162508,0.6023889,0.0030900484,0.28164878,0.06598377,1.4827666,3,1,Ġsubclass,Ġpart,Ġequivalent,Ġcontrary,Ġattribute,Ġmaterial,Ġcontains,Ġclass,Ġportion,Ġcomponent,Ġof,Ġin,Ġelement,Ġcomparable
3,isa,Ġsubclass,3,isa,Ġsubclass,level,tool,True,['Ġlevel'],['Ġtool'],1,1,0.001548784,6.271415e-05,0.00036232406,0.9748455,0.00031580293,0.006031972,0.016832883,0.20264038,19,8,Ġsubclass,Ġequivalent,Ġpart,Ġcontrary,Ġattribute,Ġmaterial,Ġcontains,Ġclass,Ġlevel,Ġtype,Ġrelated,Ġsimilar,Ġcomparable,Ġcomponent
6,synonym,Ġequivalent,6,synonym,Ġequivalent,rest,relax,True,['Ġrest'],['Ġrelax'],1,1,0.008820469,0.00044570194,0.0054942477,0.28427362,0.00020589157,0.004042821,0.69671726,1.0201674,18,8,Ġequivalent,Ġsubclass,Ġcontrary,Ġattribute,Ġpart,Ġcontains,Ġmaterial,Ġcomparable,Ġsimilar,Ġclass,Ġrelated,Ġor,Ġversion,Ġsuperior
2,hasproperty,Ġattribute,2,hasproperty,Ġattribute,copulate,fun,True,"['Ġcop', 'ulate']",['Ġfun'],2,1,0.0039668144,0.0007482396,0.7171481,0.2700609,0.0005087701,0.0018948516,0.0056723026,0.95847875,1,4,Ġattribute,Ġsubclass,Ġequivalent,Ġcontrary,Ġpart,Ġcontains,Ġattributes,Ġmaterial,Ġtrait,Ġis,Ġproperty,Ġclass,Ġsomething,Ġrelated
3,isa,Ġsubclass,3,isa,Ġsubclass,conflict,state,True,['Ġconflict'],['Ġstate'],1,1,0.044058718,0.0009382678,0.0009608553,0.9044923,0.002823023,0.035292953,0.011433885,0.6164473,9,11,Ġsubclass,Ġcontrary,Ġpart,Ġequivalent,Ġmaterial,Ġattribute,Ġcontains,Ġclass,Ġcomponent,Ġsubject,Ġof,Ġrelated,Ġtype,Ġinner
2,hasproperty,Ġattribute,2,hasproperty,Ġattribute,dice,red,True,['Ġdice'],['Ġred'],1,1,0.0046580685,0.0010392289,0.9915611,0.0013866107,0.0007708529,0.00033098497,0.00025309628,0.086490706,3,7,Ġattribute,Ġcontrary,Ġsubclass,Ġcontains,Ġmaterial,Ġpart,Ġattributes,Ġequivalent,Ġcontain,Ġis,Ġare,Ġshade,Ġtrait,Ġcolor
3,isa,Ġsubclass,5,partof,Ġpart,law,theory,False,['Ġlaw'],['Ġtheory'],1,1,0.0050895875,0.0024770722,0.0020615947,0.9314921,0.0043643955,0.006028492,0.04848672,0.46435887,7,3,Ġsubclass,Ġequivalent,Ġpart,Ġcontrary,Ġmaterial,Ġcontains,Ġattribute,Ġclass,Ġcomponent,Ġtype,Ġcontain,Ġis,Ġsuperior,Ġa
3,isa,Ġsubclass,6,synonym,Ġequivalent,author,artist,False,['Ġauthor'],['Ġartist'],1,1,0.08375686,0.0019777084,0.007039457,0.8579516,0.003922893,0.013193394,0.03215814,0.8305862,3,1,Ġsubclass,Ġcontrary,Ġequivalent,Ġpart,Ġattribute,Ġmaterial,Ġcontains,Ġsuperior,Ġcomponent,Ġclass,Ġand,Ġis,Ġor,Ġsimilar
0,antonym,Ġcontrary,0,antonym,Ġcontrary,he,female,True,['Ġhe'],['Ġfemale'],1,1,0.98112476,0.00036972424,0.01778966,0.00036079052,6.0747803e-05,0.00017755065,0.00011677062,0.14331071,2,5,Ġcontrary,Ġattribute,Ġcontains,Ġsubclass,Ġpart,Ġequivalent,Ġattributes,Ġmaterial,Ġcontradictory,Ġis,Ġopposite,Ġand,Ġsuperior,Ġcounterpart
0,antonym,Ġcontrary,0,antonym,Ġcontrary,paper,ink,True,['Ġpaper'],['Ġink'],1,1,0.52224576,0.3281147,0.06833122,0.022588756,0.035431247,0.0117879845,0.011500386,1.7253647,9,5,Ġcontrary,Ġcontains,Ġattribute,Ġmaterial,Ġsubclass,Ġpart,Ġequivalent,Ġcontain,Ġcontaining,Ġhas,Ġwith,Ġattributes,Ġlacks,Ġincludes
0,antonym,Ġcontrary,0,antonym,Ġcontrary,hear,sight,True,['Ġhear'],['Ġsight'],1,1,0.99517137,9.8566365e-05,0.00045748372,0.0026557965,5.0621038e-05,0.00042726193,0.0011388458,0.052701503,5,9,Ġcontrary,Ġsubclass,Ġequivalent,Ġattribute,Ġpart,Ġcontains,Ġmaterial,Ġsuperior,ĠContrary,Ġopposite,Ġcontradictory,Ġnotwithstanding,Ġand,Ġnot
2,hasproperty,Ġattribute,2,hasproperty,Ġattribute,love,important,True,['Ġlove'],['Ġimportant'],1,1,0.0006896461,7.856048e-05,0.9916534,0.0066688485,0.0001417049,0.00036492804,0.00040292126,0.07903279,10,5,Ġattribute,Ġsubclass,Ġcontrary,Ġequivalent,Ġpart,Ġattributes,Ġmaterial,Ġcontains,Ġis,Ġtrait,Ġmost,Ġproperty,Ġelement,Ġclass
5,partof,Ġpart,5,partof,Ġpart,song,culture,True,['Ġsong'],['Ġculture'],1,1,0.0037174537,0.0002974628,0.0014110509,0.40183496,0.0066769654,0.5815101,0.004551975,1.1138706,6,8,Ġpart,Ġsubclass,Ġmaterial,Ġequivalent,Ġcontrary,Ġattribute,Ġcontains,Ġcomponent,Ġin,Ġparts,part,ĠPart,Ġof,Ġclass
3,isa,Ġsubclass,3,isa,Ġsubclass,club,weapon,True,['Ġclub'],['Ġweapon'],1,1,0.0002026973,6.903245e-05,0.00037378713,0.99385697,0.00023079629,0.00074986956,0.004516896,0.062293347,11,2,Ġsubclass,Ġequivalent,Ġpart,Ġattribute,Ġmaterial,Ġcontrary,Ġcontains,Ġclass,Ġtype,Ġrelated,Ġsimilar,Ġcomponent,Ġalternative,Ġcomparable
3,isa,Ġsubclass,3,isa,Ġsubclass,heterosexual,person,True,['Ġheterosexual'],['Ġperson'],1,1,0.00019893609,2.277187e-05,0.0014233337,0.99627125,0.00043519153,0.0003787202,0.0012698326,0.043007743,2,3,Ġsubclass,Ġattribute,Ġequivalent,Ġmaterial,Ġpart,Ġcontrary,Ġclass,Ġcontains,Ġtype,Ġsex,Ġrelated,Ġattributes,Ġsuperior,Ġgroup
0,antonym,Ġcontrary,0,antonym,Ġcontrary,fear,comfortable,True,['Ġfear'],['Ġcomfortable'],1,1,0.9787122,8.26146e-05,0.018978113,0.0015724101,6.9073176e-05,0.0003212019,0.00026433344,0.16251601,8,5,Ġcontrary,Ġattribute,Ġsubclass,Ġpart,Ġequivalent,Ġcontains,Ġmaterial,Ġcontradictory,ĠContrary,Ġopposite,Ġattributes,Ġcontrast,Ġis,Ġsuperior
2,hasproperty,Ġattribute,6,synonym,Ġequivalent,mate,friendly,False,['Ġmate'],['Ġfriendly'],1,1,0.02206745,0.0012587662,0.4129702,0.28113818,0.0010355198,0.0028391092,0.27869084,1.7230983,13,5,Ġattribute,Ġsubclass,Ġequivalent,Ġcontrary,Ġpart,Ġcontains,Ġmaterial,Ġattributes,Ġis,Ġcomparable,Ġsimilar,Ġclass,Ġtrait,Ġcounterpart
5,partof,Ġpart,5,partof,Ġpart,head,hammer,True,['Ġhead'],['Ġhammer'],1,1,0.00086718367,8.522643e-06,4.5376157e-05,0.0009598555,1.7374423e-05,0.9972332,0.00086845487,0.032333396,42,10,Ġpart,Ġsubclass,Ġequivalent,Ġcontrary,Ġof,part,Ġparts,Ġattribute,Ġa,Ġto,Ġmaterial,Ġportion,Ġon,Ġend
5,partof,Ġpart,5,partof,Ġpart,head,table,True,['Ġhead'],['Ġtable'],1,1,0.010104883,8.246917e-05,0.00029708943,0.04184717,0.00022566134,0.9423038,0.0051389877,0.3857909,42,8,Ġpart,Ġsubclass,Ġcontrary,Ġequivalent,Ġof,Ġattribute,Ġparts,Ġmaterial,part,Ġcontains,Ġon,Ġportion,Ġend,Ġsection
0,antonym,Ġcontrary,0,antonym,Ġcontrary,lose,tight,True,['Ġlose'],['Ġtight'],1,1,0.99400926,5.960424e-05,0.0025354812,0.0015255885,4.957962e-05,0.00041108145,0.0014094755,0.06427393,11,16,Ġcontrary,Ġattribute,Ġsubclass,Ġequivalent,Ġpart,Ġcontains,Ġmaterial,Ġopposite,ĠContrary,Ġcontradictory,Ġcontrast,Ġand,Ġsuperior,Ġalternative
5,partof,Ġpart,5,partof,Ġpart,button,tv,True,['Ġbutton'],['Ġtv'],1,1,0.0024980356,6.846461e-05,0.00017571039,0.008830767,0.00012525353,0.9874921,0.00080962095,0.11285957,9,2,Ġpart,Ġsubclass,Ġcontrary,Ġequivalent,Ġon,Ġin,Ġattribute,Ġof,Ġmaterial,Ġparts,Ġcontains,part,ĠPart,Ġclass
1,hasa,Ġcontains,1,hasa,Ġcontains,house,basement,True,['Ġhouse'],['Ġbasement'],1,1,0.00584423,0.98298335,0.004423623,0.0015049472,0.0019359837,0.0022941576,0.0010137402,0.16404843,14,2,Ġcontains,Ġcontrary,Ġattribute,Ġcontain,Ġpart,Ġmaterial,Ġsubclass,Ġhas,Ġequivalent,Ġincludes,Ġcontaining,Ġcontained,Ġhave,Ġwith
5,partof,Ġpart,1,hasa,Ġcontains,envelope,letter,False,['Ġenvelope'],['Ġletter'],1,1,0.028662441,0.0067503867,0.0008336088,0.11894716,0.0027382134,0.8007,0.04136817,1.0396147,6,8,Ġpart,Ġsubclass,Ġequivalent,Ġcontrary,Ġcontains,Ġmaterial,Ġattribute,Ġof,Ġa,Ġfor,Ġto,Ġparts,Ġportion,Ġin
3,isa,Ġsubclass,2,hasproperty,Ġattribute,swim,relax,False,['Ġswim'],['Ġrelax'],1,1,0.016272929,0.0010449829,0.10230769,0.76975644,0.0005599432,0.009221489,0.10083651,1.136279,6,8,Ġsubclass,Ġattribute,Ġequivalent,Ġcontrary,Ġpart,Ġcontains,Ġmaterial,Ġto,Ġclass,Ġattributes,Ġand,Ġrelated,Ġtrait,Ġversion
6,synonym,Ġequivalent,6,synonym,Ġequivalent,affection,love,True,['Ġaffection'],['Ġlove'],1,1,0.0063101887,0.0005814546,0.0068350546,0.35443196,0.0011206634,0.007392909,0.6233278,1.1203009,1,10,Ġequivalent,Ġsubclass,Ġpart,Ġattribute,Ġcontrary,Ġmaterial,Ġcontains,Ġcomparable,Ġsimilar,Ġclass,Ġrelated,Ġanalogous,Ġakin,Ġtype
3,isa,Ġsubclass,3,isa,Ġsubclass,cloudy,weather,True,['Ġcloudy'],['Ġweather'],1,1,0.00567759,0.00038357172,0.0031770614,0.9116451,0.0019738716,0.058441598,0.01870123,0.5592589,3,6,Ġsubclass,Ġpart,Ġequivalent,Ġcontrary,Ġattribute,Ġmaterial,Ġcontains,Ġcomponent,Ġclass,Ġtype,Ġrelated,Ġin,Ġelement,Ġcomparable
3,isa,Ġsubclass,3,isa,Ġsubclass,cookie,food,True,['Ġcookie'],['Ġfood'],1,1,0.00022184981,0.000331706,0.00093254156,0.9926111,0.0033645327,0.0019737913,0.00056450494,0.078001015,3,3,Ġsubclass,Ġmaterial,Ġpart,Ġattribute,Ġequivalent,Ġcontains,Ġcontrary,Ġclass,Ġtype,Ġcomponent,Ġelement,Ġcontain,Ġattributes,Ġrelated
5,partof,Ġpart,5,partof,Ġpart,face,body,True,['Ġface'],['Ġbody'],1,1,0.018224373,0.00014893588,0.00020957948,0.08592841,0.00049666653,0.89153636,0.00345566,0.5953797,22,12,Ġpart,Ġsubclass,Ġcontrary,Ġequivalent,Ġmaterial,Ġattribute,part,Ġparts,Ġof,Ġcontains,ĠPart,Ġin,Part,Ġportion
3,isa,Ġsubclass,3,isa,Ġsubclass,leaf,sheet,True,['Ġleaf'],['Ġsheet'],1,1,0.006355046,0.0011305817,0.00069988985,0.93019485,0.0046587894,0.040819116,0.01614174,0.48243168,6,10,Ġsubclass,Ġpart,Ġequivalent,Ġcontrary,Ġmaterial,Ġcontains,Ġattribute,Ġclass,Ġtype,Ġportion,Ġcomponent,Ġsubstitute,Ġparts,Ġinner
1,hasa,Ġcontains,2,hasproperty,Ġattribute,human_body,water,False,"['Ġhuman', '_', 'body']",['Ġwater'],3,1,0.023765933,0.84022963,0.02797898,0.015534438,0.0767282,0.013651065,0.00211181,0.9644735,1,10,Ġcontains,Ġmaterial,Ġattribute,Ġcontrary,Ġsubclass,Ġpart,Ġcontain,Ġequivalent,Ġcontaining,Ġcontained,Ġattributes,Ġincludes,Ġhas,Ġparts
1,hasa,Ġcontains,0,antonym,Ġcontrary,door,hole,False,['Ġdoor'],['Ġhole'],1,1,0.027960809,0.93043154,0.00817087,0.01800959,0.0060126535,0.0059630866,0.0034515385,0.5187703,5,10,Ġcontains,Ġcontrary,Ġsubclass,Ġattribute,Ġmaterial,Ġpart,Ġcontain,Ġequivalent,Ġcontaining,Ġhas,Ġwith,Ġincludes,Ġcontained,Ġlacks
2,hasproperty,Ġattribute,2,hasproperty,Ġattribute,rock,solid,True,['Ġrock'],['Ġsolid'],1,1,0.010003065,0.00059424184,0.9435598,0.03655858,0.00049986574,0.0007087038,0.008075707,0.39546448,9,18,Ġattribute,Ġsubclass,Ġcontrary,Ġequivalent,Ġpart,Ġcontains,Ġmaterial,Ġattributes,Ġis,Ġclass,Ġproperty,Ġtrait,Ġelement,Ġintrinsic
3,isa,Ġsubclass,3,isa,Ġsubclass,fish,animal,True,['Ġfish'],['Ġanimal'],1,1,0.3184695,0.001279639,0.0036957727,0.6548719,0.009079995,0.0112285605,0.0013746811,1.1152031,6,2,Ġsubclass,Ġcontrary,Ġpart,Ġmaterial,Ġattribute,Ġequivalent,Ġcontains,Ġclass,Ġsuperior,ĠContrary,Ġis,Ġcomponent,Ġsubject,Ġunlike
4,madeof,Ġmaterial,4,madeof,Ġmaterial,statue,stone,True,['Ġstatue'],['Ġstone'],1,1,0.0005801265,0.00034859127,0.00052263716,0.00021428378,0.99789494,0.00031351036,0.00012604639,0.026866302,1,16,Ġmaterial,Ġcontrary,Ġattribute,Ġcontains,Ġpart,Ġsubclass,Ġequivalent,Ġof,Ġmaterials,ĠMaterial,Ġmade,Ġelement,material,Ġin
0,antonym,Ġcontrary,0,antonym,Ġcontrary,dark,light,True,['Ġdark'],['Ġlight'],1,1,0.9914375,0.00054505555,0.001463404,0.00403052,0.0001646642,0.00070622395,0.0016527534,0.0887864,16,47,Ġcontrary,Ġsubclass,Ġequivalent,Ġattribute,Ġpart,Ġcontains,Ġmaterial,ĠContrary,Ġopposite,Ġcontradictory,Ġcontrast,Ġsuperior,Ġsubject,Ġcounterpart
6,synonym,Ġequivalent,6,synonym,Ġequivalent,bend,bow,True,['Ġbend'],['Ġbow'],1,1,0.033543818,0.00023423768,0.0009849143,0.14483766,0.00042544276,0.0730468,0.74692714,1.1756325,12,14,Ġequivalent,Ġsubclass,Ġpart,Ġcontrary,Ġattribute,Ġmaterial,Ġcontains,Ġcomparable,Ġsimilar,Ġthe,Ġin,Ġlike,Ġsuperior,Ġakin
6,synonym,Ġequivalent,3,isa,Ġsubclass,burn,destroy,False,['Ġburn'],['Ġdestroy'],1,1,0.011204368,0.00034641902,0.00736768,0.3069763,0.00016718915,0.0019833848,0.67195475,1.0571206,20,4,Ġequivalent,Ġsubclass,Ġcontrary,Ġattribute,Ġpart,Ġcontains,Ġmaterial,Ġcomparable,Ġsimilar,Ġclass,Ġrelated,Ġcorresponding,Ġanalogous,Ġsuperior
2,hasproperty,Ġattribute,2,hasproperty,Ġattribute,person,lazy,True,['Ġperson'],['Ġlazy'],1,1,0.0052000675,0.0002594963,0.9888466,0.0045796703,0.00010347083,0.0002848118,0.00072594534,0.106427185,3,2,Ġattribute,Ġcontrary,Ġsubclass,Ġequivalent,Ġattributes,Ġpart,Ġcontains,Ġmaterial,Ġis,Ġtrait,Ġattributed,Ġclass,Ġlevel,Ġsubject
2,hasproperty,Ġattribute,2,hasproperty,Ġattribute,sugar,sweet,True,['Ġsugar'],['Ġsweet'],1,1,0.010486341,0.0022562589,0.4363648,0.24480276,0.0011757945,0.009590596,0.2953234,1.7032776,4,16,Ġattribute,Ġequivalent,Ġsubclass,Ġcontrary,Ġpart,Ġcontains,Ġmaterial,Ġattributes,Ġis,Ġsimilar,Ġcomparable,Ġclass,Ġrelated,Ġcontain
1,hasa,Ġcontains,1,hasa,Ġcontains,fiddle,string,True,"['Ġf', 'iddle']",['Ġstring'],2,1,0.036910444,0.7899241,0.013378588,0.014838716,0.11148211,0.026664209,0.0068018273,1.1590874,8,17,Ġcontains,Ġmaterial,Ġcontrary,Ġpart,Ġsubclass,Ġattribute,Ġequivalent,Ġcontain,Ġcontaining,Ġhas,Ġincludes,Ġwith,Ġlacks,Ġcontained
3,isa,Ġsubclass,4,madeof,Ġmaterial,cloud,water_vapor,False,['Ġcloud'],"['Ġwater', '_', 'v', 'apor']",1,4,0.067975454,0.007225878,0.017011618,0.5230584,0.04880015,0.11142591,0.22450255,1.9533054,14,1,Ġsubclass,Ġequivalent,Ġpart,Ġcontrary,Ġmaterial,Ġattribute,Ġcontains,Ġcomponent,Ġelement,Ġclass,Ġportion,Ġof,Ġand,Ġor
0,antonym,Ġcontrary,0,antonym,Ġcontrary,keep,give,True,['Ġkeep'],['Ġgive'],1,1,0.99866414,2.4738903e-05,0.00038521117,0.0005546385,1.6993508e-05,0.00012869875,0.00022552379,0.017337205,25,45,Ġcontrary,Ġsubclass,Ġattribute,Ġequivalent,Ġpart,Ġcontains,Ġmaterial,ĠContrary,Ġcontradictory,Ġopposite,Ġnotwithstanding,Ġand,Ġsubject,Ġcontrast
0,antonym,Ġcontrary,0,antonym,Ġcontrary,cold,hot,True,['Ġcold'],['Ġhot'],1,1,0.99874276,5.178415e-05,0.0005387394,0.00020943779,2.7246513e-05,0.00018642498,0.00024368537,0.016607057,16,21,Ġcontrary,Ġattribute,Ġequivalent,Ġsubclass,Ġpart,Ġcontains,Ġmaterial,Ġopposite,ĠContrary,Ġcontradictory,Ġand,Ġcontrast,Ġsuperior,Ġnotwithstanding
2,hasproperty,Ġattribute,1,hasa,Ġcontains,person,sleep,False,['Ġperson'],['Ġsleep'],1,1,0.059212316,0.05426357,0.6541196,0.17966603,0.0042154063,0.015033311,0.033489786,1.6035125,3,6,Ġattribute,Ġsubclass,Ġcontrary,Ġcontains,Ġequivalent,Ġpart,Ġmaterial,Ġattributes,Ġcannot,Ġcan,Ġdoes,Ġsubject,Ġrequires,Ġis
0,antonym,Ġcontrary,0,antonym,Ġcontrary,plain,complicate,True,['Ġplain'],['Ġcomplicate'],1,1,0.9963069,6.0623122e-05,0.0019718516,0.0010022137,5.3841835e-05,0.00014662663,0.0004580302,0.041583315,11,2,Ġcontrary,Ġattribute,Ġsubclass,Ġequivalent,Ġpart,Ġcontains,Ġmaterial,ĠContrary,Ġopposite,Ġcontradictory,Ġcontrast,Ġand,Ġsubject,Ġsuperior
1,hasa,Ġcontains,1,hasa,Ġcontains,water,surface,True,['Ġwater'],['Ġsurface'],1,1,0.086022906,0.46405372,0.036373574,0.272723,0.034561515,0.017624708,0.08864056,2.0839164,10,10,Ġcontains,Ġsubclass,Ġequivalent,Ġcontrary,Ġattribute,Ġmaterial,Ġpart,Ġcontain,Ġhas,Ġcontaining,Ġattributes,Ġincludes,Ġlacks,Ġsubject
6,synonym,Ġequivalent,6,synonym,Ġequivalent,unhappiness,sadness,True,"['Ġunh', 'appiness']",['Ġsadness'],2,1,0.0066622747,0.0019943356,0.012260111,0.28423753,0.0014978022,0.003370563,0.68997735,1.070884,2,3,Ġequivalent,Ġsubclass,Ġattribute,Ġcontrary,Ġpart,Ġcontains,Ġmaterial,Ġcomparable,Ġsimilar,Ġrelated,Ġclass,Ġanalogous,Ġtype,Ġcorresponding
2,hasproperty,Ġattribute,2,hasproperty,Ġattribute,shape,fun,True,['Ġshape'],['Ġfun'],1,1,0.003912934,0.0004313447,0.7715389,0.21488789,0.0003305065,0.001469992,0.007428363,0.8717056,11,4,Ġattribute,Ġsubclass,Ġequivalent,Ġcontrary,Ġpart,Ġattributes,Ġcontains,Ġmaterial,Ġis,Ġtrait,Ġproperty,Ġrelated,Ġclass,Ġsomething
6,synonym,Ġequivalent,3,isa,Ġsubclass,action,play,False,['Ġaction'],['Ġplay'],1,1,0.006793714,0.000379355,0.0029848716,0.43162274,0.0006959065,0.010961566,0.5465618,1.1564953,12,52,Ġequivalent,Ġsubclass,Ġpart,Ġcontrary,Ġattribute,Ġmaterial,Ġcontains,Ġcomparable,Ġsimilar,Ġclass,Ġrelated,Ġanalogous,Ġtype,Ġcomponent
2,hasproperty,Ġattribute,3,isa,Ġsubclass,man,male,False,['Ġman'],['Ġmale'],1,1,0.008522095,0.0018546693,0.8661923,0.07139166,0.0022637537,0.0030515173,0.04672398,0.7786898,13,6,Ġattribute,Ġsubclass,Ġequivalent,Ġcontrary,Ġpart,Ġmaterial,Ġcontains,Ġattributes,Ġis,Ġclass,Ġcomparable,Ġcontain,Ġtrait,Ġelement
2,hasproperty,Ġattribute,2,hasproperty,Ġattribute,glass,fragile,True,['Ġglass'],['Ġfragile'],1,1,0.0028009918,0.00037583473,0.9804853,0.013718919,0.0010931789,0.00048209375,0.001043652,0.16719598,12,3,Ġattribute,Ġsubclass,Ġcontrary,Ġmaterial,Ġequivalent,Ġpart,Ġcontains,Ġattributes,Ġis,Ġproperty,Ġtrait,Ġelement,Ġclass,Ġmost
2,hasproperty,Ġattribute,3,isa,Ġsubclass,sport,fun,False,['Ġsport'],['Ġfun'],1,1,0.002805515,0.0009740716,0.6458056,0.32847154,0.0003733056,0.0015045451,0.020065347,1.1000079,9,4,Ġattribute,Ġsubclass,Ġequivalent,Ġcontrary,Ġpart,Ġcontains,Ġattributes,Ġmaterial,Ġis,Ġrelated,Ġclass,Ġtrait,Ġsomething,Ġproperty
3,isa,Ġsubclass,3,isa,Ġsubclass,fork,shape,True,['Ġfork'],['Ġshape'],1,1,0.0008017244,0.00062421925,0.0022652713,0.983217,0.0006927159,0.0020191057,0.01037992,0.15255174,9,11,Ġsubclass,Ġequivalent,Ġattribute,Ġpart,Ġcontrary,Ġmaterial,Ġcontains,Ġclass,Ġtype,Ġsimilar,Ġcontain,Ġcomponent,Ġrelated,Ġproperty
2,hasproperty,Ġattribute,3,isa,Ġsubclass,aluminum,gray,False,['Ġaluminum'],['Ġgray'],1,1,0.01727257,0.0025119735,0.94452286,0.021882102,0.008616586,0.0012772721,0.0039165607,0.42396152,1,15,Ġattribute,Ġsubclass,Ġcontrary,Ġmaterial,Ġequivalent,Ġcontains,Ġpart,Ġattributes,Ġis,Ġshade,Ġcolor,Ġmatter,",",Ġclass
