pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,antonym,hasa,hasproperty,isa,madeof,partof,synonym,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
3,isa,Ġsubclass,6,synonym,Ġequivalent,author,artist,False,['Ġauthor'],['Ġartist'],1,1,0.10615449,0.0035119974,0.0052353614,0.66577524,0.0014991354,0.005193931,0.21262982,1.3309429,3,1,Ġsubclass,Ġequivalent,Ġcontrary,Ġattribute,Ġpart,Ġcontains,Ġmaterial,Ġopposite,Ġsubstitute,Ġsuperior,Ġclass,Ġsimilar,Ġcounterpart,Ġcomponent
0,antonym,Ġcontrary,0,antonym,Ġcontrary,he,female,True,['Ġhe'],['Ġfemale'],1,1,0.9060742,0.015548487,0.06783526,0.0027225837,0.0005455537,0.0010253823,0.0062485584,0.5707064,2,5,Ġcontrary,Ġattribute,Ġcontains,Ġequivalent,Ġsubclass,Ġpart,Ġattributes,Ġmaterial,Ġopposite,Ġis,Ġconsists,Ġsubject,Ġcontain,Ġcontradicts
0,antonym,Ġcontrary,0,antonym,Ġcontrary,paper,ink,True,['Ġpaper'],['Ġink'],1,1,0.8410673,0.13954325,0.01466281,0.0006868981,0.0028087853,0.00066599064,0.0005649974,0.7399622,9,5,Ġcontrary,Ġcontains,Ġattribute,Ġmaterial,Ġsubclass,Ġpart,Ġequivalent,Ġcontain,Ġsubject,Ġcontained,Ġattributes,Ġopposite,Ġcontaining,Ġconsists
0,antonym,Ġcontrary,0,antonym,Ġcontrary,hear,sight,True,['Ġhear'],['Ġsight'],1,1,0.99467397,0.00035094723,0.00017206544,0.0024694048,7.9244324e-05,0.00094543723,0.0013088371,0.058345094,5,9,Ġcontrary,Ġsubclass,Ġequivalent,Ġpart,Ġcontains,Ġopposite,Ġattribute,Ġmaterial,Ġsuperior,Ġcounter,Ġindependent,Ġsubstitute,Ġseparate,Ġinferior
2,hasproperty,Ġattribute,2,hasproperty,Ġattribute,love,important,True,['Ġlove'],['Ġimportant'],1,1,0.00061297714,0.00020250925,0.9920576,0.0052817673,0.00018836808,0.00025077796,0.0014060871,0.07904658,10,5,Ġattribute,Ġsubclass,Ġequivalent,Ġcontrary,Ġattributes,Ġpart,Ġcontains,Ġmaterial,Ġclass,Ġproperty,Ġcategory,Ġis,Ġcharacteristic,Ġelement
5,partof,Ġpart,5,partof,Ġpart,song,culture,True,['Ġsong'],['Ġculture'],1,1,0.002854977,0.0012488314,0.011373141,0.088320434,0.00358382,0.88209957,0.010519259,0.6767305,6,8,Ġpart,Ġsubclass,Ġattribute,Ġequivalent,Ġmaterial,Ġcontrary,Ġcontains,Ġcomponent,Ġportion,Ġelement,Ġone,Ġis,Ġof,Ġcore
3,isa,Ġsubclass,3,isa,Ġsubclass,club,weapon,True,['Ġclub'],['Ġweapon'],1,1,0.0011432469,0.0009937969,0.004456217,0.9713495,0.0013067264,0.0040742797,0.01667623,0.2399802,11,2,Ġsubclass,Ġequivalent,Ġattribute,Ġpart,Ġmaterial,Ġcontrary,Ġcontains,Ġclass,Ġtype,Ġkind,Ġcategory,Ġform,Ġis,Ġcomponent
3,isa,Ġsubclass,3,isa,Ġsubclass,heterosexual,person,True,['Ġheterosexual'],['Ġperson'],1,1,0.0027081373,0.000587977,0.028778406,0.9565364,0.0013610384,0.0017021485,0.008325937,0.3241738,2,3,Ġsubclass,Ġattribute,Ġequivalent,Ġcontrary,Ġpart,Ġmaterial,Ġclass,Ġcontains,Ġcategory,Ġkind,Ġtype,Ġspecies,Ġgroup,Ġattributes
0,antonym,Ġcontrary,0,antonym,Ġcontrary,fear,comfortable,True,['Ġfear'],['Ġcomfortable'],1,1,0.994962,6.0540824e-05,0.0036222152,0.0005233572,5.1151615e-05,0.00049668975,0.00028415953,0.052703407,8,5,Ġcontrary,Ġattribute,Ġsubclass,Ġpart,Ġopposite,Ġequivalent,Ġcontains,Ġmaterial,Ġcontrast,Ġcontradict,Ġsubstitute,Ġside,Ġalternative,Ġcontradictory
2,hasproperty,Ġattribute,6,synonym,Ġequivalent,mate,friendly,False,['Ġmate'],['Ġfriendly'],1,1,0.008384488,0.0022182467,0.8157576,0.026886633,0.00052986486,0.0010670135,0.14515619,0.87778115,13,5,Ġattribute,Ġequivalent,Ġsubclass,Ġcontrary,Ġcontains,Ġpart,Ġmaterial,Ġattributes,Ġproperty,Ġis,Ġcharacteristic,Ġcontain,Ġexample,Ġcomponent
5,partof,Ġpart,5,partof,Ġpart,head,hammer,True,['Ġhead'],['Ġhammer'],1,1,0.0025114338,0.0013036976,0.0008082061,0.0069835205,0.00075913005,0.97576594,0.011868034,0.21082251,42,10,Ġpart,Ġequivalent,Ġsubclass,Ġcontrary,Ġcontains,Ġattribute,Ġmaterial,Ġportion,Ġsection,Ġof,Ġparts,Ġcomponent,Ġside,Ġend
5,partof,Ġpart,5,partof,Ġpart,head,table,True,['Ġhead'],['Ġtable'],1,1,0.0049176523,0.0015471822,0.0010482206,0.028283758,0.0009236868,0.9494015,0.013877949,0.37408793,42,8,Ġpart,Ġsubclass,Ġequivalent,Ġcontrary,Ġcontains,Ġattribute,Ġmaterial,Ġportion,Ġsection,Ġcomponent,Ġof,Ġparts,Ġside,Ġend
0,antonym,Ġcontrary,0,antonym,Ġcontrary,lose,tight,True,['Ġlose'],['Ġtight'],1,1,0.98523164,0.00011633135,0.0025555703,0.005164477,5.2469764e-05,0.000739561,0.0061399858,0.1374649,11,16,Ġcontrary,Ġequivalent,Ġsubclass,Ġattribute,Ġpart,Ġopposite,Ġcontains,Ġmaterial,Ġsuperior,Ġalternative,Ġsubstitute,Ġcontrast,Ġcounter,Ġinferior
5,partof,Ġpart,5,partof,Ġpart,button,tv,True,['Ġbutton'],['Ġtv'],1,1,0.0010619613,0.00047799243,0.0012104315,0.002830455,0.00013806466,0.993651,0.0006301466,0.069053054,9,2,Ġpart,Ġsubclass,Ġattribute,Ġcontrary,Ġequivalent,Ġcontains,Ġmaterial,Ġcomponent,Ġparts,Ġof,Ġportion,ĠPart,Ġis,Ġsection
1,hasa,Ġcontains,1,hasa,Ġcontains,house,basement,True,['Ġhouse'],['Ġbasement'],1,1,0.0025011115,0.9946084,0.0013689782,0.0002279764,0.000530196,0.00032315482,0.00043997276,0.059577934,14,2,Ġcontains,Ġcontrary,Ġattribute,Ġcontain,Ġhas,Ġcontained,Ġmaterial,Ġequivalent,Ġpossesses,Ġpart,Ġcontaining,Ġsubclass,Ġincludes,Ġconsists
5,partof,Ġpart,1,hasa,Ġcontains,envelope,letter,False,['Ġenvelope'],['Ġletter'],1,1,0.03604177,0.1676863,0.0056593698,0.14819463,0.011914503,0.5312918,0.09921167,1.9468359,6,8,Ġpart,Ġcontains,Ġsubclass,Ġequivalent,Ġcontrary,Ġmaterial,Ġattribute,Ġcontain,Ġportion,Ġcomponent,Ġcontaining,Ġconsists,Ġsection,Ġcontained
2,hasproperty,Ġattribute,2,hasproperty,Ġattribute,swim,relax,True,['Ġswim'],['Ġrelax'],1,1,0.02428163,0.004984536,0.6022639,0.19240151,0.0010177462,0.0033299811,0.17172067,1.5404532,6,8,Ġattribute,Ġsubclass,Ġequivalent,Ġcontrary,Ġcontains,Ġpart,Ġmaterial,Ġattributes,Ġconsists,Ġclass,Ġexample,Ġact,Ġcontain,Ġsubstitute
6,synonym,Ġequivalent,6,synonym,Ġequivalent,affection,love,True,['Ġaffection'],['Ġlove'],1,1,0.008006457,0.00059807475,0.0061147665,0.11233233,0.0016758295,0.011544647,0.85972804,0.73866737,1,10,Ġequivalent,Ġsubclass,Ġpart,Ġcontrary,Ġattribute,Ġmaterial,Ġcontains,Ġsimilar,Ġcomponent,Ġsubstitute,Ġsubset,Ġvariant,Ġderivative,Ġkind
3,isa,Ġsubclass,3,isa,Ġsubclass,cloudy,weather,True,['Ġcloudy'],['Ġweather'],1,1,0.007448874,0.0013212828,0.049847648,0.74740714,0.0025705453,0.14976867,0.041635845,1.218189,3,6,Ġsubclass,Ġpart,Ġattribute,Ġequivalent,Ġcontrary,Ġmaterial,Ġcontains,Ġkind,Ġcategory,Ġtype,Ġclass,Ġcomponent,Ġsubset,Ġportion
3,isa,Ġsubclass,3,isa,Ġsubclass,cookie,food,True,['Ġcookie'],['Ġfood'],1,1,0.000870838,0.010080529,0.03124156,0.93989813,0.008266608,0.0045829257,0.005059434,0.4473653,3,3,Ġsubclass,Ġattribute,Ġcontains,Ġmaterial,Ġequivalent,Ġpart,Ġclass,Ġcontrary,Ġcategory,Ġtype,Ġis,Ġkind,Ġcontain,Ġelement
5,partof,Ġpart,5,partof,Ġpart,face,body,True,['Ġface'],['Ġbody'],1,1,0.0072504375,0.0019257441,0.000835328,0.015197417,0.0008675961,0.9724557,0.0014677111,0.23106329,22,12,Ġpart,Ġsubclass,Ġcontrary,Ġcontains,Ġequivalent,Ġmaterial,Ġattribute,Ġparts,Ġportion,Ġcomponent,Ġsection,Ġof,ĠPart,Ġside
3,isa,Ġsubclass,3,isa,Ġsubclass,leaf,sheet,True,['Ġleaf'],['Ġsheet'],1,1,0.30179298,0.011312505,0.00579103,0.3702218,0.005470777,0.25125298,0.054157905,1.9381481,6,10,Ġsubclass,Ġcontrary,Ġpart,Ġequivalent,Ġcontains,Ġattribute,Ġmaterial,Ġcomponent,Ġsubstitute,Ġopposite,Ġis,Ġportion,Ġsection,Ġconsists
1,hasa,Ġcontains,2,hasproperty,Ġattribute,human_body,water,False,"['Ġhuman', '_', 'body']",['Ġwater'],3,1,0.0035817372,0.9763741,0.01231379,0.00048654023,0.0052271057,0.0012629057,0.000753922,0.20585081,1,10,Ġcontains,Ġattribute,Ġmaterial,Ġcontrary,Ġcontain,Ġpart,Ġcontained,Ġequivalent,Ġsubclass,Ġcontaining,Ġattributes,Ġpossesses,Ġsubject,Ġconsists
1,hasa,Ġcontains,0,antonym,Ġcontrary,door,hole,False,['Ġdoor'],['Ġhole'],1,1,0.023240183,0.6446344,0.048389927,0.16636887,0.014901429,0.0029535107,0.0995116,1.6229016,5,10,Ġcontains,Ġsubclass,Ġequivalent,Ġattribute,Ġcontrary,Ġmaterial,Ġpart,Ġcontain,Ġconsists,Ġcontained,Ġcontaining,Ġattributes,Ġis,Ġhas
2,hasproperty,Ġattribute,2,hasproperty,Ġattribute,rock,solid,True,['Ġrock'],['Ġsolid'],1,1,0.006465104,0.0013538174,0.9734851,0.01450299,0.0018213226,0.000752445,0.001619087,0.22563264,9,18,Ġattribute,Ġsubclass,Ġcontrary,Ġmaterial,Ġequivalent,Ġcontains,Ġpart,Ġattributes,Ġis,Ġproperty,Ġclass,Ġcharacteristic,Ġelement,Ġconsists
3,isa,Ġsubclass,3,isa,Ġsubclass,fish,animal,True,['Ġfish'],['Ġanimal'],1,1,0.0014974887,0.001517039,0.012225405,0.97532755,0.0026952354,0.0026035346,0.0041337484,0.219179,6,2,Ġsubclass,Ġattribute,Ġequivalent,Ġmaterial,Ġpart,Ġcontains,Ġcontrary,Ġclass,Ġcategory,Ġtype,Ġis,Ġkind,Ġspecies,Ġgroup
4,madeof,Ġmaterial,4,madeof,Ġmaterial,statue,stone,True,['Ġstatue'],['Ġstone'],1,1,0.003605439,0.040246964,0.028914722,0.00662154,0.91301906,0.0064907065,0.00110153,0.58940697,1,16,Ġmaterial,Ġcontains,Ġattribute,Ġsubclass,Ġpart,Ġcontrary,Ġequivalent,Ġmade,Ġis,Ġconsists,Ġsubject,Ġmaterials,Ġobject,Ġcontain
0,antonym,Ġcontrary,0,antonym,Ġcontrary,dark,light,True,['Ġdark'],['Ġlight'],1,1,0.9983145,9.072902e-05,0.00041891265,0.0006125743,2.1664377e-05,0.00028918855,0.0002524581,0.021639058,16,47,Ġcontrary,Ġsubclass,Ġattribute,Ġpart,Ġequivalent,Ġopposite,Ġcontains,Ġcontrast,Ġcounter,Ġsuperior,Ġmaterial,Ġcontradict,Ġsubject,Ġsubstitute
6,synonym,Ġequivalent,6,synonym,Ġequivalent,bend,bow,True,['Ġbend'],['Ġbow'],1,1,0.059040934,0.00073000573,0.0015629102,0.21949364,0.0008665016,0.14670874,0.5715972,1.6196712,12,14,Ġequivalent,Ġsubclass,Ġpart,Ġcontrary,Ġattribute,Ġmaterial,Ġcontains,Ġopposite,Ġsimilar,Ġsubstitute,Ġcomponent,Ġportion,Ġside,Ġvariant
3,isa,Ġsubclass,3,isa,Ġsubclass,burn,destroy,True,['Ġburn'],['Ġdestroy'],1,1,0.008000096,0.00081732986,0.096468166,0.51315933,0.0010000832,0.0074767126,0.37307832,1.4769638,20,4,Ġsubclass,Ġequivalent,Ġattribute,Ġcontrary,Ġpart,Ġmaterial,Ġcontains,Ġclass,Ġcategory,Ġvariant,Ġattributes,Ġsubset,Ġform,Ġkind
2,hasproperty,Ġattribute,2,hasproperty,Ġattribute,person,lazy,True,['Ġperson'],['Ġlazy'],1,1,0.008085738,0.0024616895,0.9858627,0.00042169885,0.00016683516,9.432077e-05,0.0029070703,0.1303619,3,2,Ġattribute,Ġcontrary,Ġequivalent,Ġcontains,Ġattributes,Ġsubclass,Ġmaterial,Ġpart,Ġtrait,Ġis,Ġattributed,Ġcharacteristic,Ġcontain,Ġfact
2,hasproperty,Ġattribute,2,hasproperty,Ġattribute,sugar,sweet,True,['Ġsugar'],['Ġsweet'],1,1,0.0052485038,0.0008791899,0.9664733,0.011811251,0.0005005796,0.003568123,0.011519118,0.28054166,4,16,Ġattribute,Ġsubclass,Ġequivalent,Ġcontrary,Ġpart,Ġcontains,Ġmaterial,Ġattributes,Ġcharacteristic,Ġcomponent,Ġproperty,Ġelement,Ġclass,Ġcontain
1,hasa,Ġcontains,1,hasa,Ġcontains,fiddle,string,True,"['Ġf', 'iddle']",['Ġstring'],2,1,0.0061604828,0.90500057,0.011162015,0.017593991,0.040369254,0.0031000613,0.016613409,0.6614816,8,17,Ġcontains,Ġmaterial,Ġsubclass,Ġequivalent,Ġattribute,Ġcontrary,Ġpart,Ġcontain,Ġconsists,Ġcontaining,Ġcontained,Ġincludes,Ġhas,Ġcomprises
1,hasa,Ġcontains,4,madeof,Ġmaterial,cloud,water_vapor,False,['Ġcloud'],"['Ġwater', '_', 'v', 'apor']",1,4,0.11511492,0.3332019,0.071639724,0.15170932,0.08023605,0.02131019,0.22678794,2.4683318,14,1,Ġcontains,Ġequivalent,Ġsubclass,Ġcontrary,Ġmaterial,Ġattribute,Ġpart,Ġcontain,Ġcomponent,Ġcontaining,Ġcontained,Ġconsists,Ġis,Ġattributes
0,antonym,Ġcontrary,0,antonym,Ġcontrary,keep,give,True,['Ġkeep'],['Ġgive'],1,1,0.99792093,6.594885e-05,0.00011270598,0.0013252372,1.6225998e-05,5.745434e-05,0.00050153135,0.024624087,25,45,Ġcontrary,Ġsubclass,Ġequivalent,Ġopposite,Ġattribute,Ġcontains,Ġpart,Ġsuperior,Ġmaterial,Ġcounter,Ġcontradict,Ġsubstitute,Ġalternative,Ġseparate
0,antonym,Ġcontrary,0,antonym,Ġcontrary,cold,hot,True,['Ġcold'],['Ġhot'],1,1,0.9995946,1.6032545e-05,0.00015573196,7.195697e-05,5.1189018e-06,9.0832276e-05,6.5728476e-05,0.0060230596,16,21,Ġcontrary,Ġattribute,Ġpart,Ġsubclass,Ġequivalent,Ġopposite,Ġcontains,Ġcontrast,Ġcounter,Ġsuperior,Ġmaterial,ĠContrary,Ġcontradict,Ġsubject
1,hasa,Ġcontains,1,hasa,Ġcontains,person,sleep,True,['Ġperson'],['Ġsleep'],1,1,0.048310667,0.49409065,0.43985835,0.0056956597,0.0016644315,0.0033001537,0.007080066,1.3705399,3,6,Ġcontains,Ġattribute,Ġcontrary,Ġequivalent,Ġsubclass,Ġpart,Ġmaterial,Ġcontain,Ġattributes,Ġpossesses,Ġconsists,Ġsubject,Ġcontained,Ġhas
0,antonym,Ġcontrary,0,antonym,Ġcontrary,plain,complicate,True,['Ġplain'],['Ġcomplicate'],1,1,0.9997131,5.613979e-06,7.278937e-05,8.467673e-05,4.1622857e-06,1.2188745e-05,0.00010730389,0.004345881,11,2,Ġcontrary,Ġequivalent,Ġsubclass,Ġattribute,Ġopposite,Ġpart,Ġcontrast,Ġcounter,Ġalternative,Ġsuperior,Ġsubstitute,Ġcontains,Ġexception,ĠContrary
1,hasa,Ġcontains,1,hasa,Ġcontains,water,surface,True,['Ġwater'],['Ġsurface'],1,1,0.012330676,0.5031592,0.44822297,0.017244488,0.008722196,0.0011845359,0.009135999,1.3297837,10,10,Ġcontains,Ġattribute,Ġsubclass,Ġcontrary,Ġequivalent,Ġmaterial,Ġattributes,Ġpart,Ġhas,Ġcontain,Ġpossesses,Ġconsists,Ġhave,Ġis
6,synonym,Ġequivalent,6,synonym,Ġequivalent,unhappiness,sadness,True,"['Ġunh', 'appiness']",['Ġsadness'],2,1,0.004857802,0.0016859769,0.051050246,0.057545096,0.0025681881,0.0037206402,0.8785721,0.72522265,2,3,Ġequivalent,Ġsubclass,Ġattribute,Ġcontrary,Ġpart,Ġmaterial,Ġcontains,Ġattributes,Ġvariant,Ġsimilar,Ġcomponent,Ġsubset,Ġcategory,Ġderivative
2,hasproperty,Ġattribute,2,hasproperty,Ġattribute,shape,fun,True,['Ġshape'],['Ġfun'],1,1,0.0027147387,0.0010904091,0.9866121,0.0057303277,0.00026129917,0.0010141412,0.0025769756,0.13109162,11,4,Ġattribute,Ġsubclass,Ġcontrary,Ġequivalent,Ġcontains,Ġpart,Ġmaterial,Ġattributes,Ġelement,Ġcharacteristic,Ġproperty,Ġcontain,Ġcomponent,Ġtrait
6,synonym,Ġequivalent,3,isa,Ġsubclass,action,play,False,['Ġaction'],['Ġplay'],1,1,0.05109226,0.00040634468,0.0040503177,0.28164598,0.0009084583,0.02451174,0.63738495,1.3253299,12,52,Ġequivalent,Ġsubclass,Ġcontrary,Ġpart,Ġattribute,Ġmaterial,Ġcontains,Ġopposite,Ġsubstitute,Ġsubset,Ġsimilar,Ġvariant,Ġcomponent,Ġform
2,hasproperty,Ġattribute,3,isa,Ġsubclass,man,male,False,['Ġman'],['Ġmale'],1,1,0.005191948,0.005542867,0.89105225,0.033094388,0.001505592,0.0010362891,0.06257667,0.6665559,13,6,Ġattribute,Ġequivalent,Ġsubclass,Ġcontains,Ġcontrary,Ġattributes,Ġmaterial,Ġpart,Ġconsists,Ġclass,Ġcategory,Ġcharacteristic,Ġis,Ġcontain
2,hasproperty,Ġattribute,2,hasproperty,Ġattribute,glass,fragile,True,['Ġglass'],['Ġfragile'],1,1,0.0019949363,0.00026259045,0.99631506,0.000753178,0.00025564348,7.947892e-05,0.00033917133,0.04217992,12,3,Ġattribute,Ġcontrary,Ġsubclass,Ġequivalent,Ġattributes,Ġcontains,Ġmaterial,Ġpart,Ġproperty,Ġtrait,Ġcharacteristic,Ġelement,Ġclass,Ġfact
2,hasproperty,Ġattribute,3,isa,Ġsubclass,sport,fun,False,['Ġsport'],['Ġfun'],1,1,0.0003958086,0.0015140921,0.9929162,0.0035561305,0.0003150177,0.00022503617,0.0010777134,0.0747862,9,4,Ġattribute,Ġsubclass,Ġcontains,Ġequivalent,Ġcontrary,Ġattributes,Ġmaterial,Ġpart,Ġelement,Ġcontain,Ġcharacteristic,Ġis,Ġtrait,Ġproperty
3,isa,Ġsubclass,3,isa,Ġsubclass,fork,shape,True,['Ġfork'],['Ġshape'],1,1,0.00092152663,0.004526592,0.025941864,0.9491977,0.0019146865,0.0023723764,0.015125176,0.3820507,9,11,Ġsubclass,Ġattribute,Ġequivalent,Ġcontains,Ġpart,Ġmaterial,Ġcontrary,Ġclass,Ġtype,Ġkind,Ġis,Ġattributes,Ġcontain,Ġconsists
