pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,Antonym,HasA,HasProperty,IsA,MadeOf,PartOf,Synonym,entropy,nsynsests_source,nsynsests_target
5,PartOf,5,PartOf,head,table,True,['Ġhead'],['Ġtable'],1,1,0.04850678,0.006819531,0.0039841356,0.07684257,0.008978213,0.81806016,0.036808703,1.0504708,42,8
0,Antonym,0,Antonym,lose,tight,True,['Ġlose'],['Ġtight'],1,1,0.9944612,0.0004063219,0.0011023345,0.0010971675,0.00046447403,0.0010687112,0.00139985,0.063126035,11,16
5,PartOf,5,PartOf,button,tv,True,['Ġbutton'],['Ġtv'],1,1,0.014678479,0.007231611,0.0017192626,0.01864038,0.004862184,0.9435272,0.009340844,0.44317606,9,2
1,HasA,1,HasA,house,basement,True,['Ġhouse'],['Ġbasement'],1,1,0.011650161,0.9429331,0.0051249857,0.005361563,0.012884495,0.018119188,0.003926537,0.45132333,14,2
1,HasA,1,HasA,envelope,letter,True,['Ġenvelope'],['Ġletter'],1,1,0.04129303,0.4169273,0.0069571394,0.13007535,0.052821845,0.3068066,0.0451188,2.0974793,6,8
2,HasProperty,2,HasProperty,swim,relax,True,['Ġswim'],['Ġrelax'],1,1,0.006180753,0.0033459004,0.9367287,0.044355392,0.0016278229,0.002723483,0.0050379415,0.43730342,6,8
6,Synonym,6,Synonym,affection,love,True,['Ġaffection'],['Ġlove'],1,1,0.013954388,0.0059981314,0.06893731,0.23685735,0.016848149,0.031907342,0.6254973,1.5696943,1,10
3,IsA,3,IsA,cloudy,weather,True,['Ġcloudy'],['Ġweather'],1,1,0.057780437,0.009326571,0.040340323,0.47541472,0.01890855,0.29319826,0.10503113,1.9661,3,6
3,IsA,3,IsA,cookie,food,True,['Ġcookie'],['Ġfood'],1,1,0.0059979875,0.002233253,0.009052089,0.9729551,0.0026072613,0.0032778303,0.003876457,0.24435222,3,3
5,PartOf,5,PartOf,face,body,True,['Ġface'],['Ġbody'],1,1,0.055009544,0.008210422,0.004329085,0.059275117,0.015052784,0.83276564,0.025357408,1.0080984,22,12
3,IsA,3,IsA,leaf,sheet,True,['Ġleaf'],['Ġsheet'],1,1,0.08658811,0.003672006,0.0071553444,0.5489273,0.021587485,0.15691213,0.17515765,1.8402627,6,10
1,HasA,2,HasProperty,human_body,water,False,"['Ġhuman', '_', 'body']",['Ġwater'],3,1,0.0075108213,0.89092475,0.03313323,0.011659183,0.04520247,0.0072088237,0.0043607233,0.7266327,1,10
1,HasA,0,Antonym,door,hole,False,['Ġdoor'],['Ġhole'],1,1,0.022116773,0.74287456,0.011391655,0.13525915,0.045189194,0.008835182,0.034333285,1.3332776,5,10
3,IsA,2,HasProperty,rock,solid,False,['Ġrock'],['Ġsolid'],1,1,0.019401336,0.006155958,0.4486722,0.45079848,0.019892398,0.0057408405,0.04933877,1.5618588,9,18
3,IsA,3,IsA,fish,animal,True,['Ġfish'],['Ġanimal'],1,1,0.0095461,0.00307112,0.019654958,0.95793104,0.0043042237,0.0026033774,0.0028891375,0.34107092,6,2
4,MadeOf,4,MadeOf,statue,stone,True,['Ġstatue'],['Ġstone'],1,1,0.007199464,0.014914478,0.012070317,0.014056722,0.9311501,0.00370385,0.016905073,0.5303892,1,16
0,Antonym,0,Antonym,dark,light,True,['Ġdark'],['Ġlight'],1,1,0.9941116,0.0004846939,0.0008649293,0.0011553471,0.00064220425,0.0011843703,0.0015568779,0.066726536,16,47
6,Synonym,6,Synonym,bend,bow,True,['Ġbend'],['Ġbow'],1,1,0.01575867,0.0018542724,0.0074545816,0.041938014,0.003103633,0.0055592936,0.92433155,0.5281946,12,14
3,IsA,3,IsA,burn,destroy,True,['Ġburn'],['Ġdestroy'],1,1,0.030716503,0.0019333117,0.12386963,0.46397513,0.0040989653,0.0060949945,0.3693115,1.6671238,20,4
2,HasProperty,2,HasProperty,person,lazy,True,['Ġperson'],['Ġlazy'],1,1,0.0025261964,0.001887134,0.9895173,0.003210743,0.0008686435,0.00051736477,0.0014726049,0.108848155,3,2
2,HasProperty,2,HasProperty,sugar,sweet,True,['Ġsugar'],['Ġsweet'],1,1,0.0049752695,0.003549468,0.9227202,0.04960799,0.0017392942,0.002967075,0.014440731,0.51813006,4,16
1,HasA,1,HasA,fiddle,string,True,"['Ġf', 'iddle']",['Ġstring'],2,1,0.012566714,0.61183614,0.009515034,0.05893023,0.23979965,0.008400537,0.058951702,1.6103412,8,17
4,MadeOf,4,MadeOf,cloud,water_vapor,True,['Ġcloud'],"['Ġwater', '_', 'v', 'apor']",1,4,0.04061013,0.19586389,0.045706797,0.119896166,0.48506168,0.023540871,0.0893205,2.1636314,14,1
0,Antonym,0,Antonym,keep,give,True,['Ġkeep'],['Ġgive'],1,1,0.9931797,0.00051385065,0.00093722186,0.0018063796,0.0006641501,0.0011212424,0.0017775239,0.07554847,25,45
0,Antonym,0,Antonym,cold,hot,True,['Ġcold'],['Ġhot'],1,1,0.99406874,0.00055572746,0.0012834715,0.0011132654,0.0005507577,0.00096199836,0.0014660353,0.06719631,16,21
1,HasA,1,HasA,person,sleep,True,['Ġperson'],['Ġsleep'],1,1,0.040535174,0.44006371,0.31979036,0.0962542,0.023929471,0.037371762,0.042055365,2.0579696,3,6
0,Antonym,0,Antonym,plain,complicate,True,['Ġplain'],['Ġcomplicate'],1,1,0.99420553,0.00040351044,0.0010723,0.0013187622,0.00065049826,0.0011745899,0.0011745847,0.06583135,11,2
1,HasA,1,HasA,water,surface,True,['Ġwater'],['Ġsurface'],1,1,0.0121232355,0.6621471,0.058802605,0.18403696,0.05694302,0.0056201373,0.020326924,1.5524762,10,10
6,Synonym,6,Synonym,unhappiness,sadness,True,"['Ġunh', 'appiness']",['Ġsadness'],2,1,0.047892336,0.0058305827,0.118125066,0.093591414,0.008758499,0.015762618,0.7100395,1.4421223,2,3
2,HasProperty,2,HasProperty,shape,fun,True,['Ġshape'],['Ġfun'],1,1,0.0044657956,0.0016179277,0.95258355,0.035196554,0.0009413288,0.0014596503,0.003735178,0.33990398,11,4
6,Synonym,3,IsA,action,play,False,['Ġaction'],['Ġplay'],1,1,0.017387366,0.0020186095,0.012773491,0.06787442,0.0065191877,0.030849338,0.86257756,0.8496116,12,52
2,HasProperty,3,IsA,man,male,False,['Ġman'],['Ġmale'],1,1,0.0016365336,0.0012178787,0.9688853,0.01407118,0.0011254963,0.0012355201,0.011828071,0.25635338,13,6
2,HasProperty,2,HasProperty,glass,fragile,True,['Ġglass'],['Ġfragile'],1,1,0.0021275752,0.0010483628,0.98810613,0.0059737307,0.0008236459,0.0006115583,0.0013091358,0.11795286,12,3
2,HasProperty,3,IsA,sport,fun,False,['Ġsport'],['Ġfun'],1,1,0.0022822053,0.0019223711,0.96477836,0.025241878,0.0008910716,0.0010394158,0.0038447203,0.27144077,9,4
3,IsA,3,IsA,fork,shape,True,['Ġfork'],['Ġshape'],1,1,0.0072072227,0.0028671974,0.013052087,0.95803946,0.0038928578,0.0042124977,0.010728658,0.3510488,9,11
2,HasProperty,3,IsA,aluminum,gray,False,['Ġaluminum'],['Ġgray'],1,1,0.008752883,0.009511265,0.93776006,0.033970017,0.0024559565,0.0015981519,0.005951634,0.45654815,1,15
3,IsA,0,Antonym,middle,side,False,['Ġmiddle'],['Ġside'],1,1,0.22642101,0.0042207856,0.011284722,0.36325398,0.009110647,0.023362208,0.36234665,1.8412462,9,14
1,HasA,1,HasA,bath,water,True,['Ġbath'],['Ġwater'],1,1,0.011439061,0.57017845,0.09687638,0.056625623,0.24141438,0.0069678705,0.016498258,1.7393565,7,10
0,Antonym,0,Antonym,gentle,wild,True,['Ġgentle'],['Ġwild'],1,1,0.9932822,0.000559604,0.0012441131,0.0012068487,0.00062720035,0.0011132028,0.0019669181,0.07468786,10,17
0,Antonym,4,MadeOf,alcohol,rice,False,['Ġalcohol'],['Ġrice'],1,1,0.54394984,0.059935458,0.026469344,0.04651335,0.26900876,0.028378537,0.025744786,1.8571018,2,5
3,IsA,3,IsA,baseball,game,True,['Ġbaseball'],['Ġgame'],1,1,0.005150358,0.002030647,0.01509451,0.96180075,0.0026295448,0.00578712,0.007507124,0.32120788,2,14
5,PartOf,5,PartOf,object,sentence,True,['Ġobject'],['Ġsentence'],1,1,0.088663906,0.008495754,0.007010929,0.12586837,0.018331107,0.6741683,0.077461615,1.5699923,7,4
6,Synonym,6,Synonym,rush,charge,True,['Ġrush'],['Ġcharge'],1,1,0.016180439,0.0014746531,0.026927706,0.0849005,0.0022263434,0.005167523,0.8631228,0.79480696,16,40
1,HasA,1,HasA,city,skyscraper,True,['Ġcity'],"['Ġskysc', 'raper']",1,2,0.013821524,0.87069446,0.00886238,0.030314708,0.045124024,0.012569948,0.018612916,0.86067945,3,1
6,Synonym,6,Synonym,light,ignite,True,['Ġlight'],['Ġignite'],1,1,0.022530463,0.0020899673,0.0946703,0.2433272,0.0052173673,0.005402507,0.62676215,1.4627088,47,3
0,Antonym,0,Antonym,happy,displease,True,['Ġhappy'],"['Ġdis', 'please']",1,2,0.9937801,0.0004921278,0.0013498532,0.001273102,0.00048359076,0.0009722568,0.001649064,0.06976476,4,1
3,IsA,3,IsA,keyboard,device,True,['Ġkeyboard'],['Ġdevice'],1,1,0.01871396,0.0060257902,0.008041655,0.712532,0.016545927,0.20760293,0.03053779,1.2786943,2,5
0,Antonym,0,Antonym,steal,give,True,['Ġsteal'],['Ġgive'],1,1,0.9929832,0.0005323789,0.00084174104,0.0017242768,0.00070954545,0.0014066475,0.0018023892,0.077482566,5,45
6,Synonym,6,Synonym,dot,spot,True,['Ġdot'],['Ġspot'],1,1,0.04025289,0.0029811126,0.019862128,0.22543187,0.00638527,0.0067087957,0.6983779,1.2650727,8,20
6,Synonym,6,Synonym,garden,yard,True,['Ġgarden'],['Ġyard'],1,1,0.0235125,0.0050392356,0.017421296,0.15259703,0.0047686803,0.024092343,0.772569,1.1352216,4,9
6,Synonym,6,Synonym,limp,relax,True,['Ġlimp'],['Ġrelax'],1,1,0.04316084,0.0032204874,0.16053122,0.23889868,0.005006752,0.016775273,0.5324067,1.7608279,5,8
6,Synonym,1,HasA,chain,link,False,['Ġchain'],['Ġlink'],1,1,0.03668854,0.033203777,0.012931028,0.18005802,0.060096674,0.012686989,0.66433495,1.5802381,12,13
5,PartOf,1,HasA,drawer,clothe,False,['Ġdrawer'],"['Ġclot', 'he']",1,2,0.088937975,0.13185816,0.00990585,0.17281225,0.057448924,0.39864004,0.1403968,2.3629096,3,3
6,Synonym,6,Synonym,garbage,trash,True,['Ġgarbage'],['Ġtrash'],1,1,0.017851362,0.0040202546,0.31269947,0.11932649,0.0072446098,0.0063639884,0.5324939,1.6081487,3,6
6,Synonym,6,Synonym,string_instrument,string,True,"['Ġstring', '_', 'in', 'strument']",['Ġstring'],4,1,0.02112263,0.040284954,0.024322592,0.19549324,0.10841359,0.028831337,0.5815316,1.8447834,0,17
3,IsA,6,Synonym,boyfriend,friend,False,['Ġboyfriend'],['Ġfriend'],1,1,0.019750977,0.019880705,0.09756688,0.48787206,0.004929502,0.01984168,0.35015818,1.7370409,1,5
1,HasA,1,HasA,mountain,snow,True,['Ġmountain'],['Ġsnow'],1,1,0.0038660218,0.8913496,0.03644933,0.01636414,0.04197761,0.005453439,0.0045398646,0.71849304,2,6
1,HasA,4,MadeOf,music,note,False,['Ġmusic'],['Ġnote'],1,1,0.0795444,0.30482227,0.05242163,0.13899277,0.2481975,0.023629349,0.1523921,2.471919,5,13
2,HasProperty,2,HasProperty,queen,female,True,['Ġqueen'],['Ġfemale'],1,1,0.0014353428,0.0012677099,0.9806488,0.01115706,0.0011506563,0.0009371012,0.003403409,0.17433041,12,5
5,PartOf,5,PartOf,picture,book,True,['Ġpicture'],['Ġbook'],1,1,0.056748163,0.009345772,0.007080096,0.11713331,0.027006611,0.7505501,0.03213593,1.3216666,12,15
5,PartOf,5,PartOf,animal,nature,True,['Ġanimal'],['Ġnature'],1,1,0.022659207,0.006680865,0.005266426,0.03937963,0.014695129,0.8980627,0.013256106,0.7071543,2,5
0,Antonym,0,Antonym,due,pay,True,['Ġdue'],['Ġpay'],1,1,0.99086106,0.00044120886,0.0008113564,0.002350109,0.0006432998,0.0013400301,0.0035529826,0.09541499,7,12
1,HasA,1,HasA,house,attic,True,['Ġhouse'],['Ġattic'],1,1,0.008043841,0.9497253,0.003861156,0.007131262,0.009029404,0.015722433,0.006486549,0.41111615,14,5
5,PartOf,5,PartOf,member,committee,True,['Ġmember'],['Ġcommittee'],1,1,0.0796541,0.005294368,0.0050775646,0.142366,0.017744182,0.54442066,0.20544316,1.819701,5,2
0,Antonym,0,Antonym,busy,nothing,True,['Ġbusy'],['Ġnothing'],1,1,0.99382246,0.0006394946,0.0011797606,0.0013270737,0.0006664929,0.00093256676,0.0014320674,0.06977926,6,2
3,IsA,2,HasProperty,stone,solid,False,['Ġstone'],['Ġsolid'],1,1,0.01804106,0.006246262,0.22211862,0.70456165,0.02278245,0.004966878,0.021283133,1.2688434,16,18
1,HasA,1,HasA,person,information,True,['Ġperson'],['Ġinformation'],1,1,0.003344313,0.7950102,0.029699245,0.09829488,0.058029927,0.0065781996,0.009043167,1.117666,3,5
2,HasProperty,2,HasProperty,hockey,violent,True,['Ġhockey'],['Ġviolent'],1,1,0.0025120585,0.0018997825,0.98314685,0.0091043,0.000890978,0.00092144264,0.001524514,0.1572832,2,5
0,Antonym,0,Antonym,company,loneliness,True,['Ġcompany'],['Ġloneliness'],1,1,0.993141,0.00068818056,0.0011419433,0.0012380448,0.00082715385,0.0013447136,0.0016190354,0.076515,10,3
1,HasA,1,HasA,peach,pit,True,['Ġpeach'],['Ġpit'],1,1,0.0038930788,0.963942,0.005289666,0.0040660854,0.013099762,0.007307,0.0024024362,0.30922067,5,14
2,HasProperty,3,IsA,wash,clean,False,['Ġwash'],['Ġclean'],1,1,0.008494947,0.002212165,0.8826418,0.05463404,0.0017619935,0.0018044034,0.048450656,0.71021837,21,31
1,HasA,1,HasA,dog,penis,True,['Ġdog'],['Ġpenis'],1,1,0.0019727272,0.97656584,0.0034157734,0.0029131244,0.0067535057,0.0063798404,0.0019992304,0.2168035,8,1
3,IsA,3,IsA,bicycle,tool,True,['Ġbicycle'],['Ġtool'],1,1,0.0057095946,0.0030617926,0.012233681,0.9653742,0.0028263167,0.002500259,0.008294294,0.29780614,2,8
0,Antonym,6,Synonym,pin,nail,False,['Ġpin'],['Ġnail'],1,1,0.41490996,0.048752934,0.0064977924,0.09734799,0.047331158,0.07729643,0.30786377,2.1304822,15,10
2,HasProperty,3,IsA,bark,tan,False,['Ġbark'],['Ġtan'],1,1,0.02872091,0.005929819,0.83319604,0.105388895,0.004439112,0.009561762,0.012763427,0.9315848,9,6
5,PartOf,5,PartOf,bone,human,True,['Ġbone'],['Ġhuman'],1,1,0.021862384,0.009494012,0.002762466,0.021217402,0.027446965,0.9097271,0.0074896254,0.6452167,6,4
3,IsA,3,IsA,end,happen,True,['Ġend'],['Ġhappen'],1,1,0.055686165,0.004530726,0.025233334,0.8536531,0.0051744883,0.02503199,0.030690279,0.92283803,18,5
6,Synonym,6,Synonym,enjoyment,pleasure,True,['Ġenjoyment'],['Ġpleasure'],1,1,0.011378164,0.009139016,0.10065006,0.17232063,0.0157892,0.015048353,0.6756745,1.4737058,3,5
3,IsA,3,IsA,create,make,True,['Ġcreate'],['Ġmake'],1,1,0.02277493,0.0027129313,0.07357,0.46252522,0.0051438883,0.00923175,0.4240413,1.5652361,6,51
4,MadeOf,4,MadeOf,container,metal,True,['Ġcontainer'],['Ġmetal'],1,1,0.0037710096,0.0077984193,0.0064386553,0.011099533,0.9596241,0.0024553293,0.008812957,0.34241343,1,4
2,HasProperty,2,HasProperty,suit,uncomfortable,True,['Ġsuit'],['Ġuncomfortable'],1,1,0.0030499867,0.0012382959,0.9864421,0.0068970537,0.0006099819,0.0006418962,0.001120705,0.13069955,10,2
5,PartOf,5,PartOf,breast,turkey,True,['Ġbreast'],['Ġturkey'],1,1,0.017647514,0.0056022783,0.0023300534,0.019302573,0.008934325,0.93683,0.00935336,0.48704582,7,5
3,IsA,6,Synonym,divide,part,False,['Ġdivide'],['Ġpart'],1,1,0.022579625,0.003197191,0.018118365,0.5046137,0.00772468,0.0064907256,0.4372757,1.3759605,8,18
6,Synonym,6,Synonym,love,honey,True,['Ġlove'],['Ġhoney'],1,1,0.0125549305,0.010825147,0.02373291,0.02732901,0.015440883,0.0060370397,0.90408003,0.6889287,10,4
6,Synonym,6,Synonym,earth,globe,True,['Ġearth'],['Ġglobe'],1,1,0.06190443,0.004705592,0.012724324,0.25342163,0.019463917,0.28588307,0.361897,2.024573,9,3
4,MadeOf,4,MadeOf,world,material,True,['Ġworld'],['Ġmaterial'],1,1,0.006135412,0.096610114,0.06752736,0.13736467,0.6662535,0.0051533496,0.020955611,1.5731542,9,11
6,Synonym,3,IsA,act,communication,False,['Ġact'],['Ġcommunication'],1,1,0.025693743,0.0045972676,0.023234073,0.37355393,0.018922554,0.08379305,0.4702054,1.7481248,15,3
3,IsA,3,IsA,watch,check,True,['Ġwatch'],['Ġcheck'],1,1,0.02563212,0.0063955663,0.041786145,0.71228695,0.0028629568,0.005620163,0.20541608,1.2574039,13,38
6,Synonym,3,IsA,pluck,pull,False,"['Ġpl', 'uck']",['Ġpull'],2,1,0.3580363,0.0019869683,0.00785093,0.12870616,0.0033459528,0.0075127985,0.49256092,1.5677153,8,24
2,HasProperty,3,IsA,sex,fun,False,['Ġsex'],['Ġfun'],1,1,0.0027320196,0.0020724218,0.9679739,0.021717532,0.0009144015,0.0010584269,0.003531456,0.255643,6,4
3,IsA,3,IsA,fungus,organism,True,['Ġfungus'],['Ġorganism'],1,1,0.01460922,0.0042400183,0.012981318,0.93735296,0.010735546,0.012391675,0.0076892544,0.49406075,1,2
4,MadeOf,4,MadeOf,hat,cotton,True,['Ġhat'],['Ġcotton'],1,1,0.0052291136,0.016641077,0.012446848,0.014102284,0.937263,0.00313823,0.011179389,0.48961383,4,5
3,IsA,3,IsA,promotion,change,True,['Ġpromotion'],['Ġchange'],1,1,0.008584138,0.0015984868,0.010499907,0.9679778,0.002300661,0.0017326267,0.007306331,0.27614823,4,20
6,Synonym,6,Synonym,edge,line,True,['Ġedge'],['Ġline'],1,1,0.14689906,0.0041414895,0.005383098,0.20430344,0.017576696,0.081321515,0.5403747,1.8246573,10,36
1,HasA,6,Synonym,store,stock,False,['Ġstore'],['Ġstock'],1,1,0.012744972,0.8123618,0.009411943,0.07869184,0.047174674,0.008292615,0.031322137,1.0974202,6,27
2,HasProperty,3,IsA,benefit,good,False,['Ġbenefit'],['Ġgood'],1,1,0.015012551,0.003897578,0.66896105,0.1613547,0.0047755786,0.007954867,0.13804363,1.4214323,5,27
0,Antonym,0,Antonym,electron,neutron,True,['Ġelectron'],['Ġneutron'],1,1,0.96773547,0.0021331925,0.0018201305,0.0059898165,0.0047489004,0.0062536686,0.011318883,0.2811214,1,1
2,HasProperty,2,HasProperty,love,sweet,True,['Ġlove'],['Ġsweet'],1,1,0.0039879414,0.0027234666,0.93262994,0.027438842,0.0014472452,0.0018727352,0.029899884,0.4732002,10,16
1,HasA,1,HasA,animal,meat,True,['Ġanimal'],['Ġmeat'],1,1,0.0157062,0.5060166,0.054736286,0.14277467,0.21963981,0.010128706,0.050997805,1.9881293,2,3
1,HasA,1,HasA,fruit,skin,True,['Ġfruit'],['Ġskin'],1,1,0.003061987,0.9395092,0.006284096,0.0069631543,0.034889817,0.005625621,0.003666082,0.4466198,5,10
2,HasProperty,2,HasProperty,kite,orange,True,"['Ġk', 'ite']",['Ġorange'],2,1,0.0041801357,0.023703858,0.94018406,0.016942238,0.009223567,0.0021560006,0.0036103304,0.45508587,8,6
3,IsA,3,IsA,castle,place,True,['Ġcastle'],['Ġplace'],1,1,0.006213845,0.0019385775,0.0075745517,0.97559696,0.0018903883,0.0020750035,0.004710789,0.22316037,5,32
3,IsA,3,IsA,end,change,True,['Ġend'],['Ġchange'],1,1,0.016107755,0.0024383748,0.01289361,0.9381366,0.0038617395,0.007601646,0.018960275,0.4774092,18,20
2,HasProperty,2,HasProperty,warmth,soothe,True,['Ġwarmth'],"['Ġso', 'othe']",1,2,0.009525853,0.0030307302,0.645868,0.057440113,0.0022291201,0.003953187,0.27795303,1.2980074,5,2
2,HasProperty,2,HasProperty,nature,lovely,True,['Ġnature'],['Ġlovely'],1,1,0.0020065035,0.001618487,0.98444366,0.008596068,0.0008165551,0.000731493,0.0017872313,0.14655057,5,3
1,HasA,1,HasA,rooster,comb,True,"['Ġro', 'oster']",['Ġcomb'],2,1,0.0047726,0.94125396,0.0076050796,0.014724727,0.012061673,0.0070593134,0.012522513,0.46861,1,8
2,HasProperty,2,HasProperty,sound,fun,True,['Ġsound'],['Ġfun'],1,1,0.0034240845,0.0015101574,0.9741262,0.016995577,0.00070748205,0.0008807822,0.0023557572,0.21585575,24,4
3,IsA,6,Synonym,life,time,False,['Ġlife'],['Ġtime'],1,1,0.021266995,0.10793513,0.06287401,0.3805536,0.10033409,0.023714013,0.30332217,2.2290583,14,15
3,IsA,3,IsA,slice,hit,True,['Ġslice'],['Ġhit'],1,1,0.06299941,0.0037039097,0.030280203,0.6433703,0.008188167,0.015213573,0.23624443,1.4837381,10,24
0,Antonym,0,Antonym,begin,middle,True,['Ġbegin'],['Ġmiddle'],1,1,0.98637265,0.0009709233,0.00069419737,0.0024365715,0.00084166956,0.003158798,0.005525229,0.13395166,11,9
5,PartOf,5,PartOf,plant,nature,True,['Ġplant'],['Ġnature'],1,1,0.030524634,0.006633731,0.004619333,0.0521512,0.016451733,0.87546384,0.0141555825,0.81214213,10,5
3,IsA,3,IsA,yellow,color,True,['Ġyellow'],['Ġcolor'],1,1,0.014051999,0.002036974,0.037178345,0.92977214,0.002941327,0.0032293962,0.010789937,0.50087994,8,15
5,PartOf,5,PartOf,point,needle,True,['Ġpoint'],['Ġneedle'],1,1,0.04836631,0.005155244,0.0020810089,0.025331635,0.007401937,0.88014257,0.03152125,0.7751199,40,6
