pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,COORD,HYPER,RANDOM,entropy,nsynsests_source,nsynsests_target
0,COORD,0,COORD,grenade,rifle,True,['grenade'],['rifle'],1,1,0.9995819,0.00032714097,9.098423e-05,0.0056120497,1,3
1,HYPER,1,HYPER,dog,animal,True,['dog'],['animal'],1,1,0.000120357894,0.9915991,0.008280518,0.07090452,8,2
1,HYPER,0,COORD,box,case,False,['box'],['case'],1,1,0.09324631,0.8941557,0.012598119,0.5429853,13,22
1,HYPER,1,HYPER,foot,anatomy,True,['foot'],['anatomy'],1,1,0.00016792554,0.998262,0.001570142,0.019236708,14,3
2,RANDOM,2,RANDOM,scarf,septicaemia,True,['scarf'],"['sept', '##ica', '##emia']",1,3,4.163676e-05,0.00017997983,0.99977845,0.0031645822,5,1
1,HYPER,1,HYPER,hospital,structure,True,['hospital'],['structure'],1,1,0.00012531255,0.9899984,0.00987629,0.0817752,2,6
2,RANDOM,2,RANDOM,guitar,information,True,['guitar'],['information'],1,1,4.6706584e-05,0.00015075374,0.99980253,0.0028706796,1,5
2,RANDOM,2,RANDOM,coyote,attempt,True,['coyote'],['attempt'],1,1,4.0813953e-05,0.00016439665,0.9997948,0.0029576821,3,4
2,RANDOM,2,RANDOM,desk,bracket,True,['desk'],['bracket'],1,1,4.7614234e-05,0.00015040887,0.99980205,0.0028793933,1,7
1,HYPER,1,HYPER,penguin,creature,True,['penguin'],['creature'],1,1,0.00011836032,0.9928518,0.007029786,0.06209877,1,3
0,COORD,0,COORD,spoon,hatchet,True,['spoon'],"['hatch', '##et']",1,2,0.9997918,0.00015414265,5.4130272e-05,0.003019685,5,2
1,HYPER,2,RANDOM,civilization,human,False,['civilization'],['human'],1,1,0.00010026744,0.994093,0.0058067767,0.052961726,4,4
2,RANDOM,2,RANDOM,clarinet,ideal,True,['clarinet'],['ideal'],1,1,4.544106e-05,0.00014963743,0.9998049,0.002838268,1,5
1,HYPER,1,HYPER,educator,profession,True,['educator'],['profession'],1,1,0.0002723723,0.998841,0.0008867103,0.013887348,1,4
1,HYPER,2,RANDOM,invade,turn,False,['invade'],['turn'],1,1,0.00010177613,0.7080363,0.29186192,0.87256014,4,38
0,COORD,0,COORD,lion,panther,True,['lion'],['panther'],1,1,0.9998628,0.00011394771,2.328841e-05,0.0020489874,4,3
0,COORD,2,RANDOM,cow,broccoli,False,['cow'],"['bro', '##cco', '##li']",1,3,0.9999021,7.119923e-05,2.6748343e-05,0.0015286424,4,2
0,COORD,0,COORD,radio,toaster,True,['radio'],"['toast', '##er']",1,2,0.9996215,0.00026341566,0.000114971146,0.005182443,5,2
2,RANDOM,2,RANDOM,noise,creature,True,['noise'],['creature'],1,1,2.8343231e-05,0.00039831456,0.9995733,0.0055420524,7,3
2,RANDOM,2,RANDOM,trout,invaluable,True,['trout'],"['in', '##val', '##ua', '##ble']",1,4,4.6462097e-05,0.0001560544,0.9997975,0.0029342505,2,1
2,RANDOM,2,RANDOM,gorilla,participate,True,['gorilla'],['participate'],1,1,4.3170643e-05,0.00015875648,0.9997981,0.002920829,1,2
0,COORD,0,COORD,willow,cedar,True,['willow'],['cedar'],1,1,0.9998828,9.157204e-05,2.5661559e-05,0.0017888031,2,3
2,RANDOM,2,RANDOM,dishwasher,valour,True,"['dish', '##wash', '##er']","['val', '##our']",3,2,4.828953e-05,0.00014959835,0.9998022,0.0028788096,2,1
2,RANDOM,2,RANDOM,cockroach,side,True,"['cock', '##ro', '##ach']",['side'],3,1,5.1219893e-05,0.00015234522,0.99979645,0.0029554577,1,14
1,HYPER,1,HYPER,emperor,ruler,True,['emperor'],['ruler'],1,1,0.0004526864,0.99892837,0.00061894784,0.013170875,4,2
1,HYPER,1,HYPER,roll,move,True,['roll'],['move'],1,1,0.00019011015,0.9985385,0.0012714692,0.016687691,33,21
2,RANDOM,2,RANDOM,wing,shine,True,['wing'],['shine'],1,1,3.8338956e-05,0.0015020483,0.9984596,0.016870517,12,11
2,RANDOM,2,RANDOM,contrast,rock,True,['contrast'],['rock'],1,1,3.297251e-05,0.00021944422,0.9997476,0.0035221283,7,9
1,HYPER,2,RANDOM,whisk,game,False,"['w', '##his', '##k']",['game'],3,1,0.00011307595,0.9930019,0.0068849907,0.06099341,6,14
1,HYPER,2,RANDOM,falcon,creature,False,['falcon'],['creature'],1,1,0.00013070705,0.99402833,0.0058409194,0.053612962,2,3
2,RANDOM,2,RANDOM,black,utensil,True,['black'],"['ut', '##ens', '##il']",1,3,3.5944897e-05,0.00023393593,0.99973005,0.0037416432,22,1
0,COORD,1,HYPER,revolver,firearm,False,['revolver'],['firearm'],1,1,0.6464502,0.35063457,0.0029152774,0.96156687,2,1
2,RANDOM,2,RANDOM,axe,consulting,True,['axe'],['consulting'],1,1,4.5699715e-05,0.00015540724,0.99979895,0.002915224,3,4
2,RANDOM,2,RANDOM,pigeon,blend,True,['pigeon'],['blend'],1,1,4.1513114e-05,0.00016912693,0.9997894,0.0030271371,1,6
2,RANDOM,2,RANDOM,defense,air,True,['defense'],['air'],1,1,3.9601782e-05,0.0010295439,0.9989309,0.012337708,12,15
1,HYPER,1,HYPER,bus,artifact,True,['bus'],['artifact'],1,1,0.00012127178,0.96559507,0.03428363,0.21718536,7,1
2,RANDOM,2,RANDOM,truck,vanish,True,['truck'],['vanish'],1,1,4.636737e-05,0.00015040173,0.99980325,0.0028612937,3,5
1,HYPER,1,HYPER,customer,person,True,['customer'],['person'],1,1,0.00010622803,0.9869573,0.012936504,0.101238675,1,3
0,COORD,0,COORD,goldfish,salmon,True,"['gold', '##fish']",['salmon'],2,1,0.9998771,9.826682e-05,2.4687306e-05,0.0018635556,1,5
2,RANDOM,2,RANDOM,mackerel,cover,True,"['mack', '##ere', '##l']",['cover'],3,1,4.913884e-05,0.00014979148,0.9998011,0.0028933021,2,36
2,RANDOM,2,RANDOM,moth,secession,True,['moth'],['secession'],1,1,4.5378794e-05,0.00015614998,0.9997985,0.0029198977,1,3
1,HYPER,1,HYPER,lobster,creature,True,['lobster'],['creature'],1,1,0.000121148376,0.9717647,0.028114116,0.18659034,2,3
2,RANDOM,2,RANDOM,villa,work,True,['villa'],['work'],1,1,3.443078e-05,0.00021511217,0.99975044,0.0034911,4,34
0,COORD,0,COORD,sword,pistol,True,['sword'],['pistol'],1,1,0.99942917,0.00044740905,0.0001234375,0.007403934,1,1
0,COORD,0,COORD,shirt,stocking,True,['shirt'],"['stock', '##ing']",1,2,0.9997161,0.00020008216,8.380803e-05,0.0040029264,2,9
1,HYPER,2,RANDOM,beauty,business,False,['beauty'],['business'],1,1,8.794753e-05,0.5305582,0.46935377,0.9985197,3,9
1,HYPER,1,HYPER,cannon,arm,True,['cannon'],['arm'],1,1,0.00019985686,0.9949639,0.0048362324,0.046903066,8,8
1,HYPER,1,HYPER,immortal,everlasting,True,['immortal'],"['ever', '##las', '##ting']",1,3,0.0002528053,0.99839944,0.0013477723,0.018179508,3,3
2,RANDOM,2,RANDOM,symphonic,fall,True,['symphonic'],['fall'],1,1,2.8659353e-05,0.0002719523,0.9996995,0.0040872633,2,44
2,RANDOM,2,RANDOM,cottage,vehicle,True,['cottage'],['vehicle'],1,1,3.5974233e-05,0.00027748183,0.9996866,0.0042616837,1,4
2,RANDOM,2,RANDOM,dishwasher,concern,True,"['dish', '##wash', '##er']",['concern'],3,1,4.95526e-05,0.00014901343,0.99980146,0.0028893435,2,7
0,COORD,0,COORD,moth,bee,True,['moth'],['bee'],1,1,0.999853,0.0001201242,2.6824224e-05,0.0021837084,1,2
2,RANDOM,2,RANDOM,goose,video,True,['goose'],['video'],1,1,3.7835307e-05,0.00017916548,0.999783,0.0030988264,6,4
1,HYPER,1,HYPER,pick,device,True,['pick'],['device'],1,1,0.00054869795,0.99865794,0.00079335895,0.016049601,21,5
1,HYPER,1,HYPER,dinner,meal,True,['dinner'],['meal'],1,1,0.01296732,0.9850192,0.0020135085,0.12077512,2,3
1,HYPER,1,HYPER,football,sport,True,['football'],['sport'],1,1,0.0007093809,0.9986179,0.0006726674,0.016501805,2,9
2,RANDOM,2,RANDOM,tiger,content,True,['tiger'],['content'],1,1,4.285126e-05,0.00015353443,0.9998036,0.0028502494,2,10
1,HYPER,1,HYPER,cedar,tree,True,['cedar'],['tree'],1,1,0.0024810878,0.9968431,0.00067579804,0.033137504,3,7
2,RANDOM,2,RANDOM,van,think,True,['van'],['think'],1,1,3.8859824e-05,0.00017435392,0.9997868,0.0030538368,5,14
1,HYPER,2,RANDOM,rain,evergreen,False,['rain'],['evergreen'],1,1,0.00019090869,0.9980903,0.0017187314,0.020896673,4,2
1,HYPER,1,HYPER,dishwasher,artefact,True,"['dish', '##wash', '##er']","['arte', '##fa', '##ct']",3,3,0.00012896855,0.990761,0.009110029,0.07668445,2,1
2,RANDOM,2,RANDOM,cow,barrio,True,['cow'],['barrio'],1,1,3.6137484e-05,0.0001860036,0.99977785,0.0031587314,4,2
0,COORD,0,COORD,donkey,gorilla,True,['donkey'],['gorilla'],1,1,0.99987686,0.00010055119,2.2506872e-05,0.001860349,2,1
2,RANDOM,2,RANDOM,jet,question,True,['jet'],['question'],1,1,4.244269e-05,0.0001652011,0.9997924,0.0029914218,9,11
2,RANDOM,2,RANDOM,turtle,listed,True,['turtle'],['listed'],1,1,4.029699e-05,0.00016543633,0.9997943,0.0029631378,4,6
2,RANDOM,2,RANDOM,freezer,build,True,"['freeze', '##r']",['build'],2,1,4.993361e-05,0.00014711084,0.999803,0.0028705462,1,12
1,HYPER,2,RANDOM,couch,object,False,['couch'],['object'],1,1,0.00012234664,0.97861916,0.021258496,0.15021232,4,7
0,COORD,0,COORD,helicopter,motorcycle,True,['helicopter'],['motorcycle'],1,1,0.99969625,0.00022299441,8.078202e-05,0.004241505,1,2
2,RANDOM,2,RANDOM,boy,standard,True,['boy'],['standard'],1,1,3.7049995e-05,0.0001890614,0.9997739,0.0032099837,4,11
1,HYPER,1,HYPER,manual,functional,True,['manual'],['functional'],1,1,0.0004187494,0.9988538,0.0007274002,0.013934749,5,6
2,RANDOM,2,RANDOM,moth,build,True,['moth'],['build'],1,1,4.0419935e-05,0.00017456106,0.999785,0.003079266,1,12
0,COORD,0,COORD,wardrobe,desk,True,['wardrobe'],['desk'],1,1,0.9990339,0.00071889866,0.00024720829,0.011861806,3,1
1,HYPER,1,HYPER,normative,standardized,True,"['norma', '##tive']",['standardized'],2,1,0.0008202328,0.9986432,0.00053660496,0.016194453,2,4
0,COORD,0,COORD,chisel,hammer,True,"['chi', '##sel']",['hammer'],2,1,0.9997706,0.00018209267,4.726172e-05,0.0032721036,4,10
0,COORD,0,COORD,cow,giraffe,True,['cow'],"['gi', '##raf', '##fe']",1,3,0.9998872,9.0988935e-05,2.1808479e-05,0.0017218163,4,1
2,RANDOM,2,RANDOM,woodpecker,general,True,"['wood', '##pe', '##cker']",['general'],3,1,5.5639637e-05,0.00014566377,0.9997987,0.0029332426,1,10
1,HYPER,1,HYPER,frigate,vehicle,True,['frigate'],['vehicle'],1,1,0.00020202047,0.9973519,0.0024461676,0.027515942,2,4
0,COORD,0,COORD,hammer,nail,True,['hammer'],['nail'],1,1,0.9995098,0.00031487687,0.00017525053,0.0065567,10,10
0,COORD,0,COORD,dress,robe,True,['dress'],['robe'],1,1,0.9997937,0.00014723017,5.9083704e-05,0.003001714,21,4
2,RANDOM,2,RANDOM,poetic,sort,True,['poetic'],['sort'],1,1,2.7378073e-05,0.0004171528,0.9995554,0.0057395715,4,6
2,RANDOM,2,RANDOM,church,pet,True,['church'],['pet'],1,1,3.249171e-05,0.00023018474,0.9997373,0.0036451158,5,7
2,RANDOM,2,RANDOM,diamond,humor,True,['diamond'],['humor'],1,1,3.4625715e-05,0.00020265389,0.9997627,0.0033416662,6,7
2,RANDOM,1,HYPER,head,word,False,['head'],['word'],1,1,4.8095615e-05,0.007396694,0.9925552,0.06375085,42,11
2,RANDOM,2,RANDOM,ambulance,mayor,True,['ambulance'],['mayor'],1,1,4.336693e-05,0.00016719353,0.9997894,0.0030299367,1,1
2,RANDOM,2,RANDOM,rifle,examine,True,['rifle'],['examine'],1,1,4.6186593e-05,0.00015549507,0.99979836,0.0029232104,3,5
1,HYPER,2,RANDOM,rifle,implement,False,['rifle'],['implement'],1,1,0.006919153,0.99223995,0.0008408684,0.06938815,3,4
2,RANDOM,2,RANDOM,ferry,negative,True,['ferry'],['negative'],1,1,4.365802e-05,0.00016048126,0.99979585,0.002949722,5,12
2,RANDOM,2,RANDOM,monitor,tool,True,['monitor'],['tool'],1,1,3.5192283e-05,0.0009449869,0.99901986,0.011428675,9,8
0,COORD,0,COORD,birch,cypress,True,['birch'],['cypress'],1,1,0.99988854,8.476398e-05,2.6659252e-05,0.0017123299,5,2
1,HYPER,1,HYPER,elm,tree,True,['elm'],['tree'],1,1,0.007944903,0.9913935,0.00066155795,0.07477185,2,7
2,RANDOM,2,RANDOM,uninsured,action,True,"['un', '##ins', '##ured']",['action'],3,1,2.922344e-05,0.0003007119,0.99967,0.00443419,1,12
0,COORD,0,COORD,rake,scissors,True,['rake'],['scissors'],1,1,0.9997938,0.00015636503,4.987728e-05,0.0029871133,9,4
2,RANDOM,2,RANDOM,bomb,desecration,True,['bomb'],"['des', '##ec', '##ration']",1,3,4.265153e-05,0.00015838927,0.99979895,0.0029087376,5,1
2,RANDOM,2,RANDOM,hit,hostility,True,['hit'],['hostility'],1,1,2.8882405e-05,0.00036374008,0.9996074,0.005157504,24,4
2,RANDOM,2,RANDOM,clarinet,raise,True,['clarinet'],['raise'],1,1,4.845013e-05,0.00015082507,0.99980074,0.0028965825,1,31
1,HYPER,1,HYPER,treat,give,True,['treat'],['give'],1,1,0.00011938272,0.9977227,0.0021579054,0.023948275,10,45
2,RANDOM,2,RANDOM,bull,game,True,['bull'],['game'],1,1,8.047182e-05,0.039776463,0.9601431,0.24247222,15,14
2,RANDOM,2,RANDOM,corkscrew,gilt,True,"['cork', '##sc', '##rew']","['gil', '##t']",3,2,6.7024426e-05,0.00017021025,0.9997627,0.0034025952,2,3
2,RANDOM,2,RANDOM,dress,fossil,True,['dress'],['fossil'],1,1,4.5207697e-05,0.00015639141,0.9997985,0.0029205517,21,3
2,RANDOM,2,RANDOM,trumpet,glad,True,['trumpet'],['glad'],1,1,4.552497e-05,0.00015847676,0.999796,0.0029514462,4,5
0,COORD,0,COORD,coyote,beaver,True,['coyote'],['beaver'],1,1,0.99987066,0.0001065678,2.2777116e-05,0.0019441214,3,8
2,RANDOM,2,RANDOM,battleship,vertebrate,True,['battleship'],"['ve', '##rte', '##brate']",1,3,3.4351895e-05,0.00022118322,0.9997445,0.0035637214,1,2
2,RANDOM,2,RANDOM,coat,diagnose,True,['coat'],"['dia', '##gno', '##se']",1,3,4.387511e-05,0.00015822636,0.9997979,0.0029244355,6,2
2,RANDOM,2,RANDOM,tiger,spurious,True,['tiger'],"['spur', '##ious']",1,2,4.2593878e-05,0.00015126062,0.9998062,0.0028177225,2,3
2,RANDOM,2,RANDOM,emotional,view,True,['emotional'],['view'],1,1,2.695663e-05,0.00036491925,0.9996081,0.005141884,4,13
0,COORD,0,COORD,cow,sheep,True,['cow'],['sheep'],1,1,0.99987257,0.00010498218,2.2415012e-05,0.0019175648,4,3
0,COORD,0,COORD,van,battleship,True,['van'],['battleship'],1,1,0.9997954,0.00013603427,6.869894e-05,0.0029926007,5,1
1,HYPER,1,HYPER,corrupt,destroy,True,['corrupt'],['destroy'],1,1,0.00043628487,0.99883753,0.0007262668,0.014119227,8,4
0,COORD,0,COORD,wrench,hammer,True,"['wren', '##ch']",['hammer'],2,1,0.999765,0.00018568448,4.930897e-05,0.0033459736,7,10
1,HYPER,1,HYPER,villa,accommodation,True,['villa'],['accommodation'],1,1,0.00044894544,0.9987785,0.0007724563,0.014739711,4,6
2,RANDOM,2,RANDOM,freezer,dramatic,True,"['freeze', '##r']",['dramatic'],2,1,5.273789e-05,0.00014426629,0.999803,0.0028743115,1,4
2,RANDOM,2,RANDOM,eagle,charm,True,['eagle'],['charm'],1,1,3.933666e-05,0.00017638919,0.9997843,0.0030862004,6,8
0,COORD,0,COORD,toaster,fridge,True,"['toast', '##er']",['fridge'],2,1,0.9996804,0.0002045448,0.000115148556,0.0044745686,2,1
0,COORD,0,COORD,sheep,bear,True,['sheep'],['bear'],1,1,0.99987054,0.00010622058,2.3240955e-05,0.0019466891,3,15
2,RANDOM,2,RANDOM,rifle,biblical,True,['rifle'],['biblical'],1,1,5.0920768e-05,0.00015037882,0.9997987,0.0029262418,3,2
2,RANDOM,2,RANDOM,jar,food,True,['jar'],['food'],1,1,3.6258883e-05,0.00025089426,0.99971277,0.003949967,8,3
0,COORD,0,COORD,rat,deer,True,['rat'],['deer'],1,1,0.99989057,8.697885e-05,2.246215e-05,0.0016779908,11,1
1,HYPER,1,HYPER,sell,commerce,True,['sell'],['commerce'],1,1,0.0001577058,0.99816257,0.0016797263,0.020123292,9,3
2,RANDOM,2,RANDOM,intentional,fruit,True,['intentional'],['fruit'],1,1,3.1527063e-05,0.00022692583,0.9997415,0.0035912846,2,5
2,RANDOM,2,RANDOM,dishwasher,graduating,True,"['dish', '##wash', '##er']",['graduating'],3,1,5.544913e-05,0.00014239232,0.9998022,0.0028888097,2,3
2,RANDOM,2,RANDOM,hero,weather,True,['hero'],['weather'],1,1,3.6273657e-05,0.00018215076,0.99978155,0.0031129685,7,6
1,HYPER,1,HYPER,flute,device,True,['flute'],['device'],1,1,0.00028014134,0.9982663,0.0014536681,0.019507736,4,5
0,COORD,0,COORD,gorilla,giraffe,True,['gorilla'],"['gi', '##raf', '##fe']",1,3,0.99987864,0.00010029489,2.1073014e-05,0.0018346848,1,1
0,COORD,0,COORD,goat,antelope,True,['goat'],"['ant', '##elo', '##pe']",1,3,0.9995889,0.00038081396,3.0298268e-05,0.0053732726,4,1
2,RANDOM,2,RANDOM,vest,likely,True,['vest'],['likely'],1,1,4.2332023e-05,0.00016105756,0.99979657,0.002937715,7,5
2,RANDOM,2,RANDOM,van,toy,True,['van'],['toy'],1,1,4.1532625e-05,0.00017402823,0.9997844,0.0030888533,5,8
1,HYPER,1,HYPER,follower,person,True,['follower'],['person'],1,1,0.000109481836,0.9953797,0.004510832,0.0432409,2,3
0,COORD,0,COORD,vulture,woodpecker,True,['vulture'],"['wood', '##pe', '##cker']",1,3,0.99988186,9.347882e-05,2.4722789e-05,0.0017999915,2,1
0,COORD,0,COORD,whale,rat,True,['whale'],['rat'],1,1,0.9998995,7.685784e-05,2.363658e-05,0.0015586861,3,11
1,HYPER,2,RANDOM,spoon,instrument,False,['spoon'],['instrument'],1,1,0.0011199875,0.998038,0.0008420102,0.02240644,5,9
0,COORD,0,COORD,cedar,acacia,True,['cedar'],['acacia'],1,1,0.9998683,0.00010639502,2.5324616e-05,0.0019809438,3,1
0,COORD,0,COORD,butterfly,dragonfly,True,['butterfly'],"['dragon', '##fly']",1,2,0.99984384,0.00012951766,2.6548736e-05,0.0023013393,5,1
0,COORD,0,COORD,axe,fork,True,['axe'],['fork'],1,1,0.9997795,0.00016668387,5.380623e-05,0.0031731017,3,9
2,RANDOM,2,RANDOM,truck,mean,True,['truck'],['mean'],1,1,4.312733e-05,0.0001582624,0.9997986,0.0029140515,3,16
1,HYPER,1,HYPER,conflict,state,True,['conflict'],['state'],1,1,0.0001280499,0.9972965,0.002575447,0.027702168,9,11
0,COORD,0,COORD,wrench,screwdriver,True,"['wren', '##ch']","['screw', '##drive', '##r']",2,3,0.9998148,0.00014040593,4.482254e-05,0.002711561,7,2
2,RANDOM,2,RANDOM,bomber,safe,True,['bomber'],['safe'],1,1,4.7050573e-05,0.00015009503,0.9998029,0.0028672,3,7
2,RANDOM,2,RANDOM,ferry,softball,True,['ferry'],['softball'],1,1,4.7897607e-05,0.00015956446,0.9997925,0.0029992985,5,2
2,RANDOM,2,RANDOM,uneven,action,True,['uneven'],['action'],1,1,4.0624676e-05,0.0021974335,0.99776196,0.02322105,5,12
2,RANDOM,2,RANDOM,hat,summit,True,['hat'],['summit'],1,1,4.3083575e-05,0.0001615846,0.9997954,0.002955224,4,4
2,RANDOM,2,RANDOM,cancer,revenue,True,['cancer'],['revenue'],1,1,3.3475942e-05,0.00022950514,0.99973696,0.0036515452,5,2
1,HYPER,2,RANDOM,nose,move,False,['nose'],['move'],1,1,0.00017110012,0.9983657,0.0014631884,0.018275183,14,21
0,COORD,0,COORD,shovel,hatchet,True,['shovel'],"['hatch', '##et']",1,2,0.99979955,0.00015343048,4.712204e-05,0.0029106115,5,2
0,COORD,0,COORD,dishwasher,television,True,"['dish', '##wash', '##er']",['television'],3,1,0.99948126,0.00035890605,0.00015988853,0.006871845,2,3
2,RANDOM,2,RANDOM,cauliflower,adhere,True,"['ca', '##uli', '##flower']",['adhere'],3,1,4.84735e-05,0.00015399631,0.9997975,0.0029371616,2,6
0,COORD,0,COORD,dove,penguin,True,['dove'],['penguin'],1,1,0.99990106,7.3492476e-05,2.5362642e-05,0.0015390643,8,1
1,HYPER,1,HYPER,cotton,crop,True,['cotton'],['crop'],1,1,0.0031723417,0.99617803,0.0006496373,0.038712982,5,12
2,RANDOM,2,RANDOM,wool,contract,True,['wool'],['contract'],1,1,3.4998255e-05,0.00019718808,0.99976784,0.0032799726,3,12
2,RANDOM,2,RANDOM,rent,end,True,['rent'],['end'],1,1,2.7957027e-05,0.00041512586,0.99955696,0.005725513,9,18
0,COORD,0,COORD,butterfly,wasp,True,['butterfly'],['wasp'],1,1,0.99983394,0.00013787353,2.8126107e-05,0.00243281,5,2
2,RANDOM,2,RANDOM,robin,sewerage,True,['robin'],"['sewer', '##age']",1,2,3.8914895e-05,0.0002897885,0.99967134,0.0044499557,2,2
1,HYPER,1,HYPER,advance,move,True,['advance'],['move'],1,1,0.00016007619,0.9982666,0.0015733908,0.019168463,20,21
2,RANDOM,2,RANDOM,lion,net,True,['lion'],['net'],1,1,4.3602056e-05,0.00015379558,0.99980265,0.002864358,4,12
0,COORD,0,COORD,cherry,apricot,True,['cherry'],"['apr', '##ico', '##t']",1,3,0.99989283,7.959821e-05,2.7544162e-05,0.0016556357,5,3
0,COORD,0,COORD,oak,willow,True,['oak'],['willow'],1,1,0.9998902,8.436613e-05,2.5330775e-05,0.0016867096,2,2
2,RANDOM,2,RANDOM,symbolism,vehicle,True,['symbolism'],['vehicle'],1,1,3.330678e-05,0.0002069522,0.99975973,0.0033747554,3,4
1,HYPER,1,HYPER,play,show,True,['play'],['show'],1,1,0.00038009454,0.99863154,0.000988277,0.016156996,52,16
1,HYPER,1,HYPER,uterine,genital,True,"['ut', '##erine']","['gen', '##ital']",2,2,0.001535823,0.9979367,0.0005275388,0.023072833,1,1
0,COORD,0,COORD,bear,coyote,True,['bear'],['coyote'],1,1,0.9998702,0.00010697117,2.2869548e-05,0.0019508412,15,3
1,HYPER,1,HYPER,bottle,artifact,True,['bottle'],['artifact'],1,1,0.00022798526,0.99783176,0.0019402103,0.023363434,5,1
1,HYPER,1,HYPER,eye,look,True,['eye'],['look'],1,1,0.00023861627,0.9987815,0.0009798878,0.014422196,6,14
2,RANDOM,2,RANDOM,whale,own,True,['whale'],['own'],1,1,4.1797837e-05,0.00016186901,0.99979633,0.0029402005,3,2
1,HYPER,1,HYPER,bird,meat,True,['bird'],['meat'],1,1,0.00083023997,0.99840575,0.0007639631,0.018705152,6,3
2,RANDOM,2,RANDOM,glove,tool,True,['glove'],['tool'],1,1,0.00010955376,0.0072867684,0.9926037,0.063812055,3,8
1,HYPER,1,HYPER,swan,waterbird,True,['swan'],"['water', '##bird']",1,2,0.019542277,0.9798917,0.000565992,0.14576833,4,1
0,COORD,0,COORD,saw,fork,True,['saw'],['fork'],1,1,0.99977666,0.00016525916,5.8074525e-05,0.0032155307,28,9
1,HYPER,1,HYPER,dress,covering,True,['dress'],['covering'],1,1,0.00011582919,0.99092495,0.008959085,0.07549089,21,31
2,RANDOM,2,RANDOM,goat,mix,True,['goat'],['mix'],1,1,4.1827945e-05,0.00016648158,0.9997917,0.0029986382,4,9
2,RANDOM,2,RANDOM,symbolic,appliance,True,['symbolic'],"['app', '##lian', '##ce']",1,3,3.5501507e-05,0.00023520997,0.9997292,0.0037504602,3,2
2,RANDOM,2,RANDOM,rifle,poetry,True,['rifle'],['poetry'],1,1,4.852588e-05,0.00014676721,0.9998047,0.0028460596,3,2
0,COORD,0,COORD,chisel,fork,True,"['chi', '##sel']",['fork'],2,1,0.99975616,0.00018561451,5.8238224e-05,0.0034717906,4,9
2,RANDOM,2,RANDOM,potato,plan,True,['potato'],['plan'],1,1,4.113612e-05,0.00016171731,0.99979717,0.002928627,2,7
