pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,COORD,HYPER,RANDOM,entropy,nsynsests_source,nsynsests_target
0,COORD,0,COORD,grasshopper,cricket,True,"['grass', '##hopper']",['cricket'],2,1,0.9970541,0.002211734,0.00073413685,0.03139619,2,3
0,COORD,0,COORD,donkey,bull,True,['donkey'],['bull'],1,1,0.99872774,0.00083717075,0.00043499787,0.015249358,2,15
0,COORD,0,COORD,cow,beaver,True,['cow'],['beaver'],1,1,0.9990901,0.00053016987,0.00037984122,0.0113971075,4,8
0,COORD,0,COORD,grenade,rifle,True,['grenade'],['rifle'],1,1,0.99608374,0.002876206,0.0010400148,0.04022442,1,3
1,HYPER,1,HYPER,dog,animal,True,['dog'],['animal'],1,1,0.0016072582,0.80448955,0.1939032,0.7262995,8,2
0,COORD,0,COORD,box,case,True,['box'],['case'],1,1,0.6951462,0.28774208,0.01711169,0.9822244,13,22
1,HYPER,1,HYPER,foot,anatomy,True,['foot'],['anatomy'],1,1,0.0014056802,0.74022704,0.25836733,0.8390106,14,3
2,RANDOM,2,RANDOM,scarf,septicaemia,True,['scarf'],"['sept', '##ica', '##emia']",1,3,0.00018294755,0.00064766646,0.99916947,0.010329787,5,1
1,HYPER,1,HYPER,hospital,structure,True,['hospital'],['structure'],1,1,0.0013980032,0.8496548,0.14894725,0.622146,2,6
2,RANDOM,2,RANDOM,guitar,information,True,['guitar'],['information'],1,1,0.00019537215,0.000527949,0.9992767,0.009198349,1,5
2,RANDOM,2,RANDOM,coyote,attempt,True,['coyote'],['attempt'],1,1,0.0001775218,0.0005830994,0.99923944,0.009573677,3,4
2,RANDOM,2,RANDOM,desk,bracket,True,['desk'],['bracket'],1,1,0.00014411854,0.001846178,0.99800974,0.021473086,1,7
1,HYPER,1,HYPER,penguin,creature,True,['penguin'],['creature'],1,1,0.0017050504,0.8068799,0.19141509,0.7220365,1,3
0,COORD,0,COORD,spoon,hatchet,True,['spoon'],"['hatch', '##et']",1,2,0.99767786,0.0012427608,0.0010794312,0.02598001,5,2
2,RANDOM,2,RANDOM,civilization,human,True,['civilization'],['human'],1,1,0.00030609797,0.015854664,0.9838393,0.121493116,4,4
2,RANDOM,2,RANDOM,clarinet,ideal,True,['clarinet'],['ideal'],1,1,0.00023559046,0.00045283543,0.99931157,0.008862484,1,5
1,HYPER,1,HYPER,educator,profession,True,['educator'],['profession'],1,1,0.0014190288,0.8823733,0.11620759,0.5335785,1,4
2,RANDOM,2,RANDOM,invade,turn,True,['invade'],['turn'],1,1,0.0009067348,0.21324694,0.78584635,0.7578015,4,38
0,COORD,0,COORD,lion,panther,True,['lion'],['panther'],1,1,0.99860746,0.0009758185,0.00041678856,0.016446913,4,3
0,COORD,2,RANDOM,cow,broccoli,False,['cow'],"['bro', '##cco', '##li']",1,3,0.998672,0.0007314426,0.00059652276,0.015923463,4,2
0,COORD,0,COORD,radio,toaster,True,['radio'],"['toast', '##er']",1,2,0.99796283,0.001267995,0.00076925417,0.023095587,5,2
2,RANDOM,2,RANDOM,noise,creature,True,['noise'],['creature'],1,1,0.00031328347,0.015490542,0.9841962,0.11940206,7,3
2,RANDOM,2,RANDOM,trout,invaluable,True,['trout'],"['in', '##val', '##ua', '##ble']",1,4,0.00016105807,0.00095691363,0.998882,0.013238502,2,1
2,RANDOM,2,RANDOM,gorilla,participate,True,['gorilla'],['participate'],1,1,0.00015795584,0.00084686914,0.9989951,0.012086396,1,2
0,COORD,0,COORD,willow,cedar,True,['willow'],['cedar'],1,1,0.99886143,0.0007046474,0.00043394102,0.013867115,2,3
2,RANDOM,2,RANDOM,dishwasher,valour,True,"['dish', '##wash', '##er']","['val', '##our']",3,2,0.0002280832,0.0015448298,0.99822706,0.01974107,2,1
2,RANDOM,2,RANDOM,cockroach,side,True,"['cock', '##ro', '##ach']",['side'],3,1,0.00014282185,0.0015866675,0.9982705,0.019072965,1,14
1,HYPER,1,HYPER,emperor,ruler,True,['emperor'],['ruler'],1,1,0.0024941212,0.9742974,0.023208449,0.18417099,4,2
1,HYPER,1,HYPER,roll,move,True,['roll'],['move'],1,1,0.0013214019,0.9039682,0.09471037,0.46635276,33,21
2,RANDOM,2,RANDOM,wing,shine,True,['wing'],['shine'],1,1,0.0003279955,0.008123943,0.9915481,0.072347485,12,11
2,RANDOM,2,RANDOM,contrast,rock,True,['contrast'],['rock'],1,1,0.00021262899,0.006102212,0.9936852,0.056566093,7,9
1,HYPER,2,RANDOM,whisk,game,False,"['w', '##his', '##k']",['game'],3,1,0.0015686146,0.53925276,0.45917872,1.010669,6,14
1,HYPER,2,RANDOM,falcon,creature,False,['falcon'],['creature'],1,1,0.001672542,0.8132292,0.1850982,0.70844764,2,3
2,RANDOM,2,RANDOM,black,utensil,True,['black'],"['ut', '##ens', '##il']",1,3,0.0002115995,0.005470187,0.9943182,0.0518607,22,1
1,HYPER,1,HYPER,revolver,firearm,True,['revolver'],['firearm'],1,1,0.08374693,0.89342076,0.022832328,0.56939083,2,1
2,RANDOM,2,RANDOM,axe,consulting,True,['axe'],['consulting'],1,1,0.00017849392,0.00060255954,0.99921894,0.009794312,3,4
2,RANDOM,2,RANDOM,pigeon,blend,True,['pigeon'],['blend'],1,1,0.00017704057,0.0006296084,0.9991934,0.0100646075,1,6
2,RANDOM,2,RANDOM,defense,air,True,['defense'],['air'],1,1,0.00019581667,0.0044603236,0.99534386,0.043942872,12,15
1,HYPER,1,HYPER,bus,artifact,True,['bus'],['artifact'],1,1,0.0014342484,0.7820242,0.21654147,0.76891136,7,1
2,RANDOM,2,RANDOM,truck,vanish,True,['truck'],['vanish'],1,1,0.00022782339,0.00050605217,0.9992661,0.009355429,3,5
1,HYPER,1,HYPER,customer,person,True,['customer'],['person'],1,1,0.0018638958,0.9497699,0.048366275,0.29886997,1,3
0,COORD,0,COORD,goldfish,salmon,True,"['gold', '##fish']",['salmon'],2,1,0.9987866,0.0007527687,0.00046065907,0.01466577,1,5
2,RANDOM,2,RANDOM,mackerel,cover,True,"['mack', '##ere', '##l']",['cover'],3,1,0.00016759218,0.0018404013,0.99799204,0.021717485,2,36
2,RANDOM,2,RANDOM,moth,secession,True,['moth'],['secession'],1,1,0.00014129077,0.00083261495,0.99902606,0.011729006,1,3
1,HYPER,1,HYPER,lobster,creature,True,['lobster'],['creature'],1,1,0.0017987755,0.78454345,0.21365777,0.7667874,2,3
2,RANDOM,2,RANDOM,villa,work,True,['villa'],['work'],1,1,0.0003954544,0.01694057,0.9826639,0.12893052,4,34
0,COORD,0,COORD,sword,pistol,True,['sword'],['pistol'],1,1,0.996409,0.0020061124,0.001584944,0.037891068,1,1
0,COORD,0,COORD,shirt,stocking,True,['shirt'],"['stock', '##ing']",1,2,0.9941413,0.004542551,0.0013161398,0.05637363,2,9
2,RANDOM,2,RANDOM,beauty,business,True,['beauty'],['business'],1,1,0.00051618007,0.06904415,0.9304397,0.36867422,3,9
1,HYPER,1,HYPER,cannon,arm,True,['cannon'],['arm'],1,1,0.0030917588,0.9346299,0.06227833,0.3663668,8,8
1,HYPER,1,HYPER,immortal,everlasting,True,['immortal'],"['ever', '##las', '##ting']",1,3,0.0017820444,0.96231645,0.03590147,0.24192284,3,3
2,RANDOM,2,RANDOM,symphonic,fall,True,['symphonic'],['fall'],1,1,0.00014426046,0.0011214007,0.9987343,0.014655678,2,44
2,RANDOM,2,RANDOM,cottage,vehicle,True,['cottage'],['vehicle'],1,1,0.0008661073,0.019552505,0.9795814,0.14895588,1,4
2,RANDOM,2,RANDOM,dishwasher,concern,True,"['dish', '##wash', '##er']",['concern'],3,1,0.00018668291,0.0008384487,0.9989749,0.012359522,2,7
0,COORD,0,COORD,moth,bee,True,['moth'],['bee'],1,1,0.9976913,0.0016339959,0.00067468226,0.025560144,1,2
2,RANDOM,2,RANDOM,goose,video,True,['goose'],['video'],1,1,0.0001712016,0.0016147475,0.9982141,0.019692354,6,4
2,RANDOM,1,HYPER,pick,device,False,['pick'],['device'],1,1,0.0005765455,0.1163909,0.88303256,0.52582926,21,5
1,HYPER,1,HYPER,dinner,meal,True,['dinner'],['meal'],1,1,0.0065598865,0.97635454,0.017085565,0.18159038,2,3
1,HYPER,1,HYPER,football,sport,True,['football'],['sport'],1,1,0.0016414974,0.9289638,0.06939474,0.38104177,2,9
2,RANDOM,2,RANDOM,tiger,content,True,['tiger'],['content'],1,1,0.00016628248,0.0014520328,0.99838173,0.018109642,2,10
1,HYPER,1,HYPER,cedar,tree,True,['cedar'],['tree'],1,1,0.0026615213,0.92072403,0.076614454,0.41642976,3,7
2,RANDOM,2,RANDOM,van,think,True,['van'],['think'],1,1,0.00017182966,0.0007466237,0.9990815,0.011228887,5,14
2,RANDOM,2,RANDOM,rain,evergreen,True,['rain'],['evergreen'],1,1,0.00019845154,0.0034667584,0.9963348,0.036049847,4,2
1,HYPER,1,HYPER,dishwasher,artefact,True,"['dish', '##wash', '##er']","['arte', '##fa', '##ct']",3,3,0.0014005841,0.85175616,0.1468433,0.61685914,2,1
2,RANDOM,2,RANDOM,cow,barrio,True,['cow'],['barrio'],1,1,0.0001910799,0.0006977265,0.99911124,0.010957857,4,2
0,COORD,0,COORD,donkey,gorilla,True,['donkey'],['gorilla'],1,1,0.9989668,0.00063492556,0.0003981786,0.012730405,2,1
2,RANDOM,2,RANDOM,jet,question,True,['jet'],['question'],1,1,0.00018805324,0.0005646412,0.9992473,0.009505637,9,11
2,RANDOM,2,RANDOM,turtle,listed,True,['turtle'],['listed'],1,1,0.00019580116,0.00054469204,0.99925953,0.009385515,4,6
2,RANDOM,2,RANDOM,freezer,build,True,"['freeze', '##r']",['build'],2,1,0.0001652284,0.00092378655,0.998911,0.012957921,1,12
1,HYPER,2,RANDOM,couch,object,False,['couch'],['object'],1,1,0.0015538655,0.6525459,0.3459002,0.94613814,4,7
0,COORD,0,COORD,helicopter,motorcycle,True,['helicopter'],['motorcycle'],1,1,0.99862444,0.0008063006,0.00056931516,0.01640536,1,2
2,RANDOM,2,RANDOM,boy,standard,True,['boy'],['standard'],1,1,0.00014426796,0.001117084,0.9987387,0.014613401,4,11
2,RANDOM,1,HYPER,manual,functional,False,['manual'],['functional'],1,1,0.00094736833,0.49678642,0.5022662,1.0099123,5,6
2,RANDOM,2,RANDOM,moth,build,True,['moth'],['build'],1,1,0.00015344944,0.0008433029,0.99900323,0.011993037,1,12
0,COORD,0,COORD,wardrobe,desk,True,['wardrobe'],['desk'],1,1,0.9940754,0.0033473852,0.002577153,0.058210157,3,1
1,HYPER,1,HYPER,normative,standardized,True,"['norma', '##tive']",['standardized'],2,1,0.0021197607,0.97755593,0.02032425,0.16507679,2,4
0,COORD,0,COORD,chisel,hammer,True,"['chi', '##sel']",['hammer'],2,1,0.9978801,0.0012686633,0.000851208,0.023943594,4,10
0,COORD,0,COORD,cow,giraffe,True,['cow'],"['gi', '##raf', '##fe']",1,3,0.9988537,0.0007359661,0.0004102883,0.01392884,4,1
2,RANDOM,2,RANDOM,woodpecker,general,True,"['wood', '##pe', '##cker']",['general'],3,1,0.00016792401,0.0007524461,0.9990796,0.011240407,1,10
1,HYPER,1,HYPER,frigate,vehicle,True,['frigate'],['vehicle'],1,1,0.0014247154,0.8389284,0.15964681,0.64863104,2,4
0,COORD,0,COORD,hammer,nail,True,['hammer'],['nail'],1,1,0.5993286,0.36998197,0.030689396,1.1276302,10,10
0,COORD,0,COORD,dress,robe,True,['dress'],['robe'],1,1,0.9967115,0.0025291194,0.0007593348,0.034424562,21,4
2,RANDOM,2,RANDOM,poetic,sort,True,['poetic'],['sort'],1,1,0.0003227682,0.015383556,0.98429364,0.1188707,4,6
2,RANDOM,2,RANDOM,church,pet,True,['church'],['pet'],1,1,0.00013658141,0.0009629592,0.9989004,0.012987916,5,7
2,RANDOM,2,RANDOM,diamond,humor,True,['diamond'],['humor'],1,1,0.00015581465,0.001136071,0.9987081,0.01494604,6,7
1,HYPER,1,HYPER,head,word,True,['head'],['word'],1,1,0.0012549155,0.7082323,0.2905127,0.8826653,42,11
2,RANDOM,2,RANDOM,ambulance,mayor,True,['ambulance'],['mayor'],1,1,0.0001858658,0.0005749352,0.9992392,0.009589477,1,1
2,RANDOM,2,RANDOM,rifle,examine,True,['rifle'],['examine'],1,1,0.00014581032,0.0006907909,0.9991634,0.010317554,3,5
1,HYPER,2,RANDOM,rifle,implement,False,['rifle'],['implement'],1,1,0.002076648,0.9201778,0.07774557,0.4154415,3,4
2,RANDOM,2,RANDOM,ferry,negative,True,['ferry'],['negative'],1,1,0.00023056891,0.00049381045,0.9992756,0.009254418,5,12
2,RANDOM,2,RANDOM,monitor,tool,True,['monitor'],['tool'],1,1,0.000595665,0.1868576,0.8125468,0.701914,9,8
0,COORD,0,COORD,birch,cypress,True,['birch'],['cypress'],1,1,0.99900824,0.0005835663,0.00040820212,0.012294959,5,2
1,HYPER,1,HYPER,elm,tree,True,['elm'],['tree'],1,1,0.0026577269,0.9164294,0.0809128,0.43163097,2,7
2,RANDOM,2,RANDOM,uninsured,action,True,"['un', '##ins', '##ured']",['action'],3,1,0.0004034921,0.030468456,0.9691281,0.20184913,1,12
0,COORD,0,COORD,rake,scissors,True,['rake'],['scissors'],1,1,0.9978713,0.0012189187,0.00090975384,0.024057643,9,4
2,RANDOM,2,RANDOM,bomb,desecration,True,['bomb'],"['des', '##ec', '##ration']",1,3,0.00018983649,0.0019079698,0.99790215,0.022606343,5,1
2,RANDOM,2,RANDOM,hit,hostility,True,['hit'],['hostility'],1,1,0.0003190406,0.013386177,0.9862948,0.106645316,24,4
2,RANDOM,2,RANDOM,clarinet,raise,True,['clarinet'],['raise'],1,1,0.00017651427,0.0005537003,0.9992698,0.009244128,1,31
1,HYPER,1,HYPER,treat,give,True,['treat'],['give'],1,1,0.001649689,0.95644194,0.041908365,0.2684997,10,45
2,RANDOM,2,RANDOM,bull,game,True,['bull'],['game'],1,1,0.0009741234,0.298373,0.7006529,0.8899441,15,14
2,RANDOM,2,RANDOM,corkscrew,gilt,True,"['cork', '##sc', '##rew']","['gil', '##t']",3,2,0.3450379,0.13443576,0.52052635,1.4091994,2,3
2,RANDOM,2,RANDOM,dress,fossil,True,['dress'],['fossil'],1,1,0.00013679366,0.00080729584,0.9990559,0.011411871,21,3
2,RANDOM,2,RANDOM,trumpet,glad,True,['trumpet'],['glad'],1,1,0.000130378,0.0008700023,0.99899966,0.011970048,4,5
0,COORD,0,COORD,coyote,beaver,True,['coyote'],['beaver'],1,1,0.99903536,0.00058176677,0.00038285286,0.011989065,3,8
2,RANDOM,2,RANDOM,battleship,vertebrate,True,['battleship'],"['ve', '##rte', '##brate']",1,3,0.00014515042,0.00079281494,0.999062,0.011369789,1,2
2,RANDOM,2,RANDOM,coat,diagnose,True,['coat'],"['dia', '##gno', '##se']",1,3,0.00017560046,0.00089427154,0.99893016,0.012789608,6,2
2,RANDOM,2,RANDOM,tiger,spurious,True,['tiger'],"['spur', '##ious']",1,2,0.00017347148,0.00066083344,0.9991658,0.01035105,2,3
2,RANDOM,2,RANDOM,emotional,view,True,['emotional'],['view'],1,1,0.0003623112,0.036988284,0.9626494,0.23295325,4,13
0,COORD,0,COORD,cow,sheep,True,['cow'],['sheep'],1,1,0.9989077,0.0007034459,0.0003889522,0.013348664,4,3
0,COORD,0,COORD,van,battleship,True,['van'],['battleship'],1,1,0.99853766,0.00085055124,0.0006117843,0.017313814,5,1
1,HYPER,1,HYPER,corrupt,destroy,True,['corrupt'],['destroy'],1,1,0.0023129696,0.9675818,0.030105228,0.21840265,8,4
0,COORD,0,COORD,wrench,hammer,True,"['wren', '##ch']",['hammer'],2,1,0.9980148,0.0012466615,0.00073843234,0.022570627,7,10
1,HYPER,1,HYPER,villa,accommodation,True,['villa'],['accommodation'],1,1,0.0020470608,0.90669656,0.091256425,0.46160185,4,6
2,RANDOM,2,RANDOM,freezer,dramatic,True,"['freeze', '##r']",['dramatic'],2,1,0.00019203534,0.0005328107,0.99927515,0.0092101265,1,4
2,RANDOM,2,RANDOM,eagle,charm,True,['eagle'],['charm'],1,1,0.00013791185,0.0011038473,0.9987582,0.014402284,6,8
0,COORD,0,COORD,toaster,fridge,True,"['toast', '##er']",['fridge'],2,1,0.9978867,0.0011695792,0.0009437161,0.023920804,2,1
0,COORD,0,COORD,sheep,bear,True,['sheep'],['bear'],1,1,0.9989466,0.00063060806,0.0004226977,0.012960446,3,15
2,RANDOM,2,RANDOM,rifle,biblical,True,['rifle'],['biblical'],1,1,0.00020150455,0.00049609056,0.9993024,0.008925582,3,2
2,RANDOM,2,RANDOM,jar,food,True,['jar'],['food'],1,1,0.00045245554,0.021683656,0.97786385,0.15645725,8,3
0,COORD,0,COORD,rat,deer,True,['rat'],['deer'],1,1,0.99902415,0.00057425204,0.0004015679,0.012120007,11,1
2,RANDOM,1,HYPER,sell,commerce,False,['sell'],['commerce'],1,1,0.00061656494,0.1779049,0.8214785,0.6827619,9,3
2,RANDOM,2,RANDOM,intentional,fruit,True,['intentional'],['fruit'],1,1,0.00017123365,0.0007076918,0.9991211,0.010815522,2,5
2,RANDOM,2,RANDOM,dishwasher,graduating,True,"['dish', '##wash', '##er']",['graduating'],3,1,0.00020989143,0.00089414365,0.9988959,0.013211582,2,3
2,RANDOM,2,RANDOM,hero,weather,True,['hero'],['weather'],1,1,0.00013876654,0.0012892801,0.998572,0.016213091,7,6
1,HYPER,1,HYPER,flute,device,True,['flute'],['device'],1,1,0.0023039044,0.9282576,0.06943858,0.38709158,4,5
0,COORD,0,COORD,gorilla,giraffe,True,['gorilla'],"['gi', '##raf', '##fe']",1,3,0.99859923,0.000980339,0.0004204033,0.01653253,1,1
0,COORD,0,COORD,goat,antelope,True,['goat'],"['ant', '##elo', '##pe']",1,3,0.975391,0.023372587,0.0012365264,0.17366418,4,1
2,RANDOM,2,RANDOM,vest,likely,True,['vest'],['likely'],1,1,0.00018076641,0.0005587802,0.9992605,0.009351936,7,5
2,RANDOM,2,RANDOM,van,toy,True,['van'],['toy'],1,1,0.0004342943,0.047867045,0.95169866,0.28271258,5,8
1,HYPER,1,HYPER,follower,person,True,['follower'],['person'],1,1,0.0018657373,0.95050436,0.047629926,0.29571497,2,3
0,COORD,0,COORD,vulture,woodpecker,True,['vulture'],"['wood', '##pe', '##cker']",1,3,0.99831796,0.0011713451,0.0005106239,0.019414563,2,1
0,COORD,0,COORD,whale,rat,True,['whale'],['rat'],1,1,0.9987721,0.00073036994,0.00049758615,0.014840273,3,11
1,HYPER,2,RANDOM,spoon,instrument,False,['spoon'],['instrument'],1,1,0.002692997,0.9232532,0.07405383,0.4074424,5,9
0,COORD,0,COORD,cedar,acacia,True,['cedar'],['acacia'],1,1,0.99892896,0.000659073,0.00041187552,0.013140532,3,1
0,COORD,0,COORD,butterfly,dragonfly,True,['butterfly'],"['dragon', '##fly']",1,2,0.99513716,0.004055529,0.00080737507,0.04751867,5,1
0,COORD,0,COORD,axe,fork,True,['axe'],['fork'],1,1,0.9979412,0.0011821073,0.00087665225,0.023365417,3,9
2,RANDOM,2,RANDOM,truck,mean,True,['truck'],['mean'],1,1,0.00026825687,0.00045102727,0.99928075,0.009232851,3,16
2,RANDOM,1,HYPER,conflict,state,False,['conflict'],['state'],1,1,0.00034752017,0.012793793,0.9868587,0.1032796,9,11
0,COORD,0,COORD,wrench,screwdriver,True,"['wren', '##ch']","['screw', '##drive', '##r']",2,3,0.9975145,0.0016383809,0.00084711326,0.027386999,7,2
2,RANDOM,2,RANDOM,bomber,safe,True,['bomber'],['safe'],1,1,0.00020764413,0.0006027384,0.9991897,0.010155813,3,7
2,RANDOM,2,RANDOM,ferry,softball,True,['ferry'],['softball'],1,1,0.0001921724,0.00068502204,0.9991228,0.010838059,5,2
2,RANDOM,2,RANDOM,uneven,action,True,['uneven'],['action'],1,1,0.00048528408,0.06580832,0.9337064,0.35607743,5,12
2,RANDOM,2,RANDOM,hat,summit,True,['hat'],['summit'],1,1,0.00015305297,0.0007691463,0.9990778,0.011225987,4,4
2,RANDOM,2,RANDOM,cancer,revenue,True,['cancer'],['revenue'],1,1,0.0003595402,0.018786352,0.98085415,0.13919336,5,2
2,RANDOM,2,RANDOM,nose,move,True,['nose'],['move'],1,1,0.0013758957,0.46778366,0.53084046,1.0108122,14,21
0,COORD,0,COORD,shovel,hatchet,True,['shovel'],"['hatch', '##et']",1,2,0.99751925,0.001563143,0.00091760035,0.02740354,5,2
0,COORD,0,COORD,dishwasher,television,True,"['dish', '##wash', '##er']",['television'],3,1,0.99761236,0.0015588942,0.0008287989,0.026461778,2,3
2,RANDOM,2,RANDOM,cauliflower,adhere,True,"['ca', '##uli', '##flower']",['adhere'],3,1,0.00018886988,0.0007260361,0.99908507,0.011226609,2,6
0,COORD,0,COORD,dove,penguin,True,['dove'],['penguin'],1,1,0.99874157,0.00085466896,0.00040370354,0.015076911,8,1
1,HYPER,1,HYPER,cotton,crop,True,['cotton'],['crop'],1,1,0.0021173863,0.92748934,0.0703932,0.38902742,5,12
2,RANDOM,2,RANDOM,wool,contract,True,['wool'],['contract'],1,1,0.00016495328,0.0007795944,0.99905545,0.011484111,3,12
2,RANDOM,2,RANDOM,rent,end,True,['rent'],['end'],1,1,0.00045827436,0.06933457,0.93020713,0.36913195,9,18
0,COORD,0,COORD,butterfly,wasp,True,['butterfly'],['wasp'],1,1,0.9975696,0.0017555088,0.000674812,0.026679639,5,2
2,RANDOM,2,RANDOM,robin,sewerage,True,['robin'],"['sewer', '##age']",1,2,0.00030033817,0.005852025,0.99384767,0.055766456,2,2
1,HYPER,1,HYPER,advance,move,True,['advance'],['move'],1,1,0.0012763698,0.94817483,0.050548803,0.302739,20,21
2,RANDOM,2,RANDOM,lion,net,True,['lion'],['net'],1,1,0.00015905949,0.0014687014,0.99837226,0.018175768,4,12
0,COORD,0,COORD,cherry,apricot,True,['cherry'],"['apr', '##ico', '##t']",1,3,0.9987301,0.00085490575,0.0004149736,0.015206136,5,3
0,COORD,0,COORD,oak,willow,True,['oak'],['willow'],1,1,0.99891865,0.00065335544,0.00042794924,0.013260393,2,2
2,RANDOM,2,RANDOM,symbolism,vehicle,True,['symbolism'],['vehicle'],1,1,0.00017163514,0.0008008779,0.9990275,0.011787163,3,4
1,HYPER,1,HYPER,play,show,True,['play'],['show'],1,1,0.0019084465,0.9700298,0.028061768,0.20448849,52,16
1,HYPER,1,HYPER,uterine,genital,True,"['ut', '##erine']","['gen', '##ital']",2,2,0.0031452875,0.97264016,0.024214493,0.19505541,1,1
0,COORD,0,COORD,bear,coyote,True,['bear'],['coyote'],1,1,0.99896455,0.0006266091,0.00040885925,0.012762444,15,3
1,HYPER,1,HYPER,bottle,artifact,True,['bottle'],['artifact'],1,1,0.0014854328,0.8101264,0.18838812,0.71373653,5,1
1,HYPER,1,HYPER,eye,look,True,['eye'],['look'],1,1,0.0028220867,0.97483194,0.022345928,0.18229087,6,14
2,RANDOM,2,RANDOM,whale,own,True,['whale'],['own'],1,1,0.00015186003,0.0009378431,0.9989103,0.012930745,3,2
2,RANDOM,1,HYPER,bird,meat,False,['bird'],['meat'],1,1,0.00085502723,0.21165402,0.78749096,0.75428617,6,3
2,RANDOM,2,RANDOM,glove,tool,True,['glove'],['tool'],1,1,0.0014182881,0.31626427,0.68231744,0.9149581,3,8
1,HYPER,1,HYPER,swan,waterbird,True,['swan'],"['water', '##bird']",1,2,0.0021100375,0.8501303,0.14775963,0.62551403,4,1
0,COORD,0,COORD,saw,fork,True,['saw'],['fork'],1,1,0.9969549,0.0020645517,0.000980526,0.032601587,28,9
1,HYPER,1,HYPER,dress,covering,True,['dress'],['covering'],1,1,0.028986294,0.87894106,0.09207268,0.6285309,21,31
2,RANDOM,2,RANDOM,goat,mix,True,['goat'],['mix'],1,1,0.00015489754,0.0009447149,0.9989004,0.013038279,4,9
2,RANDOM,2,RANDOM,symbolic,appliance,True,['symbolic'],"['app', '##lian', '##ce']",1,3,0.00021872944,0.006741368,0.99303985,0.061289463,3,2
2,RANDOM,2,RANDOM,rifle,poetry,True,['rifle'],['poetry'],1,1,0.00019235775,0.000532477,0.99927515,0.009210494,3,2
0,COORD,0,COORD,chisel,fork,True,"['chi', '##sel']",['fork'],2,1,0.9972242,0.0016879962,0.001087845,0.030255549,4,9
2,RANDOM,2,RANDOM,potato,plan,True,['potato'],['plan'],1,1,0.00016819603,0.0012149804,0.9986168,0.015869807,2,7
2,RANDOM,2,RANDOM,flow,competent,True,['flow'],['competent'],1,1,0.00043632084,0.03312179,0.96644187,0.21529214,14,3
2,RANDOM,2,RANDOM,rifle,food,True,['rifle'],['food'],1,1,0.00013727734,0.0009134179,0.99894935,0.012498592,3,3
1,HYPER,1,HYPER,unsupervised,unsafe,True,"['un', '##su', '##per', '##vis', '##ed']",['unsafe'],5,1,0.0020119643,0.9608245,0.03716345,0.24994323,1,3
0,COORD,0,COORD,crow,penguin,True,['crow'],['penguin'],1,1,0.9988794,0.0007362925,0.00038443058,0.013640262,9,1
1,HYPER,1,HYPER,saxophone,device,True,['saxophone'],['device'],1,1,0.0017193446,0.88165677,0.11662384,0.5375385,1,5
