pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,coord,hyper,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6
1,hyper,minor,1,hyper,minor,normative,appropriate,True,"['norma', '##tive']",['appropriate'],2,1,5.032221e-05,0.87944055,0.120509155,0.5316044,2,3,minor,random,major,and,coordinated,regular
1,hyper,minor,2,random,random,dress,uniform,False,['dress'],['uniform'],1,1,0.010309531,0.98252165,0.0071687703,0.14410657,21,6,minor,coordinated,random,regular,major,small
2,random,random,2,random,random,pine,hint,True,['pine'],['hint'],1,1,8.959528e-06,0.086741224,0.91324985,0.4256598,3,6,random,minor,major,coordinated,-,small
1,hyper,minor,1,hyper,minor,cut,free,True,['cut'],['free'],1,1,3.4204637e-05,0.6629801,0.3369857,0.9224415,70,22,minor,random,small,-,major,and
0,coord,coordinated,0,coord,coordinated,fridge,washer,True,['fridge'],"['wash', '##er']",1,2,0.9999939,2.198452e-06,3.9637025e-06,0.000121218705,1,3,coordinated,random,minor,and,coordination,organized
0,coord,coordinated,0,coord,coordinated,grasshopper,cricket,True,"['grass', '##hopper']",['cricket'],2,1,0.999995,3.1707536e-06,1.7338446e-06,9.815223e-05,2,3,coordinated,minor,random,coordination,organized,and
0,coord,coordinated,0,coord,coordinated,donkey,bull,True,['donkey'],['bull'],1,1,0.99998796,5.1498605e-06,6.9505318e-06,0.00022710339,2,15,coordinated,random,coordination,minor,and,red
0,coord,coordinated,0,coord,coordinated,cow,beaver,True,['cow'],['beaver'],1,1,0.9999944,3.4402203e-06,2.1066821e-06,0.00011015881,4,8,coordinated,and,minor,random,coordination,","
0,coord,coordinated,0,coord,coordinated,grenade,rifle,True,['grenade'],['rifle'],1,1,0.99938476,0.00057940953,3.5847188e-05,0.0076471777,1,3,coordinated,minor,random,and,coordination,or
1,hyper,minor,1,hyper,minor,dog,animal,True,['dog'],['animal'],1,1,8.521863e-06,0.92637306,0.0736184,0.37943888,8,2,minor,random,other,small,major,unknown
1,hyper,minor,0,coord,coordinated,box,case,False,['box'],['case'],1,1,0.3108879,0.68158096,0.007531129,0.95407206,13,22,minor,coordinated,random,small,computer,coordination
2,random,random,1,hyper,minor,foot,anatomy,False,['foot'],['anatomy'],1,1,2.7652508e-05,0.27256712,0.72740525,0.8455701,14,3,random,minor,specific,coordinated,major,natural
2,random,random,2,random,random,scarf,septicaemia,True,['scarf'],"['sept', '##ica', '##emia']",1,3,9.809604e-05,0.0049766074,0.99492526,0.046683025,5,1,random,minor,coordinated,for,-,.
1,hyper,minor,1,hyper,minor,hospital,structure,True,['hospital'],['structure'],1,1,0.00018530713,0.9293167,0.07049801,0.37032455,2,6,minor,random,coordinated,major,small,/
2,random,random,2,random,random,guitar,information,True,['guitar'],['information'],1,1,5.82239e-07,0.0090528885,0.99094653,0.07445978,1,5,random,minor,specific,major,key,unknown
2,random,random,2,random,random,coyote,attempt,True,['coyote'],['attempt'],1,1,2.0226878e-05,0.002422746,0.99755704,0.02488712,3,4,random,minor,coordinated,no,unknown,specific
2,random,random,2,random,random,desk,bracket,True,['desk'],['bracket'],1,1,0.00040226325,0.043435052,0.95616275,0.26291785,1,7,random,minor,coordinated,major,-,key
1,hyper,minor,1,hyper,minor,penguin,creature,True,['penguin'],['creature'],1,1,1.3255793e-06,0.9466869,0.053311788,0.30032963,1,3,minor,random,small,unknown,other,major
0,coord,coordinated,0,coord,coordinated,spoon,hatchet,True,['spoon'],"['hatch', '##et']",1,2,0.99973387,0.00019385299,7.2202034e-05,0.0037677959,5,2,coordinated,minor,random,coordination,and,or
2,random,random,2,random,random,civilization,human,True,['civilization'],['human'],1,1,0.000112772905,0.08753493,0.9123523,0.42981443,4,4,random,minor,coordinated,unknown,small,regular
2,random,random,2,random,random,clarinet,ideal,True,['clarinet'],['ideal'],1,1,7.752583e-06,0.00051835726,0.99947387,0.00654769,1,5,random,minor,coordinated,the,-,of
1,hyper,minor,1,hyper,minor,educator,profession,True,['educator'],['profession'],1,1,4.5693714e-06,0.9927291,0.007266321,0.06215649,1,4,minor,random,major,small,unknown,regular
1,hyper,minor,2,random,random,invade,turn,False,['invade'],['turn'],1,1,7.900122e-05,0.94278544,0.05713559,0.31715158,4,38,minor,random,and,/,major,","
0,coord,coordinated,0,coord,coordinated,lion,panther,True,['lion'],['panther'],1,1,0.9999975,5.098751e-07,2.03588e-06,5.2759908e-05,4,3,coordinated,coordination,and,random,",",red
0,coord,coordinated,2,random,random,cow,broccoli,False,['cow'],"['bro', '##cco', '##li']",1,3,0.9964749,0.0003254788,0.0031995957,0.035365272,4,2,coordinated,random,minor,coordination,and,organized
0,coord,coordinated,0,coord,coordinated,radio,toaster,True,['radio'],"['toast', '##er']",1,2,0.9998462,8.812216e-05,6.565247e-05,0.0023209995,5,2,coordinated,minor,random,and,coordination,synchronized
2,random,random,2,random,random,noise,creature,True,['noise'],['creature'],1,1,1.0512123e-05,0.15922365,0.84076583,0.6326354,7,3,random,minor,unknown,small,natural,common
2,random,random,2,random,random,trout,invaluable,True,['trout'],"['in', '##val', '##ua', '##ble']",1,4,1.2996968e-05,0.006273842,0.9937131,0.055154566,2,1,random,minor,are,were,-,:
2,random,random,2,random,random,gorilla,participate,True,['gorilla'],['participate'],1,1,9.1358095e-05,0.0040993853,0.9958092,0.039768804,1,2,random,minor,##s,coordinated,players,people
0,coord,coordinated,0,coord,coordinated,willow,cedar,True,['willow'],['cedar'],1,1,0.99997413,2.3378483e-05,2.5002462e-06,0.0004435134,2,3,coordinated,minor,red,and,random,coordination
2,random,random,2,random,random,dishwasher,valour,True,"['dish', '##wash', '##er']","['val', '##our']",3,2,0.00052206364,0.055630546,0.9438474,0.31625202,2,1,random,minor,coordinated,small,common,major
2,random,random,2,random,random,cockroach,side,True,"['cock', '##ro', '##ach']",['side'],3,1,2.1413527e-05,0.008696017,0.9912826,0.07238172,1,14,random,minor,coordinated,off,wrong,unknown
1,hyper,minor,1,hyper,minor,emperor,ruler,True,['emperor'],['ruler'],1,1,2.0406102e-05,0.99855465,0.0014248881,0.015873775,4,2,minor,random,major,coordinated,unknown,small
1,hyper,minor,1,hyper,minor,roll,move,True,['roll'],['move'],1,1,3.8458038e-05,0.9661429,0.033818636,0.21381228,33,21,minor,random,major,coordinated,/,small
2,random,random,2,random,random,wing,shine,True,['wing'],['shine'],1,1,0.00013708705,0.2178311,0.7820318,0.75809574,12,11,random,minor,coordinated,major,-,specific
2,random,random,2,random,random,contrast,rock,True,['contrast'],['rock'],1,1,1.3627589e-05,0.06164978,0.9383366,0.33419806,7,9,random,minor,small,the,specific,unknown
1,hyper,minor,2,random,random,whisk,game,False,"['w', '##his', '##k']",['game'],3,1,8.6505515e-06,0.63370967,0.3662817,0.94792646,6,14,minor,random,small,major,new,unknown
1,hyper,minor,2,random,random,falcon,creature,False,['falcon'],['creature'],1,1,4.470613e-06,0.91727054,0.08272497,0.41179413,2,3,minor,random,small,other,unknown,major
2,random,random,2,random,random,black,utensil,True,['black'],"['ut', '##ens', '##il']",1,3,2.6255982e-06,0.03972741,0.9602699,0.24109325,22,1,random,minor,specific,small,key,limited
1,hyper,minor,1,hyper,minor,revolver,firearm,True,['revolver'],['firearm'],1,1,8.2407416e-05,0.98481303,0.015104577,0.11422658,2,1,minor,random,coordinated,small,major,other
2,random,random,2,random,random,axe,consulting,True,['axe'],['consulting'],1,1,2.2404558e-05,0.0050959405,0.99488163,0.04652428,3,4,random,minor,coordinated,-,quick,specific
2,random,random,2,random,random,pigeon,blend,True,['pigeon'],['blend'],1,1,3.5807767e-05,0.0030837066,0.99688053,0.030744003,1,6,random,minor,coordinated,specific,standard,regular
1,hyper,minor,2,random,random,defense,air,False,['defense'],['air'],1,1,0.00305382,0.67055285,0.32639334,0.9393691,12,15,minor,random,coordinated,small,major,-
2,random,random,1,hyper,minor,bus,artifact,False,['bus'],['artifact'],1,1,5.020034e-05,0.095456354,0.9044934,0.45520696,7,1,random,minor,coordinated,specific,major,unknown
2,random,random,2,random,random,truck,vanish,True,['truck'],['vanish'],1,1,0.00013340042,0.0030466677,0.99681985,0.03176345,3,5,random,minor,coordinated,quick,people,randomly
1,hyper,minor,1,hyper,minor,customer,person,True,['customer'],['person'],1,1,8.522691e-06,0.97396594,0.026025483,0.1742058,1,3,minor,random,unknown,major,small,regular
0,coord,coordinated,0,coord,coordinated,goldfish,salmon,True,"['gold', '##fish']",['salmon'],2,1,0.99997735,1.1412645e-05,1.1204539e-05,0.0004042396,1,5,coordinated,minor,random,and,coordination,red
2,random,random,2,random,random,mackerel,cover,True,"['mack', '##ere', '##l']",['cover'],3,1,7.0351507e-06,0.014547668,0.9854453,0.10975024,2,36,random,minor,coordinated,cover,small,major
2,random,random,2,random,random,moth,secession,True,['moth'],['secession'],1,1,6.8048095e-05,0.0022990108,0.997633,0.024503142,1,3,random,minor,coordinated,##less,the,##ball
1,hyper,minor,1,hyper,minor,lobster,creature,True,['lobster'],['creature'],1,1,1.3821715e-06,0.96612775,0.03387085,0.21347596,2,3,minor,random,small,other,unknown,major
2,random,random,2,random,random,villa,work,True,['villa'],['work'],1,1,0.00025685894,0.05922426,0.94051886,0.32776913,4,34,random,minor,coordinated,major,small,regular
0,coord,coordinated,0,coord,coordinated,sword,pistol,True,['sword'],['pistol'],1,1,0.99679846,0.0031605538,4.104138e-05,0.031460013,1,1,coordinated,minor,and,random,or,coordination
0,coord,coordinated,0,coord,coordinated,shirt,stocking,True,['shirt'],"['stock', '##ing']",1,2,0.99989617,9.801356e-05,5.8966893e-06,0.0015576093,2,9,coordinated,and,minor,or,coordination,/
1,hyper,minor,2,random,random,beauty,business,False,['beauty'],['business'],1,1,0.0001581909,0.64410985,0.35573193,0.9412084,3,9,minor,random,coordinated,major,small,and
1,hyper,minor,1,hyper,minor,cannon,arm,True,['cannon'],['arm'],1,1,5.4946013e-05,0.561998,0.43794712,0.9896721,8,8,minor,random,small,major,coordinated,unknown
1,hyper,minor,1,hyper,minor,immortal,everlasting,True,['immortal'],"['ever', '##las', '##ting']",1,3,8.909426e-05,0.79027456,0.2096363,0.74208397,3,3,minor,random,and,",",coordinated,or
2,random,random,2,random,random,symphonic,fall,True,['symphonic'],['fall'],1,1,0.00030387507,0.08922982,0.91046625,0.43784174,2,44,random,minor,coordinated,major,slow,new
2,random,random,2,random,random,cottage,vehicle,True,['cottage'],['vehicle'],1,1,0.023260495,0.05114257,0.9255969,0.44882303,1,4,random,minor,coordinated,small,individual,no
2,random,random,2,random,random,dishwasher,concern,True,"['dish', '##wash', '##er']",['concern'],3,1,4.8921042e-06,0.004753927,0.99524117,0.043619946,2,7,random,minor,coordinated,major,specific,small
0,coord,coordinated,0,coord,coordinated,moth,bee,True,['moth'],['bee'],1,1,0.99996495,3.1676347e-05,3.294565e-06,0.0005838311,1,2,coordinated,minor,random,coordination,synchronized,organized
2,random,random,2,random,random,goose,video,True,['goose'],['video'],1,1,3.7742884e-05,0.005387463,0.9945748,0.048961118,6,4,random,minor,coordinated,select,computer,wild
2,random,random,1,hyper,minor,pick,device,False,['pick'],['device'],1,1,7.800069e-06,0.24425264,0.75573957,0.8021814,21,5,random,minor,small,unknown,new,specific
1,hyper,minor,1,hyper,minor,dinner,meal,True,['dinner'],['meal'],1,1,6.523625e-05,0.9915764,0.008358458,0.07070325,2,3,minor,random,coordinated,small,major,regular
1,hyper,minor,1,hyper,minor,football,sport,True,['football'],['sport'],1,1,2.7659037e-06,0.9893183,0.010678917,0.085316084,2,9,minor,random,major,small,other,regular
2,random,random,2,random,random,tiger,content,True,['tiger'],['content'],1,1,1.0933679e-06,0.016116258,0.98388267,0.11906344,2,10,random,minor,specific,variable,major,unknown
1,hyper,minor,1,hyper,minor,cedar,tree,True,['cedar'],['tree'],1,1,4.2986714e-05,0.9960912,0.0038657966,0.037236176,3,7,minor,random,small,major,coordinated,-
2,random,random,2,random,random,van,think,True,['van'],['think'],1,1,1.7931117e-05,0.00209773,0.99788433,0.021995164,5,14,random,minor,coordinated,-,quick,major
1,hyper,minor,2,random,random,rain,evergreen,False,['rain'],['evergreen'],1,1,0.0005053856,0.8601577,0.13933691,0.5886532,4,2,minor,random,coordinated,major,regular,small
2,random,random,1,hyper,minor,dishwasher,artefact,False,"['dish', '##wash', '##er']","['arte', '##fa', '##ct']",3,3,0.00019496329,0.4541176,0.5456874,0.9964308,2,1,random,minor,coordinated,small,or,/
2,random,random,2,random,random,cow,barrio,True,['cow'],['barrio'],1,1,0.0003833083,0.0062487368,0.99336797,0.059641067,4,2,random,minor,coordinated,from,the,in
0,coord,coordinated,0,coord,coordinated,donkey,gorilla,True,['donkey'],['gorilla'],1,1,0.99998546,1.8160313e-06,1.2722241e-05,0.00026242164,2,1,coordinated,random,minor,and,coordination,organized
2,random,random,2,random,random,jet,question,True,['jet'],['question'],1,1,9.16026e-06,0.0022699619,0.9977209,0.023374947,9,11,random,minor,coordinated,quick,no,specific
2,random,random,2,random,random,turtle,listed,True,['turtle'],['listed'],1,1,1.8181408e-06,0.0049601365,0.9950381,0.04514742,4,6,random,minor,species,type,-,randomly
2,random,random,2,random,random,freezer,build,True,"['freeze', '##r']",['build'],2,1,2.004269e-05,0.013430918,0.9865491,0.103104725,1,12,random,minor,coordinated,-,regular,major
1,hyper,minor,2,random,random,couch,object,False,['couch'],['object'],1,1,4.725902e-06,0.7020496,0.2979457,0.8788532,4,7,minor,random,small,unknown,major,common
0,coord,coordinated,0,coord,coordinated,helicopter,motorcycle,True,['helicopter'],['motorcycle'],1,1,0.9999858,1.1680402e-05,2.5226407e-06,0.0002587682,1,2,coordinated,and,",",minor,coordination,or
2,random,random,2,random,random,boy,standard,True,['boy'],['standard'],1,1,1.9833142e-05,0.024041617,0.9759386,0.16390577,4,11,random,minor,coordinated,unknown,regular,limited
1,hyper,minor,1,hyper,minor,manual,functional,True,['manual'],['functional'],1,1,4.339276e-05,0.72928727,0.27066928,0.84309506,5,6,minor,random,major,and,coordinated,non
2,random,random,2,random,random,moth,build,True,['moth'],['build'],1,1,5.2598654e-05,0.03966421,0.9602832,0.24157092,1,12,random,minor,coordinated,-,major,specific
0,coord,coordinated,0,coord,coordinated,wardrobe,desk,True,['wardrobe'],['desk'],1,1,0.9998963,8.7252425e-05,1.6489377e-05,0.0015881526,3,1,coordinated,minor,coordination,random,and,","
1,hyper,minor,1,hyper,minor,normative,standardized,True,"['norma', '##tive']",['standardized'],2,1,0.0003550566,0.9191222,0.08052275,0.4085564,2,4,minor,random,coordinated,major,regular,small
0,coord,coordinated,0,coord,coordinated,chisel,hammer,True,"['chi', '##sel']",['hammer'],2,1,0.9997689,0.00021553198,1.558611e-05,0.003207389,4,10,coordinated,minor,coordination,random,and,scissors
0,coord,coordinated,0,coord,coordinated,cow,giraffe,True,['cow'],"['gi', '##raf', '##fe']",1,3,0.9998785,9.925989e-05,2.220466e-05,0.0018384972,4,1,coordinated,minor,random,coordination,and,deer
2,random,random,2,random,random,woodpecker,general,True,"['wood', '##pe', '##cker']",['general'],3,1,1.8029396e-05,0.0031443944,0.9968375,0.030978626,1,10,random,minor,coordinated,regular,-,major
1,hyper,minor,1,hyper,minor,frigate,vehicle,True,['frigate'],['vehicle'],1,1,0.0075801634,0.96601146,0.026408387,0.24003893,2,4,minor,random,coordinated,small,major,individual
0,coord,coordinated,0,coord,coordinated,hammer,nail,True,['hammer'],['nail'],1,1,0.562812,0.4291033,0.008084637,1.0466838,10,10,coordinated,minor,random,major,and,coordination
0,coord,coordinated,0,coord,coordinated,dress,robe,True,['dress'],['robe'],1,1,0.9991511,0.00083794264,1.1008153e-05,0.009970151,21,4,coordinated,minor,random,or,and,red
1,hyper,minor,2,random,random,poetic,sort,False,['poetic'],['sort'],1,1,2.1163645e-05,0.77857494,0.22140387,0.7630742,4,6,minor,random,and,major,small,or
2,random,random,2,random,random,church,pet,True,['church'],['pet'],1,1,7.588834e-05,0.0018976755,0.99802643,0.021040967,5,7,random,minor,coordinated,regular,common,specific
2,random,random,2,random,random,diamond,humor,True,['diamond'],['humor'],1,1,7.019648e-05,0.021200575,0.97872925,0.14919703,6,7,random,minor,coordinated,of,bad,key
1,hyper,minor,1,hyper,minor,head,word,True,['head'],['word'],1,1,1.1657609e-05,0.7266862,0.27330217,0.84636575,42,11,minor,random,major,small,unknown,key
2,random,random,2,random,random,ambulance,mayor,True,['ambulance'],['mayor'],1,1,0.013714344,0.0063581103,0.97992754,0.15992886,1,1,random,coordinated,minor,the,regular,local
2,random,random,2,random,random,rifle,examine,True,['rifle'],['examine'],1,1,2.8069306e-05,0.0036320572,0.9963399,0.03513295,3,5,random,minor,coordinated,-,quick,regular
1,hyper,minor,2,random,random,rifle,implement,False,['rifle'],['implement'],1,1,1.9048211e-06,0.9713311,0.028666979,0.18770099,3,4,minor,random,small,other,major,common
2,random,random,2,random,random,ferry,negative,True,['ferry'],['negative'],1,1,4.6142222e-06,0.0014274558,0.9985678,0.015639132,5,12,random,minor,coordinated,-,regular,type
2,random,random,2,random,random,monitor,tool,True,['monitor'],['tool'],1,1,1.1481223e-05,0.35953483,0.64045376,0.942494,9,8,random,minor,unknown,small,the,new
0,coord,coordinated,0,coord,coordinated,birch,cypress,True,['birch'],['cypress'],1,1,0.99993026,6.1742125e-05,7.938903e-06,0.0010983902,5,2,coordinated,minor,and,random,",",coordination
1,hyper,minor,1,hyper,minor,elm,tree,True,['elm'],['tree'],1,1,0.0002889195,0.9927897,0.006921376,0.063420504,2,7,minor,random,coordinated,small,major,common
2,random,random,2,random,random,uninsured,action,True,"['un', '##ins', '##ured']",['action'],3,1,6.0220573e-06,0.050955873,0.94903815,0.29055625,1,12,random,minor,coordinated,unknown,small,regular
0,coord,coordinated,0,coord,coordinated,rake,scissors,True,['rake'],['scissors'],1,1,0.99901485,0.0009183396,6.68635e-05,0.011612865,9,4,coordinated,minor,and,random,or,/
2,random,random,2,random,random,bomb,desecration,True,['bomb'],"['des', '##ec', '##ration']",1,3,4.687476e-05,0.12550242,0.8744507,0.54570585,5,1,random,minor,coordinated,major,mass,-
2,random,random,2,random,random,hit,hostility,True,['hit'],['hostility'],1,1,1.027327e-05,0.1435975,0.8563922,0.59376603,24,4,random,minor,major,coordinated,unknown,small
2,random,random,2,random,random,clarinet,raise,True,['clarinet'],['raise'],1,1,3.98084e-05,0.0009334719,0.9990268,0.011380909,1,31,random,minor,coordinated,regular,major,on
1,hyper,minor,1,hyper,minor,treat,give,True,['treat'],['give'],1,1,0.00014137123,0.96225953,0.037599076,0.23317765,10,45,minor,random,small,coordinated,major,and
1,hyper,minor,2,random,random,bull,game,False,['bull'],['game'],1,1,3.6470108e-05,0.7816315,0.21833196,0.7576873,15,14,minor,random,small,coordinated,major,regular
2,random,random,2,random,random,corkscrew,gilt,True,"['cork', '##sc', '##rew']","['gil', '##t']",3,2,0.28990978,0.05924097,0.6508492,1.1626829,2,3,random,coordinated,minor,and,-,red
2,random,random,2,random,random,dress,fossil,True,['dress'],['fossil'],1,1,0.00012746785,0.0078056976,0.99206674,0.067698486,21,3,random,minor,coordinated,-,common,unknown
2,random,random,2,random,random,trumpet,glad,True,['trumpet'],['glad'],1,1,3.2024218e-05,0.0020258862,0.99794215,0.021570003,4,5,random,minor,coordinated,quick,all,perfect
0,coord,coordinated,0,coord,coordinated,coyote,beaver,True,['coyote'],['beaver'],1,1,0.99999416,3.3188205e-06,2.501904e-06,0.00011538942,3,8,coordinated,and,minor,random,coordination,/
2,random,random,2,random,random,battleship,vertebrate,True,['battleship'],"['ve', '##rte', '##brate']",1,3,2.378632e-05,0.0016431708,0.99833304,0.017966444,1,2,random,minor,coordinated,the,a,-
2,random,random,2,random,random,coat,diagnose,True,['coat'],"['dia', '##gno', '##se']",1,3,2.9078838e-05,0.035834353,0.96413654,0.22333409,6,2,random,minor,-,coordinated,specific,to
2,random,random,2,random,random,tiger,spurious,True,['tiger'],"['spur', '##ious']",1,2,1.9695776e-06,0.0030869553,0.9969111,0.03023074,2,3,random,minor,coordinated,-,all,unknown
2,random,random,2,random,random,emotional,view,True,['emotional'],['view'],1,1,8.514182e-06,0.1516009,0.8483906,0.6139858,4,13,random,minor,major,small,individual,-
0,coord,coordinated,0,coord,coordinated,cow,sheep,True,['cow'],['sheep'],1,1,0.9999435,4.377203e-05,1.2781124e-05,0.0009230855,4,3,coordinated,minor,and,random,or,","
0,coord,coordinated,0,coord,coordinated,van,battleship,True,['van'],['battleship'],1,1,0.99932253,0.0002881491,0.00038937153,0.008776351,5,1,coordinated,random,minor,coordination,and,synchronized
1,hyper,minor,1,hyper,minor,corrupt,destroy,True,['corrupt'],['destroy'],1,1,0.00011677964,0.9933349,0.0065482897,0.05861478,8,4,minor,random,and,major,/,coordinated
0,coord,coordinated,0,coord,coordinated,wrench,hammer,True,"['wren', '##ch']",['hammer'],2,1,0.9995672,0.00042136756,1.1483499e-05,0.005537504,7,10,coordinated,minor,coordination,random,and,or
1,hyper,minor,1,hyper,minor,villa,accommodation,True,['villa'],['accommodation'],1,1,0.0007024762,0.9888508,0.010446775,0.09210168,4,6,minor,random,coordinated,major,small,temporary
2,random,random,2,random,random,freezer,dramatic,True,"['freeze', '##r']",['dramatic'],2,1,3.9089405e-06,0.00083642575,0.9991597,0.009833197,1,4,random,minor,coordinated,-,regular,the
2,random,random,2,random,random,eagle,charm,True,['eagle'],['charm'],1,1,6.3984524e-05,0.0027657638,0.99717027,0.028471839,6,8,random,minor,coordinated,specific,key,prime
0,coord,coordinated,0,coord,coordinated,toaster,fridge,True,"['toast', '##er']",['fridge'],2,1,0.99998164,1.177879e-05,6.5163654e-06,0.00033151923,2,1,coordinated,minor,random,and,coordination,/
0,coord,coordinated,0,coord,coordinated,sheep,bear,True,['sheep'],['bear'],1,1,0.9999913,5.066812e-06,3.5847177e-06,0.0001664429,3,15,coordinated,coordination,minor,random,and,brown
2,random,random,2,random,random,rifle,biblical,True,['rifle'],['biblical'],1,1,3.289835e-05,0.00026823836,0.9996989,0.0041067055,3,2,random,minor,coordinated,-,",",all
2,random,random,2,random,random,jar,food,True,['jar'],['food'],1,1,0.000231437,0.08833592,0.9114326,0.4339889,8,3,random,minor,of,coordinated,small,no
0,coord,coordinated,0,coord,coordinated,rat,deer,True,['rat'],['deer'],1,1,0.9999989,4.7195843e-07,5.847411e-07,2.3573446e-05,11,1,coordinated,coordination,tailed,random,minor,and
1,hyper,minor,1,hyper,minor,sell,commerce,True,['sell'],['commerce'],1,1,2.6635458e-05,0.9361628,0.063810535,0.34282982,9,3,minor,random,major,small,coordinated,-
2,random,random,2,random,random,intentional,fruit,True,['intentional'],['fruit'],1,1,1.6175942e-05,0.0049176733,0.99506617,0.04506566,2,5,random,minor,coordinated,small,natural,bad
2,random,random,2,random,random,dishwasher,graduating,True,"['dish', '##wash', '##er']",['graduating'],3,1,2.991677e-05,0.0024426952,0.9975273,0.025208486,2,3,random,minor,coordinated,-,of,regular
2,random,random,2,random,random,hero,weather,True,['hero'],['weather'],1,1,1.6231634e-05,0.031526893,0.9684568,0.20227316,7,6,random,minor,coordinated,of,bad,unknown
1,hyper,minor,1,hyper,minor,flute,device,True,['flute'],['device'],1,1,3.0070427e-05,0.96931815,0.03065175,0.19814366,4,5,minor,random,small,coordinated,major,other
0,coord,coordinated,0,coord,coordinated,gorilla,giraffe,True,['gorilla'],"['gi', '##raf', '##fe']",1,3,0.99988234,0.000108564964,9.04674e-06,0.0017509303,1,1,coordinated,minor,random,coordination,and,or
0,coord,coordinated,0,coord,coordinated,goat,antelope,True,['goat'],"['ant', '##elo', '##pe']",1,3,0.8585808,0.1323467,0.009072451,0.6365512,4,1,coordinated,minor,random,small,and,or
2,random,random,2,random,random,vest,likely,True,['vest'],['likely'],1,1,1.0371329e-05,0.009681411,0.9903082,0.07886015,7,5,random,minor,most,least,-,unknown
2,random,random,2,random,random,van,toy,True,['van'],['toy'],1,1,0.00026743338,0.13710733,0.8626252,0.5801157,5,8,random,minor,coordinated,small,major,common
1,hyper,minor,1,hyper,minor,follower,person,True,['follower'],['person'],1,1,4.414916e-06,0.98621875,0.013776814,0.10498599,2,3,minor,random,major,unknown,small,regular
0,coord,coordinated,0,coord,coordinated,vulture,woodpecker,True,['vulture'],"['wood', '##pe', '##cker']",1,3,0.9999951,1.581699e-06,3.292117e-06,9.748861e-05,2,1,coordinated,random,and,minor,coordination,","
0,coord,coordinated,0,coord,coordinated,whale,rat,True,['whale'],['rat'],1,1,0.99999547,6.792692e-07,3.7832617e-06,8.842513e-05,3,11,coordinated,random,minor,and,coordination,tailed
1,hyper,minor,2,random,random,spoon,instrument,False,['spoon'],['instrument'],1,1,2.3126498e-05,0.98784876,0.012128136,0.09498137,5,9,minor,random,small,major,coordinated,other
0,coord,coordinated,0,coord,coordinated,cedar,acacia,True,['cedar'],['acacia'],1,1,0.99824774,0.0014435232,0.00030877252,0.019747764,3,1,coordinated,minor,random,and,",",/
0,coord,coordinated,0,coord,coordinated,butterfly,dragonfly,True,['butterfly'],"['dragon', '##fly']",1,2,0.9999784,1.5924725e-05,5.5512114e-06,0.00038168803,5,1,coordinated,minor,coordination,random,and,synchronized
