pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,coord,hyper,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6
1,hyper,minor,1,hyper,minor,cut,free,True,['cut'],['free'],1,1,9.946054e-06,0.7362763,0.2637138,0.8324742,70,22,minor,random,major,independent,small,zero
0,coord,coordinated,0,coord,coordinated,fridge,washer,True,['fridge'],"['wash', '##er']",1,2,0.99045664,0.006223956,0.0033194337,0.08664613,1,3,coordinated,minor,random,coordinate,coordination,independent
0,coord,coordinated,0,coord,coordinated,grasshopper,cricket,True,"['grass', '##hopper']",['cricket'],2,1,0.99997747,1.606261e-05,6.438326e-06,0.00039925866,2,3,coordinated,minor,coordination,random,coordinate,related
0,coord,coordinated,0,coord,coordinated,donkey,bull,True,['donkey'],['bull'],1,1,0.99998283,6.879518e-06,1.0219549e-05,0.00031199484,2,15,coordinated,random,minor,coordination,coordinate,related
0,coord,coordinated,0,coord,coordinated,cow,beaver,True,['cow'],['beaver'],1,1,0.9999944,2.3458363e-06,3.200018e-06,0.00011027926,4,8,coordinated,random,minor,coordination,coordinate,related
0,coord,coordinated,0,coord,coordinated,grenade,rifle,True,['grenade'],['rifle'],1,1,0.9999702,2.3405273e-05,6.4812734e-06,0.00051491236,1,3,coordinated,minor,coordination,coordinate,random,related
1,hyper,minor,1,hyper,minor,dog,animal,True,['dog'],['animal'],1,1,9.022204e-05,0.9926736,0.0072362274,0.06319675,8,2,minor,random,major,coordinated,small,other
0,coord,coordinated,0,coord,coordinated,box,case,True,['box'],['case'],1,1,0.8072177,0.15158539,0.041196868,0.85155094,13,22,coordinated,minor,random,coordinate,coordination,major
1,hyper,minor,1,hyper,minor,foot,anatomy,True,['foot'],['anatomy'],1,1,2.9951301e-05,0.83390385,0.16606623,0.6491118,14,3,minor,random,major,regular,coordinated,unknown
2,random,random,2,random,random,scarf,septicaemia,True,['scarf'],"['sept', '##ica', '##emia']",1,3,9.026339e-06,0.0026724706,0.99731845,0.026857883,5,1,random,minor,normal,neutral,coordinated,cause
1,hyper,minor,1,hyper,minor,hospital,structure,True,['hospital'],['structure'],1,1,0.00015523355,0.9073408,0.09250393,0.44693926,2,6,minor,random,coordinated,major,small,regular
2,random,random,2,random,random,guitar,information,True,['guitar'],['information'],1,1,8.946603e-06,0.016264768,0.9837263,0.120082885,1,5,random,minor,unknown,coordinated,the,all
2,random,random,2,random,random,coyote,attempt,True,['coyote'],['attempt'],1,1,1.1608207e-05,0.0009274609,0.99906105,0.010888103,3,4,random,minor,coordinated,randomly,stupid,the
2,random,random,2,random,random,desk,bracket,True,['desk'],['bracket'],1,1,0.0011981264,0.030415775,0.9683861,0.20977455,1,7,random,minor,coordinated,regular,free,normal
1,hyper,minor,1,hyper,minor,penguin,creature,True,['penguin'],['creature'],1,1,2.4498697e-05,0.98570955,0.01426598,0.108312674,1,3,minor,random,major,small,coordinated,unknown
0,coord,coordinated,0,coord,coordinated,spoon,hatchet,True,['spoon'],"['hatch', '##et']",1,2,0.9998702,9.951563e-05,3.0310723e-05,0.0019652674,5,2,coordinated,minor,coordination,random,coordinate,coordinating
2,random,random,2,random,random,civilization,human,True,['civilization'],['human'],1,1,8.660366e-05,0.12161082,0.8783026,0.53525096,4,4,random,minor,coordinated,unknown,normal,state
2,random,random,2,random,random,clarinet,ideal,True,['clarinet'],['ideal'],1,1,5.028178e-07,0.000787413,0.999212,0.009265486,1,5,random,minor,randomly,prime,the,unknown
1,hyper,minor,1,hyper,minor,educator,profession,True,['educator'],['profession'],1,1,4.0007406e-05,0.9831377,0.016822206,0.12384675,1,4,minor,random,major,coordinated,small,independent
1,hyper,minor,2,random,random,invade,turn,False,['invade'],['turn'],1,1,7.036924e-05,0.8117461,0.1881835,0.6987071,4,38,minor,random,major,coordinated,small,first
0,coord,coordinated,0,coord,coordinated,lion,panther,True,['lion'],['panther'],1,1,0.9999939,3.4840723e-06,2.6400023e-06,0.000120862045,4,3,coordinated,coordination,minor,coordinate,random,related
0,coord,coordinated,2,random,random,cow,broccoli,False,['cow'],"['bro', '##cco', '##li']",1,3,0.9996973,0.00011357271,0.00018915151,0.0042643235,4,2,coordinated,random,minor,coordination,coordinate,unrelated
0,coord,coordinated,0,coord,coordinated,radio,toaster,True,['radio'],"['toast', '##er']",1,2,0.9987501,0.0011502709,9.9627374e-05,0.01435741,5,2,coordinated,minor,random,coordination,coordinate,related
2,random,random,2,random,random,noise,creature,True,['noise'],['creature'],1,1,1.3574919e-05,0.072156735,0.9278296,0.37415874,7,3,random,minor,unknown,natural,individual,state
2,random,random,2,random,random,trout,invaluable,True,['trout'],"['in', '##val', '##ua', '##ble']",1,4,4.4754397e-06,0.027160868,0.97283465,0.18003336,2,1,random,minor,most,least,prime,one
2,random,random,2,random,random,gorilla,participate,True,['gorilla'],['participate'],1,1,6.9593652e-06,0.004336871,0.99565613,0.040413145,1,2,random,minor,coordinated,regular,first,normal
0,coord,coordinated,0,coord,coordinated,willow,cedar,True,['willow'],['cedar'],1,1,0.99996614,2.7590691e-05,6.3422954e-06,0.0005762256,2,3,coordinated,minor,coordination,coordinate,random,related
2,random,random,2,random,random,dishwasher,valour,True,"['dish', '##wash', '##er']","['val', '##our']",3,2,0.00026589405,0.031368755,0.96836543,0.20473967,2,1,random,minor,coordinated,neutral,small,representative
2,random,random,2,random,random,cockroach,side,True,"['cock', '##ro', '##ach']",['side'],3,1,1.9509478e-06,0.003061827,0.9969363,0.030020865,1,14,random,minor,coordinated,normal,regular,randomly
1,hyper,minor,1,hyper,minor,emperor,ruler,True,['emperor'],['ruler'],1,1,0.0001624757,0.9978157,0.0020217795,0.023288203,4,2,minor,random,coordinated,major,relative,independent
1,hyper,minor,1,hyper,minor,roll,move,True,['roll'],['move'],1,1,7.574843e-05,0.98150176,0.018422455,0.13363312,33,21,minor,random,major,coordinated,small,first
2,random,random,2,random,random,wing,shine,True,['wing'],['shine'],1,1,0.0003288444,0.40269867,0.5969725,0.97654194,12,11,random,minor,coordinated,direction,small,major
2,random,random,2,random,random,contrast,rock,True,['contrast'],['rock'],1,1,2.9702947e-05,0.11415241,0.88581795,0.5127995,7,9,random,minor,direction,major,state,small
2,random,random,2,random,random,whisk,game,True,"['w', '##his', '##k']",['game'],3,1,3.1524003e-05,0.3983036,0.60166484,0.9704434,6,14,random,minor,major,coordinated,unknown,small
1,hyper,minor,2,random,random,falcon,creature,False,['falcon'],['creature'],1,1,5.2930507e-05,0.9838509,0.016096152,0.11974803,2,3,minor,random,major,coordinated,small,unknown
2,random,random,2,random,random,black,utensil,True,['black'],"['ut', '##ens', '##il']",1,3,2.8914115e-05,0.08595396,0.91401714,0.4232924,22,1,random,minor,black,unknown,coordinated,major
1,hyper,minor,1,hyper,minor,revolver,firearm,True,['revolver'],['firearm'],1,1,0.061595358,0.93460166,0.0038029363,0.36944273,2,1,minor,coordinated,random,major,related,separate
2,random,random,2,random,random,axe,consulting,True,['axe'],['consulting'],1,1,1.0455838e-05,0.0010024689,0.998987,0.011620414,3,4,random,minor,coordinated,regular,independent,normal
2,random,random,2,random,random,pigeon,blend,True,['pigeon'],['blend'],1,1,3.4144484e-06,0.0012513999,0.9987451,0.013937459,1,6,random,minor,coordinated,randomly,free,regular
1,hyper,minor,2,random,random,defense,air,False,['defense'],['air'],1,1,0.0002561635,0.5526907,0.44705313,0.9951028,12,15,minor,random,coordinated,direction,state,major
2,random,random,1,hyper,minor,bus,artifact,False,['bus'],['artifact'],1,1,3.7783884e-05,0.015747132,0.9842151,0.11745315,7,1,random,minor,coordinated,unknown,local,major
2,random,random,2,random,random,truck,vanish,True,['truck'],['vanish'],1,1,7.857987e-06,0.0005817859,0.9994104,0.00723621,3,5,random,minor,coordinated,normal,regular,randomly
1,hyper,minor,1,hyper,minor,customer,person,True,['customer'],['person'],1,1,0.00012466176,0.93930197,0.060573433,0.33150253,1,3,minor,random,coordinated,major,small,independent
0,coord,coordinated,0,coord,coordinated,goldfish,salmon,True,"['gold', '##fish']",['salmon'],2,1,0.99999464,3.635986e-06,1.6752299e-06,0.000105495645,1,5,coordinated,coordination,minor,coordinate,random,related
2,random,random,2,random,random,mackerel,cover,True,"['mack', '##ere', '##l']",['cover'],3,1,6.1351784e-06,0.0023131256,0.99768066,0.023701945,2,36,random,minor,coordinated,unknown,the,randomly
2,random,random,2,random,random,moth,secession,True,['moth'],['secession'],1,1,3.5909127e-06,0.0004098367,0.99958664,0.0052729305,1,3,random,minor,coordinated,randomly,independent,free
1,hyper,minor,1,hyper,minor,lobster,creature,True,['lobster'],['creature'],1,1,4.4572265e-05,0.9795904,0.020365002,0.14419228,2,3,minor,random,major,coordinated,small,unknown
2,random,random,2,random,random,villa,work,True,['villa'],['work'],1,1,0.00041059338,0.25421622,0.7453732,0.8229302,4,34,random,minor,coordinated,major,prime,regular
0,coord,coordinated,0,coord,coordinated,sword,pistol,True,['sword'],['pistol'],1,1,0.99993753,5.6595094e-05,5.8212217e-06,0.0009898468,1,1,coordinated,minor,coordination,coordinate,random,related
0,coord,coordinated,0,coord,coordinated,shirt,stocking,True,['shirt'],"['stock', '##ing']",1,2,0.99738234,0.00202486,0.00059282855,0.028245084,2,9,coordinated,minor,random,coordination,coordinate,related
1,hyper,minor,2,random,random,beauty,business,False,['beauty'],['business'],1,1,3.3500986e-05,0.8238623,0.17610417,0.67201686,3,9,minor,random,major,important,natural,small
1,hyper,minor,1,hyper,minor,cannon,arm,True,['cannon'],['arm'],1,1,0.0005222594,0.5024132,0.49706453,1.0059046,8,8,minor,random,coordinated,major,small,regular
1,hyper,minor,1,hyper,minor,immortal,everlasting,True,['immortal'],"['ever', '##las', '##ting']",1,3,3.7547037e-05,0.8874058,0.11255662,0.50817937,3,3,minor,random,coordinated,sum,major,constant
2,random,random,2,random,random,symphonic,fall,True,['symphonic'],['fall'],1,1,0.00011357092,0.3402926,0.6595939,0.92668235,2,44,random,minor,coordinated,mean,major,total
2,random,random,2,random,random,cottage,vehicle,True,['cottage'],['vehicle'],1,1,0.0013258633,0.1439266,0.8547476,0.60871834,1,4,random,minor,coordinated,small,local,major
2,random,random,2,random,random,dishwasher,concern,True,"['dish', '##wash', '##er']",['concern'],3,1,2.013126e-06,0.002845242,0.9971527,0.028202834,2,7,random,minor,subject,least,coordinated,first
0,coord,coordinated,0,coord,coordinated,moth,bee,True,['moth'],['bee'],1,1,0.99995387,3.8617407e-05,7.4841487e-06,0.0007601401,1,2,coordinated,minor,coordination,random,coordinate,related
2,random,random,2,random,random,goose,video,True,['goose'],['video'],1,1,1.17313675e-05,0.0081728725,0.9918154,0.06862998,6,4,random,minor,coordinated,regular,computer,unknown
2,random,random,1,hyper,minor,pick,device,False,['pick'],['device'],1,1,5.9969298e-05,0.31409132,0.6858488,0.89873475,21,5,random,minor,coordinated,small,major,key
1,hyper,minor,1,hyper,minor,dinner,meal,True,['dinner'],['meal'],1,1,0.00044837545,0.99644935,0.0031022523,0.035950102,2,3,minor,random,coordinated,major,small,regular
1,hyper,minor,1,hyper,minor,football,sport,True,['football'],['sport'],1,1,3.2903466e-05,0.9977017,0.0022654503,0.023706121,2,9,minor,random,major,coordinated,regular,small
2,random,random,2,random,random,tiger,content,True,['tiger'],['content'],1,1,1.7245203e-06,0.008087291,0.991911,0.06786337,2,10,random,minor,independent,small,unknown,coordinated
1,hyper,minor,1,hyper,minor,cedar,tree,True,['cedar'],['tree'],1,1,0.0012608276,0.99434584,0.004393332,0.054679524,3,7,minor,random,coordinated,major,small,related
2,random,random,2,random,random,van,think,True,['van'],['think'],1,1,0.00021759624,0.016168468,0.98361397,0.12230585,5,14,random,minor,coordinated,normal,regular,quick
1,hyper,minor,2,random,random,rain,evergreen,False,['rain'],['evergreen'],1,1,0.0010681608,0.9401004,0.058831464,0.33477885,4,2,minor,random,coordinated,major,additive,zero
1,hyper,minor,1,hyper,minor,dishwasher,artefact,True,"['dish', '##wash', '##er']","['arte', '##fa', '##ct']",3,3,0.0017283125,0.96455836,0.0337133,0.23095039,2,1,minor,random,coordinated,major,common,first
2,random,random,2,random,random,cow,barrio,True,['cow'],['barrio'],1,1,8.808628e-06,0.0019840596,0.9980071,0.020831728,4,2,random,minor,randomly,coordinated,local,in
0,coord,coordinated,0,coord,coordinated,donkey,gorilla,True,['donkey'],['gorilla'],1,1,0.99998283,7.463346e-06,9.704563e-06,0.00031348827,2,1,coordinated,random,minor,coordination,coordinate,related
2,random,random,2,random,random,jet,question,True,['jet'],['question'],1,1,3.2059806e-06,0.006335616,0.99366117,0.055439036,9,11,random,minor,out,subject,unknown,regular
2,random,random,2,random,random,turtle,listed,True,['turtle'],['listed'],1,1,9.2467957e-07,0.0028404924,0.9971585,0.028141636,4,6,random,minor,randomly,first,all,unknown
2,random,random,2,random,random,freezer,build,True,"['freeze', '##r']",['build'],2,1,4.4260138e-05,0.0426657,0.95729,0.25508487,1,12,random,minor,coordinated,prime,regular,first
1,hyper,minor,2,random,random,couch,object,False,['couch'],['object'],1,1,0.00015442265,0.58003294,0.4198126,0.9834231,4,7,minor,random,coordinated,small,major,regular
0,coord,coordinated,0,coord,coordinated,helicopter,motorcycle,True,['helicopter'],['motorcycle'],1,1,0.9999733,2.0040283e-05,6.679957e-06,0.00046612707,1,2,coordinated,minor,coordinate,coordination,random,related
2,random,random,2,random,random,boy,standard,True,['boy'],['standard'],1,1,3.2260125e-06,0.015907403,0.9840895,0.11786276,4,11,random,minor,regular,unknown,normal,zero
1,hyper,minor,1,hyper,minor,manual,functional,True,['manual'],['functional'],1,1,5.6431596e-05,0.9428766,0.057066996,0.3165633,5,6,minor,random,coordinated,major,independent,sum
2,random,random,2,random,random,moth,build,True,['moth'],['build'],1,1,5.546056e-06,0.014750332,0.98524415,0.110955045,1,12,random,minor,coordinated,small,regular,unknown
0,coord,coordinated,0,coord,coordinated,wardrobe,desk,True,['wardrobe'],['desk'],1,1,0.9975389,0.0017748768,0.000686313,0.026977677,3,1,coordinated,minor,random,coordinate,coordination,related
1,hyper,minor,1,hyper,minor,normative,standardized,True,"['norma', '##tive']",['standardized'],2,1,0.00010409605,0.9800655,0.019830445,0.1420119,2,4,minor,random,coordinated,or,opposite,non
0,coord,coordinated,0,coord,coordinated,chisel,hammer,True,"['chi', '##sel']",['hammer'],2,1,0.9999647,3.134288e-05,3.8914195e-06,0.00058969035,4,10,coordinated,minor,coordinate,coordination,coordinating,random
0,coord,coordinated,0,coord,coordinated,cow,giraffe,True,['cow'],"['gi', '##raf', '##fe']",1,3,0.9999107,5.8910224e-05,3.0436628e-05,0.0014134019,4,1,coordinated,minor,random,coordination,related,coordinate
2,random,random,2,random,random,woodpecker,general,True,"['wood', '##pe', '##cker']",['general'],3,1,1.6615139e-06,0.0040016226,0.9959967,0.037669566,1,10,random,minor,coordinated,unknown,major,regular
1,hyper,minor,1,hyper,minor,frigate,vehicle,True,['frigate'],['vehicle'],1,1,0.0009858811,0.94628024,0.05273384,0.30908832,2,4,minor,random,coordinated,major,small,main
0,coord,coordinated,0,coord,coordinated,hammer,nail,True,['hammer'],['nail'],1,1,0.93011403,0.06750626,0.0023797557,0.38047633,10,10,coordinated,minor,random,coordinate,coordination,major
0,coord,coordinated,0,coord,coordinated,dress,robe,True,['dress'],['robe'],1,1,0.99821717,0.0016462958,0.00013645011,0.019544125,21,4,coordinated,minor,random,coordinate,coordination,related
2,random,random,2,random,random,poetic,sort,True,['poetic'],['sort'],1,1,2.8421238e-05,0.4198469,0.5801246,0.98183036,4,6,random,minor,major,coordinated,small,mean
2,random,random,2,random,random,church,pet,True,['church'],['pet'],1,1,0.00010332002,0.003743431,0.9961533,0.037084334,5,7,random,minor,coordinated,local,randomly,normal
2,random,random,2,random,random,diamond,humor,True,['diamond'],['humor'],1,1,1.1749311e-06,0.0033011006,0.9966978,0.03198996,6,7,random,minor,coordinated,prime,regular,randomly
1,hyper,minor,1,hyper,minor,head,word,True,['head'],['word'],1,1,8.114068e-05,0.65316117,0.34675765,0.93230885,42,11,minor,random,major,coordinated,small,regular
2,random,random,2,random,random,ambulance,mayor,True,['ambulance'],['mayor'],1,1,0.00087074697,0.0030005795,0.99612856,0.039572343,1,1,random,minor,coordinated,local,representative,randomly
2,random,random,2,random,random,rifle,examine,True,['rifle'],['examine'],1,1,0.0001360479,0.01389571,0.98596823,0.10757386,3,5,random,minor,coordinated,the,simple,independent
1,hyper,minor,2,random,random,rifle,implement,False,['rifle'],['implement'],1,1,0.00013958366,0.9939832,0.0058772215,0.053995844,3,4,minor,random,major,coordinated,small,main
2,random,random,2,random,random,ferry,negative,True,['ferry'],['negative'],1,1,1.9055125e-07,9.884062e-05,0.99990094,0.0014621068,5,12,random,minor,randomly,normal,coordinated,regular
1,hyper,minor,2,random,random,monitor,tool,False,['monitor'],['tool'],1,1,0.00011939846,0.6566788,0.34320188,0.9295055,9,8,minor,random,coordinated,major,small,specific
0,coord,coordinated,0,coord,coordinated,birch,cypress,True,['birch'],['cypress'],1,1,0.9999516,4.0872008e-05,7.4675486e-06,0.0007927703,5,2,coordinated,minor,coordination,coordinate,random,related
1,hyper,minor,1,hyper,minor,elm,tree,True,['elm'],['tree'],1,1,0.0047685453,0.99232167,0.0029098426,0.07232597,2,7,minor,coordinated,random,major,related,separate
2,random,random,2,random,random,uninsured,action,True,"['un', '##ins', '##ured']",['action'],3,1,1.1457297e-05,0.05764609,0.94234246,0.31823263,1,12,random,minor,coordinated,unknown,state,major
0,coord,coordinated,0,coord,coordinated,rake,scissors,True,['rake'],['scissors'],1,1,0.99947447,0.00049389526,3.1700176e-05,0.0066566234,9,4,coordinated,minor,coordination,random,coordinate,coordinating
2,random,random,2,random,random,bomb,desecration,True,['bomb'],"['des', '##ec', '##ration']",1,3,3.1116964e-05,0.024004787,0.9759641,0.16388077,5,1,random,minor,coordinated,free,subject,regular
1,hyper,minor,2,random,random,hit,hostility,False,['hit'],['hostility'],1,1,8.479547e-05,0.59481776,0.40509737,0.9750601,24,4,minor,random,coordinated,major,direction,zero
2,random,random,2,random,random,clarinet,raise,True,['clarinet'],['raise'],1,1,8.16126e-06,0.00064368336,0.9993481,0.007901963,1,31,random,minor,coordinated,randomly,normal,positive
1,hyper,minor,1,hyper,minor,treat,give,True,['treat'],['give'],1,1,0.00011696337,0.9428858,0.056997176,0.3170942,10,45,minor,random,coordinated,major,small,simple
1,hyper,minor,2,random,random,bull,game,False,['bull'],['game'],1,1,2.9621066e-05,0.6465161,0.35345435,0.93758494,15,14,minor,random,major,small,regular,coordinated
0,coord,coordinated,2,random,random,corkscrew,gilt,False,"['cork', '##sc', '##rew']","['gil', '##t']",3,2,0.567189,0.053067483,0.3797435,1.2192765,2,3,coordinated,random,minor,symmetric,invariant,free
2,random,random,2,random,random,dress,fossil,True,['dress'],['fossil'],1,1,1.3021424e-06,0.010695883,0.9893028,0.0853992,21,3,random,minor,unknown,regular,major,the
2,random,random,2,random,random,trumpet,glad,True,['trumpet'],['glad'],1,1,2.0050838e-05,0.0064428435,0.9935371,0.056498244,4,5,random,minor,coordinated,normal,regular,randomly
0,coord,coordinated,0,coord,coordinated,coyote,beaver,True,['coyote'],['beaver'],1,1,0.9999919,5.3227427e-06,2.7648546e-06,0.00015591133,3,8,coordinated,minor,coordination,random,coordinate,related
2,random,random,2,random,random,battleship,vertebrate,True,['battleship'],"['ve', '##rte', '##brate']",1,3,1.238136e-05,0.0033666366,0.996621,0.032723594,1,2,random,minor,coordinated,unknown,randomly,small
2,random,random,2,random,random,coat,diagnose,True,['coat'],"['dia', '##gno', '##se']",1,3,4.9251707e-06,0.03043657,0.9695584,0.1966703,6,2,random,minor,unknown,coordinated,neutral,standard
2,random,random,2,random,random,tiger,spurious,True,['tiger'],"['spur', '##ious']",1,2,5.9869757e-07,0.001122972,0.9988764,0.012635802,2,3,random,minor,randomly,normal,all,coordinated
2,random,random,2,random,random,emotional,view,True,['emotional'],['view'],1,1,2.0319005e-05,0.22190407,0.77807564,0.76396775,4,13,random,minor,state,major,field,time
0,coord,coordinated,0,coord,coordinated,cow,sheep,True,['cow'],['sheep'],1,1,0.9999863,1.1190191e-05,2.480424e-06,0.0002500154,4,3,coordinated,minor,coordination,random,coordinate,related
2,random,random,0,coord,coordinated,van,battleship,False,['van'],['battleship'],1,1,0.2841273,0.0038572564,0.71201545,0.8956318,5,1,random,coordinated,minor,neutral,the,coordinate
1,hyper,minor,1,hyper,minor,corrupt,destroy,True,['corrupt'],['destroy'],1,1,0.00015860981,0.9883328,0.011508569,0.09286402,8,4,minor,random,coordinated,major,opposite,relative
0,coord,coordinated,0,coord,coordinated,wrench,hammer,True,"['wren', '##ch']",['hammer'],2,1,0.99958843,0.00037430713,3.7340917e-05,0.0054038125,7,10,coordinated,minor,coordination,coordinate,random,related
1,hyper,minor,1,hyper,minor,villa,accommodation,True,['villa'],['accommodation'],1,1,0.0006297522,0.9936945,0.00567574,0.058110863,4,6,minor,random,coordinated,major,separate,main
2,random,random,2,random,random,freezer,dramatic,True,"['freeze', '##r']",['dramatic'],2,1,2.4877954e-06,0.00082286756,0.99917465,0.009668512,1,4,random,minor,coordinated,normal,randomly,average
2,random,random,2,random,random,eagle,charm,True,['eagle'],['charm'],1,1,6.437198e-06,0.0003572267,0.9996363,0.004726106,6,8,random,minor,coordinated,randomly,unknown,stupid
0,coord,coordinated,0,coord,coordinated,toaster,fridge,True,"['toast', '##er']",['fridge'],2,1,0.99931633,0.00057804474,0.00010567664,0.0085995225,2,1,coordinated,minor,random,coordinate,coordination,related
0,coord,coordinated,0,coord,coordinated,sheep,bear,True,['sheep'],['bear'],1,1,0.99999535,2.0946738e-06,2.5367053e-06,9.337684e-05,3,15,coordinated,random,minor,coordination,coordinate,related
2,random,random,2,random,random,rifle,biblical,True,['rifle'],['biblical'],1,1,9.292403e-07,0.0004648919,0.99953413,0.005837305,3,2,random,minor,regular,randomly,unknown,coordinated
2,random,random,2,random,random,jar,food,True,['jar'],['food'],1,1,0.00029932059,0.18228889,0.8174118,0.68890744,8,3,random,minor,coordinated,small,number,mass
0,coord,coordinated,0,coord,coordinated,rat,deer,True,['rat'],['deer'],1,1,0.99999106,4.661608e-06,4.3061254e-06,0.00017221663,11,1,coordinated,minor,coordination,random,coordinate,related
1,hyper,minor,1,hyper,minor,sell,commerce,True,['sell'],['commerce'],1,1,5.5732842e-05,0.7422685,0.2576757,0.8240627,9,3,minor,random,major,coordinated,key,small
2,random,random,2,random,random,intentional,fruit,True,['intentional'],['fruit'],1,1,9.797363e-06,0.0015317654,0.9984585,0.01670812,2,5,random,minor,coordinated,randomly,state,probability
2,random,random,2,random,random,dishwasher,graduating,True,"['dish', '##wash', '##er']",['graduating'],3,1,1.4769529e-06,0.00050198176,0.9994966,0.0062564653,2,3,random,minor,randomly,coordinated,probability,positive
2,random,random,2,random,random,hero,weather,True,['hero'],['weather'],1,1,1.6250438e-05,0.018499399,0.9814843,0.13321166,7,6,random,minor,unknown,hero,stupid,player
1,hyper,minor,1,hyper,minor,flute,device,True,['flute'],['device'],1,1,0.0010475771,0.966507,0.032445375,0.21834122,4,5,minor,random,coordinated,major,small,regular
0,coord,coordinated,0,coord,coordinated,gorilla,giraffe,True,['gorilla'],"['gi', '##raf', '##fe']",1,3,0.9997737,0.00019000252,3.630968e-05,0.003210767,1,1,coordinated,minor,random,coordination,related,unrelated
0,coord,coordinated,0,coord,coordinated,goat,antelope,True,['goat'],"['ant', '##elo', '##pe']",1,3,0.9825001,0.016607137,0.00089286966,0.13225138,4,1,coordinated,minor,random,related,coordination,coordinate
2,random,random,2,random,random,vest,likely,True,['vest'],['likely'],1,1,6.5297803e-07,0.0014062483,0.99859315,0.015364342,7,5,random,minor,randomly,all,unknown,odd
2,random,random,2,random,random,van,toy,True,['van'],['toy'],1,1,0.00022628928,0.1648817,0.834892,0.64886916,5,8,random,minor,coordinated,major,small,the
1,hyper,minor,1,hyper,minor,follower,person,True,['follower'],['person'],1,1,6.4213935e-05,0.9869306,0.013005189,0.101100184,2,3,minor,random,major,coordinated,small,independent
0,coord,coordinated,0,coord,coordinated,vulture,woodpecker,True,['vulture'],"['wood', '##pe', '##cker']",1,3,0.9999479,4.5289195e-05,6.7677825e-06,0.0008449214,2,1,coordinated,minor,coordination,coordinate,random,related
0,coord,coordinated,0,coord,coordinated,whale,rat,True,['whale'],['rat'],1,1,0.9999944,2.6973053e-06,2.840848e-06,0.00011024079,3,11,coordinated,coordination,random,minor,coordinate,related
1,hyper,minor,2,random,random,spoon,instrument,False,['spoon'],['instrument'],1,1,0.0013283063,0.9906515,0.008020245,0.08195541,5,9,minor,random,coordinated,major,small,main
