pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,coord,hyper,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6
1,hyper,Ġsubclass,1,hyper,Ġsubclass,hate,dislike,True,['Ġhate'],['Ġdislike'],1,1,2.6622696e-05,0.9989699,0.0010035144,0.0118856495,2,3,Ġsubclass,Ġrandom,Ġcoordinated,Ġgroup,Ġclass,Ġsubset
1,hyper,Ġsubclass,1,hyper,Ġsubclass,crystal,rock,True,['Ġcrystal'],['Ġrock'],1,1,3.8606926e-05,0.9977956,0.00216583,0.02291227,6,9,Ġsubclass,Ġrandom,Ġcoordinated,Ġclass,Ġtype,Ġgroup
1,hyper,Ġsubclass,1,hyper,Ġsubclass,normative,appropriate,True,['Ġnormative'],['Ġappropriate'],1,1,6.993381e-06,0.9986732,0.0013198216,0.014657337,2,3,Ġsubclass,Ġrandom,Ġcoordinated,Ġclass,Ġgroup,Ġsubset
1,hyper,Ġsubclass,2,random,Ġrandom,dress,uniform,False,['Ġdress'],['Ġuniform'],1,1,0.0016093899,0.9952011,0.0031894804,0.048289306,21,6,Ġsubclass,Ġrandom,Ġcoordinated,Ġclass,Ġtype,Ġgroup
2,random,Ġrandom,2,random,Ġrandom,pine,hint,True,['Ġpine'],['Ġhint'],1,1,1.3539186e-05,0.0005427844,0.9994436,0.00690906,3,6,Ġrandom,Ġsubclass,Ġcoordinated,Ġrandomly,ĠRandom,Ġrandomized
1,hyper,Ġsubclass,1,hyper,Ġsubclass,cut,free,True,['Ġcut'],['Ġfree'],1,1,5.8152596e-05,0.69320476,0.30673712,0.8902424,70,22,Ġsubclass,Ġrandom,Ġcoordinated,Ġarbitrary,ĠRandom,Ġrandomized
0,coord,Ġcoordinated,0,coord,Ġcoordinated,fridge,washer,True,['Ġfridge'],"['Ġwas', 'her']",1,2,0.99996173,1.484589e-05,2.3421553e-05,0.0006535929,1,3,Ġcoordinated,Ġrandom,Ġsubclass,Ġsynchronized,Ġcoordinate,Ġcoordinating
0,coord,Ġcoordinated,0,coord,Ġcoordinated,grasshopper,cricket,True,"['Ġgrass', 'ho', 'pper']",['Ġcricket'],3,1,0.9999882,2.5461325e-06,9.356204e-06,0.00022081501,2,3,Ġcoordinated,Ġrandom,Ġsynchronized,Ġcoordinate,Ġcoordination,Ġsubclass
0,coord,Ġcoordinated,0,coord,Ġcoordinated,donkey,bull,True,['Ġdonkey'],['Ġbull'],1,1,0.99999595,1.0805398e-06,3.014831e-06,8.272594e-05,2,15,Ġcoordinated,Ġsynchronized,Ġcoordination,Ġrandom,Ġcoordinate,Ġsubclass
0,coord,Ġcoordinated,0,coord,Ġcoordinated,cow,beaver,True,['Ġcow'],"['Ġbe', 'aver']",1,2,0.9999982,4.5464967e-07,1.3484475e-06,3.845372e-05,4,8,Ġcoordinated,Ġsynchronized,Ġcoordinate,Ġcoordination,Ġrandom,Ġcoordinating
0,coord,Ġcoordinated,0,coord,Ġcoordinated,grenade,rifle,True,['Ġgrenade'],['Ġrifle'],1,1,0.9999932,4.180178e-06,2.57977e-06,0.00013230013,1,3,Ġcoordinated,Ġsynchronized,Ġcoordinate,Ġsubclass,Ġcoordination,Ġrandom
1,hyper,Ġsubclass,1,hyper,Ġsubclass,dog,animal,True,['Ġdog'],['Ġanimal'],1,1,2.6085821e-05,0.98237073,0.017603206,0.12819713,8,2,Ġsubclass,Ġrandom,Ġclass,Ġcoordinated,Ġtype,Ġgroup
0,coord,Ġcoordinated,0,coord,Ġcoordinated,box,case,True,['Ġbox'],['Ġcase'],1,1,0.974883,0.020277288,0.004839686,0.18703784,13,22,Ġcoordinated,Ġsubclass,Ġrandom,Ġcoordinate,Ġsynchronized,Ġcoordination
1,hyper,Ġsubclass,1,hyper,Ġsubclass,foot,anatomy,True,['Ġfoot'],['Ġanatomy'],1,1,8.662909e-06,0.9776233,0.022368075,0.15469562,14,3,Ġsubclass,Ġrandom,Ġclass,Ġcoordinated,Ġarbitrary,Ġgroup
2,random,Ġrandom,2,random,Ġrandom,scarf,septicaemia,True,['Ġscarf'],"['Ġse', 'pt', 'ica', 'emia']",1,4,0.00013955912,8.502172e-05,0.99977547,0.0032608516,5,1,Ġrandom,Ġcoordinated,Ġsubclass,Ġrandomly,Ġrandomized,Ġvictim
1,hyper,Ġsubclass,1,hyper,Ġsubclass,hospital,structure,True,['Ġhospital'],['Ġstructure'],1,1,1.3446728e-05,0.9689497,0.031036947,0.19980218,2,6,Ġsubclass,Ġrandom,Ġclass,Ġcoordinated,Ġtype,Ġarbitrary
2,random,Ġrandom,2,random,Ġrandom,guitar,information,True,['Ġguitar'],['Ġinformation'],1,1,4.6662208e-07,1.4492935e-05,0.999985,0.00026436098,1,5,Ġrandom,Ġsubclass,Ġrandomly,ĠRandom,Ġarbitrary,Ġrandomized
2,random,Ġrandom,2,random,Ġrandom,coyote,attempt,True,"['Ġcoy', 'ote']",['Ġattempt'],2,1,1.1499416e-05,3.0013545e-05,0.9999585,0.0006994564,3,4,Ġrandom,Ġsubclass,Ġcoordinated,Ġrandomly,Ġrandomized,ĠRandom
2,random,Ġrandom,2,random,Ġrandom,desk,bracket,True,['Ġdesk'],['Ġbracket'],1,1,0.0003429144,0.00060696923,0.9990502,0.011802818,1,7,Ġrandom,Ġsubclass,Ġcoordinated,Ġrandomly,Ġarbitrary,Ġrandomized
1,hyper,Ġsubclass,1,hyper,Ġsubclass,penguin,creature,True,"['Ġpengu', 'in']",['Ġcreature'],2,1,4.6886114e-05,0.979046,0.020907078,0.14724413,1,3,Ġsubclass,Ġrandom,Ġcoordinated,Ġclass,Ġtype,Ġgroup
0,coord,Ġcoordinated,0,coord,Ġcoordinated,spoon,hatchet,True,['Ġspoon'],"['Ġhat', 'chet']",1,2,0.999995,6.704901e-07,4.2823244e-06,9.725531e-05,5,2,Ġcoordinated,Ġcoordinate,Ġsynchronized,Ġcoordination,Ġrandom,Ġcoordinating
1,hyper,Ġsubclass,2,random,Ġrandom,civilization,human,False,['Ġcivilization'],['Ġhuman'],1,1,5.2561685e-05,0.9565639,0.043383542,0.2584158,4,4,Ġsubclass,Ġrandom,Ġcoordinated,Ġarbitrary,Ġclass,Ġgroup
2,random,Ġrandom,2,random,Ġrandom,clarinet,ideal,True,"['Ġclar', 'inet']",['Ġideal'],2,1,2.8126922e-06,6.12506e-05,0.99993587,0.0010014997,1,5,Ġrandom,Ġsubclass,Ġrandomly,ĠRandom,Ġarbitrary,Ġcoordinated
1,hyper,Ġsubclass,1,hyper,Ġsubclass,educator,profession,True,['Ġeducator'],['Ġprofession'],1,1,1.3591498e-05,0.9973162,0.0026702075,0.02691362,1,4,Ġsubclass,Ġrandom,Ġcoordinated,Ġclass,Ġgroup,Ġtype
1,hyper,Ġsubclass,2,random,Ġrandom,invade,turn,False,['Ġinvade'],['Ġturn'],1,1,4.1997882e-05,0.7466654,0.2532926,0.8171087,4,38,Ġsubclass,Ġrandom,Ġcoordinated,ĠRandom,Ġarbitrary,Ġrandomized
0,coord,Ġcoordinated,0,coord,Ġcoordinated,lion,panther,True,['Ġlion'],"['Ġpant', 'her']",1,2,0.9999939,3.617431e-06,2.4871085e-06,0.00012046469,4,3,Ġcoordinated,Ġsynchronized,Ġsubclass,Ġcoordinate,Ġcoordination,Ġsimilar
2,random,Ġrandom,2,random,Ġrandom,cow,broccoli,True,['Ġcow'],['Ġbroccoli'],1,1,0.0020154829,7.344064e-05,0.99791116,0.022067113,4,2,Ġrandom,Ġcoordinated,Ġsubclass,Ġrandomly,Ġrandomized,ĠRandom
0,coord,Ġcoordinated,0,coord,Ġcoordinated,radio,toaster,True,['Ġradio'],"['Ġto', 'aster']",1,2,0.9999949,1.4025146e-06,3.6627644e-06,0.000100723635,5,2,Ġcoordinated,Ġsynchronized,Ġcoordinate,Ġrandom,Ġcoordinating,Ġcoordination
2,random,Ġrandom,2,random,Ġrandom,noise,creature,True,['Ġnoise'],['Ġcreature'],1,1,6.956742e-06,0.003595357,0.9963977,0.034499917,7,3,Ġrandom,Ġsubclass,ĠRandom,Ġarbitrary,Ġcoordinated,Ġrandomly
2,random,Ġrandom,2,random,Ġrandom,trout,invaluable,True,['Ġtrout'],['Ġinvaluable'],1,1,1.2770566e-06,1.5100544e-05,0.99998355,0.00029040044,2,1,Ġrandom,Ġsubclass,Ġrandomly,ĠRandom,Ġrandomized,Ġcoordinated
2,random,Ġrandom,2,random,Ġrandom,gorilla,participate,True,['Ġgorilla'],['Ġparticipate'],1,1,8.466688e-06,4.2353917e-05,0.9999492,0.000831206,1,2,Ġrandom,Ġsubclass,Ġcoordinated,Ġrandomly,Ġarbitrary,ĠRandom
0,coord,Ġcoordinated,0,coord,Ġcoordinated,willow,cedar,True,"['Ġwill', 'ow']","['Ġc', 'edar']",2,2,0.99999225,4.512795e-06,3.1617287e-06,0.0001489965,2,3,Ġcoordinated,Ġsubclass,Ġrandom,Ġcoordinate,Ġsynchronized,Ġcoordination
2,random,Ġrandom,2,random,Ġrandom,dishwasher,valour,True,"['Ġdish', 'washer']","['Ġval', 'our']",2,2,6.603692e-06,5.3864414e-06,0.9999881,0.00022528316,2,1,Ġrandom,Ġrandomly,Ġcoordinated,Ġsubclass,ĠRandom,Ġrandomized
2,random,Ġrandom,2,random,Ġrandom,cockroach,side,True,"['Ġcock', 'roach']",['Ġside'],2,1,4.8844868e-06,3.030891e-05,0.99996483,0.0005918464,1,14,Ġrandom,Ġsubclass,Ġrandomly,Ġcoordinated,ĠRandom,Ġarbitrary
1,hyper,Ġsubclass,1,hyper,Ġsubclass,emperor,ruler,True,['Ġemperor'],['Ġruler'],1,1,1.627356e-05,0.9985587,0.001425057,0.0158103,4,2,Ġsubclass,Ġrandom,Ġcoordinated,Ġclass,Ġgroup,Ġtype
1,hyper,Ġsubclass,1,hyper,Ġsubclass,roll,move,True,['Ġroll'],['Ġmove'],1,1,7.249705e-06,0.99453247,0.005460247,0.049033757,33,21,Ġsubclass,Ġrandom,Ġclass,Ġgroup,Ġtype,Ġcoordinated
2,random,Ġrandom,2,random,Ġrandom,wing,shine,True,['Ġwing'],['Ġshine'],1,1,5.3298714e-05,0.004287633,0.9956591,0.040730387,12,11,Ġrandom,Ġsubclass,Ġcoordinated,Ġrandomly,ĠRandom,Ġarbitrary
2,random,Ġrandom,2,random,Ġrandom,contrast,rock,True,['Ġcontrast'],['Ġrock'],1,1,1.2677524e-05,0.007975925,0.99201137,0.06727848,7,9,Ġrandom,Ġsubclass,Ġrandomly,Ġarbitrary,Ġcoordinated,ĠRandom
1,hyper,Ġsubclass,2,random,Ġrandom,whisk,game,False,['Ġwhisk'],['Ġgame'],1,1,9.799141e-06,0.9382685,0.061721776,0.33441836,6,14,Ġsubclass,Ġrandom,Ġclass,ĠRandom,Ġtype,Ġcoordinated
1,hyper,Ġsubclass,2,random,Ġrandom,falcon,creature,False,"['Ġfal', 'con']",['Ġcreature'],2,1,3.9189013e-05,0.9741926,0.02576819,0.17333259,2,3,Ġsubclass,Ġrandom,Ġcoordinated,Ġclass,Ġtype,Ġgroup
2,random,Ġrandom,2,random,Ġrandom,black,utensil,True,['Ġblack'],"['Ġut', 'ens', 'il']",1,3,6.7935944e-05,0.0024861968,0.99744594,0.02613098,22,1,Ġrandom,Ġsubclass,Ġcoordinated,Ġrandomized,Ġrandomly,Ġarbitrary
1,hyper,Ġsubclass,1,hyper,Ġsubclass,revolver,firearm,True,['Ġrevolver'],['Ġfirearm'],1,1,0.01135448,0.98769367,0.00095186464,0.10055511,2,1,Ġsubclass,Ġcoordinated,Ġrandom,Ġclass,Ġgroup,Ġtype
2,random,Ġrandom,2,random,Ġrandom,axe,consulting,True,['Ġaxe'],['Ġconsulting'],1,1,7.258624e-07,2.3232294e-06,0.999997,6.2582905e-05,3,4,Ġrandom,Ġrandomly,Ġsubclass,ĠRandom,Ġcoordinated,Ġarbitrary
2,random,Ġrandom,2,random,Ġrandom,pigeon,blend,True,['Ġpigeon'],['Ġblend'],1,1,3.2001226e-06,4.1221145e-05,0.99995553,0.0007229991,1,6,Ġrandom,Ġsubclass,Ġrandomly,Ġcoordinated,ĠRandom,Ġrandomized
2,random,Ġrandom,2,random,Ġrandom,defense,air,True,['Ġdefense'],['Ġair'],1,1,4.63639e-05,0.4673704,0.53258324,0.997618,12,15,Ġrandom,Ġsubclass,Ġcoordinated,Ġarbitrary,Ġrandomized,ĠRandom
1,hyper,Ġsubclass,1,hyper,Ġsubclass,bus,artifact,True,['Ġbus'],['Ġartifact'],1,1,4.089654e-05,0.9093756,0.0905835,0.43906406,7,1,Ġsubclass,Ġrandom,Ġclass,Ġtype,Ġcoordinated,Ġsort
2,random,Ġrandom,2,random,Ġrandom,truck,vanish,True,['Ġtruck'],['Ġvanish'],1,1,2.0764304e-05,7.7519646e-05,0.9999018,0.0015232435,3,5,Ġrandom,Ġsubclass,Ġcoordinated,Ġrandomly,ĠRandom,Ġrandomized
1,hyper,Ġsubclass,1,hyper,Ġsubclass,customer,person,True,['Ġcustomer'],['Ġperson'],1,1,7.0675264e-06,0.98192596,0.018067013,0.13057618,1,3,Ġsubclass,Ġrandom,Ġclass,Ġtype,Ġgroup,Ġcoordinated
0,coord,Ġcoordinated,0,coord,Ġcoordinated,goldfish,salmon,True,"['Ġgold', 'fish']",['Ġsalmon'],2,1,0.9999957,2.813668e-06,1.4270743e-06,8.5698586e-05,1,5,Ġcoordinated,Ġsynchronized,Ġsubclass,Ġcoordinate,Ġcoordination,Ġrandom
2,random,Ġrandom,2,random,Ġrandom,mackerel,cover,True,"['Ġmac', 'ke', 'rel']",['Ġcover'],3,1,3.6786473e-06,1.6623817e-05,0.99997973,0.00035957134,2,36,Ġrandom,Ġsubclass,Ġrandomly,Ġcoordinated,Ġarbitrary,Ġrandomized
2,random,Ġrandom,2,random,Ġrandom,moth,secession,True,['Ġmoth'],['Ġsecession'],1,1,1.5243866e-05,2.1980535e-05,0.9999628,0.00063769484,1,3,Ġrandom,Ġsubclass,Ġcoordinated,Ġrandomly,Ġarbitrary,Ġrandomized
1,hyper,Ġsubclass,1,hyper,Ġsubclass,lobster,creature,True,['Ġlobster'],['Ġcreature'],1,1,2.8437717e-05,0.962668,0.03730363,0.2302588,2,3,Ġsubclass,Ġrandom,Ġclass,Ġcoordinated,Ġtype,Ġgroup
2,random,Ġrandom,2,random,Ġrandom,villa,work,True,"['Ġvill', 'a']",['Ġwork'],2,1,0.00013771774,0.00083726906,0.9990251,0.011730908,4,34,Ġrandom,Ġsubclass,Ġcoordinated,Ġrandomly,Ġarbitrary,Ġtarget
0,coord,Ġcoordinated,0,coord,Ġcoordinated,sword,pistol,True,['Ġsword'],['Ġpistol'],1,1,0.9999969,1.0772053e-06,2.0137572e-06,6.393002e-05,1,1,Ġcoordinated,Ġsynchronized,Ġcoordinate,Ġcoordination,Ġrandom,Ġcoordinating
0,coord,Ġcoordinated,0,coord,Ġcoordinated,shirt,stocking,True,['Ġshirt'],['Ġstocking'],1,1,0.9999585,4.6418795e-06,3.679627e-05,0.0006840144,2,9,Ġcoordinated,Ġrandom,Ġcoordinate,Ġcoordinating,Ġcoordination,Ġsubclass
1,hyper,Ġsubclass,2,random,Ġrandom,beauty,business,False,['Ġbeauty'],['Ġbusiness'],1,1,1.5241156e-05,0.89725935,0.10272536,0.47783923,3,9,Ġsubclass,Ġrandom,Ġclass,Ġtype,Ġcoordinated,ĠRandom
1,hyper,Ġsubclass,1,hyper,Ġsubclass,cannon,arm,True,['Ġcannon'],['Ġarm'],1,1,3.9159495e-05,0.9961541,0.0038066478,0.03670599,8,8,Ġsubclass,Ġrandom,Ġcoordinated,Ġclass,Ġgroup,Ġtype
1,hyper,Ġsubclass,1,hyper,Ġsubclass,immortal,everlasting,True,['Ġimmortal'],['Ġeverlasting'],1,1,2.9235543e-05,0.9995158,0.00045503298,0.006190426,3,3,Ġsubclass,Ġrandom,Ġcoordinated,Ġgroup,Ġclass,Ġsubset
2,random,Ġrandom,2,random,Ġrandom,symphonic,fall,True,"['Ġsym', 'ph', 'onic']",['Ġfall'],3,1,3.2767763e-05,0.007971034,0.9919962,0.06755504,2,44,Ġrandom,Ġsubclass,Ġcoordinated,Ġrandomly,ĠRandom,Ġrandomized
2,random,Ġrandom,2,random,Ġrandom,cottage,vehicle,True,['Ġcottage'],['Ġvehicle'],1,1,0.004007241,0.0001572102,0.99583554,0.03989223,1,4,Ġrandom,Ġcoordinated,Ġsubclass,Ġrandomly,Ġrandomized,Ġarbitrary
2,random,Ġrandom,2,random,Ġrandom,dishwasher,concern,True,"['Ġdish', 'washer']",['Ġconcern'],2,1,0.00018069975,0.0025253657,0.9972939,0.027937764,2,7,Ġrandom,Ġsubclass,Ġcoordinated,Ġrandomly,Ġone,Ġrandomized
0,coord,Ġcoordinated,0,coord,Ġcoordinated,moth,bee,True,['Ġmoth'],['Ġbee'],1,1,0.99999166,4.085726e-06,4.3434707e-06,0.00016271822,1,2,Ġcoordinated,Ġsynchronized,Ġrandom,Ġsubclass,Ġcoordinate,Ġcoordination
2,random,Ġrandom,2,random,Ġrandom,goose,video,True,['Ġgoose'],['Ġvideo'],1,1,5.100113e-06,4.6318855e-05,0.9999485,0.0008307747,6,4,Ġrandom,Ġsubclass,Ġrandomly,Ġcoordinated,ĠRandom,Ġarbitrary
1,hyper,Ġsubclass,1,hyper,Ġsubclass,pick,device,True,['Ġpick'],['Ġdevice'],1,1,8.164478e-06,0.9873252,0.012666689,0.09814333,21,5,Ġsubclass,Ġrandom,Ġclass,Ġcoordinated,Ġtype,Ġarbitrary
1,hyper,Ġsubclass,1,hyper,Ġsubclass,dinner,meal,True,['Ġdinner'],['Ġmeal'],1,1,2.9336876e-05,0.9969579,0.0030127908,0.030055037,2,3,Ġsubclass,Ġrandom,Ġcoordinated,Ġclass,Ġgroup,Ġtype
1,hyper,Ġsubclass,1,hyper,Ġsubclass,football,sport,True,['Ġfootball'],['Ġsport'],1,1,2.8563934e-05,0.99570423,0.0042672637,0.04020942,2,9,Ġsubclass,Ġrandom,Ġcoordinated,Ġclass,Ġgroup,Ġtype
2,random,Ġrandom,2,random,Ġrandom,tiger,content,True,['Ġtiger'],['Ġcontent'],1,1,5.235431e-07,3.4829754e-05,0.9999647,0.0005778067,2,10,Ġrandom,Ġsubclass,Ġrandomly,ĠRandom,Ġarbitrary,Ġrandomized
1,hyper,Ġsubclass,1,hyper,Ġsubclass,cedar,tree,True,"['Ġc', 'edar']",['Ġtree'],2,1,7.739366e-05,0.99516183,0.004760838,0.044748068,3,7,Ġsubclass,Ġrandom,Ġcoordinated,Ġclass,Ġtype,Ġgroup
2,random,Ġrandom,2,random,Ġrandom,van,think,True,['Ġvan'],['Ġthink'],1,1,2.838453e-06,0.0012564145,0.99874073,0.013975299,5,14,Ġrandom,Ġsubclass,ĠRandom,Ġrandomly,Ġcoordinated,Ġarbitrary
2,random,Ġrandom,2,random,Ġrandom,rain,evergreen,True,['Ġrain'],"['Ġever', 'green']",1,2,7.956289e-06,0.059240706,0.9407513,0.32456893,4,2,Ġrandom,Ġsubclass,Ġarbitrary,ĠRandom,Ġrandomly,Ġcoordinated
1,hyper,Ġsubclass,1,hyper,Ġsubclass,dishwasher,artefact,True,"['Ġdish', 'washer']","['Ġarte', 'fact']",2,2,1.8224631e-05,0.9789916,0.02099022,0.14727753,2,1,Ġsubclass,Ġrandom,Ġclass,Ġcoordinated,Ġtype,Ġgroup
2,random,Ġrandom,2,random,Ġrandom,cow,barrio,True,['Ġcow'],"['Ġbar', 'rio']",1,2,2.9606977e-05,0.00021041685,0.99976,0.0033617727,4,2,Ġrandom,Ġsubclass,Ġrandomly,Ġcoordinated,Ġrandomized,Ġarbitrary
0,coord,Ġcoordinated,0,coord,Ġcoordinated,donkey,gorilla,True,['Ġdonkey'],['Ġgorilla'],1,1,0.999992,1.0114823e-06,6.9777234e-06,0.00015118667,2,1,Ġcoordinated,Ġrandom,Ġsynchronized,Ġcoordinate,Ġcoordination,Ġsubclass
2,random,Ġrandom,2,random,Ġrandom,jet,question,True,['Ġjet'],['Ġquestion'],1,1,2.8625434e-06,5.2817224e-05,0.9999443,0.0008834858,9,11,Ġrandom,Ġsubclass,Ġrandomly,Ġcoordinated,Ġarbitrary,ĠRandom
2,random,Ġrandom,2,random,Ġrandom,turtle,listed,True,['Ġturtle'],['Ġlisted'],1,1,1.6873993e-07,7.830166e-06,0.999992,0.00014813861,4,6,Ġrandom,Ġsubclass,Ġrandomly,ĠRandom,Ġarbitrary,Ġrandomized
2,random,Ġrandom,2,random,Ġrandom,freezer,build,True,['Ġfreezer'],['Ġbuild'],1,1,4.257889e-05,0.39780584,0.6021515,0.97030115,1,12,Ġrandom,Ġsubclass,Ġcoordinated,Ġarbitrary,ĠRandom,Ġrandomly
1,hyper,Ġsubclass,2,random,Ġrandom,couch,object,False,['Ġcouch'],['Ġobject'],1,1,1.105713e-05,0.97155005,0.028438933,0.18669923,4,7,Ġsubclass,Ġrandom,Ġclass,Ġtype,Ġarbitrary,Ġcoordinated
0,coord,Ġcoordinated,0,coord,Ġcoordinated,helicopter,motorcycle,True,['Ġhelicopter'],['Ġmotorcycle'],1,1,0.9999944,3.015209e-06,2.6446303e-06,0.00011238104,1,2,Ġcoordinated,Ġcoordinate,Ġsynchronized,Ġcoordination,Ġsubclass,Ġrandom
2,random,Ġrandom,2,random,Ġrandom,boy,standard,True,['Ġboy'],['Ġstandard'],1,1,1.7453053e-06,0.0007444538,0.9992537,0.008845523,4,11,Ġrandom,Ġsubclass,Ġarbitrary,Ġrandomly,ĠRandom,Ġrandomized
1,hyper,Ġsubclass,1,hyper,Ġsubclass,manual,functional,True,['Ġmanual'],['Ġfunctional'],1,1,4.0800318e-05,0.9798733,0.02008586,0.1425749,5,6,Ġsubclass,Ġrandom,Ġcoordinated,Ġarbitrary,Ġopposite,Ġclass
2,random,Ġrandom,2,random,Ġrandom,moth,build,True,['Ġmoth'],['Ġbuild'],1,1,5.665536e-06,0.00028030155,0.99971396,0.003819038,1,12,Ġrandom,Ġsubclass,Ġrandomly,Ġrandomized,Ġcoordinated,Ġarbitrary
0,coord,Ġcoordinated,0,coord,Ġcoordinated,wardrobe,desk,True,['Ġwardrobe'],['Ġdesk'],1,1,0.9998466,1.4844931e-05,0.00013855715,0.0022353516,3,1,Ġcoordinated,Ġrandom,Ġsubclass,Ġcoordinate,Ġsynchronized,Ġcoordination
1,hyper,Ġsubclass,1,hyper,Ġsubclass,normative,standardized,True,['Ġnormative'],['Ġstandardized'],1,1,2.614011e-05,0.99941313,0.00056079024,0.007301209,2,4,Ġsubclass,Ġrandom,Ġcoordinated,Ġclass,Ġgroup,Ġsubset
0,coord,Ġcoordinated,0,coord,Ġcoordinated,chisel,hammer,True,"['Ġch', 'isel']",['Ġhammer'],2,1,0.9999409,5.555057e-05,3.5618182e-06,0.00093502,4,10,Ġcoordinated,Ġsubclass,Ġsynchronized,Ġcoordinate,Ġcoordination,Ġrandom
0,coord,Ġcoordinated,0,coord,Ġcoordinated,cow,giraffe,True,['Ġcow'],"['Ġgir', 'affe']",1,2,0.999998,1.0270702e-06,9.978144e-07,4.32464e-05,4,1,Ġcoordinated,Ġsynchronized,Ġcoordinate,Ġcoordination,Ġsubclass,Ġcoordinating
2,random,Ġrandom,2,random,Ġrandom,woodpecker,general,True,"['Ġwood', 'pe', 'cker']",['Ġgeneral'],3,1,1.6714124e-06,3.814647e-06,0.9999945,0.00010865014,1,10,Ġrandom,Ġrandomly,Ġsubclass,ĠRandom,Ġcoordinated,Ġarbitrary
1,hyper,Ġsubclass,1,hyper,Ġsubclass,frigate,vehicle,True,"['Ġfr', 'igate']",['Ġvehicle'],2,1,0.00018557168,0.9956666,0.0041478095,0.04136189,2,4,Ġsubclass,Ġrandom,Ġcoordinated,Ġclass,Ġtype,Ġgroup
0,coord,Ġcoordinated,0,coord,Ġcoordinated,hammer,nail,True,['Ġhammer'],['Ġnail'],1,1,0.84670794,0.15274012,0.00055201596,0.6232937,10,10,Ġcoordinated,Ġsubclass,Ġrandom,Ġsynchronized,Ġcoordinate,Ġcoordination
0,coord,Ġcoordinated,0,coord,Ġcoordinated,dress,robe,True,['Ġdress'],['Ġrobe'],1,1,0.99998987,5.3072677e-06,4.7239078e-06,0.00019102234,21,4,Ġcoordinated,Ġcoordinate,Ġcoordinating,Ġsubclass,Ġrandom,Ġcoordination
