pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ANT,HYPER,PART_OF,RANDOM,SYN,entropy,nsynsests_source,nsynsests_target
3,RANDOM,2,PART_OF,sleep,life,False,['sleep'],['life'],1,1,0.00020246103,0.00021032087,0.0029604256,0.9965107,0.00011600597,0.03646248,6,14
3,RANDOM,3,RANDOM,sleep,brave,True,['sleep'],['brave'],1,1,5.502632e-05,5.1877592e-05,9.138344e-05,0.9997695,3.2193042e-05,0.0035561088,6,6
3,RANDOM,3,RANDOM,sleep,profit,True,['sleep'],['profit'],1,1,4.875486e-05,5.4824093e-05,8.811929e-05,0.9997764,3.1951327e-05,0.0034612208,6,4
3,RANDOM,3,RANDOM,sleep,fly,True,['sleep'],['fly'],1,1,5.2853367e-05,5.03197e-05,9.023585e-05,0.999772,3.458244e-05,0.0035231933,6,20
3,RANDOM,3,RANDOM,sleep,hold,True,['sleep'],['hold'],1,1,5.4182747e-05,4.975205e-05,8.278872e-05,0.9997738,3.9473223e-05,0.0035054442,6,45
3,RANDOM,3,RANDOM,sleep,love,True,['sleep'],['love'],1,1,0.00021204627,6.4369386e-05,0.00022244289,0.9993525,0.00014862642,0.009006845,6,10
1,HYPER,1,HYPER,skin,surface,True,['skin'],['surface'],1,1,0.00010656599,0.999153,0.0003592958,0.00027691535,0.000104107516,0.011388795,10,10
3,RANDOM,2,PART_OF,skin,apple,False,['skin'],['apple'],1,1,3.722297e-05,6.312553e-05,0.00011286779,0.99975497,3.1845357e-05,0.0037376038,10,2
2,PART_OF,2,PART_OF,skin,body,True,['skin'],['body'],1,1,0.0003104669,0.00029329,0.9988746,0.00030366506,0.00021801035,0.014882641,10,12
3,RANDOM,2,PART_OF,skin,grape,False,['skin'],['grape'],1,1,0.00068802177,0.00057973,0.062476523,0.9358529,0.00040289835,0.3574559,10,3
3,RANDOM,2,PART_OF,skin,peach,False,['skin'],['peach'],1,1,4.349146e-05,5.3361913e-05,0.00010291243,0.9997663,3.4024284e-05,0.0035930914,10,5
3,RANDOM,3,RANDOM,skin,vessel,True,['skin'],['vessel'],1,1,4.319334e-05,4.9982307e-05,0.000102027225,0.9997707,3.409375e-05,0.003529892,10,3
3,RANDOM,3,RANDOM,skin,education,True,['skin'],['education'],1,1,3.9489114e-05,5.8296097e-05,9.670013e-05,0.99977,3.5502482e-05,0.0035438556,10,6
3,RANDOM,3,RANDOM,skin,flat,True,['skin'],['flat'],1,1,4.6094046e-05,4.917887e-05,9.210289e-05,0.99977714,3.5469875e-05,0.003448422,10,24
3,RANDOM,3,RANDOM,skin,freedom,True,['skin'],['freedom'],1,1,4.1657193e-05,6.119562e-05,9.628341e-05,0.9997694,3.148672e-05,0.0035508538,10,2
3,RANDOM,3,RANDOM,skin,huge,True,['skin'],['huge'],1,1,4.882852e-05,5.2047082e-05,0.000100996505,0.999765,3.308358e-05,0.003611845,10,1
2,PART_OF,2,PART_OF,dish,meal,True,['dish'],['meal'],1,1,0.0018158155,0.012734821,0.9846603,0.00044288082,0.000346099,0.12757276,8,3
1,HYPER,1,HYPER,dish,container,True,['dish'],['container'],1,1,0.00011808651,0.9988201,0.0006474209,0.00023530018,0.00017910152,0.015165493,8,1
4,SYN,4,SYN,dish,plate,True,['dish'],['plate'],1,1,0.041262414,0.0017213573,0.0024059145,0.0009849475,0.9536253,0.30166832,8,16
3,RANDOM,3,RANDOM,dish,clergyman,True,['dish'],['clergyman'],1,1,4.4127413e-05,6.502326e-05,8.319465e-05,0.99977463,3.304524e-05,0.003487353,8,1
3,RANDOM,3,RANDOM,dish,darkness,True,['dish'],['darkness'],1,1,4.6147332e-05,6.111541e-05,9.1398564e-05,0.99977,3.1363867e-05,0.0035475383,8,6
3,RANDOM,3,RANDOM,dish,farm,True,['dish'],['farm'],1,1,4.1582447e-05,6.542348e-05,9.005541e-05,0.9997702,3.281246e-05,0.0035451765,8,4
3,RANDOM,3,RANDOM,dish,jail,True,['dish'],['jail'],1,1,4.4125274e-05,6.166686e-05,8.609264e-05,0.9997757,3.2431104e-05,0.0034705698,8,2
3,RANDOM,3,RANDOM,dish,mystery,True,['dish'],['mystery'],1,1,3.90842e-05,6.4677275e-05,9.524204e-05,0.99975723,4.3785585e-05,0.0037288123,8,2
3,RANDOM,3,RANDOM,dish,question,True,['dish'],['question'],1,1,4.4275297e-05,6.691978e-05,8.776087e-05,0.9997558,4.528283e-05,0.0037567464,8,11
3,RANDOM,3,RANDOM,dish,tan,True,['dish'],['tan'],1,1,4.492881e-05,6.2568004e-05,8.7511646e-05,0.99977297,3.2107087e-05,0.0035091764,8,6
4,SYN,0,ANT,follow,lead,False,['follow'],['lead'],1,1,0.0012490215,0.0018352381,0.00049511885,0.00016503231,0.99625564,0.041630622,24,31
4,SYN,1,HYPER,follow,understand,False,['follow'],['understand'],1,1,0.0030108579,0.082756914,0.010477814,0.10947244,0.79428196,1.0049219,24,5
3,RANDOM,4,SYN,follow,tail,False,['follow'],['tail'],1,1,7.561448e-05,5.949681e-05,9.2411836e-05,0.9996679,0.000104690575,0.0049722563,24,11
3,RANDOM,3,RANDOM,follow,bus,True,['follow'],['bus'],1,1,4.5190445e-05,5.103938e-05,8.4652216e-05,0.9997812,3.793424e-05,0.003397913,24,7
3,RANDOM,3,RANDOM,follow,chest,True,['follow'],['chest'],1,1,4.371371e-05,6.345089e-05,7.7571385e-05,0.99977845,3.6812497e-05,0.0034387924,24,4
3,RANDOM,3,RANDOM,follow,even,True,['follow'],['even'],1,1,7.9969825e-05,6.391104e-05,8.083489e-05,0.9996706,0.00010467189,0.004936901,24,14
3,RANDOM,3,RANDOM,follow,exchange,True,['follow'],['exchange'],1,1,6.9968795e-05,6.541455e-05,9.9364464e-05,0.99965656,0.000108657485,0.0051223836,24,17
3,RANDOM,3,RANDOM,follow,fluid,True,['follow'],['fluid'],1,1,4.359369e-05,6.04631e-05,8.1773884e-05,0.99977857,3.5674893e-05,0.0034357887,24,7
3,RANDOM,3,RANDOM,follow,history,True,['follow'],['history'],1,1,4.8067937e-05,7.941488e-05,0.00017432004,0.99960214,9.6093114e-05,0.0058039785,24,5
3,RANDOM,3,RANDOM,follow,horn,True,['follow'],['horn'],1,1,4.465327e-05,6.170931e-05,7.848036e-05,0.9997782,3.6913803e-05,0.0034419184,24,12
1,HYPER,1,HYPER,hate,dislike,True,['hate'],['dislike'],1,1,0.0008221381,0.92014414,0.00080207916,0.00040240327,0.077829234,0.4183803,2,3
0,ANT,0,ANT,hate,love,True,['hate'],['love'],1,1,0.9992447,0.0002537934,0.00013989148,0.00023138538,0.00013029735,0.010387994,2,10
3,RANDOM,3,RANDOM,hate,animal,True,['hate'],['animal'],1,1,4.1278163e-05,5.5263055e-05,9.26479e-05,0.9997662,4.4677865e-05,0.0036069783,2,2
3,RANDOM,3,RANDOM,hate,article,True,['hate'],['article'],1,1,4.472978e-05,5.5190885e-05,7.652921e-05,0.9997774,4.6268815e-05,0.0034609586,2,5
3,RANDOM,3,RANDOM,hate,hammer,True,['hate'],['hammer'],1,1,4.8894188e-05,5.2663072e-05,7.862371e-05,0.9997719,4.790516e-05,0.003537129,2,10
3,RANDOM,3,RANDOM,hate,juice,True,['hate'],['juice'],1,1,4.8370766e-05,5.6774923e-05,7.8119076e-05,0.9997683,4.8336824e-05,0.0035871544,2,4
3,RANDOM,3,RANDOM,hate,jump,True,['hate'],['jump'],1,1,4.5343757e-05,6.238627e-05,8.537005e-05,0.9997671,3.9838018e-05,0.0035978968,2,21
3,RANDOM,3,RANDOM,hate,race,True,['hate'],['race'],1,1,6.0656537e-05,5.2026917e-05,0.000105815634,0.99970645,7.5082695e-05,0.0044396822,2,10
3,RANDOM,3,RANDOM,hate,speech,True,['hate'],['speech'],1,1,0.000106616346,0.00047146878,0.0004225292,0.99886084,0.00013863761,0.014772345,2,8
3,RANDOM,3,RANDOM,hate,stationary,True,['hate'],['stationary'],1,1,4.6779798e-05,5.8655318e-05,8.177018e-05,0.9997733,3.947629e-05,0.0035121632,2,2
1,HYPER,1,HYPER,row,fight,True,['row'],['fight'],1,1,0.00051540206,0.99286824,0.0007199694,0.00051212986,0.0053841714,0.06957657,8,9
1,HYPER,4,SYN,row,argument,False,['row'],['argument'],1,1,0.00027408628,0.95319694,0.04477179,0.0012446467,0.0005125223,0.2874076,8,7
3,RANDOM,3,RANDOM,row,attic,True,['row'],['attic'],1,1,4.0328854e-05,5.1919113e-05,9.005499e-05,0.9997751,4.2497566e-05,0.0034794156,8,5
3,RANDOM,3,RANDOM,row,construct,True,['row'],['construct'],1,1,3.7033165e-05,6.039358e-05,8.793754e-05,0.99977165,4.297865e-05,0.0035292304,8,7
3,RANDOM,3,RANDOM,row,enjoy,True,['row'],['enjoy'],1,1,4.0448795e-05,6.0546376e-05,8.615409e-05,0.9997788,3.4089444e-05,0.0034269341,8,5
3,RANDOM,3,RANDOM,row,entertainment,True,['row'],['entertainment'],1,1,4.254749e-05,7.159258e-05,0.00013461775,0.999718,3.3201373e-05,0.004235325,8,1
3,RANDOM,3,RANDOM,row,face,True,['row'],['face'],1,1,3.600829e-05,5.4682638e-05,0.00010335598,0.9997621,4.3850447e-05,0.0036521745,8,22
3,RANDOM,3,RANDOM,row,lead,True,['row'],['lead'],1,1,4.3030024e-05,5.6966663e-05,9.068025e-05,0.99975234,5.7015255e-05,0.003806122,8,31
3,RANDOM,3,RANDOM,row,plastic,True,['row'],['plastic'],1,1,4.0083654e-05,6.106783e-05,8.124177e-05,0.99977905,3.859674e-05,0.0034288631,8,5
3,RANDOM,3,RANDOM,row,roof,True,['row'],['roof'],1,1,4.154091e-05,5.0838386e-05,8.3679755e-05,0.99977785,4.6071666e-05,0.0034473508,8,5
3,RANDOM,0,ANT,compact,spread,False,['compact'],['spread'],1,1,6.5262335e-05,4.5739554e-05,8.6241474e-05,0.9997243,7.846409e-05,0.004198844,10,23
1,HYPER,1,HYPER,compact,car,True,['compact'],['car'],1,1,0.0009666362,0.96121347,0.02797959,0.0008541361,0.00898609,0.27869302,10,5
0,ANT,0,ANT,compact,big,True,['compact'],['big'],1,1,0.99886644,0.0001127578,0.00013172228,0.000434553,0.00045468207,0.0147129195,10,17
0,ANT,0,ANT,compact,large,True,['compact'],['large'],1,1,0.996431,0.00017319163,0.00031473787,0.0003106676,0.0027704185,0.038121995,10,11
4,SYN,4,SYN,compact,compress,True,['compact'],"['com', '##press']",1,2,0.00093143,0.0005856433,0.00046807024,0.0011266994,0.9968881,0.03636064,10,3
3,RANDOM,3,RANDOM,compact,date,True,['compact'],['date'],1,1,3.9770406e-05,6.618058e-05,0.000105317034,0.99975365,3.5031117e-05,0.0037654818,10,13
3,RANDOM,3,RANDOM,compact,image,True,['compact'],['image'],1,1,3.3469245e-05,7.7676115e-05,0.00011380232,0.9997296,4.5401503e-05,0.00409398,10,11
3,RANDOM,3,RANDOM,compact,land,True,['compact'],['land'],1,1,3.7022288e-05,6.7099914e-05,0.00010169674,0.9997631,3.111806e-05,0.0036317618,10,18
3,RANDOM,3,RANDOM,compact,order,True,['compact'],['order'],1,1,4.5696273e-05,6.947062e-05,0.00010118824,0.9997056,7.809533e-05,0.0044516632,10,24
3,RANDOM,3,RANDOM,compact,produce,True,['compact'],['produce'],1,1,4.2467986e-05,5.6946552e-05,8.250814e-05,0.9997826,3.5574103e-05,0.0033784444,10,8
0,ANT,0,ANT,everything,nothing,True,['everything'],['nothing'],1,1,0.9990408,0.00023555965,0.00016093596,0.00024572332,0.00031705844,0.012881778,0,2
0,ANT,4,SYN,everything,all,False,['everything'],['all'],1,1,0.99048257,0.000405831,0.00074920536,0.00040333407,0.007959084,0.08606433,0,3
3,RANDOM,3,RANDOM,everything,dish,True,['everything'],['dish'],1,1,4.8873917e-05,5.0382754e-05,8.852169e-05,0.9997702,4.1916017e-05,0.0035518596,0,8
3,RANDOM,3,RANDOM,everything,fly,True,['everything'],['fly'],1,1,5.0874518e-05,5.1308063e-05,9.811577e-05,0.99976355,3.6078804e-05,0.0036365823,0,20
3,RANDOM,3,RANDOM,everything,lover,True,['everything'],['lover'],1,1,5.1912222e-05,5.3002528e-05,8.907477e-05,0.99976355,4.2424792e-05,0.0036474853,0,3
3,RANDOM,3,RANDOM,everything,mark,True,['everything'],['mark'],1,1,4.470239e-05,5.7949244e-05,9.1619666e-05,0.99976856,3.7172005e-05,0.0035713967,0,30
3,RANDOM,3,RANDOM,everything,pull,True,['everything'],['pull'],1,1,4.8203092e-05,5.4219094e-05,9.081921e-05,0.99976915,3.768067e-05,0.00356591,0,24
3,RANDOM,3,RANDOM,everything,ram,True,['everything'],['ram'],1,1,5.1779178e-05,5.3623015e-05,8.97775e-05,0.9997675,3.7253478e-05,0.0035882478,0,9
3,RANDOM,3,RANDOM,everything,state,True,['everything'],['state'],1,1,0.00015399493,0.00018605367,0.0008909942,0.99836224,0.00040664567,0.020224823,0,11
3,RANDOM,3,RANDOM,everything,text,True,['everything'],['text'],1,1,5.4055694e-05,4.370497e-05,0.00012540333,0.99972636,5.037699e-05,0.0041383347,0,4
0,ANT,1,HYPER,father,parent,False,['father'],['parent'],1,1,0.70022905,0.025578188,0.0064480933,0.00080478005,0.26693988,1.0590955,9,3
2,PART_OF,2,PART_OF,father,family,True,['father'],['family'],1,1,0.0003747008,0.0063817003,0.99250764,0.00049345713,0.00024244873,0.06990014,9,8
2,PART_OF,4,SYN,father,priest,False,['father'],['priest'],1,1,0.0051434436,0.02518492,0.8682459,0.0011763996,0.10024935,0.69394916,9,2
3,RANDOM,3,RANDOM,father,bush,True,['father'],['bush'],1,1,7.947167e-05,4.528604e-05,0.0001088221,0.9997209,4.5524765e-05,0.0042278124,9,9
3,RANDOM,3,RANDOM,father,cube,True,['father'],['cube'],1,1,7.461104e-05,4.630792e-05,0.0001071958,0.99972576,4.614758e-05,0.0041636094,9,7
3,RANDOM,3,RANDOM,father,desert,True,['father'],['desert'],1,1,6.567814e-05,5.1648854e-05,9.74552e-05,0.99974984,3.5343735e-05,0.003830099,9,4
3,RANDOM,3,RANDOM,father,die,True,['father'],['die'],1,1,6.904251e-05,4.408681e-05,8.768428e-05,0.99975723,4.1970874e-05,0.0037344377,9,14
3,RANDOM,3,RANDOM,father,element,True,['father'],['element'],1,1,3.8497532e-05,0.00010067955,0.00013814925,0.999684,3.8747665e-05,0.00469655,9,7
4,SYN,3,RANDOM,father,friend,False,['father'],['friend'],1,1,0.4046969,0.0011159622,0.020001918,0.002088184,0.572097,1.131507,9,5
3,RANDOM,3,RANDOM,father,growth,True,['father'],['growth'],1,1,5.0186143e-05,6.0392635e-05,9.319015e-05,0.9997645,3.165493e-05,0.00362374,9,7
2,PART_OF,2,PART_OF,tail,animal,True,['tail'],['animal'],1,1,0.00023287689,0.00041739273,0.9989097,0.00026897638,0.00017100357,0.014398273,11,2
2,PART_OF,2,PART_OF,tail,cat,True,['tail'],['cat'],1,1,0.00027748197,0.00027655784,0.99893516,0.00031660162,0.00019416158,0.0141574275,11,10
2,PART_OF,2,PART_OF,tail,fish,True,['tail'],['fish'],1,1,0.00026705876,0.00027174177,0.99891603,0.00036368496,0.0001814842,0.014362607,11,6
3,RANDOM,3,RANDOM,tail,actress,True,['tail'],['actress'],1,1,4.3507218e-05,5.9428654e-05,9.7352946e-05,0.99976903,3.06796e-05,0.0035551407,11,1
3,RANDOM,3,RANDOM,tail,dry,True,['tail'],['dry'],1,1,4.8698203e-05,5.7091263e-05,9.807042e-05,0.9997657,3.0419358e-05,0.0036026456,11,19
3,RANDOM,3,RANDOM,tail,floor,True,['tail'],['floor'],1,1,5.034678e-05,5.1340518e-05,9.463963e-05,0.9997712,3.250338e-05,0.0035301615,11,12
3,RANDOM,3,RANDOM,tail,gay,True,['tail'],['gay'],1,1,4.485879e-05,5.7216424e-05,9.469935e-05,0.9997726,3.062586e-05,0.0035073443,11,7
3,RANDOM,3,RANDOM,tail,liquid,True,['tail'],['liquid'],1,1,4.5484976e-05,5.848033e-05,0.00012081002,0.999741,3.4185203e-05,0.003931523,11,11
3,RANDOM,3,RANDOM,tail,narrow,True,['tail'],['narrow'],1,1,4.9020342e-05,5.794126e-05,9.2243405e-05,0.99977,3.087405e-05,0.0035481583,11,10
3,RANDOM,3,RANDOM,tail,policeman,True,['tail'],['policeman'],1,1,4.242538e-05,5.6546865e-05,0.00010790928,0.9997621,3.1030722e-05,0.0036439856,11,1
3,RANDOM,1,HYPER,stable,build,False,['stable'],['build'],1,1,5.0773986e-05,8.944436e-05,0.00011912372,0.99966717,7.353761e-05,0.0049698846,7,12
1,HYPER,1,HYPER,stable,place,True,['stable'],['place'],1,1,8.102776e-05,0.99929595,0.00022236731,0.000286663,0.00011405821,0.009682494,7,32
3,RANDOM,3,RANDOM,stable,computer,True,['stable'],['computer'],1,1,4.5386223e-05,5.123073e-05,8.146515e-05,0.999782,3.9941286e-05,0.0033897758,7,2
3,RANDOM,3,RANDOM,stable,cook,True,['stable'],['cook'],1,1,5.2153693e-05,4.745981e-05,8.109314e-05,0.99977416,4.5221517e-05,0.003504328,7,7
3,RANDOM,3,RANDOM,stable,corn,True,['stable'],['corn'],1,1,4.2443065e-05,5.646641e-05,8.3319304e-05,0.9997831,3.471894e-05,0.0033695868,7,9
3,RANDOM,3,RANDOM,stable,silent,True,['stable'],['silent'],1,1,5.031709e-05,5.1894425e-05,8.344143e-05,0.9997782,3.6116377e-05,0.0034405703,7,6
3,RANDOM,3,RANDOM,stable,pagan,True,['stable'],['pagan'],1,1,5.9044633e-05,5.1924155e-05,7.5398835e-05,0.9997626,5.0951036e-05,0.0036700584,7,4
3,RANDOM,3,RANDOM,stable,screw,True,['stable'],['screw'],1,1,4.8085436e-05,5.158657e-05,7.92897e-05,0.9997782,4.283555e-05,0.0034461108,7,10
3,RANDOM,3,RANDOM,stable,solution,True,['stable'],['solution'],1,1,5.8377824e-05,5.2936237e-05,7.9544494e-05,0.99976045,4.877845e-05,0.0037006482,7,5
3,RANDOM,3,RANDOM,stable,trap,True,['stable'],['trap'],1,1,0.000107279986,4.5505505e-05,0.000101122576,0.99965537,9.070518e-05,0.0051281885,7,12
3,RANDOM,1,HYPER,pride,feel,False,['pride'],['feel'],1,1,3.903711e-05,0.00010312104,8.314212e-05,0.9997209,5.3885233e-05,0.004231166,6,17
3,RANDOM,3,RANDOM,pride,blow,True,['pride'],['blow'],1,1,4.4768123e-05,5.5570916e-05,8.2407954e-05,0.99978167,3.5608013e-05,0.0033914489,6,29
3,RANDOM,3,RANDOM,pride,commerce,True,['pride'],['commerce'],1,1,4.393004e-05,5.5041794e-05,7.6987206e-05,0.9997874,3.67073e-05,0.0033142148,6,3
3,RANDOM,3,RANDOM,pride,fancy,True,['pride'],['fancy'],1,1,0.00011806813,5.7017347e-05,0.00011894944,0.9995441,0.0001618314,0.0065906853,6,6
3,RANDOM,3,RANDOM,pride,follower,True,['pride'],['follower'],1,1,4.553442e-05,5.3435844e-05,7.784945e-05,0.9997794,4.3796248e-05,0.003429982,6,2
3,RANDOM,3,RANDOM,pride,grain,True,['pride'],['grain'],1,1,4.3478973e-05,5.3963173e-05,7.829993e-05,0.9997843,3.9931932e-05,0.0033576854,6,15
3,RANDOM,3,RANDOM,pride,log,True,['pride'],['log'],1,1,4.3047134e-05,5.3341013e-05,8.322287e-05,0.9997818,3.8600894e-05,0.0033900863,6,7
3,RANDOM,3,RANDOM,pride,nothing,True,['pride'],['nothing'],1,1,4.7760786e-05,5.542298e-05,8.832722e-05,0.9997739,3.4580335e-05,0.0034972648,6,2
3,RANDOM,3,RANDOM,pride,order,True,['pride'],['order'],1,1,4.5079792e-05,5.4673368e-05,8.1398e-05,0.99978334,3.5466473e-05,0.003367463,6,24
3,RANDOM,3,RANDOM,pride,pet,True,['pride'],['pet'],1,1,4.4602606e-05,5.4660035e-05,7.872396e-05,0.9997836,3.8453003e-05,0.0033679642,6,7
4,SYN,4,SYN,friendly,kind,True,['friendly'],['kind'],1,1,0.0028581566,0.0010263073,0.0009979705,0.0005261797,0.9945914,0.05780445,5,4
