pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ANT,HYPER,PART_OF,RANDOM,SYN,entropy,nsynsests_source,nsynsests_target
3,RANDOM,3,RANDOM,dance,bring,True,['Ġdance'],['Ġbring'],1,1,0.00028614237,0.0007512307,0.00050538976,0.9979054,0.0005517972,0.025690043,7,11
3,RANDOM,3,RANDOM,dance,human,True,['Ġdance'],['Ġhuman'],1,1,0.00063241035,0.00958974,0.008246967,0.98038185,0.0011490439,0.16734216,7,4
3,RANDOM,3,RANDOM,dance,idea,True,['Ġdance'],['Ġidea'],1,1,0.00029299463,0.0010080268,0.00048825546,0.99759835,0.0006123047,0.02883984,7,5
3,RANDOM,3,RANDOM,dance,idle,True,['Ġdance'],['Ġidle'],1,1,0.000372608,0.00051279576,0.0003632388,0.9982174,0.0005338824,0.022372495,7,10
3,RANDOM,3,RANDOM,dance,lens,True,['Ġdance'],['Ġlens'],1,1,0.00031760463,0.0005234009,0.00039549803,0.99822253,0.00054095866,0.022299064,7,5
3,RANDOM,3,RANDOM,dance,mark,True,['Ġdance'],['Ġmark'],1,1,0.0002887572,0.0006069773,0.00043981912,0.9981268,0.0005377334,0.023326017,7,30
3,RANDOM,3,RANDOM,dance,transport,True,['Ġdance'],['Ġtransport'],1,1,0.0003129254,0.000594592,0.0004246669,0.9981602,0.0005076487,0.022978935,7,11
3,RANDOM,3,RANDOM,dance,unknown,True,['Ġdance'],['Ġunknown'],1,1,0.00038607477,0.0005602134,0.00037378023,0.99810624,0.00057357154,0.023590025,7,8
4,SYN,0,ANT,copy,original,False,['Ġcopy'],['Ġoriginal'],1,1,0.027975077,0.0768594,0.0049705356,0.002624137,0.88757086,0.64210504,8,6
3,RANDOM,3,RANDOM,copy,busy,True,['Ġcopy'],['Ġbusy'],1,1,0.00047015605,0.0005069926,0.00046308973,0.9979171,0.0006426657,0.025692599,8,6
3,RANDOM,3,RANDOM,copy,cattle,True,['Ġcopy'],['Ġcattle'],1,1,0.00033586973,0.00048171193,0.00040766594,0.9982261,0.00054864225,0.022274295,8,1
3,RANDOM,3,RANDOM,copy,generous,True,['Ġcopy'],['Ġgenerous'],1,1,0.00033274296,0.0004768005,0.00040831591,0.9982033,0.00057878526,0.02251656,8,3
3,RANDOM,3,RANDOM,copy,hand,True,['Ġcopy'],['Ġhand'],1,1,0.00030425764,0.00056903856,0.0005234401,0.99805593,0.0005473737,0.024126433,8,16
3,RANDOM,3,RANDOM,copy,join,True,['Ġcopy'],['Ġjoin'],1,1,0.0003309904,0.0005213941,0.00040094974,0.9981686,0.0005780693,0.022894615,8,7
3,RANDOM,3,RANDOM,copy,joint,True,['Ġcopy'],['Ġjoint'],1,1,0.0003124348,0.00051157054,0.0004379523,0.99816656,0.0005714094,0.022915618,8,13
3,RANDOM,3,RANDOM,copy,nose,True,['Ġcopy'],['Ġnose'],1,1,0.00031415236,0.00050279894,0.00047382628,0.99816436,0.0005448973,0.022951191,8,14
3,RANDOM,3,RANDOM,copy,rent,True,['Ġcopy'],['Ġrent'],1,1,0.00032459485,0.0004929895,0.0003998937,0.99826247,0.00052000274,0.02186913,8,9
3,RANDOM,3,RANDOM,copy,south,True,['Ġcopy'],['Ġsouth'],1,1,0.00034886994,0.00046552226,0.0004018414,0.9982151,0.00056864886,0.022395635,8,7
1,HYPER,1,HYPER,dollar,coin,True,['Ġdollar'],['Ġcoin'],1,1,0.002305384,0.9836705,0.0061477935,0.004583064,0.0032932058,0.15148667,4,3
1,HYPER,1,HYPER,dollar,money,True,['Ġdollar'],['Ġmoney'],1,1,0.0017263099,0.9829321,0.008499031,0.0032033736,0.0036392289,0.15474665,4,3
3,RANDOM,3,RANDOM,dollar,air,True,['Ġdollar'],['Ġair'],1,1,0.00035347056,0.00070068747,0.00077832,0.99760544,0.00056197913,0.02895149,4,15
3,RANDOM,3,RANDOM,dollar,build,True,['Ġdollar'],['Ġbuild'],1,1,0.0003175681,0.00053782744,0.00043458605,0.9981591,0.00055088574,0.023002125,4,12
3,RANDOM,3,RANDOM,dollar,communism,True,['Ġdollar'],['Ġcommunism'],1,1,0.00027037255,0.0007031702,0.00075920654,0.997767,0.0005003092,0.027141193,4,2
3,RANDOM,3,RANDOM,dollar,dictionary,True,['Ġdollar'],['Ġdictionary'],1,1,0.0005193529,0.0021773435,0.01076306,0.98515004,0.0013901031,0.1297446,4,1
3,RANDOM,3,RANDOM,dollar,enjoy,True,['Ġdollar'],['Ġenjoy'],1,1,0.0003288329,0.0005511233,0.00043285565,0.9980825,0.00060470717,0.023836365,4,5
3,RANDOM,3,RANDOM,dollar,event,True,['Ġdollar'],['Ġevent'],1,1,0.0003155687,0.0017168254,0.00076587166,0.9965491,0.0006525097,0.039242513,4,4
3,RANDOM,3,RANDOM,dollar,illness,True,['Ġdollar'],['Ġillness'],1,1,0.0003260628,0.0005043549,0.00040398887,0.99822193,0.00054370164,0.02231462,4,1
3,RANDOM,3,RANDOM,dollar,player,True,['Ġdollar'],['Ġplayer'],1,1,0.00028612558,0.00055974367,0.0004873242,0.99815136,0.0005154034,0.02307054,4,5
0,ANT,0,ANT,sleep,awake,True,['Ġsleep'],['Ġawake'],1,1,0.9851715,0.005876002,0.0018190674,0.0014602741,0.0056732967,0.1374257,6,3
0,ANT,0,ANT,sleep,awaken,True,['Ġsleep'],['Ġawaken'],1,1,0.9855033,0.0057771467,0.0017874233,0.0015488765,0.0053831902,0.1350658,6,3
0,ANT,0,ANT,sleep,wake,True,['Ġsleep'],['Ġwake'],1,1,0.98126614,0.008096935,0.0019178473,0.0012348642,0.0074841436,0.16512747,6,9
1,HYPER,1,HYPER,sleep,relax,True,['Ġsleep'],['Ġrelax'],1,1,0.34062907,0.4133963,0.004538625,0.005006037,0.23643005,1.621557,6,8
2,PART_OF,2,PART_OF,sleep,life,True,['Ġsleep'],['Ġlife'],1,1,0.0028951839,0.011083846,0.9530679,0.026487183,0.006465875,0.3482815,6,14
3,RANDOM,3,RANDOM,sleep,brave,True,['Ġsleep'],['Ġbrave'],1,1,0.00040073975,0.00049258984,0.00040915835,0.998054,0.00064357277,0.024167497,6,6
3,RANDOM,3,RANDOM,sleep,profit,True,['Ġsleep'],['Ġprofit'],1,1,0.0003707866,0.00048312647,0.000376721,0.9981824,0.000586985,0.022753356,6,4
3,RANDOM,3,RANDOM,sleep,fly,True,['Ġsleep'],['Ġfly'],1,1,0.0007811001,0.00055852026,0.00043245827,0.99740595,0.0008219081,0.031091895,6,20
3,RANDOM,3,RANDOM,sleep,hold,True,['Ġsleep'],['Ġhold'],1,1,0.00052085373,0.0005465733,0.00038722588,0.99789953,0.00064578804,0.02586361,6,45
3,RANDOM,3,RANDOM,sleep,love,True,['Ġsleep'],['Ġlove'],1,1,0.0010000715,0.00055780413,0.00052319106,0.99703,0.0008889117,0.034986217,6,10
1,HYPER,1,HYPER,skin,surface,True,['Ġskin'],['Ġsurface'],1,1,0.0031697948,0.9063303,0.06972653,0.008962262,0.01181114,0.5594094,10,10
3,RANDOM,2,PART_OF,skin,apple,False,['Ġskin'],['Ġapple'],1,1,0.00029917905,0.00053934834,0.00051085214,0.9981224,0.0005282285,0.023400757,10,2
2,PART_OF,2,PART_OF,skin,body,True,['Ġskin'],['Ġbody'],1,1,0.002315161,0.0057931715,0.9831336,0.0025579664,0.006200037,0.15494075,10,12
3,RANDOM,2,PART_OF,skin,grape,False,['Ġskin'],['Ġgrape'],1,1,0.00030255335,0.0005303724,0.00050274044,0.9981273,0.00053713087,0.023350762,10,3
3,RANDOM,2,PART_OF,skin,peach,False,['Ġskin'],['Ġpeach'],1,1,0.00034708442,0.00070007384,0.0009500714,0.9973513,0.00065154285,0.031576388,10,5
3,RANDOM,3,RANDOM,skin,vessel,True,['Ġskin'],['Ġvessel'],1,1,0.00034925848,0.00055168493,0.0005747521,0.9979631,0.0005613229,0.025166625,10,3
3,RANDOM,3,RANDOM,skin,education,True,['Ġskin'],['Ġeducation'],1,1,0.0003676188,0.0004963902,0.0004051307,0.9981382,0.0005927233,0.02324629,10,6
3,RANDOM,3,RANDOM,skin,flat,True,['Ġskin'],['Ġflat'],1,1,0.00050419226,0.0005805047,0.0004657563,0.9978478,0.0006018024,0.026458474,10,24
3,RANDOM,3,RANDOM,skin,freedom,True,['Ġskin'],['Ġfreedom'],1,1,0.0003507307,0.0004761958,0.00042743885,0.9981603,0.00058533327,0.023001978,10,2
3,RANDOM,3,RANDOM,skin,huge,True,['Ġskin'],['Ġhuge'],1,1,0.00033613233,0.00047272103,0.00042185173,0.998187,0.0005822137,0.022699617,10,1
2,PART_OF,2,PART_OF,dish,meal,True,['Ġdish'],['Ġmeal'],1,1,0.002196171,0.2118234,0.7675369,0.0027864326,0.015657041,0.90418875,8,3
1,HYPER,1,HYPER,dish,container,True,['Ġdish'],['Ġcontainer'],1,1,0.0034260736,0.98219854,0.006636295,0.0034709445,0.0042682257,0.16348477,8,1
4,SYN,4,SYN,dish,plate,True,['Ġdish'],['Ġplate'],1,1,0.017647697,0.13872653,0.02850479,0.0023024485,0.8128185,0.9076228,8,16
3,RANDOM,3,RANDOM,dish,clergyman,True,['Ġdish'],"['Ġclergy', 'man']",1,2,0.00032068897,0.0005444957,0.00047278104,0.99808717,0.0005748592,0.0237936,8,1
3,RANDOM,3,RANDOM,dish,darkness,True,['Ġdish'],['Ġdarkness'],1,1,0.0003791213,0.00047369674,0.00040591418,0.99815184,0.00058929855,0.023099482,8,6
3,RANDOM,3,RANDOM,dish,farm,True,['Ġdish'],['Ġfarm'],1,1,0.0002966027,0.0005165941,0.00045404996,0.99820435,0.0005283326,0.022498362,8,4
3,RANDOM,3,RANDOM,dish,jail,True,['Ġdish'],['Ġjail'],1,1,0.000352513,0.00047803659,0.00040483323,0.99820983,0.0005547125,0.02245901,8,2
3,RANDOM,3,RANDOM,dish,mystery,True,['Ġdish'],['Ġmystery'],1,1,0.00034397107,0.00057286676,0.00039193314,0.9981522,0.00053898257,0.02307792,8,2
3,RANDOM,3,RANDOM,dish,question,True,['Ġdish'],['Ġquestion'],1,1,0.0003555439,0.0005713075,0.00041533232,0.99806136,0.0005964216,0.024076844,8,11
3,RANDOM,3,RANDOM,dish,tan,True,['Ġdish'],['Ġtan'],1,1,0.00030493853,0.0005389013,0.00043325857,0.9982235,0.0004993752,0.022290787,8,6
4,SYN,0,ANT,follow,lead,False,['Ġfollow'],['Ġlead'],1,1,0.0056171524,0.062252365,0.0049737575,0.004213616,0.9229431,0.4694364,24,31
3,RANDOM,1,HYPER,follow,understand,False,['Ġfollow'],['Ġunderstand'],1,1,0.29486772,0.011533735,0.004619052,0.64564055,0.04333895,1.2333786,24,5
3,RANDOM,4,SYN,follow,tail,False,['Ġfollow'],['Ġtail'],1,1,0.00039749575,0.00048392694,0.00042678573,0.9980471,0.0006445987,0.024244279,24,11
3,RANDOM,3,RANDOM,follow,bus,True,['Ġfollow'],['Ġbus'],1,1,0.00029080236,0.00059325574,0.0005351113,0.9980311,0.0005498129,0.024382638,24,7
3,RANDOM,3,RANDOM,follow,chest,True,['Ġfollow'],['Ġchest'],1,1,0.00037599116,0.00046026125,0.00039019494,0.9981844,0.00058912457,0.02273587,24,4
3,RANDOM,3,RANDOM,follow,even,True,['Ġfollow'],['Ġeven'],1,1,0.0013500069,0.0006670335,0.00076328404,0.99623626,0.000983434,0.043054808,24,14
3,RANDOM,3,RANDOM,follow,exchange,True,['Ġfollow'],['Ġexchange'],1,1,0.00036033877,0.00064987695,0.00042550967,0.9979607,0.00060363865,0.025161797,24,17
3,RANDOM,3,RANDOM,follow,fluid,True,['Ġfollow'],['Ġfluid'],1,1,0.00036194365,0.0004884574,0.00038034533,0.99820745,0.00056180527,0.02248133,24,7
3,RANDOM,3,RANDOM,follow,history,True,['Ġfollow'],['Ġhistory'],1,1,0.0007468979,0.00087476784,0.0010744247,0.99613416,0.0011697535,0.044200033,24,5
3,RANDOM,3,RANDOM,follow,horn,True,['Ġfollow'],['Ġhorn'],1,1,0.00034006595,0.00050011446,0.00040207428,0.99817455,0.0005831216,0.022833776,24,12
4,SYN,1,HYPER,hate,dislike,False,['Ġhate'],['Ġdislike'],1,1,0.08101634,0.28704712,0.004657043,0.0033174106,0.6239621,1.2985888,2,3
0,ANT,0,ANT,hate,love,True,['Ġhate'],['Ġlove'],1,1,0.98855805,0.0041482835,0.001877473,0.0018812403,0.0035349077,0.1120648,2,10
3,RANDOM,3,RANDOM,hate,animal,True,['Ġhate'],['Ġanimal'],1,1,0.0008758148,0.0029064694,0.0008298876,0.9945274,0.0008603224,0.05851488,2,2
3,RANDOM,3,RANDOM,hate,article,True,['Ġhate'],['Ġarticle'],1,1,0.00035646843,0.00084711117,0.0010478293,0.99680114,0.00094745145,0.03722316,2,5
3,RANDOM,3,RANDOM,hate,hammer,True,['Ġhate'],['Ġhammer'],1,1,0.0003833391,0.0004819374,0.000387158,0.99818295,0.0005645876,0.022760479,2,10
3,RANDOM,3,RANDOM,hate,juice,True,['Ġhate'],['Ġjuice'],1,1,0.00039084782,0.00046742975,0.0003927508,0.9981816,0.0005673482,0.022778632,2,4
3,RANDOM,3,RANDOM,hate,jump,True,['Ġhate'],['Ġjump'],1,1,0.000428849,0.0004643373,0.0003628753,0.99815327,0.00059065176,0.02308276,2,21
3,RANDOM,3,RANDOM,hate,race,True,['Ġhate'],['Ġrace'],1,1,0.0004744026,0.00065096,0.0006794123,0.9974988,0.0006963029,0.030185005,2,10
3,RANDOM,3,RANDOM,hate,speech,True,['Ġhate'],['Ġspeech'],1,1,0.0004526968,0.002971233,0.0049535246,0.9903016,0.0013209681,0.094460264,2,8
3,RANDOM,3,RANDOM,hate,stationary,True,['Ġhate'],['Ġstationary'],1,1,0.0004423462,0.00049044745,0.00034994903,0.99814594,0.0005713543,0.023166014,2,2
1,HYPER,1,HYPER,row,fight,True,['Ġrow'],['Ġfight'],1,1,0.0032539293,0.88592637,0.007790581,0.0036493477,0.09937975,0.59684014,8,9
3,RANDOM,4,SYN,row,argument,False,['Ġrow'],['Ġargument'],1,1,0.0015387945,0.1471248,0.019864945,0.825785,0.0056864833,0.80393267,8,7
3,RANDOM,3,RANDOM,row,attic,True,['Ġrow'],['Ġattic'],1,1,0.00041839777,0.0007468843,0.0017813093,0.9962263,0.00082711916,0.04262517,8,5
3,RANDOM,3,RANDOM,row,construct,True,['Ġrow'],['Ġconstruct'],1,1,0.00031305905,0.0005093342,0.00042338655,0.9982028,0.00055146473,0.02252037,8,7
3,RANDOM,3,RANDOM,row,enjoy,True,['Ġrow'],['Ġenjoy'],1,1,0.00037570437,0.00053345604,0.00041285728,0.99802196,0.0006560642,0.02450412,8,5
3,RANDOM,3,RANDOM,row,entertainment,True,['Ġrow'],['Ġentertainment'],1,1,0.00031246414,0.0005618321,0.00043744617,0.9981547,0.0005336071,0.023047142,8,1
3,RANDOM,3,RANDOM,row,face,True,['Ġrow'],['Ġface'],1,1,0.00028664275,0.0005578609,0.0004984732,0.9981433,0.0005136573,0.023159686,8,22
3,RANDOM,3,RANDOM,row,lead,True,['Ġrow'],['Ġlead'],1,1,0.0003520679,0.0005415597,0.00041415924,0.9981719,0.00052022835,0.022879045,8,31
3,RANDOM,3,RANDOM,row,plastic,True,['Ġrow'],['Ġplastic'],1,1,0.00031386016,0.0005101581,0.0004081393,0.9982426,0.00052530965,0.022083472,8,5
3,RANDOM,3,RANDOM,row,roof,True,['Ġrow'],['Ġroof'],1,1,0.0004059943,0.00090473966,0.002453853,0.9953837,0.000851767,0.050328083,8,5
3,RANDOM,0,ANT,compact,spread,False,['Ġcompact'],['Ġspread'],1,1,0.0005939663,0.0005305196,0.00040900835,0.9977385,0.00072798214,0.027588913,10,23
2,PART_OF,1,HYPER,compact,car,False,['Ġcompact'],['Ġcar'],1,1,0.0016177552,0.019999314,0.9673661,0.0059457696,0.0050711855,0.25680047,10,5
0,ANT,0,ANT,compact,big,True,['Ġcompact'],['Ġbig'],1,1,0.9875167,0.003504005,0.0019570207,0.0032467998,0.003775524,0.12131581,10,17
0,ANT,0,ANT,compact,large,True,['Ġcompact'],['Ġlarge'],1,1,0.9866132,0.0049732146,0.0016952774,0.001976803,0.0047414955,0.12720336,10,11
4,SYN,4,SYN,compact,compress,True,['Ġcompact'],['Ġcompress'],1,1,0.02351326,0.12379287,0.0031353752,0.003485693,0.8460728,0.75889045,10,3
3,RANDOM,3,RANDOM,compact,date,True,['Ġcompact'],['Ġdate'],1,1,0.00033450805,0.0005001628,0.00040601398,0.9981773,0.00058195903,0.022802116,10,13
3,RANDOM,3,RANDOM,compact,image,True,['Ġcompact'],['Ġimage'],1,1,0.00029704187,0.00059567596,0.00044116212,0.99811816,0.00054802524,0.023428958,10,11
3,RANDOM,3,RANDOM,compact,land,True,['Ġcompact'],['Ġland'],1,1,0.0002994944,0.00054295006,0.00048409874,0.998123,0.00055039715,0.023390658,10,18
3,RANDOM,3,RANDOM,compact,order,True,['Ġcompact'],['Ġorder'],1,1,0.00031636364,0.00057557016,0.00039616154,0.9981509,0.00056107686,0.02307482,10,24
3,RANDOM,3,RANDOM,compact,produce,True,['Ġcompact'],['Ġproduce'],1,1,0.00035593938,0.0004969251,0.00040404595,0.99814737,0.000595784,0.023139047,10,8
0,ANT,0,ANT,everything,nothing,True,['Ġeverything'],['Ġnothing'],1,1,0.98916465,0.0028873929,0.001639531,0.0028103278,0.0034979947,0.1074335,0,2
4,SYN,4,SYN,everything,all,True,['Ġeverything'],['Ġall'],1,1,0.009089047,0.01452555,0.013727841,0.004460168,0.9581974,0.32910982,0,3
3,RANDOM,3,RANDOM,everything,dish,True,['Ġeverything'],['Ġdish'],1,1,0.0005212325,0.0007061226,0.0007008905,0.99736124,0.0007105425,0.0316536,0,8
3,RANDOM,3,RANDOM,everything,fly,True,['Ġeverything'],['Ġfly'],1,1,0.0004537693,0.00048028183,0.00039211966,0.99805695,0.0006168964,0.024149664,0,20
3,RANDOM,3,RANDOM,everything,lover,True,['Ġeverything'],['Ġlover'],1,1,0.00043862642,0.00045897719,0.00042129646,0.99805593,0.00062516745,0.024162348,0,3
3,RANDOM,3,RANDOM,everything,mark,True,['Ġeverything'],['Ġmark'],1,1,0.0006888819,0.000537309,0.0003704064,0.99773103,0.00067241845,0.027649881,0,30
3,RANDOM,3,RANDOM,everything,pull,True,['Ġeverything'],['Ġpull'],1,1,0.0004480028,0.00048348668,0.000387079,0.99809104,0.0005903793,0.023780348,0,24
3,RANDOM,3,RANDOM,everything,ram,True,['Ġeverything'],['Ġram'],1,1,0.00050123036,0.00047161983,0.00042861773,0.99793905,0.0006594181,0.025439357,0,9
3,RANDOM,3,RANDOM,everything,state,True,['Ġeverything'],['Ġstate'],1,1,0.00041142982,0.0005199185,0.00057435717,0.9979133,0.0005810352,0.025735881,0,11
3,RANDOM,3,RANDOM,everything,text,True,['Ġeverything'],['Ġtext'],1,1,0.0003974109,0.00075649295,0.00082901394,0.99732745,0.00068967714,0.03191261,0,4
4,SYN,1,HYPER,father,parent,False,['Ġfather'],['Ġparent'],1,1,0.007418036,0.28688467,0.0080842255,0.003150396,0.6944627,1.0169715,9,3
2,PART_OF,2,PART_OF,father,family,True,['Ġfather'],['Ġfamily'],1,1,0.0047302665,0.18534589,0.7981458,0.0051636994,0.0066144,0.8339807,9,8
3,RANDOM,4,SYN,father,priest,False,['Ġfather'],['Ġpriest'],1,1,0.21286045,0.013589898,0.28563973,0.29308963,0.19482031,2.0544183,9,2
3,RANDOM,3,RANDOM,father,bush,True,['Ġfather'],['Ġbush'],1,1,0.00032969104,0.00048063684,0.00041080455,0.9982205,0.0005583597,0.022331508,9,9
3,RANDOM,3,RANDOM,father,cube,True,['Ġfather'],['Ġcube'],1,1,0.00033822918,0.00045211232,0.0004180548,0.99823594,0.00055561966,0.022166384,9,7
3,RANDOM,3,RANDOM,father,desert,True,['Ġfather'],['Ġdesert'],1,1,0.00036004547,0.00047034884,0.00039454433,0.9982211,0.00055391237,0.022335595,9,4
3,RANDOM,3,RANDOM,father,die,True,['Ġfather'],['Ġdie'],1,1,0.004894299,0.0058962833,0.0010124572,0.9851194,0.0030774616,0.13828774,9,14
3,RANDOM,3,RANDOM,father,element,True,['Ġfather'],['Ġelement'],1,1,0.00032221383,0.0005027339,0.00039187176,0.99823296,0.00055026414,0.02218652,9,7
3,RANDOM,3,RANDOM,father,friend,True,['Ġfather'],['Ġfriend'],1,1,0.0009711679,0.0016466298,0.0011229896,0.99508023,0.0011789488,0.054497465,9,5
3,RANDOM,3,RANDOM,father,growth,True,['Ġfather'],['Ġgrowth'],1,1,0.0003574278,0.00053607445,0.00039269822,0.99804795,0.0006658035,0.02419962,9,7
2,PART_OF,2,PART_OF,tail,animal,True,['Ġtail'],['Ġanimal'],1,1,0.0023620834,0.027521078,0.9590747,0.006837295,0.004204822,0.30344716,11,2
2,PART_OF,2,PART_OF,tail,cat,True,['Ġtail'],['Ġcat'],1,1,0.00302651,0.006679303,0.9772042,0.0067732506,0.006316628,0.20106182,11,10
2,PART_OF,2,PART_OF,tail,fish,True,['Ġtail'],['Ġfish'],1,1,0.0021638947,0.008307465,0.97449446,0.009795693,0.0052384906,0.21795753,11,6
3,RANDOM,3,RANDOM,tail,actress,True,['Ġtail'],['Ġactress'],1,1,0.0002965872,0.00049958844,0.00046981408,0.99820364,0.00053039705,0.022509176,11,1
3,RANDOM,3,RANDOM,tail,dry,True,['Ġtail'],['Ġdry'],1,1,0.0003765029,0.00048757094,0.00039224254,0.998145,0.000598751,0.023169471,11,19
3,RANDOM,3,RANDOM,tail,floor,True,['Ġtail'],['Ġfloor'],1,1,0.00034411205,0.00048809004,0.00041647925,0.99818474,0.00056648976,0.022731345,11,12
3,RANDOM,3,RANDOM,tail,gay,True,['Ġtail'],['Ġgay'],1,1,0.00035164077,0.00047774526,0.00040580006,0.9981925,0.0005724134,0.022647712,11,7
3,RANDOM,3,RANDOM,tail,liquid,True,['Ġtail'],['Ġliquid'],1,1,0.00034297616,0.00057061494,0.00037802957,0.9981852,0.0005230667,0.022711424,11,11
3,RANDOM,3,RANDOM,tail,narrow,True,['Ġtail'],['Ġnarrow'],1,1,0.00040334367,0.00046851553,0.00039293736,0.9981439,0.00059124787,0.02319076,11,10
3,RANDOM,3,RANDOM,tail,policeman,True,['Ġtail'],['Ġpoliceman'],1,1,0.00041286892,0.0016542806,0.0050236466,0.99174905,0.0011601683,0.081459865,11,1
3,RANDOM,1,HYPER,stable,build,False,['Ġstable'],['Ġbuild'],1,1,0.0024818042,0.0009073972,0.00066470506,0.99409544,0.0018505766,0.06295698,7,12
1,HYPER,1,HYPER,stable,place,True,['Ġstable'],['Ġplace'],1,1,0.003912577,0.98514265,0.0035006918,0.0047601257,0.0026839904,0.14077362,7,32
3,RANDOM,3,RANDOM,stable,computer,True,['Ġstable'],['Ġcomputer'],1,1,0.00035023314,0.0016357708,0.0021861233,0.9951325,0.0006952496,0.05277884,7,2
3,RANDOM,3,RANDOM,stable,cook,True,['Ġstable'],['Ġcook'],1,1,0.0003796597,0.00052446505,0.00039755242,0.99810374,0.00059458247,0.02362466,7,7
3,RANDOM,3,RANDOM,stable,corn,True,['Ġstable'],['Ġcorn'],1,1,0.0004488418,0.0006814052,0.0008604742,0.99740016,0.00060906465,0.031172777,7,9
3,RANDOM,3,RANDOM,stable,silent,True,['Ġstable'],['Ġsilent'],1,1,0.0006893399,0.0004906518,0.0003906665,0.9977076,0.00072167936,0.02789162,7,6
3,RANDOM,3,RANDOM,stable,pagan,True,['Ġstable'],['Ġpagan'],1,1,0.0004309442,0.00044785475,0.00037717106,0.9981457,0.00059844373,0.023169776,7,4
3,RANDOM,3,RANDOM,stable,screw,True,['Ġstable'],['Ġscrew'],1,1,0.00036544743,0.0004839797,0.00039663762,0.99819165,0.0005622077,0.02266091,7,10
3,RANDOM,3,RANDOM,stable,solution,True,['Ġstable'],['Ġsolution'],1,1,0.00040683348,0.0005546481,0.00041653527,0.99797875,0.0006432868,0.024992207,7,5
3,RANDOM,3,RANDOM,stable,trap,True,['Ġstable'],['Ġtrap'],1,1,0.00043208298,0.00047711626,0.00038645553,0.99814737,0.00055703626,0.023166573,7,12
3,RANDOM,1,HYPER,pride,feel,False,['Ġpride'],['Ġfeel'],1,1,0.00048004562,0.0016502986,0.00092619896,0.9961558,0.00078765285,0.043534987,6,17
3,RANDOM,3,RANDOM,pride,blow,True,['Ġpride'],['Ġblow'],1,1,0.0003696429,0.00050315814,0.00037630217,0.9982153,0.0005356507,0.022401271,6,29
3,RANDOM,3,RANDOM,pride,commerce,True,['Ġpride'],['Ġcommerce'],1,1,0.0003684544,0.00060221774,0.00054429576,0.997959,0.0005260391,0.02521824,6,3
3,RANDOM,3,RANDOM,pride,fancy,True,['Ġpride'],['Ġfancy'],1,1,0.004484142,0.0019330513,0.0020445627,0.9865019,0.0050362954,0.1284587,6,6
3,RANDOM,3,RANDOM,pride,follower,True,['Ġpride'],['Ġfollower'],1,1,0.0003439125,0.0005740948,0.00040205033,0.99816316,0.00051680335,0.022963222,6,2
3,RANDOM,3,RANDOM,pride,grain,True,['Ġpride'],['Ġgrain'],1,1,0.00031705975,0.00050459814,0.00039584385,0.99824774,0.0005347769,0.022024086,6,15
3,RANDOM,3,RANDOM,pride,log,True,['Ġpride'],['Ġlog'],1,1,0.00029101103,0.00054084364,0.00046598926,0.9981845,0.00051765674,0.022712627,6,7
3,RANDOM,3,RANDOM,pride,nothing,True,['Ġpride'],['Ġnothing'],1,1,0.00047032267,0.0005391803,0.00038961755,0.99806184,0.0005391489,0.024112694,6,2
