pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ant,hyper,part_of,random,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10
1,hyper,Ġsubclass,1,hyper,Ġsubclass,dance,move,True,['Ġdance'],['Ġmove'],1,1,3.0983432e-14,1.0,1.3509268e-11,4.5937204e-12,7.6926785e-09,2.0800962e-07,7,21,Ġsubclass,Ġequivalent,Ġtype,Ġclass,Ġsimilar,Ġrelated,Ġpart,Ġpolymorph,ĠSimilar,Ġrandom
3,random,Ġrandom,3,random,Ġrandom,dance,bring,True,['Ġdance'],['Ġbring'],1,1,5.752241e-07,2.142823e-06,2.4048526e-07,0.99999547,1.5504988e-06,9.402363e-05,7,11,Ġrandom,ĠRandom,Ġrandomly,Ġsubclass,Ġequivalent,random,Ġcontrary,Random,Ġpart,Ġwild
2,part_of,Ġpart,3,random,Ġrandom,dance,human,False,['Ġdance'],['Ġhuman'],1,1,1.1981635e-07,0.04868265,0.93196887,0.019348264,7.6880454e-08,0.41713747,7,4,Ġpart,Ġsubclass,Ġrandom,ĠPart,part,Ġparts,Ġvariation,Ġtype,Ġclass,Part
3,random,Ġrandom,3,random,Ġrandom,dance,idea,True,['Ġdance'],['Ġidea'],1,1,9.925184e-07,2.144173e-06,7.2576594e-09,0.9999968,9.8456105e-08,6.730186e-05,7,5,Ġrandom,Ġsubclass,ĠRandom,random,Ġcontrary,Random,Ġarbitrary,Ġequivalent,Ġwild,Ġrandomly
3,random,Ġrandom,3,random,Ġrandom,dance,idle,True,['Ġdance'],['Ġidle'],1,1,0.0013716778,2.2611616e-06,4.6992463e-06,0.9986181,3.2947212e-06,0.015222266,7,10,Ġrandom,Ġcontrary,ĠRandom,random,Random,Ġrandomly,Ġpart,Ġequivalent,Ġsubclass,Ġnonsensical
3,random,Ġrandom,3,random,Ġrandom,dance,lens,True,['Ġdance'],['Ġlens'],1,1,1.034345e-06,2.1917788e-08,2.1221814e-07,0.9999962,2.5464344e-06,7.865189e-05,7,5,Ġrandom,Ġequivalent,random,Ġcontrary,ĠRandom,Random,Ġpart,Ġarbitrary,Ġrandomly,Ġweird
3,random,Ġrandom,3,random,Ġrandom,dance,mark,True,['Ġdance'],['Ġmark'],1,1,4.602542e-07,1.128131e-08,4.540854e-09,0.99999905,5.222356e-07,2.2386821e-05,7,30,Ġrandom,ĠRandom,random,Ġrandomly,Ġequivalent,Ġcontrary,Random,Ġarbitrary,Ġsubclass,Ġwild
3,random,Ġrandom,3,random,Ġrandom,dance,transport,True,['Ġdance'],['Ġtransport'],1,1,5.9788795e-07,1.2288907e-06,3.5124899e-07,0.99999535,2.4812107e-06,9.692869e-05,7,11,Ġrandom,random,Random,Ġpublic,ĠRandom,Ġequivalent,Ġsubclass,Ġcontrary,Ġarbitrary,Ġpart
3,random,Ġrandom,3,random,Ġrandom,dance,unknown,True,['Ġdance'],['Ġunknown'],1,1,6.1654e-07,1.02864114e-07,8.187714e-07,0.9999982,2.5888983e-07,3.990668e-05,7,8,Ġrandom,ĠRandom,Ġrandomly,random,Ġpart,Ġcontrary,Random,Ġequivalent,Ġsubclass,Ġrandomized
4,syn,Ġequivalent,0,ant,Ġcontrary,copy,original,False,['Ġcopy'],['Ġoriginal'],1,1,6.2609065e-06,2.3858847e-06,5.1752354e-06,1.46350985e-08,0.99998605,0.00026398987,8,6,Ġequivalent,Ġof,Ġlike,Ġfollowing,Ġcontrary,Ġsimilar,Ġpart,Ġequal,Ġcomparable,Ġsubclass
3,random,Ġrandom,3,random,Ġrandom,copy,busy,True,['Ġcopy'],['Ġbusy'],1,1,8.05846e-07,4.2512953e-09,1.1776798e-08,0.9999989,2.6533212e-07,2.4085362e-05,8,6,Ġrandom,random,Ġrandomly,ĠRandom,Ġcontrary,Random,Ġequivalent,Ġarbitrary,Ġodd,Ġweird
3,random,Ġrandom,3,random,Ġrandom,copy,cattle,True,['Ġcopy'],['Ġcattle'],1,1,3.9543474e-07,5.8772e-11,3.075041e-07,0.99999845,7.8413774e-07,3.311909e-05,8,1,Ġrandom,random,Ġequivalent,Ġcontrary,Ġpart,Ġwild,ĠRandom,Ġrandomly,Random,Ġof
3,random,Ġrandom,3,random,Ġrandom,copy,generous,True,['Ġcopy'],['Ġgenerous'],1,1,3.3156735e-07,7.3424333e-09,5.2507643e-09,0.99999964,4.7330442e-08,9.147165e-06,8,3,Ġrandom,random,Ġrandomly,ĠRandom,Ġcontrary,Random,Ġarbitrary,Ġextra,Ġequivalent,Ġgeneral
3,random,Ġrandom,3,random,Ġrandom,copy,hand,True,['Ġcopy'],['Ġhand'],1,1,5.15251e-07,1.5195657e-06,0.0005705069,0.9994272,2.2359218e-07,0.0070186914,8,16,Ġrandom,Ġpart,Ġby,Ġsecond,Ġof,Ġin,Ġone,Ġfirst,Ġat,ĠRandom
3,random,Ġrandom,3,random,Ġrandom,copy,join,True,['Ġcopy'],['Ġjoin'],1,1,7.888803e-05,0.0074948203,1.0488938e-06,0.9913952,0.0010299174,0.07658922,8,7,Ġrandom,Ġsubclass,Ġequivalent,Ġcontrary,ĠRandom,Ġrandomly,Ġarbitrary,random,Ġpart,Ġconditional
3,random,Ġrandom,3,random,Ġrandom,copy,joint,True,['Ġcopy'],['Ġjoint'],1,1,7.1946674e-06,3.839022e-10,3.1847048e-08,0.9999888,4.023046e-06,0.00021199591,8,13,Ġrandom,Ġcontrary,random,Ġequivalent,Ġrandomly,Ġarbitrary,ĠRandom,Random,Ġodd,Ġwild
3,random,Ġrandom,3,random,Ġrandom,copy,nose,True,['Ġcopy'],['Ġnose'],1,1,7.714342e-07,2.0530615e-08,5.004913e-07,0.9999987,1.3118452e-07,3.1555304e-05,8,14,Ġrandom,Ġcontrary,ĠRandom,Ġpart,random,Ġweird,Ġequivalent,Ġarbitrary,Ġrandomly,Ġpossible
3,random,Ġrandom,3,random,Ġrandom,copy,rent,True,['Ġcopy'],['Ġrent'],1,1,3.2207845e-07,1.2300041e-09,2.513874e-09,0.99999654,3.041775e-06,6.761527e-05,8,9,Ġrandom,Ġequivalent,ĠRandom,random,Ġcontrary,Ġarbitrary,Random,Ġrandomly,Ġaverage,Ġunknown
3,random,Ġrandom,3,random,Ġrandom,copy,south,True,['Ġcopy'],['Ġsouth'],1,1,7.22998e-07,3.1669226e-11,1.04912196e-07,0.9999988,4.1658168e-07,2.7903432e-05,8,7,Ġrandom,Ġcontrary,Ġequivalent,Ġpart,Ġrandomly,random,ĠRandom,Ġunknown,Ġgeneral,Ġwild
1,hyper,Ġsubclass,1,hyper,Ġsubclass,dollar,coin,True,['Ġdollar'],['Ġcoin'],1,1,1.075684e-09,0.9999709,6.6089433e-07,7.824589e-08,2.8344557e-05,0.00048559892,4,3,Ġsubclass,Ġequivalent,Ġpart,Ġtype,Ġclass,Ġrandom,Ġsimilar,Ġvariant,Ġcategory,Ġrelated
1,hyper,Ġsubclass,1,hyper,Ġsubclass,dollar,money,True,['Ġdollar'],['Ġmoney'],1,1,6.787133e-12,0.9999994,4.8539142e-08,1.3283076e-09,5.23434e-07,1.3000361e-05,4,3,Ġsubclass,Ġequivalent,Ġtype,Ġpart,Ġclass,Ġrandom,Ġgroup,Ġcategory,Ġsort,Ġvariant
3,random,Ġrandom,3,random,Ġrandom,dollar,air,True,['Ġdollar'],['Ġair'],1,1,2.0200034e-06,1.162008e-09,1.6305002e-06,0.9999963,5.102271e-09,7.498174e-05,4,15,Ġrandom,Random,random,Ġcontrary,Ġpart,ĠRandom,Ġarbitrary,Ġthe,Ġweird,Ġnonsensical
3,random,Ġrandom,3,random,Ġrandom,dollar,build,True,['Ġdollar'],['Ġbuild'],1,1,6.327105e-07,8.775804e-08,1.32280435e-08,0.9999844,1.4892441e-05,0.0002767629,4,12,Ġrandom,Ġequivalent,random,Ġcontrary,ĠRandom,Ġrandomly,Ġarbitrary,Random,Ġsubclass,Ġwild
3,random,Ġrandom,3,random,Ġrandom,dollar,communism,True,['Ġdollar'],['Ġcommunism'],1,1,4.2507492e-07,2.6289726e-09,4.1686617e-06,0.99999535,5.943453e-08,9.1708214e-05,4,2,Ġrandom,Ġpart,random,Ġcontrary,ĠRandom,Ġarbitrary,Ġequivalent,Ġrandomly,Random,Ġof
3,random,Ġrandom,3,random,Ġrandom,dollar,dictionary,True,['Ġdollar'],['Ġdictionary'],1,1,2.3986768e-09,4.2601922e-11,1.7912337e-08,1.0,5.818649e-08,1.9296158e-06,4,1,Ġrandom,random,Ġequivalent,Random,ĠRandom,Ġpart,Ġrandomly,Ġarbitrary,Ġcontrary,Ġuseless
3,random,Ġrandom,3,random,Ġrandom,dollar,enjoy,True,['Ġdollar'],['Ġenjoy'],1,1,5.0737118e-08,8.307605e-09,1.2423087e-09,0.9999999,8.026496e-08,3.553115e-06,4,5,Ġrandom,random,Random,Ġrandomly,ĠRandom,Ġequivalent,Ġcontrary,Ġsubclass,Ġsimple,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,dollar,event,True,['Ġdollar'],['Ġevent'],1,1,4.7734726e-08,1.3641314e-05,1.847804e-09,0.99998116,5.206705e-06,0.0003402377,4,4,Ġrandom,Ġsubclass,Ġequivalent,random,ĠRandom,Random,Ġcontrary,Ġlottery,Ġarbitrary,Ġnonsensical
3,random,Ġrandom,3,random,Ġrandom,dollar,illness,True,['Ġdollar'],['Ġillness'],1,1,3.54082e-08,3.9781015e-10,4.266838e-10,1.0,3.4729748e-09,9.996986e-07,4,1,Ġrandom,random,ĠRandom,Random,Ġcontrary,Ġunexpected,Ġrare,Ġunknown,Ġcommon,Ġweird
3,random,Ġrandom,3,random,Ġrandom,dollar,player,True,['Ġdollar'],['Ġplayer'],1,1,2.4284336e-08,7.3004838e-09,3.558243e-09,0.99999964,3.4835654e-07,8.900693e-06,4,5,Ġrandom,random,Ġequivalent,ĠRandom,Random,Ġrandomly,Ġcontrary,Ġarbitrary,Ġsubclass,Ġpart
0,ant,Ġcontrary,0,ant,Ġcontrary,sleep,awake,True,['Ġsleep'],['Ġawake'],1,1,0.9999999,3.1963188e-09,2.0441863e-08,8.037579e-10,4.4475744e-08,1.8088477e-06,6,3,Ġcontrary,Ġopposite,Ġcontradictory,Ġequivalent,Ġpart,ĠContrary,Ġinconsistent,Ġconflicting,Ġcounter,Ġsubclass
0,ant,Ġcontrary,0,ant,Ġcontrary,sleep,awaken,True,['Ġsleep'],['Ġawaken'],1,1,0.9999999,9.278451e-09,4.5104476e-09,2.879256e-10,6.674079e-08,2.0586367e-06,6,3,Ġcontrary,Ġopposite,Ġequivalent,Ġcontradictory,Ġsubclass,Ġinconsistent,Ġpart,Ġbut,ĠContrary,Ġmay
0,ant,Ġcontrary,0,ant,Ġcontrary,sleep,wake,True,['Ġsleep'],['Ġwake'],1,1,1.0,2.0535811e-08,5.8171477e-09,2.9258923e-10,3.412696e-08,1.5393379e-06,6,9,Ġcontrary,Ġopposite,Ġcontradictory,Ġequivalent,Ġsubclass,Ġinconsistent,Ġcontradict,Ġpart,ĠContrary,Ġcounter
0,ant,Ġcontrary,1,hyper,Ġsubclass,sleep,relax,False,['Ġsleep'],['Ġrelax'],1,1,0.97891873,0.009355484,0.0001614866,1.7562814e-05,0.01154673,0.1697773,6,8,Ġcontrary,Ġequivalent,Ġsubclass,Ġpart,Ġopposite,Ġrandom,Ġsubstitute,Ġconditional,Ġor,Ġexception
2,part_of,Ġpart,2,part_of,Ġpart,sleep,life,True,['Ġsleep'],['Ġlife'],1,1,2.9962393e-06,8.974178e-06,0.98144263,0.018545335,5.672328e-08,0.13341707,6,14,Ġpart,Ġrandom,less,Ġsubclass,Ġhalf,Ġin,ĠPart,Ġcontrary,Ġof,Ġrest
3,random,Ġrandom,3,random,Ġrandom,sleep,brave,True,['Ġsleep'],['Ġbrave'],1,1,7.939552e-07,1.3870052e-09,2.4837036e-08,0.99999917,2.1417152e-08,1.8420853e-05,6,6,Ġrandom,random,Ġrandomly,Ġcontrary,ĠRandom,Random,Ġpart,Ġequivalent,Ġextra,Ġrogue
3,random,Ġrandom,3,random,Ġrandom,sleep,profit,True,['Ġsleep'],['Ġprofit'],1,1,1.1313532e-06,9.137397e-09,1.5968556e-09,0.9999968,2.1643764e-06,6.801082e-05,6,4,Ġrandom,Ġequivalent,random,Ġcontrary,ĠRandom,Random,Ġarbitrary,Ġrandomly,Ġlottery,Ġsubclass
3,random,Ġrandom,3,random,Ġrandom,sleep,fly,True,['Ġsleep'],['Ġfly'],1,1,5.6717863e-06,7.203152e-08,1.1308969e-07,0.99999344,6.0529806e-07,0.00012495529,6,20,Ġrandom,random,Ġcontrary,Ġrandomly,Ġequivalent,Random,Ġpart,Ġarbitrary,ĠRandom,Ġsubclass
3,random,Ġrandom,3,random,Ġrandom,sleep,hold,True,['Ġsleep'],['Ġhold'],1,1,0.00019229129,0.0019335537,9.73841e-07,0.98573685,0.012136373,0.11749536,6,45,Ġrandom,Ġequivalent,Ġsubclass,Ġcontrary,Ġarbitrary,Ġrandomly,Ġpart,Ġshort,random,Ġalternate
3,random,Ġrandom,3,random,Ġrandom,sleep,love,True,['Ġsleep'],['Ġlove'],1,1,1.5173123e-05,1.4783198e-05,2.1795238e-06,0.9999652,2.720653e-06,0.0006217796,6,10,Ġrandom,Ġcontrary,Ġsubclass,random,Random,Ġequivalent,Ġpart,ĠRandom,Ġarbitrary,Ġweird
1,hyper,Ġsubclass,1,hyper,Ġsubclass,skin,surface,True,['Ġskin'],['Ġsurface'],1,1,1.2089563e-06,0.99511516,4.1616713e-06,0.0038557784,0.0010237121,0.048214298,10,10,Ġsubclass,Ġrandom,Ġequivalent,'s,Ġspecific,Ġpart,Ġsimilar,Ġother,Ġmodified,Ġarbitrary
2,part_of,Ġpart,2,part_of,Ġpart,skin,apple,True,['Ġskin'],['Ġapple'],1,1,3.365044e-05,4.088743e-07,0.90041757,0.09954759,8.0658185e-07,0.46812984,10,2,Ġpart,Ġrandom,less,Ġcontrary,ned,Ġimperfect,Ġhalf,Ġparts,Ġsample,Ġspecific
2,part_of,Ġpart,2,part_of,Ġpart,skin,body,True,['Ġskin'],['Ġbody'],1,1,6.979775e-10,1.3931521e-09,1.0,1.9369986e-09,5.005442e-10,1.3374319e-07,10,12,Ġpart,Ġparts,Ġof,Ġwhole,less,Ġcomponent,Ġhalf,ĠPart,Ġclass,Ġportion
3,random,Ġrandom,2,part_of,Ġpart,skin,grape,False,['Ġskin'],['Ġgrape'],1,1,1.4024881e-05,1.0330863e-08,7.7098084e-05,0.9999087,1.6402689e-07,0.0014151091,10,3,Ġrandom,Ġpart,Ġcontrary,Ġwild,random,less,ĠRandom,Ġspecific,Ġof,Ġequivalent
3,random,Ġrandom,2,part_of,Ġpart,skin,peach,False,['Ġskin'],['Ġpeach'],1,1,2.804271e-05,9.3977144e-07,0.36881846,0.63115126,1.3389814e-06,0.9502531,10,5,Ġrandom,Ġpart,less,Ġcontrary,Ġspecific,Ġsample,Ġequivalent,Ġlevel,part,Ġsubclass
3,random,Ġrandom,3,random,Ġrandom,skin,vessel,True,['Ġskin'],['Ġvessel'],1,1,4.4809003e-05,7.245406e-06,0.021960186,0.97798073,7.134743e-06,0.1532858,10,3,Ġrandom,Ġpart,Ġcontrary,ĠRandom,Ġsubclass,Ġequivalent,Ġrandomly,random,Ġsample,Ġparts
3,random,Ġrandom,3,random,Ġrandom,skin,education,True,['Ġskin'],['Ġeducation'],1,1,4.528505e-07,5.0666036e-09,6.986378e-08,0.99999845,9.537056e-07,3.2567772e-05,10,6,Ġrandom,random,Ġequivalent,ĠRandom,Ġcontrary,Random,Ġpart,Ġrandomly,Ġarbitrary,Ġgeneral
3,random,Ġrandom,3,random,Ġrandom,skin,flat,True,['Ġskin'],['Ġflat'],1,1,2.6592184e-06,5.8448734e-08,8.268952e-06,0.99998784,1.3081275e-06,0.00023354673,10,24,Ġrandom,Ġrandomly,Ġpart,Ġcontrary,Ġis,Ġlying,Ġequivalent,Ġrandomized,Ġflat,Ġcompletely
3,random,Ġrandom,3,random,Ġrandom,skin,freedom,True,['Ġskin'],['Ġfreedom'],1,1,6.9871305e-08,4.7414733e-08,2.771479e-07,0.9999994,1.9871652e-07,1.413546e-05,10,2,Ġrandom,random,ĠRandom,Random,Ġpart,Ġequivalent,Ġarbitrary,Ġcontrary,Ġsubclass,Ġrandomized
3,random,Ġrandom,3,random,Ġrandom,skin,huge,True,['Ġskin'],['Ġhuge'],1,1,8.071502e-08,1.9572408e-07,1.2609365e-07,0.99999905,4.4326927e-07,1.962667e-05,10,1,Ġrandom,random,Ġrandomly,Ġequivalent,ĠRandom,Ġsubclass,Ġpart,Ġcontrary,Random,Ġimmune
1,hyper,Ġsubclass,2,part_of,Ġpart,dish,meal,False,['Ġdish'],['Ġmeal'],1,1,1.770751e-08,0.72620505,0.2730785,4.297026e-10,0.00071644544,0.854036,8,3,Ġsubclass,Ġpart,Ġequivalent,Ġcomponent,Part,ĠPart,Ġtype,Ġparts,Ġclass,Ġportion
1,hyper,Ġsubclass,1,hyper,Ġsubclass,dish,container,True,['Ġdish'],['Ġcontainer'],1,1,1.9678743e-10,0.99999905,2.037326e-08,3.1751143e-10,8.762439e-07,1.945867e-05,8,1,Ġsubclass,Ġequivalent,Ġtype,Ġpart,Ġsimilar,Ġclass,Ġlike,ĠSimilar,Ġrelated,like
4,syn,Ġequivalent,4,syn,Ġequivalent,dish,plate,True,['Ġdish'],['Ġplate'],1,1,0.0006725671,0.0024241516,0.0020336031,2.2974113e-07,0.9948695,0.053721104,8,16,Ġequivalent,Ġsubclass,Ġpart,Ġcontrary,Ġor,Ġfull,Ġsuperior,Ġsimilar,Ġhalf,Ġequal
3,random,Ġrandom,3,random,Ġrandom,dish,clergyman,True,['Ġdish'],"['Ġclergy', 'man']",1,2,6.0076527e-06,1.5097044e-09,7.284826e-08,0.99999213,1.7536737e-06,0.00015076999,8,1,Ġrandom,Ġcontrary,random,Ġequivalent,ĠRandom,Ġrandomly,Ġanonymous,Random,Ġpart,Ġarbitrary
3,random,Ġrandom,3,random,Ġrandom,dish,darkness,True,['Ġdish'],['Ġdarkness'],1,1,1.0034142e-07,2.6490246e-11,1.2720066e-09,0.99999964,2.642472e-07,8.661488e-06,8,6,Ġrandom,random,Ġequivalent,ĠRandom,Random,Ġcontrary,Ġodd,Ġrelative,Ġarbitrary,Ġweird
3,random,Ġrandom,3,random,Ġrandom,dish,farm,True,['Ġdish'],['Ġfarm'],1,1,8.872466e-07,8.325798e-09,2.5277932e-06,0.9999958,8.059004e-07,8.7394954e-05,8,4,Ġrandom,random,Ġpart,Ġcontrary,Ġequivalent,ĠRandom,Ġrandomly,Ġwild,Ġarbitrary,Random
3,random,Ġrandom,3,random,Ġrandom,dish,jail,True,['Ġdish'],['Ġjail'],1,1,9.243795e-08,1.2981186e-10,2.059075e-08,0.9999995,3.6831872e-07,1.1249845e-05,8,2,Ġrandom,random,ĠRandom,Ġequivalent,Ġarbitrary,Ġcontrary,Random,Ġrandomly,Ġpart,Ġweird
3,random,Ġrandom,3,random,Ġrandom,dish,mystery,True,['Ġdish'],['Ġmystery'],1,1,4.9119087e-09,8.504602e-12,1.4950724e-10,1.0,7.99938e-09,3.5592944e-07,8,2,Ġrandom,random,ĠRandom,Random,Ġweird,Ġequivalent,Ġodd,Ġcontrary,Ġrandomly,Ġrandomized
3,random,Ġrandom,3,random,Ġrandom,dish,question,True,['Ġdish'],['Ġquestion'],1,1,6.6515e-07,2.7646143e-09,2.44362e-09,0.99999905,2.3111404e-07,2.0182018e-05,8,11,Ġrandom,random,ĠRandom,Ġcontrary,Random,Ġequivalent,Ġrandomly,Ġarbitrary,Ġunrelated,Ġrandomized
3,random,Ġrandom,3,random,Ġrandom,dish,tan,True,['Ġdish'],['Ġtan'],1,1,1.06530095e-07,1.1372782e-10,2.9179905e-09,0.9999999,2.1028656e-08,3.2622418e-06,8,6,Ġrandom,random,Ġrandomly,ĠRandom,Ġcontrary,Random,Ġequivalent,Ġweird,Ġodd,Ġarbitrary
4,syn,Ġequivalent,0,ant,Ġcontrary,follow,lead,False,['Ġfollow'],['Ġlead'],1,1,4.8085453e-06,0.0020436873,3.075736e-07,2.5790683e-07,0.997951,0.021309888,24,31,Ġequivalent,Ġsubclass,Ġcontrary,Ġequivalents,Ġsimilar,Ġequal,Ġpart,Ġrandom,Ġcomparable,Ġanalogous
4,syn,Ġequivalent,1,hyper,Ġsubclass,follow,understand,False,['Ġfollow'],['Ġunderstand'],1,1,0.41895863,0.036911156,0.00023579001,0.09225269,0.45164177,1.5394835,24,5,Ġequivalent,Ġcontrary,Ġrandom,Ġsubclass,Ġand,Ġor,Ġto,Ġpart,Ġarbitrary,Ġconditional
3,random,Ġrandom,4,syn,Ġequivalent,follow,tail,False,['Ġfollow'],['Ġtail'],1,1,4.9129235e-06,2.5152522e-07,1.4378307e-07,0.99998,1.477744e-05,0.00036143683,24,11,Ġrandom,Ġequivalent,Ġcontrary,Ġsubclass,Ġarbitrary,random,Ġpart,Ġwild,Ġrandomly,Ġalternate
3,random,Ġrandom,3,random,Ġrandom,follow,bus,True,['Ġfollow'],['Ġbus'],1,1,2.4505753e-06,7.899523e-10,3.7282803e-06,0.9999912,2.62224e-06,0.0001742761,24,7,Ġrandom,Ġpart,Ġequivalent,Ġcontrary,random,Ġthe,Ġrandomly,ĠRandom,Ġpublic,Ġthis
3,random,Ġrandom,3,random,Ġrandom,follow,chest,True,['Ġfollow'],['Ġchest'],1,1,4.258788e-07,8.693214e-09,7.253156e-08,0.9999993,1.3423063e-07,1.4890134e-05,24,4,Ġrandom,random,Ġcontrary,ĠRandom,Ġarbitrary,Ġequivalent,Ġpart,Random,Ġrandomly,Ġsubclass
3,random,Ġrandom,3,random,Ġrandom,follow,even,True,['Ġfollow'],['Ġeven'],1,1,0.032476008,3.7281694e-05,1.1784727e-05,0.967093,0.00038206464,0.21234146,24,14,Ġrandom,Ġcontrary,Ġequivalent,Ġsubclass,Ġpart,Ġrandomly,Ġarbitrary,random,ĠRandom,Ġsomething
3,random,Ġrandom,3,random,Ġrandom,follow,exchange,True,['Ġfollow'],['Ġexchange'],1,1,4.3449904e-06,1.448516e-06,2.4113882e-07,0.99981886,0.00017522715,0.0025588372,24,17,Ġrandom,Ġequivalent,Ġcontrary,Ġsubclass,ĠRandom,Ġarbitrary,random,Ġpart,Ġrandomized,Ġsimilar
3,random,Ġrandom,3,random,Ġrandom,follow,fluid,True,['Ġfollow'],['Ġfluid'],1,1,8.756054e-08,4.02228e-07,9.2713194e-08,0.99999917,1.8634387e-07,1.8048127e-05,24,7,Ġrandom,random,Ġsubclass,Ġequivalent,ĠRandom,Ġpart,Ġcontrary,Ġarbitrary,Random,Ġrandomly
3,random,Ġrandom,3,random,Ġrandom,follow,history,True,['Ġfollow'],['Ġhistory'],1,1,2.1108612e-07,2.1248244e-08,3.7118414e-07,0.9999987,7.212032e-07,2.9758132e-05,24,5,Ġrandom,Ġarbitrary,Ġequivalent,Ġpart,Ġcontrary,random,ĠRandom,Ġrecent,Ġalternate,Ġsubclass
3,random,Ġrandom,3,random,Ġrandom,follow,horn,True,['Ġfollow'],['Ġhorn'],1,1,6.2769806e-07,6.3453376e-10,9.627755e-09,0.99999857,7.996722e-07,3.1468928e-05,24,12,Ġrandom,Ġequivalent,Ġcontrary,random,Ġrandomly,ĠRandom,Ġarbitrary,Random,Ġwild,Ġpart
4,syn,Ġequivalent,1,hyper,Ġsubclass,hate,dislike,False,['Ġhate'],['Ġdislike'],1,1,6.048141e-07,0.006384298,1.7878458e-09,4.645324e-08,0.99361503,0.055745322,2,3,Ġequivalent,Ġsubclass,Ġsimilar,Ġcontrary,Ġanalogous,Ġcomparable,ĠSimilar,Ġrelated,Ġalternative,Ġrandom
