pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ant,hyper,part_of,random,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10
0,ant,contrary,3,random,random,dance,idle,False,['dance'],['idle'],1,1,1.0,1.2664101e-09,5.756879e-10,3.0447428e-08,1.0774237e-09,8.474421e-07,7,10,contrary,opposite,random,opposed,instead,contrast,other,contradictory,opposing,oblivious
3,random,random,3,random,random,dance,lens,True,['dance'],['lens'],1,1,2.109655e-12,4.885953e-12,7.3017745e-11,1.0,6.3803074e-11,4.8849924e-09,7,5,random,randomly,rhythm,part,synonym,memory,wild,rhythmic,chance,dance
3,random,random,3,random,random,dance,mark,True,['dance'],['mark'],1,1,9.0744e-12,2.3480662e-11,4.4953104e-11,1.0,2.8985512e-11,3.7217838e-09,7,30,random,randomly,rhythm,hash,mark,dance,marc,chance,part,walk
3,random,random,3,random,random,dance,transport,True,['dance'],['transport'],1,1,1.875544e-11,9.614656e-11,7.355604e-11,1.0,2.2223295e-10,1.3470161e-08,7,11,random,randomly,synonym,rhythm,transport,minor,part,speed,irrelevant,shuffle
3,random,random,3,random,random,dance,unknown,True,['dance'],['unknown'],1,1,3.140021e-12,2.5688644e-12,5.2994553e-12,1.0,2.024062e-12,4.960238e-10,7,8,random,randomly,unknown,wild,chance,danced,rhythm,strange,chaotic,unexpected
0,ant,contrary,0,ant,contrary,copy,original,True,['copy'],['original'],1,1,0.9999809,1.2392661e-06,2.4633184e-09,6.015278e-10,1.7921659e-05,0.00033468232,8,6,contrary,synonym,opposite,minor,contradiction,contradictory,alternative,confusion,unrelated,variation
3,random,random,3,random,random,copy,busy,True,['copy'],['busy'],1,1,8.9725475e-12,2.6160382e-10,1.388037e-11,1.0,3.2246494e-11,1.0281114e-08,8,6,random,randomly,minor,busy,synonym,chaotic,constant,regular,free,part
3,random,random,3,random,random,copy,cattle,True,['copy'],['cattle'],1,1,9.199036e-12,1.9083953e-12,1.5823765e-10,1.0,1.3485635e-11,6.050283e-09,8,1,random,randomly,cattle,wild,part,probability,napier,chance,spontaneous,herd
3,random,random,3,random,random,copy,generous,True,['copy'],['generous'],1,1,1.5510744e-11,1.16740055e-11,3.2505773e-12,1.0,6.7903218e-12,1.3569029e-09,8,3,random,randomly,free,chance,wild,accidental,contrary,strange,rare,arbitrary
3,random,random,3,random,random,copy,hand,True,['copy'],['hand'],1,1,2.7815212e-09,1.11474225e-08,6.173912e-09,1.0,2.245878e-09,6.0644953e-07,8,16,random,randomly,accidental,hand,free,minor,copy,part,contrary,synonym
3,random,random,3,random,random,copy,join,True,['copy'],['join'],1,1,4.7646866e-11,2.1337965e-10,1.4580781e-11,1.0,3.6335594e-11,1.0273738e-08,8,7,random,randomly,minor,free,chance,accidental,anonymous,contrary,synonym,spontaneous
3,random,random,3,random,random,copy,joint,True,['copy'],['joint'],1,1,3.5522512e-12,3.032214e-11,4.557209e-11,1.0,8.6490856e-11,5.6514025e-09,8,13,random,randomly,hash,chance,synonym,joint,part,accidental,minor,free
3,random,random,3,random,random,copy,nose,True,['copy'],['nose'],1,1,1.7681563e-10,3.267898e-11,9.799502e-11,1.0,1.3201067e-10,1.44572e-08,8,14,random,randomly,chance,contrary,synonym,part,nose,copy,hash,phantom
3,random,random,3,random,random,copy,rent,True,['copy'],['rent'],1,1,1.3380206e-07,6.272744e-08,9.175172e-06,0.99999046,1.3085058e-07,0.00017475634,8,9,random,part,randomly,copy,contrary,synonym,free,minor,real,copying
3,random,random,3,random,random,copy,south,True,['copy'],['south'],1,1,7.695158e-13,6.1627347e-13,4.197703e-12,1.0,2.9958805e-12,3.2929198e-10,8,7,random,randomly,south,entropy,wild,memory,part,anonymous,synonym,hash
1,hyper,minor,1,hyper,minor,dollar,coin,True,['dollar'],['coin'],1,1,1.7751977e-11,1.0,2.8247068e-11,1.4342207e-09,2.495728e-09,1.1507972e-07,4,3,minor,small,major,smallest,lesser,class,mini,non,synonym,smaller
1,hyper,minor,1,hyper,minor,dollar,money,True,['dollar'],['money'],1,1,4.2876164e-14,1.0,8.380831e-13,6.8712423e-12,1.502384e-11,8.3049584e-10,4,3,minor,small,major,lesser,smallest,little,non,mini,low,synonym
3,random,random,3,random,random,dollar,air,True,['dollar'],['air'],1,1,5.149887e-12,1.3688803e-12,3.5214106e-11,1.0,6.7992643e-12,1.7221107e-09,4,15,random,randomly,dollar,irrational,coin,wind,part,currency,rational,air
3,random,random,3,random,random,dollar,build,True,['dollar'],['build'],1,1,1.160525e-11,2.275699e-10,6.233947e-11,1.0,2.3012937e-11,1.063794e-08,4,12,random,randomly,chance,minor,dollar,lottery,constant,number,bounty,probability
3,random,random,3,random,random,dollar,communism,True,['dollar'],['communism'],1,1,7.2451024e-11,2.2524327e-09,7.412005e-08,0.9999999,3.308373e-08,2.816809e-06,4,2,random,currency,part,randomly,coin,synonym,dollar,communism,symbol,communist
3,random,random,3,random,random,dollar,dictionary,True,['dollar'],['dictionary'],1,1,2.2214925e-12,2.1790871e-11,1.2682773e-11,1.0,7.435365e-09,2.0209367e-07,4,1,random,dictionary,synonym,randomly,dollar,meaningless,lottery,hash,lexi,literal
3,random,random,3,random,random,dollar,enjoy,True,['dollar'],['enjoy'],1,1,3.7112353e-12,8.784552e-11,2.0786848e-11,1.0,2.5980498e-12,3.913129e-09,4,5,random,randomly,chance,lottery,minor,wild,irrational,dollar,bounty,rational
3,random,random,3,random,random,dollar,event,True,['dollar'],['event'],1,1,7.251007e-11,5.4449756e-10,7.177518e-10,1.0,4.206241e-11,4.245104e-08,4,4,random,chance,randomly,event,probability,number,part,unexpected,minor,dollar
3,random,random,3,random,random,dollar,illness,True,['dollar'],['illness'],1,1,1.8040568e-12,1.761456e-12,8.421247e-12,1.0,1.7900901e-11,1.0880515e-09,4,1,random,randomly,irrational,hash,lottery,dollar,chance,statistical,mortality,disease
3,random,random,3,random,random,dollar,player,True,['dollar'],['player'],1,1,4.399384e-11,6.082935e-10,4.0600767e-10,1.0,3.222413e-10,4.296334e-08,4,5,random,randomly,player,minor,part,synonym,chance,wild,lottery,number
0,ant,contrary,0,ant,contrary,sleep,awake,True,['sleep'],['awake'],1,1,1.0,3.70381e-12,1.7183626e-12,1.4452185e-13,1.333027e-12,2.665564e-10,6,3,contrary,opposite,contradictory,contrast,contradiction,parallel,conflicting,opposed,opposition,minor
0,ant,contrary,0,ant,contrary,sleep,awaken,True,['sleep'],"['awake', '##n']",1,2,1.0,1.6965956e-11,3.3623636e-12,2.20784e-12,1.1630955e-11,1.2431323e-09,6,3,contrary,opposite,contradictory,contrast,opposed,prior,contradiction,opposing,opposition,different
0,ant,contrary,0,ant,contrary,sleep,wake,True,['sleep'],['wake'],1,1,1.0,2.0866255e-11,1.202607e-12,1.1605222e-12,3.726187e-12,9.754343e-10,6,9,contrary,opposite,contradictory,contrast,contradiction,parallel,opposed,different,independent,minor
4,syn,synonym,1,hyper,minor,sleep,relax,False,['sleep'],['relax'],1,1,0.04359526,0.0010111822,9.7105236e-08,0.0010904351,0.954303,0.2822279,6,8,synonym,contrary,random,minor,opposite,synonymous,equivalent,confusion,relative,alias
2,part_of,part,2,part_of,part,sleep,life,True,['sleep'],['life'],1,1,8.250103e-12,6.440751e-10,0.99999464,5.390387e-06,2.3429592e-10,0.00010210479,6,14,part,random,phase,parts,aspect,feature,portion,component,all,function
3,random,random,3,random,random,sleep,brave,True,['sleep'],['brave'],1,1,4.7230986e-12,1.5682171e-12,5.212302e-12,1.0,1.2065134e-11,8.721654e-10,6,6,random,randomly,sleep,wild,night,strange,lucky,hash,brave,unknown
3,random,random,3,random,random,sleep,profit,True,['sleep'],['profit'],1,1,1.0769043e-12,7.791412e-12,1.5919752e-11,1.0,2.280112e-11,1.7074417e-09,6,4,random,randomly,probability,rational,sleep,chance,hash,memory,lottery,reward
3,random,random,3,random,random,sleep,fly,True,['sleep'],['fly'],1,1,4.0464992e-11,6.881354e-12,2.0425465e-11,1.0,3.611937e-12,2.514815e-09,6,20,random,randomly,sleep,wild,strange,night,dream,normal,contrary,hash
3,random,random,3,random,random,sleep,hold,True,['sleep'],['hold'],1,1,6.028924e-10,2.8718259e-09,4.4852408e-10,1.0,1.22801875e-08,4.3659492e-07,6,45,random,sleep,synonym,randomly,minor,wild,contrary,night,dream,free
3,random,random,3,random,random,sleep,love,True,['sleep'],['love'],1,1,7.552232e-11,8.6751284e-10,1.3963491e-10,1.0,1.1367324e-09,6.700003e-08,6,10,random,sleep,randomly,night,love,synonym,dream,minor,strange,drug
1,hyper,minor,1,hyper,minor,skin,surface,True,['skin'],['surface'],1,1,1.6398503e-09,0.99999964,2.2439461e-07,1.5954402e-07,1.4366295e-09,9.1647435e-06,10,10,minor,soft,smooth,small,part,light,random,thin,similar,type
3,random,random,2,part_of,part,skin,apple,False,['skin'],['apple'],1,1,8.588524e-11,6.592776e-12,1.1649156e-08,1.0,4.774694e-11,3.1176964e-07,10,2,random,randomly,part,apple,fruit,bounty,hash,normal,pagan,apples
2,part_of,part,2,part_of,part,skin,body,True,['skin'],['body'],1,1,1.8784188e-11,4.6050042e-11,1.0,3.587578e-11,3.291624e-12,3.6209609e-09,10,12,part,parts,surface,covering,portion,layer,tissue,area,of,skin
3,random,random,2,part_of,part,skin,grape,False,['skin'],['grape'],1,1,1.0814256e-10,1.8708396e-10,1.6545298e-08,1.0,1.8066318e-09,4.8977734e-07,10,3,random,randomly,part,grape,synonym,ripe,skin,normal,colon,gene
3,random,random,2,part_of,part,skin,peach,False,['skin'],['peach'],1,1,7.289383e-09,1.3550598e-09,5.0396853e-08,1.0,4.1149093e-09,1.5733142e-06,10,5,random,randomly,part,brown,healthy,normal,contrary,peach,synonym,dark
3,random,random,3,random,random,skin,vessel,True,['skin'],['vessel'],1,1,7.0532025e-11,7.6310305e-11,3.2347676e-09,1.0,7.1662426e-11,9.85907e-08,10,3,random,randomly,part,normal,vascular,vessel,path,minor,synonym,contrary
3,random,random,3,random,random,skin,education,True,['skin'],['education'],1,1,2.74631e-14,6.361099e-14,8.125335e-13,1.0,1.3968664e-13,4.2624272e-11,10,6,random,randomly,normal,biased,genetic,probability,arbitrary,statistical,part,memory
3,random,random,3,random,random,skin,flat,True,['skin'],['flat'],1,1,5.467809e-10,5.3292183e-11,3.0106223e-10,1.0,3.3607367e-11,2.9333892e-08,10,24,random,randomly,contrary,part,normal,flat,minor,diagonal,synonym,average
3,random,random,3,random,random,skin,freedom,True,['skin'],['freedom'],1,1,8.511734e-14,3.1311203e-13,9.7850035e-12,1.0,1.9677081e-13,3.8286982e-10,10,2,random,randomly,free,freedom,part,wild,normal,arbitrary,strange,hash
3,random,random,3,random,random,skin,huge,True,['skin'],['huge'],1,1,6.1645246e-12,2.1923054e-12,3.910513e-11,1.0,4.3390886e-12,1.8302683e-09,10,1,random,randomly,normal,part,strange,arbitrary,statistical,hot,colon,hash
2,part_of,part,2,part_of,part,dish,meal,True,['dish'],['meal'],1,1,9.187678e-11,1.869889e-08,1.0,2.2758628e-11,5.2578337e-12,4.841117e-07,8,3,part,portion,component,parts,element,minor,course,section,ingredient,half
1,hyper,minor,1,hyper,minor,dish,container,True,['dish'],['container'],1,1,4.9162903e-11,1.0,8.9406746e-11,2.4596893e-09,1.7542877e-08,5.2699653e-07,8,1,minor,small,major,lesser,mild,synonym,smallest,little,slight,smaller
4,syn,synonym,4,syn,synonym,dish,plate,True,['dish'],['plate'],1,1,0.00041404524,0.00039202886,3.9964616e-06,1.3784807e-08,0.9991899,0.010329764,8,16,synonym,contrary,minor,part,similar,counterpart,synonymous,complement,variant,equivalent
3,random,random,3,random,random,dish,clergyman,True,['dish'],['clergyman'],1,1,2.0955345e-12,1.0885107e-11,6.5357338e-12,1.0,1.19856815e-11,1.1553942e-09,8,1,random,randomly,spontaneous,regular,clerical,arbitrary,casual,clergyman,unexpected,synonym
3,random,random,3,random,random,dish,darkness,True,['dish'],['darkness'],1,1,9.922422e-13,1.4129144e-13,2.065449e-11,1.0,1.0019833e-12,8.186617e-10,8,6,random,randomly,dark,part,darkness,mystery,dish,hash,chaos,mysterious
3,random,random,3,random,random,dish,farm,True,['dish'],['farm'],1,1,4.009319e-13,1.0660769e-12,7.763793e-11,1.0,1.3243573e-12,2.7185931e-09,8,4,random,randomly,farm,part,dish,farmer,wild,farmland,rural,hash
3,random,random,3,random,random,dish,jail,True,['dish'],['jail'],1,1,4.659688e-14,8.720234e-14,1.3354606e-11,1.0,2.7621672e-12,5.943266e-10,8,2,random,randomly,hash,jail,part,prison,rat,criminal,memory,arbitrary
3,random,random,3,random,random,dish,mystery,True,['dish'],['mystery'],1,1,1.1940002e-11,2.6630645e-10,4.4620146e-10,1.0,2.9964076e-11,2.3810651e-08,8,2,random,randomly,mystery,mysterious,part,puzzle,minor,suspicious,innocent,dish
3,random,random,3,random,random,dish,question,True,['dish'],['question'],1,1,3.707273e-12,4.7468505e-12,1.0295242e-11,1.0,1.4695861e-12,7.528683e-10,8,11,random,randomly,question,hash,arbitrary,suspicious,dish,plain,unknown,chance
3,random,random,3,random,random,dish,tan,True,['dish'],['tan'],1,1,9.4184324e-14,2.0569394e-13,1.9996149e-12,1.0,8.650888e-14,9.421022e-11,8,6,random,randomly,hash,hot,ripe,part,chance,dark,dish,wild
4,syn,synonym,0,ant,contrary,follow,lead,False,['follow'],['lead'],1,1,3.9670017e-06,8.200228e-06,3.3558322e-08,1.7753909e-07,0.9999876,0.00023243291,24,31,synonym,minor,contrary,random,abbreviation,synonymous,part,meaning,translation,subset
3,random,random,1,hyper,minor,follow,understand,False,['follow'],['understand'],1,1,2.299753e-08,0.00013073467,2.2519288e-07,0.99978465,8.44109e-05,0.0031450926,24,5,random,minor,synonym,easier,easy,intuitive,simple,part,perfect,logical
3,random,random,4,syn,synonym,follow,tail,False,['follow'],['tail'],1,1,1.2491905e-08,5.631703e-09,1.1315817e-09,1.0,3.1715075e-08,1.305958e-06,24,11,random,randomly,synonym,contrary,following,minor,hash,follow,normal,guide
3,random,random,3,random,random,follow,bus,True,['follow'],['bus'],1,1,2.102571e-10,3.9689897e-11,2.2235253e-10,1.0,3.614649e-10,2.6598096e-08,24,7,random,randomly,bus,synonym,wander,hash,part,memory,contrary,rhythm
3,random,random,3,random,random,follow,chest,True,['follow'],['chest'],1,1,2.0979121e-10,5.1561012e-11,7.040152e-11,1.0,3.3960095e-11,1.2062325e-08,24,4,random,hash,randomly,contrary,brain,memory,chest,normal,part,rhythm
3,random,random,3,random,random,follow,even,True,['follow'],['even'],1,1,5.035457e-08,1.2664198e-07,7.008709e-10,0.9999999,1.0018744e-08,4.7539797e-06,24,14,random,minor,contrary,randomly,arbitrary,synonym,unknown,follow,following,number
3,random,random,3,random,random,follow,exchange,True,['follow'],['exchange'],1,1,4.8281255e-09,2.8655172e-09,1.081702e-10,1.0,4.7398916e-09,3.493514e-07,24,17,random,randomly,contrary,synonym,minor,exchange,mutual,hash,statistical,constant
3,random,random,3,random,random,follow,fluid,True,['follow'],['fluid'],1,1,2.1818258e-09,2.6144894e-08,2.0921978e-10,1.0,4.4270376e-10,7.418195e-07,24,7,random,minor,randomly,fluid,contrary,arbitrary,flow,drag,variable,synonym
3,random,random,3,random,random,follow,history,True,['follow'],['history'],1,1,4.6811666e-10,6.5585554e-10,1.5185716e-08,1.0,2.9697769e-09,5.130546e-07,24,5,random,history,part,chronology,randomly,synonym,memory,trace,historical,serial
3,random,random,3,random,random,follow,horn,True,['follow'],['horn'],1,1,9.172309e-10,4.6868126e-10,4.8472906e-09,1.0,7.0342665e-09,3.6645358e-07,24,12,random,horn,randomly,following,synonym,part,chance,sound,hunting,selection
0,ant,contrary,1,hyper,minor,hate,dislike,False,['hate'],['dislike'],1,1,0.79070586,0.010979256,1.39340045e-05,9.79758e-08,0.19830088,0.80245394,2,3,contrary,synonym,minor,opposite,part,similar,precursor,counterpart,equivalent,related
0,ant,contrary,0,ant,contrary,hate,love,True,['hate'],['love'],1,1,1.0,1.8433302e-12,1.1290683e-12,1.4886685e-12,1.948542e-12,2.5095317e-10,2,10,contrary,opposite,contradictory,opposition,incompatible,antagonist,contradiction,opposing,hostility,opposed
3,random,random,3,random,random,hate,animal,True,['hate'],['animal'],1,1,3.0048714e-08,5.760243e-09,4.8499658e-08,1.0,7.793262e-10,2.1105238e-06,2,2,random,part,randomly,contrary,hate,animal,wild,human,hatred,minor
3,random,random,3,random,random,hate,article,True,['hate'],['article'],1,1,8.85755e-12,4.7758572e-12,1.1729989e-10,1.0,4.0273285e-10,1.6943513e-08,2,5,random,randomly,synonym,hate,arbitrary,hatred,hash,part,entropy,rational
3,random,random,3,random,random,hate,hammer,True,['hate'],['hammer'],1,1,1.1261424e-10,3.227874e-11,7.229743e-10,1.0,1.4701959e-10,3.16021e-08,2,10,random,hammer,randomly,part,irrational,synonym,contrary,arbitrary,mean,hot
3,random,random,3,random,random,hate,juice,True,['hate'],['juice'],1,1,1.1845728e-11,5.1991753e-12,2.913728e-11,1.0,1.3262842e-11,2.1238464e-09,2,4,random,randomly,juice,part,hot,ripe,chance,wild,entropy,taste
3,random,random,3,random,random,hate,jump,True,['hate'],['jump'],1,1,1.2831589e-11,4.3617666e-12,9.5436515e-12,1.0,2.4806435e-11,1.8521942e-09,2,21,random,randomly,probability,chance,hash,irrelevant,wild,synonym,jump,hate
3,random,random,3,random,random,hate,race,True,['hate'],['race'],1,1,2.1565796e-09,5.848094e-10,3.2173049e-09,1.0,1.7133417e-09,2.2068022e-07,2,10,random,race,hate,hatred,randomly,specific,racial,part,contrary,synonym
3,random,random,3,random,random,hate,speech,True,['hate'],['speech'],1,1,3.8708086e-09,1.5648819e-09,1.5000783e-08,1.0,5.227413e-09,6.8763234e-07,2,8,random,speech,hate,randomly,part,hatred,synonym,contrary,minor,malice
3,random,random,3,random,random,hate,stationary,True,['hate'],['stationary'],1,1,8.455949e-12,7.9456244e-13,9.600335e-13,1.0,5.6596164e-12,5.9275745e-10,2,2,random,randomly,irrational,rational,hatred,hate,contrary,synonym,constant,stationary
3,random,random,1,hyper,minor,row,fight,False,['row'],['fight'],1,1,5.427038e-08,0.00015969333,2.7925518e-05,0.9997968,1.5601227e-05,0.0029802928,8,9,random,minor,part,synonym,row,place,scene,randomly,reason,area
3,random,random,4,syn,synonym,row,argument,False,['row'],['argument'],1,1,1.1073775e-07,0.0023404271,4.4826946e-05,0.99747294,0.00014162785,0.026554998,8,7,random,minor,synonym,part,row,background,column,place,domain,irrelevant
3,random,random,3,random,random,row,attic,True,['row'],['attic'],1,1,8.0308794e-11,2.8122404e-11,1.5613452e-10,1.0,7.1579916e-11,1.1177559e-08,8,5,random,randomly,row,phantom,hot,attic,hash,part,crowd,memory
3,random,random,3,random,random,row,construct,True,['row'],['construct'],1,1,1.0506753e-08,1.3733487e-07,1.7389306e-07,0.9999987,1.1250546e-06,3.1610587e-05,8,7,random,synonym,randomly,part,minor,row,number,sequence,contrary,place
3,random,random,3,random,random,row,enjoy,True,['row'],['enjoy'],1,1,2.0643452e-12,2.62102e-12,3.9013457e-13,1.0,1.9110971e-13,2.0512743e-10,8,5,random,randomly,chance,minor,rational,contrary,row,strange,memory,wild
3,random,random,3,random,random,row,entertainment,True,['row'],['entertainment'],1,1,4.8053068e-12,7.1913647e-12,1.1127724e-09,1.0,7.953634e-12,3.3837544e-08,8,1,random,randomly,part,row,crowd,chaos,rhythm,memory,rhythmic,regular
3,random,random,3,random,random,row,face,True,['row'],['face'],1,1,2.9607236e-08,2.5729185e-09,1.2721654e-08,1.0,5.3735448e-08,2.4452295e-06,8,22,random,face,faces,synonym,randomly,contrary,part,minor,row,diagonal
3,random,random,3,random,random,row,lead,True,['row'],['lead'],1,1,7.2956143e-09,4.666724e-10,3.883289e-10,1.0,4.2486086e-09,3.419635e-07,8,31,random,randomly,contrary,synonym,lead,led,minor,part,leading,probability
3,random,random,3,random,random,row,plastic,True,['row'],['plastic'],1,1,2.527361e-11,6.187507e-12,3.4963202e-11,1.0,1.6602934e-11,2.929113e-09,8,5,random,randomly,plastic,crowd,row,part,arbitrary,regular,contrary,statistical
3,random,random,3,random,random,row,roof,True,['row'],['roof'],1,1,1.3186428e-09,1.7865948e-10,8.7832663e-10,1.0,6.4930106e-10,9.092405e-08,8,5,random,randomly,diagonal,contrary,part,tiles,synonym,roof,tiled,regular
3,random,random,0,ant,contrary,compact,spread,False,['compact'],['spread'],1,1,1.129557e-05,4.8915762e-08,7.1520995e-10,0.99998856,1.4488107e-07,0.00020664147,10,23,random,contrary,randomly,synonym,minor,spread,unrelated,arbitrary,distributed,statistical
1,hyper,minor,1,hyper,minor,compact,car,True,['compact'],['car'],1,1,5.7643894e-07,0.6529245,2.8470995e-05,0.00017174515,0.34687474,0.93400216,10,5,minor,synonym,type,random,size,part,small,relative,name,class
0,ant,contrary,0,ant,contrary,compact,big,True,['compact'],['big'],1,1,0.99971026,0.00026817695,1.0834599e-09,2.1055665e-05,5.6646803e-07,0.003938804,10,17,contrary,minor,random,small,opposite,synonym,equal,independent,unrelated,less
0,ant,contrary,0,ant,contrary,compact,large,True,['compact'],['large'],1,1,0.9999728,2.6969397e-05,3.7745782e-11,1.3720034e-08,2.3465608e-07,0.00045408908,10,11,contrary,minor,synonym,opposite,equal,random,inverse,independent,small,opposed
4,syn,synonym,4,syn,synonym,compact,compress,True,['compact'],"['com', '##press']",1,2,7.390016e-05,0.0005821797,6.659713e-09,0.00038376596,0.99896,0.013124842,10,3,synonym,minor,random,contrary,synonymous,short,unrelated,term,alias,plural
3,random,random,3,random,random,compact,date,True,['compact'],['date'],1,1,1.1779588e-13,3.3785236e-13,8.1056106e-14,1.0,6.9552984e-13,5.067127e-11,10,13,random,randomly,date,chance,probability,arbitrary,suspicious,time,serial,hash
3,random,random,3,random,random,compact,image,True,['compact'],['image'],1,1,5.5769358e-11,1.1249772e-09,1.1743108e-10,1.0,5.0979416e-09,1.796513e-07,10,11,random,randomly,synonym,image,arbitrary,minor,free,images,compact,wild
3,random,random,3,random,random,compact,land,True,['compact'],['land'],1,1,1.5534762e-10,2.0579392e-10,9.290626e-11,1.0,2.3205698e-10,2.2206947e-08,10,18,random,randomly,compact,synonym,minor,contrary,land,arbitrary,part,regular
3,random,random,3,random,random,compact,order,True,['compact'],['order'],1,1,6.8979774e-12,1.2224876e-11,2.890168e-13,1.0,3.442016e-11,1.9073378e-09,10,24,random,randomly,arbitrary,order,synonym,chance,ordering,alphabet,probability,minor
3,random,random,3,random,random,compact,produce,True,['compact'],['produce'],1,1,1.5466047e-11,1.3697905e-10,4.156315e-12,1.0,1.2711503e-10,9.379394e-09,10,8,random,randomly,serial,spontaneous,statistical,minor,synonym,probability,average,mass
0,ant,contrary,0,ant,contrary,everything,nothing,True,['everything'],['nothing'],1,1,1.0,5.4831348e-12,9.292406e-13,1.4179373e-11,6.4063546e-11,2.9225438e-09,0,2,contrary,opposite,contradiction,contrast,opposed,contradictory,synonym,other,counter,different
0,ant,contrary,4,syn,synonym,everything,all,False,['everything'],['all'],1,1,0.9346623,0.00038797274,0.00080637145,0.027819019,0.03632439,0.42129588,0,3,contrary,synonym,random,part,minor,equal,relative,sum,opposite,subset
3,random,random,3,random,random,everything,dish,True,['everything'],['dish'],1,1,9.357387e-11,2.3639514e-11,3.6388184e-10,1.0,3.2358766e-10,2.556285e-08,0,8,random,randomly,part,synonym,contrary,hash,all,arbitrary,everything,dish
3,random,random,3,random,random,everything,fly,True,['everything'],['fly'],1,1,2.0812306e-12,6.0506873e-13,1.0601383e-11,1.0,2.4199346e-13,5.0195825e-10,0,20,random,randomly,part,wild,variable,fly,contrary,chaotic,normal,strange
3,random,random,3,random,random,everything,lover,True,['everything'],['lover'],1,1,2.667734e-12,7.2483894e-12,4.7366874e-11,1.0,3.166721e-11,3.0998508e-09,0,3,random,randomly,everything,part,meaningless,synonym,real,all,arbitrary,hot
