pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ant,hyper,part_of,random,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10
3,random,random,3,random,random,copy,joint,True,['copy'],['joint'],1,1,3.743013e-08,8.6212175e-08,1.2487407e-08,0.99999833,1.5881734e-06,3.6449113e-05,8,13,random,synonym,minor,contrary,part,author,randomly,pseudonym,accidental,chance
3,random,random,3,random,random,copy,nose,True,['copy'],['nose'],1,1,1.7300202e-09,6.8358403e-09,3.743503e-09,1.0,2.4483402e-08,9.595926e-07,8,14,random,synonym,red,wrong,white,black,minor,crazy,short,part
3,random,random,3,random,random,copy,rent,True,['copy'],['rent'],1,1,8.044244e-08,1.0880991e-08,4.4690007e-09,0.9999999,4.839338e-08,3.655596e-06,8,9,random,contrary,synonym,minor,part,author,anonymous,from,wrong,accidental
3,random,random,3,random,random,copy,south,True,['copy'],['south'],1,1,1.6139817e-08,1.0801727e-09,6.8584827e-10,1.0,8.455123e-09,6.9757374e-07,8,7,random,wild,contrary,synonym,author,randomly,the,poetry,select,minor
1,hyper,minor,1,hyper,minor,dollar,coin,True,['dollar'],['coin'],1,1,2.662206e-07,0.997131,8.5696294e-05,3.7221962e-10,0.0027829874,0.028921895,4,3,minor,synonym,part,small,smaller,lesser,not,other,non,major
1,hyper,minor,1,hyper,minor,dollar,money,True,['dollar'],['money'],1,1,6.6797752e-12,0.99998915,6.1302044e-06,2.338028e-09,4.7341823e-06,0.00020560635,4,3,minor,part,synonym,small,lesser,other,smaller,major,little,real
3,random,random,3,random,random,dollar,air,True,['dollar'],['air'],1,1,8.422645e-08,4.3080304e-09,2.5253202e-09,0.9999999,8.4455914e-10,2.2827128e-06,4,15,random,contrary,free,poison,perfect,minor,public,blank,vanilla,empty
3,random,random,3,random,random,dollar,build,True,['dollar'],['build'],1,1,6.161295e-11,2.4726143e-10,3.3346614e-10,1.0,2.8233402e-10,2.9434963e-08,4,12,random,randomly,part,synonym,minor,people,author,friends,authors,contrary
3,random,random,3,random,random,dollar,communism,True,['dollar'],['communism'],1,1,5.3248915e-08,1.705239e-08,1.2113943e-06,0.9999988,4.287232e-08,2.8305658e-05,4,2,random,part,contrary,synonym,minor,reverse,randomly,spread,paranoid,white
3,random,random,3,random,random,dollar,dictionary,True,['dollar'],['dictionary'],1,1,2.6387688e-09,2.053266e-08,3.235049e-07,0.99999917,4.7009166e-07,1.8573699e-05,4,1,random,synonym,part,alphabet,the,minor,dictionary,randomly,webster,biographical
3,random,random,3,random,random,dollar,enjoy,True,['dollar'],['enjoy'],1,1,8.362436e-09,1.15251325e-07,3.1382967e-08,0.9999999,3.4833054e-08,4.8699744e-06,4,5,random,minor,synonym,part,author,randomly,contrary,authors,select,chance
3,random,random,3,random,random,dollar,event,True,['dollar'],['event'],1,1,7.282854e-11,0.0014993661,1.2408111e-06,0.9984995,2.0265489e-08,0.016254358,4,4,random,minor,part,individual,major,small,specific,scale,limited,selected
3,random,random,3,random,random,dollar,illness,True,['dollar'],['illness'],1,1,1.9983813e-10,1.6865069e-07,1.143306e-08,0.9999999,6.982274e-11,4.276955e-06,4,1,random,minor,total,casual,human,part,mental,sudden,chance,strange
3,random,random,3,random,random,dollar,player,True,['dollar'],['player'],1,1,1.7368496e-10,7.1688206e-08,2.3250139e-07,0.99999964,3.1481144e-09,7.349386e-06,4,5,random,part,minor,randomly,synonym,the,anonymous,unknown,card,select
0,ant,contrary,0,ant,contrary,sleep,awake,True,['sleep'],['awake'],1,1,0.99997365,1.6539295e-06,3.4523126e-08,2.0953306e-09,2.4620796e-05,0.00044762722,6,3,contrary,synonym,minor,part,not,contradiction,wrong,opposite,confused,less
0,ant,contrary,0,ant,contrary,sleep,awaken,True,['sleep'],"['awake', '##n']",1,2,0.96182346,0.0004756739,2.3890232e-06,4.1886997e-07,0.037698016,0.23760368,6,3,contrary,synonym,minor,part,random,contradiction,not,opposite,equal,silent
0,ant,contrary,0,ant,contrary,sleep,wake,True,['sleep'],['wake'],1,1,0.99755055,0.0023484842,7.9990326e-07,2.128705e-09,0.00010012637,0.025387716,6,9,contrary,minor,synonym,part,not,quiet,no,non,passive,counter
0,ant,contrary,1,hyper,minor,sleep,relax,False,['sleep'],['relax'],1,1,0.9998716,0.00012043431,3.1248067e-07,3.505998e-09,7.644244e-06,0.0018899858,6,8,contrary,minor,synonym,part,or,quiet,→,non,opposite,passive
3,random,random,2,part_of,part,sleep,life,False,['sleep'],['life'],1,1,3.063592e-07,0.0005640984,0.1703589,0.8290765,6.612309e-08,0.66528296,6,14,random,part,minor,half,wild,all,music,whole,sex,art
3,random,random,3,random,random,sleep,brave,True,['sleep'],['brave'],1,1,1.9549664e-07,4.7054445e-09,8.687715e-09,0.99999976,7.1717996e-09,5.1717243e-06,6,6,random,contrary,part,synonym,randomly,wild,minor,ep,eps,anonymous
3,random,random,3,random,random,sleep,profit,True,['sleep'],['profit'],1,1,1.1102181e-06,1.1308037e-07,1.1092646e-08,0.9999988,6.548426e-09,2.6761365e-05,6,4,random,contrary,minor,zero,part,wild,high,strange,synonym,low
3,random,random,3,random,random,sleep,fly,True,['sleep'],['fly'],1,1,5.7190664e-05,4.127236e-07,1.1381632e-06,0.99994123,1.2288229e-08,0.00092237117,6,20,random,contrary,part,randomly,let,minor,night,i,you,some
3,random,random,3,random,random,sleep,hold,True,['sleep'],['hold'],1,1,1.495707e-08,2.6840907e-09,5.471648e-10,1.0,1.2168342e-08,8.019953e-07,6,45,random,contrary,synonym,minor,poison,key,part,eps,wrong,night
3,random,random,3,random,random,sleep,love,True,['sleep'],['love'],1,1,1.2873728e-05,7.8187324e-05,1.7162476e-05,0.9998863,5.4425086e-06,0.0018066627,6,10,random,minor,part,contrary,synonym,i,guitar,sweet,song,goodnight
1,hyper,minor,1,hyper,minor,skin,surface,True,['skin'],['surface'],1,1,0.010419459,0.9831492,0.0009530239,0.0006248075,0.004853541,0.14623469,10,10,minor,contrary,synonym,part,random,surface,ocean,non,and,other
3,random,random,2,part_of,part,skin,apple,False,['skin'],['apple'],1,1,1.9007991e-06,1.1081587e-06,0.06635239,0.93364406,5.5326166e-07,0.35223597,10,2,random,part,parts,like,half,-,candy,of,bits,an
2,part_of,part,2,part_of,part,skin,body,True,['skin'],['body'],1,1,1.6987985e-10,2.7120755e-09,1.0,3.3825293e-12,2.6762922e-11,8.3762366e-08,10,12,part,parts,whole,surface,half,side,piece,portion,minor,cell
3,random,random,2,part_of,part,skin,grape,False,['skin'],['grape'],1,1,7.577119e-07,1.4642774e-07,0.0011063757,0.9988921,6.6406534e-07,0.01249451,10,3,random,part,parts,like,contrary,synonym,half,off,candy,from
3,random,random,2,part_of,part,skin,peach,False,['skin'],['peach'],1,1,1.5537168e-07,2.0550588e-07,1.8421904e-05,0.99997973,1.4405391e-06,0.00035492747,10,5,random,part,perfect,synonym,vanilla,like,grey,natural,minor,contrary
3,random,random,3,random,random,skin,vessel,True,['skin'],['vessel'],1,1,0.00023560648,0.03972049,0.000473057,0.9587375,0.0008334315,0.25973153,10,3,random,minor,synonym,part,contrary,small,internal,organ,scale,a
3,random,random,3,random,random,skin,education,True,['skin'],['education'],1,1,5.568087e-06,9.804132e-07,1.3253605e-05,0.9999802,1.756091e-08,0.00036042352,10,6,random,part,contrary,science,randomly,colour,minor,samples,strangers,disorder
3,random,random,3,random,random,skin,flat,True,['skin'],['flat'],1,1,0.00018500428,1.2740847e-07,1.8726082e-07,0.99981433,4.0554016e-07,0.0025778054,10,24,random,contrary,randomly,synonym,surface,part,color,minor,white,colour
3,random,random,3,random,random,skin,freedom,True,['skin'],['freedom'],1,1,7.362366e-08,4.9330914e-08,1.7094781e-07,0.99999976,4.913069e-09,7.264404e-06,10,2,random,part,contrary,minor,randomly,ep,wild,eps,free,author
3,random,random,3,random,random,skin,huge,True,['skin'],['huge'],1,1,1.810555e-07,3.466772e-09,1.8106086e-07,0.9999995,4.6480633e-08,9.941917e-06,10,1,random,part,contrary,synonym,randomly,wild,scale,minor,white,mysterious
2,part_of,part,2,part_of,part,dish,meal,True,['dish'],['meal'],1,1,2.637206e-09,0.0005798629,0.9993974,1.7824169e-08,2.2805754e-05,0.0074561723,8,3,part,minor,of,in,synonym,whole,within,component,parts,constituent
1,hyper,minor,1,hyper,minor,dish,container,True,['dish'],['container'],1,1,9.4001314e-07,0.5486381,1.9644363e-05,6.103685e-10,0.4513413,0.99349546,8,1,minor,synonym,part,contrary,or,article,description,small,type,major
2,part_of,part,4,syn,synonym,dish,plate,False,['dish'],['plate'],1,1,0.091114774,0.001211004,0.8525831,0.0426612,0.012429832,0.79564077,8,16,part,contrary,random,synonym,side,on,off,minor,whole,half
3,random,random,3,random,random,dish,clergyman,True,['dish'],['clergyman'],1,1,6.990383e-09,2.0939524e-08,1.2181758e-07,0.9999999,4.2541384e-09,3.8118178e-06,8,1,random,part,the,minor,a,contrary,some,synonym,select,anonymous
3,random,random,3,random,random,dish,darkness,True,['dish'],['darkness'],1,1,1.4361102e-07,8.873556e-09,3.0605332e-07,0.9999995,1.356151e-08,1.1081107e-05,8,6,random,part,white,contrary,in,perfect,dark,the,night,poison
3,random,random,3,random,random,dish,farm,True,['dish'],['farm'],1,1,1.1965168e-10,1.0135554e-09,7.1008816e-07,0.9999993,5.516484e-10,1.5586993e-05,8,4,random,part,from,randomly,wild,about,farm,bits,on,the
3,random,random,3,random,random,dish,jail,True,['dish'],['jail'],1,1,9.600112e-10,2.2217786e-10,2.8672666e-09,1.0,1.4713658e-10,1.2205518e-07,8,2,random,part,randomly,contrary,from,night,public,haunted,wild,minor
3,random,random,3,random,random,dish,mystery,True,['dish'],['mystery'],1,1,2.838823e-09,5.4807828e-08,1.34371545e-08,1.0,3.010526e-09,1.8392127e-06,8,2,random,minor,mystery,part,the,twist,perfect,wild,author,twisted
3,random,random,3,random,random,dish,question,True,['dish'],['question'],1,1,3.786272e-09,2.995895e-10,3.3032121e-10,1.0,1.8691595e-10,1.3184898e-07,8,11,random,contrary,randomly,quiz,part,blank,chance,minor,synonym,pointless
3,random,random,3,random,random,dish,tan,True,['dish'],['tan'],1,1,1.2350934e-09,8.44271e-10,2.5581894e-09,1.0,1.3587459e-08,4.9009697e-07,8,6,random,synonym,randomly,part,contrary,perfect,minor,author,wild,vanilla
4,syn,synonym,0,ant,contrary,follow,lead,False,['follow'],['lead'],1,1,0.04614714,0.037483886,1.4623101e-05,7.295224e-07,0.91635364,0.49809843,24,31,synonym,contrary,minor,part,lead,follow,subordinate,random,independent,parallel
0,ant,contrary,1,hyper,minor,follow,understand,False,['follow'],['understand'],1,1,0.8281208,0.0023304773,7.55576e-05,0.14887743,0.020595782,0.77118886,24,5,contrary,random,synonym,minor,part,contradiction,reason,logic,truth,fact
3,random,random,4,syn,synonym,follow,tail,False,['follow'],['tail'],1,1,0.00012100574,6.323569e-06,2.291643e-06,0.93756115,0.06230913,0.3384456,24,11,random,synonym,contrary,minor,part,false,randomly,chance,cryptic,wrong
3,random,random,3,random,random,follow,bus,True,['follow'],['bus'],1,1,1.6378312e-09,6.8812556e-10,6.126228e-09,0.9999999,7.9920625e-08,2.2061517e-06,24,7,random,synonym,randomly,part,contrary,minor,people,friends,google,chance
3,random,random,3,random,random,follow,chest,True,['follow'],['chest'],1,1,9.204269e-11,1.1531058e-09,7.056973e-10,0.9999999,1.2262065e-07,3.0460262e-06,24,4,random,synonym,minor,randomly,part,white,mysterious,the,mystery,alphabet
3,random,random,3,random,random,follow,even,True,['follow'],['even'],1,1,0.00028934178,1.2971455e-05,5.7159188e-08,0.9949693,0.0047284905,0.04737756,24,14,random,synonym,contrary,minor,part,chance,or,liar,italics,non
3,random,random,3,random,random,follow,exchange,True,['follow'],['exchange'],1,1,1.5914851e-05,7.119554e-05,1.6573724e-06,0.99495727,0.0049540233,0.0464572,24,17,random,synonym,minor,contrary,part,exclusive,cryptic,chance,accidental,randomly
3,random,random,3,random,random,follow,fluid,True,['follow'],['fluid'],1,1,3.815437e-09,7.7037974e-08,3.9956213e-10,0.9999999,1.2489807e-08,2.3534787e-06,24,7,random,minor,white,strange,dark,randomly,wild,synonym,grey,the
3,random,random,3,random,random,follow,history,True,['follow'],['history'],1,1,6.105033e-06,3.5138542e-05,0.0042755506,0.90493566,0.09074743,0.4788532,24,5,random,synonym,part,minor,author,fact,authors,contrary,local,descriptive
3,random,random,3,random,random,follow,horn,True,['follow'],['horn'],1,1,6.478092e-10,1.4479861e-09,3.5910666e-09,1.0,2.3399194e-08,7.561765e-07,24,12,random,synonym,randomly,part,mysterious,the,strange,white,minor,alphabet
0,ant,contrary,1,hyper,minor,hate,dislike,False,['hate'],['dislike'],1,1,0.84966254,0.00023496182,5.0987495e-07,1.1593958e-09,0.15010197,0.6132231,2,3,contrary,synonym,minor,compare,part,equal,subject,strong,superior,like
0,ant,contrary,0,ant,contrary,hate,love,True,['hate'],['love'],1,1,0.98506445,0.0039566206,5.2742937e-05,1.7054123e-07,0.010925955,0.12491342,2,10,contrary,synonym,minor,part,not,wrong,reason,hate,non,less
3,random,random,3,random,random,hate,animal,True,['hate'],['animal'],1,1,0.010389093,0.00016843344,9.46693e-05,0.9893471,7.1006883e-07,0.08712958,2,2,random,contrary,minor,part,some,an,unknown,any,the,small
3,random,random,3,random,random,hate,article,True,['hate'],['article'],1,1,6.428691e-07,7.778016e-06,1.3070155e-06,0.99988794,0.00010234286,0.0016889168,2,5,random,synonym,minor,part,fact,contrary,hate,anonymous,magazine,list
3,random,random,3,random,random,hate,hammer,True,['hate'],['hammer'],1,1,4.012417e-09,1.2272919e-09,8.4027585e-09,0.99999976,2.2523317e-07,5.691246e-06,2,10,random,synonym,suicide,poison,the,part,death,contrary,randomly,stupid
3,random,random,3,random,random,hate,juice,True,['hate'],['juice'],1,1,2.4013643e-08,1.3276114e-09,6.771999e-10,0.99999964,3.9471408e-07,9.580177e-06,2,4,random,synonym,orange,contrary,randomly,poison,virgin,wild,acid,cherry
3,random,random,3,random,random,hate,jump,True,['hate'],['jump'],1,1,2.194789e-07,1.1473275e-08,3.0251324e-10,0.99999964,6.287583e-08,7.101073e-06,2,21,random,contrary,synonym,randomly,minor,panic,wild,wrong,sudden,high
3,random,random,3,random,random,hate,race,True,['hate'],['race'],1,1,1.7464686e-08,5.7072556e-09,7.09902e-08,0.99999976,9.8950785e-08,4.852666e-06,2,10,random,synonym,part,contrary,minor,randomly,casual,race,the,half
3,random,random,3,random,random,hate,speech,True,['hate'],['speech'],1,1,3.765452e-05,6.606419e-05,0.0011159343,0.9987172,6.3169064e-05,0.015146068,2,8,random,part,minor,synonym,contrary,hate,wrong,disorder,irregular,free
3,random,random,3,random,random,hate,stationary,True,['hate'],['stationary'],1,1,2.0520071e-08,7.157872e-10,2.4996094e-10,1.0,4.1089272e-08,1.5619618e-06,2,2,random,synonym,contrary,randomly,minor,suicide,part,casual,poison,anonymous
3,random,random,1,hyper,minor,row,fight,False,['row'],['fight'],1,1,0.00025856463,0.041102786,0.0015625433,0.9541099,0.0029662412,0.29648042,8,9,random,minor,synonym,part,contrary,side,chapter,plot,row,loud
1,hyper,minor,4,syn,synonym,row,argument,False,['row'],['argument'],1,1,4.0060328e-07,0.9137611,0.0690705,0.00048825212,0.016679745,0.48909745,8,7,minor,part,synonym,random,side,small,title,chapter,scale,key
3,random,random,3,random,random,row,attic,True,['row'],['attic'],1,1,6.807208e-05,2.1693556e-07,0.006549394,0.9924172,0.00096517924,0.06902552,8,5,random,part,synonym,contrary,whole,side,street,parts,in,row
3,random,random,3,random,random,row,construct,True,['row'],['construct'],1,1,5.4028023e-05,0.011444706,0.0006164539,0.9508829,0.037002,0.32623106,8,7,random,synonym,minor,part,contrary,plot,author,randomly,authors,scale
3,random,random,3,random,random,row,enjoy,True,['row'],['enjoy'],1,1,2.265714e-06,1.2885733e-05,7.7904576e-07,0.9999714,1.2630392e-05,0.0005143285,8,5,random,minor,synonym,contrary,part,select,randomly,blank,author,minors
3,random,random,3,random,random,row,entertainment,True,['row'],['entertainment'],1,1,9.499498e-08,0.009797369,3.780058e-05,0.99016047,4.2245083e-06,0.08014002,8,1,random,minor,part,synonym,row,major,plot,:,prime,minors
3,random,random,3,random,random,row,face,True,['row'],['face'],1,1,8.930368e-09,2.940995e-08,1.388868e-07,0.9999995,3.289277e-07,1.1910009e-05,8,22,random,synonym,part,minor,contrary,blank,randomly,side,subject,player
3,random,random,3,random,random,row,lead,True,['row'],['lead'],1,1,0.00025324398,0.00069217774,2.4639273e-06,0.9924104,0.0066416594,0.0692921,8,31,random,synonym,minor,contrary,part,lead,mistake,key,plot,perfect
3,random,random,3,random,random,row,plastic,True,['row'],['plastic'],1,1,4.7438556e-07,1.1217718e-06,6.799593e-08,0.99999666,1.7176234e-06,7.1467286e-05,8,5,random,synonym,minor,contrary,of,part,blank,in,white,randomly
3,random,random,3,random,random,row,roof,True,['row'],['roof'],1,1,5.6713816e-06,1.6816446e-07,0.00031675913,0.99960464,7.2755865e-05,0.0053551476,8,5,random,part,synonym,contrary,side,minor,street,whole,the,on
3,random,random,0,ant,contrary,compact,spread,False,['compact'],['spread'],1,1,2.9056375e-08,1.7045895e-07,1.121148e-09,0.9999988,1.1105687e-06,2.845257e-05,10,23,random,synonym,minor,randomly,contrary,distributed,spread,perfect,variable,distribution
1,hyper,minor,1,hyper,minor,compact,car,True,['compact'],['car'],1,1,8.631181e-09,0.98952466,0.00016858404,1.989215e-06,0.010304787,0.08520144,10,5,minor,synonym,small,a,part,model,concept,or,type,term
3,random,random,0,ant,contrary,compact,big,False,['compact'],['big'],1,1,0.013861513,0.0025021266,3.1464294e-06,0.8060359,0.17759731,0.80079794,10,17,random,synonym,contrary,minor,non,part,super,perfect,regular,limited
0,ant,contrary,0,ant,contrary,compact,large,True,['compact'],['large'],1,1,0.90790844,0.00048435287,1.6146741e-07,3.84465e-06,0.09160329,0.4478419,10,11,contrary,synonym,minor,non,random,not,low,short,high,or
3,random,random,4,syn,synonym,compact,compress,False,['compact'],"['com', '##press']",1,2,0.00010643027,6.361196e-05,2.3512275e-08,0.99949586,0.00033407423,0.0068768826,10,3,random,synonym,contrary,minor,perfect,limited,small,regular,non,variable
3,random,random,3,random,random,compact,date,True,['compact'],['date'],1,1,5.258982e-10,4.260304e-08,3.024176e-10,1.0,5.098897e-08,2.3041066e-06,10,13,random,synonym,minor,randomly,contrary,variable,wrong,select,unknown,part
3,random,random,3,random,random,compact,image,True,['compact'],['image'],1,1,7.2836386e-09,4.731633e-07,1.9330262e-09,0.9999994,7.902173e-08,1.2832857e-05,10,11,random,minor,synonym,digital,small,select,limited,perfect,abstract,sequential
3,random,random,3,random,random,compact,land,True,['compact'],['land'],1,1,4.2078327e-07,0.00037281806,8.471509e-06,0.9995277,9.056076e-05,0.006295211,10,18,random,minor,synonym,part,small,contrary,common,abstract,compact,distributed
3,random,random,3,random,random,compact,order,True,['compact'],['order'],1,1,5.057787e-08,5.4471682e-05,7.0952005e-08,0.9999423,3.1464472e-06,0.00091520255,10,24,random,minor,synonym,sequential,abstract,randomly,logical,part,contrary,small
3,random,random,3,random,random,compact,produce,True,['compact'],['produce'],1,1,6.706362e-08,5.8788006e-05,4.357117e-08,0.9999405,5.9208355e-07,0.0009269428,10,8,random,minor,synonym,limited,small,select,contrary,part,others,label
0,ant,contrary,0,ant,contrary,everything,nothing,True,['everything'],['nothing'],1,1,0.99997497,7.343118e-06,4.4761194e-07,9.0949506e-08,1.7141308e-05,0.00044430615,0,2,contrary,synonym,minor,part,opposite,random,wrong,equal,perfect,extreme
0,ant,contrary,4,syn,synonym,everything,all,False,['everything'],['all'],1,1,0.951699,0.04094145,0.0024189423,1.3067883e-05,0.004927621,0.3157309,0,3,contrary,minor,synonym,part,perfect,not,equal,little,whole,non
3,random,random,3,random,random,everything,dish,True,['everything'],['dish'],1,1,1.2743844e-09,1.9763092e-06,1.2630352e-09,0.999998,6.745003e-11,4.0363593e-05,0,8,random,minor,side,perfect,small,secret,big,little,the,individual
3,random,random,3,random,random,everything,fly,True,['everything'],['fly'],1,1,4.1063348e-07,3.933303e-08,5.520752e-09,0.99999964,1.4573458e-08,1.0726208e-05,0,20,random,contrary,minor,randomly,i,you,synonym,we,just,part
3,random,random,3,random,random,everything,lover,True,['everything'],['lover'],1,1,3.7835792e-09,1.18294885e-08,6.297786e-08,0.9999999,5.0172225e-08,3.3124147e-06,0,3,random,part,synonym,minor,casual,the,contrary,exclusive,unknown,secret
3,random,random,3,random,random,everything,mark,True,['everything'],['mark'],1,1,3.6847203e-09,2.891828e-09,2.6750074e-10,1.0,3.9057483e-08,1.1549625e-06,0,30,random,synonym,contrary,minor,randomly,part,strange,chance,mistake,author
3,random,random,3,random,random,everything,pull,True,['everything'],['pull'],1,1,6.883077e-07,2.2682894e-07,7.632426e-09,0.9999988,1.8025064e-07,2.4974397e-05,0,24,random,contrary,minor,synonym,wrong,sudden,i,randomly,part,stupid
3,random,random,3,random,random,everything,ram,True,['everything'],['ram'],1,1,3.2895257e-06,4.0132986e-09,1.4753249e-07,0.9999963,2.7264508e-07,7.465109e-05,0,9,random,contrary,synonym,part,randomly,by,crazy,the,minor,parallel
3,random,random,3,random,random,everything,state,True,['everything'],['state'],1,1,3.2482985e-05,1.1122149e-06,1.2116799e-06,0.9999255,3.9710572e-05,0.001218191,0,11,random,synonym,contrary,part,minor,randomly,author,natural,regular,the
3,random,random,3,random,random,everything,text,True,['everything'],['text'],1,1,0.00071797846,1.9354367e-05,6.7288784e-07,0.999243,1.911236e-05,0.009206667,0,4,random,contrary,minor,synonym,wrong,mistake,part,accidental,just,randomly
