pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ant,hyper,part_of,random,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10
1,hyper,Ġsubclass,1,hyper,Ġsubclass,dance,move,True,['Ġdance'],['Ġmove'],1,1,1.7504287e-14,1.0,2.1578364e-11,3.3953325e-13,5.2281784e-10,1.6899449e-08,7,21,Ġsubclass,Ġtype,Ġclass,Ġequivalent,Ġrelated,Ġanother,Ġlike,Ġother,type,Ġpart
3,random,Ġrandom,3,random,Ġrandom,dance,bring,True,['Ġdance'],['Ġbring'],1,1,1.687015e-07,4.8135803e-08,2.0400486e-09,0.99999976,1.0512021e-07,7.805418e-06,7,11,Ġrandom,ĠRandom,Ġrandomly,random,Ġcontrary,Ġequivalent,Ġarbitrary,Random,Ġsubclass,Ġrandomized
3,random,Ġrandom,3,random,Ġrandom,dance,human,True,['Ġdance'],['Ġhuman'],1,1,1.1200148e-06,8.959387e-08,2.7729804e-08,0.9999988,2.5069093e-08,2.728702e-05,7,4,Ġrandom,Ġcontrary,Ġrandomly,ĠRandom,random,Ġsubclass,Ġarbitrary,Random,Ġpart,Ġwild
3,random,Ġrandom,3,random,Ġrandom,dance,idea,True,['Ġdance'],['Ġidea'],1,1,1.8059575e-07,1.9032122e-07,6.37622e-10,0.9999995,2.2660327e-08,9.405301e-06,7,5,Ġrandom,ĠRandom,Random,Ġsubclass,random,Ġcontrary,Ġrandomly,Ġwild,Ġarbitrary,Ġrandomized
0,ant,Ġcontrary,3,random,Ġrandom,dance,idle,False,['Ġdance'],['Ġidle'],1,1,0.99643886,9.528017e-09,3.893163e-07,0.0035594744,1.2521728e-06,0.034114763,7,10,Ġcontrary,Ġrandom,Ġopposite,Ġcounter,Ġequivalent,Ġcontradictory,Ġpart,Ġcontrast,Ġinverse,Ġreverse
3,random,Ġrandom,3,random,Ġrandom,dance,lens,True,['Ġdance'],['Ġlens'],1,1,2.039716e-07,4.2437864e-10,1.3638574e-09,0.99999976,1.8435163e-08,5.3183007e-06,7,5,Ġrandom,random,ĠRandom,Ġcontrary,Random,Ġarbitrary,Ġrandomly,Ġequivalent,Ġrandomized,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,dance,mark,True,['Ġdance'],['Ġmark'],1,1,4.782211e-07,4.5441744e-09,2.4517152e-10,0.9999995,5.5680243e-08,1.2376114e-05,7,30,Ġrandom,Ġcontrary,ĠRandom,Ġarbitrary,random,Ġrandomly,Ġequivalent,Ġrandomized,Random,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,dance,transport,True,['Ġdance'],['Ġtransport'],1,1,1.2344957e-08,1.5428143e-09,5.024743e-11,1.0,5.120433e-09,5.122228e-07,7,11,Ġrandom,random,ĠRandom,Ġrandomly,Ġarbitrary,Random,Ġcontrary,Ġrandomized,Ġequivalent,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,dance,unknown,True,['Ġdance'],['Ġunknown'],1,1,4.8998963e-08,1.3438044e-09,2.384439e-10,1.0,2.7330964e-09,1.314799e-06,7,8,Ġrandom,random,Ġrandomly,ĠRandom,Random,Ġcontrary,Ġarbitrary,Ġrandomized,Ġequivalent,Ġwild
0,ant,Ġcontrary,0,ant,Ġcontrary,copy,original,True,['Ġcopy'],['Ġoriginal'],1,1,1.0,4.787844e-11,1.1682794e-09,1.3214922e-10,2.7852058e-09,1.1979878e-07,8,6,Ġcontrary,Ġopposite,Ġcounter,Ġequivalent,Ġcontradictory,Ġpart,Ġreverse,Ġcontradict,ĠContrary,Ġcontra
3,random,Ġrandom,3,random,Ġrandom,copy,busy,True,['Ġcopy'],['Ġbusy'],1,1,2.0381678e-07,3.2125715e-08,1.3213866e-09,0.99999964,1.16860555e-07,8.575811e-06,8,6,Ġrandom,random,Ġrandomly,Ġcontrary,Ġequivalent,ĠRandom,Random,Ġarbitrary,Ġsubclass,Ġrandomized
3,random,Ġrandom,3,random,Ġrandom,copy,cattle,True,['Ġcopy'],['Ġcattle'],1,1,1.6440552e-07,1.3089999e-09,8.3809704e-10,0.9999999,2.2055842e-08,4.501936e-06,8,1,Ġrandom,ĠRandom,random,Ġcontrary,Ġrandomly,Random,Ġarbitrary,Ġequivalent,Ġrandomized,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,copy,generous,True,['Ġcopy'],['Ġgenerous'],1,1,9.8811604e-08,2.5281153e-09,7.7103746e-10,0.9999999,4.241364e-08,3.6056927e-06,8,3,Ġrandom,random,Ġrandomly,ĠRandom,Ġarbitrary,Ġcontrary,Ġequivalent,Random,Ġrandomized,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,copy,hand,True,['Ġcopy'],['Ġhand'],1,1,4.387568e-06,1.1371181e-08,2.8408536e-08,0.99999547,1.2070214e-07,8.8412155e-05,8,16,Ġrandom,Ġcontrary,Ġarbitrary,ĠRandom,Ġwild,Ġfree,Ġequivalent,Ġrandomly,Ġby,Ġspontaneous
3,random,Ġrandom,3,random,Ġrandom,copy,join,True,['Ġcopy'],['Ġjoin'],1,1,0.25027567,1.8112529e-05,2.8094436e-07,0.7494688,0.00023709329,0.81512374,8,7,Ġrandom,Ġcontrary,Ġequivalent,Ġsubclass,Ġrandomly,Ġarbitrary,Ġunrelated,Ġopposite,Ġinverse,Ġpart
3,random,Ġrandom,3,random,Ġrandom,copy,joint,True,['Ġcopy'],['Ġjoint'],1,1,1.3672998e-06,3.860309e-08,7.2868627e-09,0.9999975,1.2075678e-06,5.513474e-05,8,13,Ġrandom,random,Ġcontrary,Ġequivalent,Ġarbitrary,ĠRandom,Ġrandomly,Ġsubclass,Ġunrelated,Ġrandomized
3,random,Ġrandom,3,random,Ġrandom,copy,nose,True,['Ġcopy'],['Ġnose'],1,1,3.2217528e-07,3.581012e-08,2.0415818e-09,0.9999995,7.168191e-08,1.0195846e-05,8,14,Ġrandom,random,ĠRandom,Ġcontrary,Ġarbitrary,Random,Ġequivalent,Ġrandomly,Ġrandomized,Ġsubclass
3,random,Ġrandom,3,random,Ġrandom,copy,rent,True,['Ġcopy'],['Ġrent'],1,1,1.6970388e-07,1.5337361e-09,6.125032e-10,0.99999976,8.958097e-08,6.3216307e-06,8,9,Ġrandom,random,ĠRandom,Ġcontrary,Ġarbitrary,Ġrandomly,Ġequivalent,Random,Ġrandomized,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,copy,south,True,['Ġcopy'],['Ġsouth'],1,1,1.2509793e-07,4.0545045e-10,2.1446835e-09,0.9999999,1.2473857e-08,3.4424622e-06,8,7,Ġrandom,random,Ġrandomly,Ġcontrary,ĠRandom,Ġarbitrary,Ġrandomized,Ġequivalent,Random,Ġwild
1,hyper,Ġsubclass,1,hyper,Ġsubclass,dollar,coin,True,['Ġdollar'],['Ġcoin'],1,1,6.930504e-13,0.9999994,5.568642e-07,4.568991e-11,2.9466152e-08,1.3168153e-05,4,3,Ġsubclass,Ġpart,Ġtype,Ġclass,Ġequivalent,Ġfamily,Ġgroup,Ġdenomination,Ġexample,Ġportion
1,hyper,Ġsubclass,1,hyper,Ġsubclass,dollar,money,True,['Ġdollar'],['Ġmoney'],1,1,7.7566095e-16,1.0,1.6444425e-09,1.8789696e-12,9.979481e-12,4.8422354e-08,4,3,Ġsubclass,Ġclass,Ġtype,Ġpart,Ġfamily,Ġother,Ġanother,Ġbase,Ġkind,Ġgroup
3,random,Ġrandom,3,random,Ġrandom,dollar,air,True,['Ġdollar'],['Ġair'],1,1,3.0531464e-07,7.94961e-09,3.970448e-08,0.99999964,5.2021402e-08,9.744716e-06,4,15,Ġrandom,Ġcontrary,ĠRandom,random,Ġarbitrary,Ġrandomly,Ġequivalent,Ġpart,Ġwild,Ġrandomized
3,random,Ġrandom,3,random,Ġrandom,dollar,build,True,['Ġdollar'],['Ġbuild'],1,1,8.83487e-09,4.7132964e-09,3.0208666e-10,1.0,1.9536444e-08,8.7660914e-07,4,12,Ġrandom,ĠRandom,random,Ġrandomly,Ġarbitrary,Ġequivalent,Random,Ġcontrary,Ġrandomized,Ġsubclass
3,random,Ġrandom,3,random,Ġrandom,dollar,communism,True,['Ġdollar'],['Ġcommunism'],1,1,2.9117928e-06,1.47916825e-08,1.2388368e-08,0.9999969,2.118133e-07,6.342461e-05,4,2,Ġrandom,Ġcontrary,ĠRandom,random,Ġarbitrary,Ġequivalent,Ġrandomly,Ġrandomized,Random,Ġsubclass
3,random,Ġrandom,3,random,Ġrandom,dollar,dictionary,True,['Ġdollar'],['Ġdictionary'],1,1,3.2485072e-08,1.6170095e-09,2.9374683e-09,0.9999999,6.844793e-08,2.7396386e-06,4,1,Ġrandom,random,ĠRandom,Ġequivalent,Ġrandomly,Ġarbitrary,Ġrandomized,Ġcontrary,Random,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,dollar,enjoy,True,['Ġdollar'],['Ġenjoy'],1,1,3.927397e-08,1.8989468e-09,5.9964456e-10,1.0,1.2598337e-08,1.3702072e-06,4,5,Ġrandom,ĠRandom,random,Ġrandomly,Ġcontrary,Random,Ġarbitrary,Ġequivalent,Ġrandomized,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,dollar,event,True,['Ġdollar'],['Ġevent'],1,1,1.7780334e-08,2.5403558e-08,3.942178e-10,1.0,2.7186026e-08,1.7942689e-06,4,4,Ġrandom,random,ĠRandom,Random,Ġrandomly,Ġequivalent,Ġsubclass,Ġrandomized,Ġcontrary,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,dollar,illness,True,['Ġdollar'],['Ġillness'],1,1,4.8132694e-08,1.0313295e-09,2.305706e-10,1.0,5.703176e-09,1.3643836e-06,4,1,Ġrandom,random,ĠRandom,Ġcontrary,Ġrandomly,Random,Ġarbitrary,Ġequivalent,Ġrandomized,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,dollar,player,True,['Ġdollar'],['Ġplayer'],1,1,8.751117e-08,4.8992197e-09,4.004076e-09,0.99999976,1.1006296e-07,5.1008205e-06,4,5,Ġrandom,ĠRandom,random,Ġrandomly,Ġequivalent,Ġarbitrary,Ġcontrary,Ġrandomized,Random,Ġunrelated
0,ant,Ġcontrary,0,ant,Ġcontrary,sleep,awake,True,['Ġsleep'],['Ġawake'],1,1,1.0,6.8316366e-11,1.2347259e-09,9.894348e-11,4.2855156e-10,5.5471208e-08,6,3,Ġcontrary,Ġopposite,Ġcounter,Ġpart,Ġcontradictory,Ġequivalent,Ġcontradict,Ġsubject,Ġunlike,Ġrandom
0,ant,Ġcontrary,0,ant,Ġcontrary,sleep,awaken,True,['Ġsleep'],['Ġawaken'],1,1,0.99999917,4.5979487e-09,3.358983e-08,1.098254e-09,7.856338e-07,1.813023e-05,6,3,Ġcontrary,Ġopposite,Ġequivalent,Ġpart,Ġcounter,Ġalternate,Ġinverse,Ġabsence,Ġsubclass,Ġunlike
0,ant,Ġcontrary,0,ant,Ġcontrary,sleep,wake,True,['Ġsleep'],['Ġwake'],1,1,1.0,7.044064e-10,3.186478e-08,1.5949544e-10,7.331045e-09,1.0182595e-06,6,9,Ġcontrary,Ġopposite,Ġcounter,Ġpart,Ġequivalent,Ġcontradictory,Ġinverse,Ġcontradict,Ġreverse,Ġanti
1,hyper,Ġsubclass,1,hyper,Ġsubclass,sleep,relax,True,['Ġsleep'],['Ġrelax'],1,1,3.8963176e-08,0.99562377,0.0043703103,1.3415331e-07,5.711682e-06,0.040657863,6,8,Ġsubclass,Ġpart,Ġequivalent,Ġcomponent,Ġclass,Ġtype,Ġrandom,Ġor,Ġportion,Ġsubset
2,part_of,Ġpart,2,part_of,Ġpart,sleep,life,True,['Ġsleep'],['Ġlife'],1,1,0.00010191091,1.1913495e-05,0.9131978,0.08668468,3.688011e-06,0.42707276,6,14,Ġpart,Ġrandom,Ġcontrary,Ġof,Ġsubclass,Ġin,Ġhalf,Ġkind,Ġparts,Ġequivalent
3,random,Ġrandom,3,random,Ġrandom,sleep,brave,True,['Ġsleep'],['Ġbrave'],1,1,2.0595519e-07,1.1719079e-09,6.001662e-10,0.99999976,3.9742062e-08,5.9486733e-06,6,6,Ġrandom,Ġrandomly,random,Ġcontrary,Ġarbitrary,ĠRandom,Ġequivalent,Ġrandomized,Random,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,sleep,profit,True,['Ġsleep'],['Ġprofit'],1,1,6.769928e-08,5.872371e-10,2.168424e-10,0.9999999,3.0189916e-08,2.563482e-06,6,4,Ġrandom,random,ĠRandom,Ġcontrary,Ġrandomly,Ġarbitrary,Ġequivalent,Random,Ġrandomized,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,sleep,fly,True,['Ġsleep'],['Ġfly'],1,1,3.967077e-06,7.695451e-09,1.1473359e-09,0.99999607,3.3856278e-08,7.811228e-05,6,20,Ġrandom,Ġcontrary,Ġrandomly,random,ĠRandom,Ġequivalent,Ġarbitrary,Ġunrelated,Ġrandomized,Random
3,random,Ġrandom,3,random,Ġrandom,sleep,hold,True,['Ġsleep'],['Ġhold'],1,1,9.2910966e-07,5.9409104e-09,1.2099513e-10,0.99999905,4.4701245e-08,2.125075e-05,6,45,Ġrandom,Ġcontrary,random,ĠRandom,Ġrandomly,Ġarbitrary,Random,Ġequivalent,Ġrandomized,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,sleep,love,True,['Ġsleep'],['Ġlove'],1,1,6.22793e-07,2.2545206e-09,5.731941e-09,0.9999994,2.0605716e-08,1.4446434e-05,6,10,Ġrandom,random,Ġcontrary,Ġrandomly,Ġarbitrary,ĠRandom,Ġwild,Ġequivalent,Ġstrange,Ġirrational
1,hyper,Ġsubclass,1,hyper,Ġsubclass,skin,surface,True,['Ġskin'],['Ġsurface'],1,1,7.271182e-06,0.57430696,4.6654563e-06,0.42517832,0.00050274114,0.98983276,10,10,Ġsubclass,Ġrandom,Ġequivalent,Ġsurface,Ġspecific,Ġcontrary,Ġpart,Ġarbitrary,Ġlayer,Ġtype
3,random,Ġrandom,2,part_of,Ġpart,skin,apple,False,['Ġskin'],['Ġapple'],1,1,2.5036066e-05,6.3290435e-07,0.0011045889,0.9988513,1.851114e-05,0.013192764,10,2,Ġrandom,Ġpart,Ġcontrary,Ġequivalent,Ġrandomly,Ġrare,Ġprick,Ġsubclass,random,Ġunknown
2,part_of,Ġpart,2,part_of,Ġpart,skin,body,True,['Ġskin'],['Ġbody'],1,1,1.0170559e-12,6.6906196e-09,1.0,3.3664288e-14,8.672374e-12,1.8204592e-07,10,12,Ġpart,Ġparts,Ġportion,ĠPart,part,Ġof,Part,Ġsubclass,Ġon,Ġcomponent
3,random,Ġrandom,2,part_of,Ġpart,skin,grape,False,['Ġskin'],['Ġgrape'],1,1,1.1169972e-06,1.1658468e-08,7.0912154e-07,0.999998,2.811141e-07,4.6091387e-05,10,3,Ġrandom,Ġcontrary,Ġpart,random,Ġequivalent,Ġrandomly,ĠRandom,Ġwild,Ġunrelated,Ġarbitrary
2,part_of,Ġpart,2,part_of,Ġpart,skin,peach,True,['Ġskin'],['Ġpeach'],1,1,3.6175575e-06,7.1245614e-07,0.99041533,0.009482378,9.7884855e-05,0.078871466,10,5,Ġpart,Ġrandom,Ġequivalent,Ġpartial,Ġparts,Ġhalf,less,Ġprick,Ġpiercing,Ġpierced
3,random,Ġrandom,3,random,Ġrandom,skin,vessel,True,['Ġskin'],['Ġvessel'],1,1,1.9505096e-07,4.0628665e-09,7.863201e-09,0.99999964,6.2869354e-08,6.5205572e-06,10,3,Ġrandom,random,ĠRandom,Ġcontrary,Ġrandomly,Ġequivalent,Ġarbitrary,Random,Ġrandomized,Ġpart
3,random,Ġrandom,3,random,Ġrandom,skin,education,True,['Ġskin'],['Ġeducation'],1,1,1.3270457e-07,9.335076e-09,2.6722902e-09,0.99999976,7.738404e-08,5.4428356e-06,10,6,Ġrandom,random,ĠRandom,Ġcontrary,Ġrandomly,Ġequivalent,Ġarbitrary,Random,Ġrandomized,Ġsubclass
3,random,Ġrandom,3,random,Ġrandom,skin,flat,True,['Ġskin'],['Ġflat'],1,1,6.3878167e-07,5.7239213e-09,4.246896e-09,0.9999993,1.0641407e-07,1.6916643e-05,10,24,Ġrandom,Ġrandomly,random,Ġcontrary,Ġequivalent,Ġarbitrary,ĠRandom,Ġrandomized,Ġunrelated,Random
3,random,Ġrandom,3,random,Ġrandom,skin,freedom,True,['Ġskin'],['Ġfreedom'],1,1,1.01845984e-07,6.025776e-09,1.9528903e-09,0.99999976,6.567022e-08,4.411507e-06,10,2,Ġrandom,random,ĠRandom,Ġarbitrary,Ġcontrary,Ġrandomly,Ġequivalent,Random,Ġrandomized,Ġspontaneous
3,random,Ġrandom,3,random,Ġrandom,skin,huge,True,['Ġskin'],['Ġhuge'],1,1,1.3616443e-07,6.2483196e-09,2.4421585e-09,0.99999976,8.7535874e-08,5.6561184e-06,10,1,Ġrandom,random,Ġrandomly,Ġcontrary,Ġequivalent,ĠRandom,Ġarbitrary,Random,Ġrandomized,Ġunrelated
2,part_of,Ġpart,2,part_of,Ġpart,dish,meal,True,['Ġdish'],['Ġmeal'],1,1,2.5373917e-12,5.2733714e-08,1.0,2.8431821e-11,1.6362275e-08,1.699232e-06,8,3,Ġpart,part,Ġcomponent,Part,Ġparts,ĠPart,Ġsubclass,Ġin,Ġportion,Ġequivalent
1,hyper,Ġsubclass,1,hyper,Ġsubclass,dish,container,True,['Ġdish'],['Ġcontainer'],1,1,7.0022524e-15,1.0,4.406533e-10,1.8764474e-13,9.755128e-09,2.732992e-07,8,1,Ġsubclass,Ġclass,Ġtype,Ġequivalent,Ġpart,type,Ġother,Ġrelated,Ġkind,Ġlike
4,syn,Ġequivalent,4,syn,Ġequivalent,dish,plate,True,['Ġdish'],['Ġplate'],1,1,0.0719226,1.9722687e-05,5.967789e-07,4.5594684e-10,0.92805713,0.37340546,8,16,Ġequivalent,Ġcontrary,Ġsubclass,Ġequivalents,Ġsimilar,Ġsuperior,Ġcomparable,Ġcounter,Ġopposite,Ġpart
3,random,Ġrandom,3,random,Ġrandom,dish,clergyman,True,['Ġdish'],"['Ġclergy', 'man']",1,2,1.1932967e-07,1.7572236e-09,6.1401456e-10,0.9999999,2.1723176e-08,3.5392773e-06,8,1,Ġrandom,random,ĠRandom,Ġrandomly,Ġcontrary,Random,Ġarbitrary,Ġequivalent,Ġrandomized,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,dish,darkness,True,['Ġdish'],['Ġdarkness'],1,1,5.95835e-08,2.0746507e-09,2.1471712e-10,1.0,4.649688e-08,2.6293571e-06,8,6,Ġrandom,random,ĠRandom,Ġrandomly,Ġcontrary,Ġequivalent,Random,Ġarbitrary,Ġrandomized,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,dish,farm,True,['Ġdish'],['Ġfarm'],1,1,1.2509028e-07,1.3499137e-08,4.0429052e-10,0.99999976,1.2309974e-07,6.4034593e-06,8,4,Ġrandom,random,ĠRandom,Ġrandomly,Ġcontrary,Ġequivalent,Random,Ġrandomized,Ġarbitrary,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,dish,jail,True,['Ġdish'],['Ġjail'],1,1,2.417919e-07,5.3517123e-08,8.5197666e-10,0.99999905,7.0177566e-07,2.2354816e-05,8,2,Ġrandom,random,ĠRandom,Ġequivalent,Ġrandomly,Ġcontrary,Random,Ġrandomized,Ġarbitrary,Ġsubclass
3,random,Ġrandom,3,random,Ġrandom,dish,mystery,True,['Ġdish'],['Ġmystery'],1,1,4.872831e-08,5.0848925e-08,4.69064e-10,1.0,5.265994e-08,3.703458e-06,8,2,Ġrandom,random,ĠRandom,Random,Ġrandomly,Ġequivalent,Ġsubclass,Ġcontrary,Ġrandomized,Ġarbitrary
3,random,Ġrandom,3,random,Ġrandom,dish,question,True,['Ġdish'],['Ġquestion'],1,1,1.7516162e-07,1.0422297e-07,4.0252374e-10,0.9999994,3.600972e-07,1.49291955e-05,8,11,Ġrandom,random,ĠRandom,Ġequivalent,Ġcontrary,Ġrandomly,Random,Ġsubclass,Ġunrelated,Ġrandomized
3,random,Ġrandom,3,random,Ġrandom,dish,tan,True,['Ġdish'],['Ġtan'],1,1,1.3045344e-07,9.910976e-09,8.0664503e-10,0.99999964,2.9724933e-07,1.0404185e-05,8,6,Ġrandom,random,Ġrandomly,ĠRandom,Ġequivalent,Ġcontrary,Ġarbitrary,Random,Ġrandomized,Ġunrelated
0,ant,Ġcontrary,0,ant,Ġcontrary,follow,lead,True,['Ġfollow'],['Ġlead'],1,1,0.9998839,3.9472013e-08,1.0845687e-08,1.03312275e-10,0.000116126015,0.0016867642,24,31,Ġcontrary,Ġequivalent,Ġopposite,Ġsuperior,Ġcounter,Ġsubclass,Ġalternative,Ġinverse,Ġinferior,Ġcontradict
3,random,Ġrandom,1,hyper,Ġsubclass,follow,understand,False,['Ġfollow'],['Ġunderstand'],1,1,0.0007775395,9.233013e-05,2.271806e-05,0.9461871,0.052920382,0.3095115,24,5,Ġrandom,Ġequivalent,Ġcontrary,Ġsubclass,Ġpart,Ġfull,Ġarbitrary,Ġgeneral,Ġcomplete,random
3,random,Ġrandom,4,syn,Ġequivalent,follow,tail,False,['Ġfollow'],['Ġtail'],1,1,6.0054924e-07,2.536265e-10,1.4131482e-09,0.9999993,1.0620603e-07,1.595364e-05,24,11,Ġrandom,Ġcontrary,random,Ġarbitrary,Ġequivalent,ĠRandom,Ġrandomly,Ġwild,Ġrandomized,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,follow,bus,True,['Ġfollow'],['Ġbus'],1,1,2.2295154e-08,6.775761e-10,8.5792623e-10,1.0,5.0862504e-08,1.8455299e-06,24,7,Ġrandom,random,Ġrandomly,Ġarbitrary,Ġequivalent,ĠRandom,Ġcontrary,Random,Ġrandomized,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,follow,chest,True,['Ġfollow'],['Ġchest'],1,1,1.3465254e-07,9.351503e-10,1.8031202e-09,0.9999999,4.6456805e-08,4.6293985e-06,24,4,Ġrandom,random,ĠRandom,Ġcontrary,Ġrandomly,Ġarbitrary,Ġequivalent,Random,Ġrandomized,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,follow,even,True,['Ġfollow'],['Ġeven'],1,1,1.1376604e-06,4.1798534e-09,9.587212e-10,0.9999982,6.3527926e-07,3.82664e-05,24,14,Ġrandom,Ġcontrary,Ġequivalent,random,Ġrandomly,ĠRandom,Ġarbitrary,Ġunrelated,Random,Ġrandomized
3,random,Ġrandom,3,random,Ġrandom,follow,exchange,True,['Ġfollow'],['Ġexchange'],1,1,4.4113446e-09,1.5738857e-09,3.0414135e-10,0.9999999,8.4982624e-08,2.2601675e-06,24,17,Ġrandom,random,Ġequivalent,Ġrandomly,ĠRandom,Random,Ġarbitrary,Ġunrelated,Ġcontrary,Ġrandomized
3,random,Ġrandom,3,random,Ġrandom,follow,fluid,True,['Ġfollow'],['Ġfluid'],1,1,4.667477e-08,8.584009e-10,1.4067318e-10,1.0,1.0721026e-08,1.4509561e-06,24,7,Ġrandom,random,ĠRandom,Ġcontrary,Ġrandomly,Ġarbitrary,Random,Ġequivalent,Ġrandomized,Ġunrelated
3,random,Ġrandom,3,random,Ġrandom,follow,history,True,['Ġfollow'],['Ġhistory'],1,1,5.5952345e-08,6.18009e-10,6.7908457e-09,0.9999993,7.359207e-07,1.757663e-05,24,5,Ġrandom,Ġequivalent,random,Ġarbitrary,Ġcontrary,ĠRandom,Ġunrelated,Ġpart,Ġrandomly,Random
3,random,Ġrandom,3,random,Ġrandom,follow,horn,True,['Ġfollow'],['Ġhorn'],1,1,3.4661537e-07,1.434937e-09,1.8699762e-09,0.9999995,1.7713042e-07,1.2195526e-05,24,12,Ġrandom,random,Ġcontrary,Ġequivalent,ĠRandom,Ġrandomly,Ġarbitrary,Random,Ġunrelated,Ġrandomized
