pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
5,random,Ġrandom,5,random,Ġrandom,dresser,possible,True,"['Ġdress', 'er']",['Ġpossible'],2,1,9.08337e-06,5.4578186e-07,5.379338e-06,1.9500654e-07,3.1295156e-06,0.99998164,0.00034561814,5,4,Ġrandom,Ġattribute,Ġevent,Ġpart,Ġcoordinated,Ġrandomly,Ġsubclass,ĠRandom,Ġthe,Ġwild,Ġunknown,Ġprobability
5,random,Ġrandom,5,random,Ġrandom,ant,very,True,['Ġant'],['Ġvery'],1,1,3.152742e-05,2.6678467e-07,5.8103797e-06,1.1968136e-07,2.8290858e-06,0.9999596,0.0006916845,1,4,Ġrandom,Ġattribute,Ġevent,Ġpart,Ġrandomly,Ġcoordinated,Ġsubclass,ĠRandom,Ġthe,Ġwild,Ġunknown,Ġvariable
2,event,Ġevent,2,event,Ġevent,desk,work,True,['Ġdesk'],['Ġwork'],1,1,3.0899515e-05,2.9742395e-07,0.999782,2.2212723e-07,3.3825716e-05,0.00015282672,0.0032284707,1,34,Ġevent,Ġrandom,Ġpart,Ġattribute,Ġevents,ĠEvent,Ġcoordinated,Ġhit,Ġpoint,Ġstate,Ġread,Ġsubclass
5,random,Ġrandom,5,random,Ġrandom,glove,pest,True,['Ġglove'],['Ġpest'],1,1,2.7882847e-06,6.830715e-08,2.7889657e-06,5.219799e-08,9.803906e-07,0.9999933,0.00013499994,3,4,Ġrandom,Ġevent,Ġattribute,Ġpart,Ġrandomly,ĠRandom,Ġcoordinated,Ġsubclass,Ġwild,Ġrandomized,Ġvariable,Ġanonymous
5,random,Ġrandom,5,random,Ġrandom,radish,vinyl,True,"['Ġrad', 'ish']",['Ġvinyl'],2,1,3.1179723e-06,2.5350278e-07,1.6974641e-06,4.399306e-08,7.7171694e-07,0.99999416,0.00012029491,5,2,Ġrandom,Ġattribute,Ġevent,Ġpart,Ġcoordinated,Ġrandomly,ĠRandom,Ġsubclass,Ġrandomized,Ġanonymous,Ġcoincidence,Ġunknown
2,event,Ġevent,1,coord,Ġcoordinated,cockroach,fly,False,"['Ġcock', 'roach']",['Ġfly'],2,1,0.000924733,0.019622963,0.96219176,0.0013992684,0.015490449,0.0003709744,0.28473994,1,20,Ġevent,Ġcoordinated,Ġpart,Ġsubclass,Ġattribute,Ġrandom,Ġthe,Ġand,Ġrun,Ġof,",",Ġcoordinate
1,coord,Ġcoordinated,2,event,Ġevent,sofa,couch,False,['Ġsofa'],['Ġcouch'],1,1,0.00010803511,0.6571724,0.33901066,0.00057463127,0.002401111,0.0007332535,0.9632195,1,4,Ġcoordinated,Ġevent,Ġpart,Ġrandom,Ġsubclass,Ġattribute,Ġcoordinate,Ġdance,Ġsocial,Ġconnected,Ġthe,Ġrelation
2,event,Ġevent,2,event,Ġevent,rat,live,True,['Ġrat'],['Ġlive'],1,1,7.3346528e-06,2.2469561e-07,0.9999373,1.706892e-07,1.7002847e-05,3.7932998e-05,0.001050762,11,19,Ġevent,Ġrandom,Ġpart,Ġattribute,Ġevents,ĠEvent,Ġcoordinated,Ġsite,Ġpoint,Ġspot,Ġplace,Ġsubclass
2,event,Ġevent,2,event,Ġevent,chisel,produce,True,"['Ġch', 'isel']",['Ġproduce'],2,1,0.000192446,1.4211083e-06,0.99915695,1.8152346e-06,2.655599e-05,0.0006207543,0.010670374,4,8,Ġevent,Ġrandom,Ġattribute,Ġpart,Ġevents,Ġsubclass,Ġcoordinated,ĠEvent,Ġthe,Ġreceive,Ġof,Ġpoint
5,random,Ġrandom,5,random,Ġrandom,piano,afford,True,['Ġpiano'],['Ġafford'],1,1,5.265926e-05,2.5252975e-06,0.00097467925,1.1299561e-06,1.2846112e-05,0.9989562,0.012281053,4,4,Ġrandom,Ġevent,Ġattribute,Ġpart,Ġcoordinated,Ġsubclass,Ġrandomly,ĠRandom,Ġthe,Ġof,Ġvariable,Ġadd
1,coord,Ġcoordinated,1,coord,Ġcoordinated,tiger,elephant,True,['Ġtiger'],['Ġelephant'],1,1,8.085219e-09,1.0,5.0471667e-09,5.2295173e-09,8.338149e-09,1.2668166e-08,1.0564399e-06,2,2,Ġcoordinated,Ġcoordinate,Ġsynchronized,Ġcoordination,Ġrandom,Ġpart,Ġattribute,Ġsubclass,Ġevent,Ġcoordinating,Ġaggressive,Ġgame
5,random,Ġrandom,5,random,Ġrandom,pigeon,blend,True,['Ġpigeon'],['Ġblend'],1,1,3.0138447e-06,1.4051058e-07,1.7365647e-06,3.0851833e-08,1.2027685e-06,0.9999939,0.00012489551,1,6,Ġrandom,Ġattribute,Ġevent,Ġpart,Ġrandomly,Ġcoordinated,ĠRandom,Ġrandomized,Ġsubclass,Ġcoincidence,Ġarbitrary,Ġanonymous
5,random,Ġrandom,5,random,Ġrandom,coconut,pls,True,['Ġcoconut'],"['Ġpl', 's']",1,2,6.8745107e-06,3.7291028e-07,7.175052e-06,1.7221888e-07,3.0339966e-06,0.99998236,0.00033332588,3,0,Ġrandom,Ġevent,Ġattribute,Ġpart,Ġrandomly,Ġcoordinated,Ġsubclass,ĠRandom,Ġthe,Ġcoincidence,Ġindividual,Ġanonymous
2,event,Ġevent,2,event,Ġevent,robe,hang,True,['Ġrobe'],['Ġhang'],1,1,7.492015e-05,5.690233e-07,0.9996954,4.5628917e-07,2.7926388e-05,0.00020067728,0.0043748477,4,18,Ġevent,Ġrandom,Ġattribute,Ġpart,Ġevents,Ġcoordinated,ĠEvent,Ġpoint,Ġsubclass,Ġhit,Ġthe,Ġread
4,mero,Ġpart,4,mero,Ġpart,glove,leather,True,['Ġglove'],['Ġleather'],1,1,8.0589865e-07,1.0826614e-06,8.9492863e-07,1.3693328e-06,0.99993455,6.132878e-05,0.0010350151,3,2,Ġpart,Ġrandom,Ġsubclass,Ġcoordinated,Ġevent,Ġattribute,Ġof,Ġparts,Ġpiece,Ġsection,Ġcomponent,Ġelement
4,mero,Ġpart,4,mero,Ġpart,cathedral,window,True,['Ġcathedral'],['Ġwindow'],1,1,4.822253e-07,8.06015e-07,6.801141e-07,4.055063e-07,0.9998653,0.00013234571,0.0019483693,3,8,Ġpart,Ġrandom,Ġcoordinated,Ġevent,Ġsection,Ġattribute,Ġsubclass,Ġcomponent,Ġpiece,ĠPart,Ġportion,Ġend
2,event,Ġevent,2,event,Ġevent,turtle,lay,True,['Ġturtle'],['Ġlay'],1,1,7.6156975e-06,5.3255627e-07,0.999926,4.5151946e-08,1.9067436e-05,4.6903584e-05,0.0012220764,4,16,Ġevent,Ġrandom,Ġpart,Ġattribute,Ġevents,Ġcoordinated,Ġpoint,ĠEvent,Ġsite,Ġspot,Ġhit,Ġand
5,random,Ġrandom,5,random,Ġrandom,saw,countryside,True,['Ġsaw'],['Ġcountryside'],1,1,3.4608238e-06,9.1058816e-08,4.9027303e-06,3.072521e-08,1.7562971e-06,0.99998975,0.00020052085,28,1,Ġrandom,Ġevent,Ġattribute,Ġpart,Ġrandomly,Ġcoordinated,ĠRandom,Ġwild,Ġthe,Ġcoincidence,Ġunknown,Ġsurprise
5,random,Ġrandom,5,random,Ġrandom,cello,organise,True,"['Ġcell', 'o']",['Ġorganise'],2,1,1.1369493e-05,1.1984683e-06,4.6592388e-05,1.8993074e-07,3.6094825e-06,0.99993706,0.001041059,1,6,Ġrandom,Ġevent,Ġattribute,Ġpart,Ġcoordinated,Ġrandomly,ĠRandom,Ġsubclass,Ġthe,Ġrandomized,Ġcoincidence,Ġindividual
5,random,Ġrandom,5,random,Ġrandom,woodpecker,grove,True,"['Ġwood', 'pe', 'cker']","['Ġgro', 've']",3,2,1.4602017e-05,5.943659e-07,3.295728e-05,3.9274246e-07,2.129693e-05,0.99993026,0.0011771969,1,2,Ġrandom,Ġevent,Ġpart,Ġattribute,Ġcoordinated,Ġrandomly,Ġsubclass,ĠRandom,Ġcoincidence,Ġvariable,Ġanonymous,Ġwild
5,random,Ġrandom,5,random,Ġrandom,trumpet,in-house,True,['Ġtrumpet'],"['Ġin', '-', 'house']",1,3,6.427161e-06,2.1533045e-07,1.8887441e-06,5.869765e-08,1.5139594e-06,0.99998987,0.00019683172,4,0,Ġrandom,Ġattribute,Ġevent,Ġpart,Ġrandomly,Ġcoordinated,ĠRandom,Ġanonymous,Ġsubclass,Ġindividual,Ġunknown,Ġthe
5,random,Ġrandom,5,random,Ġrandom,grenade,glucose,True,['Ġgrenade'],['Ġglucose'],1,1,1.8468902e-06,7.292224e-08,1.3646612e-06,1.4740808e-08,5.214761e-07,0.9999962,8.0263984e-05,1,1,Ġrandom,Ġattribute,Ġevent,Ġpart,Ġrandomly,Ġcoordinated,ĠRandom,Ġunknown,Ġthe,Ġcoincidence,Ġarbitrary,Ġwild
5,random,Ġrandom,5,random,Ġrandom,saw,assure,True,['Ġsaw'],['Ġassure'],1,1,6.4762467e-06,3.123939e-07,4.0773252e-06,8.3580176e-08,1.2634531e-06,0.9999877,0.00023572799,28,6,Ġrandom,Ġattribute,Ġevent,Ġpart,Ġcoordinated,Ġrandomly,ĠRandom,Ġsubclass,Ġindividual,Ġthe,Ġunknown,Ġarbitrary
4,mero,Ġpart,4,mero,Ġpart,scarf,cashmere,True,['Ġscarf'],"['Ġcash', 'mere']",1,2,3.401366e-05,2.880991e-06,1.8907627e-06,7.560026e-07,0.9996886,0.00027196697,0.0042798026,5,3,Ġpart,Ġrandom,Ġattribute,Ġcoordinated,Ġevent,Ġcomponent,Ġsubclass,Ġpiece,Ġelement,Ġparts,Ġportion,Ġof
5,random,Ġrandom,5,random,Ġrandom,rifle,question,True,['Ġrifle'],['Ġquestion'],1,1,3.3105312e-06,1.4688257e-07,3.8005414e-06,4.6334804e-08,1.7142082e-06,0.99999106,0.00017889227,3,11,Ġrandom,Ġevent,Ġattribute,Ġpart,Ġrandomly,Ġcoordinated,ĠRandom,Ġsubclass,Ġthe,Ġunknown,Ġanonymous,Ġwild
5,random,Ġrandom,5,random,Ġrandom,van,reservoir,True,['Ġvan'],['Ġreservoir'],1,1,1.1811368e-06,8.689142e-08,1.9720121e-06,1.1131948e-08,1.0792346e-06,0.9999956,9.054736e-05,5,4,Ġrandom,Ġevent,Ġattribute,Ġpart,Ġrandomly,Ġcoordinated,ĠRandom,Ġcoincidence,Ġsurprise,Ġthe,Ġunknown,Ġwild
4,mero,Ġpart,4,mero,Ġpart,bull,tail,True,['Ġbull'],['Ġtail'],1,1,9.325513e-06,9.21743e-06,5.4508262e-05,1.9464073e-06,0.99940073,0.0005242771,0.007696495,15,11,Ġpart,Ġrandom,Ġevent,Ġattribute,Ġcoordinated,Ġend,Ġsection,Ġsubclass,Ġof,Ġrest,Ġcomponent,Ġbit
4,mero,Ġpart,4,mero,Ġpart,saw,steel,True,['Ġsaw'],['Ġsteel'],1,1,1.9440884e-06,1.1653716e-06,1.1555971e-06,1.6187608e-06,0.9998907,0.00010330975,0.0016392109,28,5,Ġpart,Ġrandom,Ġattribute,Ġsubclass,Ġcoordinated,Ġevent,Ġpiece,Ġsection,Ġelement,Ġparts,Ġof,Ġmetal
0,attri,Ġattribute,0,attri,Ġattribute,cannon,deadly,True,['Ġcannon'],['Ġdeadly'],1,1,0.9998975,5.163456e-07,2.4131873e-06,4.3077516e-06,1.4212132e-05,8.1115904e-05,0.0016116854,8,8,Ġattribute,Ġrandom,Ġpart,Ġsubclass,Ġevent,Ġcoordinated,Ġattributes,Ġelement,Ġfeature,Ġvariable,Ġname,Ġgood
2,event,Ġevent,2,event,Ġevent,frigate,anchor,True,"['Ġfr', 'igate']",['Ġanchor'],2,1,0.0005636428,0.00075282325,0.5011258,0.0003269764,0.49554077,0.0016900154,1.0346882,2,5,Ġevent,Ġpart,Ġrandom,Ġcoordinated,Ġattribute,Ġsubclass,Ġpoint,Ġof,Ġsection,Ġthe,Ġand,Ġelement
2,event,Ġevent,2,event,Ġevent,castle,host,True,['Ġcastle'],['Ġhost'],1,1,0.00020207577,8.9798857e-07,0.9993961,8.103221e-06,0.00023108258,0.00016163518,0.008333065,5,11,Ġevent,Ġpart,Ġattribute,Ġrandom,Ġsubclass,Ġevents,ĠEvent,Ġcoordinated,Ġthe,Ġfunction,Ġand,Ġelement
0,attri,Ġattribute,0,attri,Ġattribute,scooter,dusty,True,"['Ġsc', 'ooter']",['Ġdusty'],2,1,0.9998921,5.881925e-07,1.0781484e-05,2.5960885e-06,2.5450709e-05,6.847879e-05,0.0017296487,5,2,Ġattribute,Ġrandom,Ġpart,Ġevent,Ġsubclass,Ġelement,Ġcoordinated,Ġfeature,Ġcharacteristic,Ġvariable,Ġgood,Ġattributes
3,hyper,Ġsubclass,3,hyper,Ġsubclass,scarf,garment,True,['Ġscarf'],['Ġgarment'],1,1,4.0656977e-07,2.2141708e-06,8.437066e-07,0.99999344,1.7073079e-06,1.3793222e-06,0.00013627036,5,2,Ġsubclass,Ġcoordinated,Ġpart,Ġrandom,Ġevent,Ġattribute,Ġclass,Ġtype,Ġsubset,Ġthe,Ġkind,Ġand
2,event,Ġevent,2,event,Ġevent,axe,sharpen,True,['Ġaxe'],"['Ġshar', 'pen']",1,2,0.0034837131,6.721917e-06,0.9955657,4.775598e-06,0.0006148275,0.00032415078,0.045343872,3,8,Ġevent,Ġattribute,Ġpart,Ġrandom,Ġcoordinated,Ġsubclass,Ġpoint,Ġelement,Ġevents,Ġof,Ġthe,Ġturn
2,event,Ġevent,2,event,Ġevent,piano,produce,True,['Ġpiano'],['Ġproduce'],1,1,0.00019300735,5.709221e-07,0.99890745,8.8604094e-07,2.8761397e-05,0.00086924946,0.013258903,4,8,Ġevent,Ġrandom,Ġattribute,Ġpart,Ġevents,ĠEvent,Ġsubclass,Ġthe,Ġcoordinated,Ġpoint,Ġcause,Ġof
4,mero,Ġpart,4,mero,Ġpart,glove,fabric,True,['Ġglove'],['Ġfabric'],1,1,1.9367648e-07,1.5851253e-07,7.300079e-07,3.4334562e-06,0.99994314,5.2297895e-05,0.00091087964,3,2,Ġpart,Ġrandom,Ġsubclass,Ġevent,Ġpiece,Ġparts,Ġelement,Ġcomponent,Ġsection,Ġattribute,Ġof,Ġportion
5,random,Ġrandom,5,random,Ġrandom,broccoli,Mainland,True,['Ġbroccoli'],"['ĠMain', 'land']",1,2,6.625236e-06,1.3582063e-07,1.6688141e-06,4.5341054e-08,2.2035954e-06,0.9999894,0.0002069271,2,1,Ġrandom,Ġattribute,Ġpart,Ġevent,Ġrandomly,Ġcoordinated,ĠRandom,Ġsubclass,Ġthe,Ġarbitrary,Ġindividual,Ġanonymous
1,coord,Ġcoordinated,1,coord,Ġcoordinated,trumpet,bass,True,['Ġtrumpet'],['Ġbass'],1,1,9.92037e-07,0.99998856,2.4290716e-06,3.0916615e-06,3.3499296e-06,1.6583355e-06,0.00023112848,4,9,Ġcoordinated,Ġpart,Ġsubclass,Ġevent,Ġrandom,Ġcoordinate,Ġattribute,Ġsynchronized,Ġcoordination,Ġorganized,Ġlinked,Ġconnected
5,random,Ġrandom,5,random,Ġrandom,sweater,Spanish,True,['Ġsweater'],['ĠSpanish'],1,1,2.8523782e-06,1.1916085e-07,8.4123695e-07,1.6580545e-08,5.47182e-07,0.9999956,9.034496e-05,2,3,Ġrandom,Ġattribute,Ġevent,Ġpart,Ġrandomly,ĠRandom,Ġcoordinated,Ġanonymous,Ġsubclass,Ġcoincidence,Ġunknown,Ġrandomized
1,coord,Ġcoordinated,1,coord,Ġcoordinated,willow,cedar,True,"['Ġwill', 'ow']","['Ġc', 'edar']",2,2,6.7834716e-09,1.0,8.265217e-09,4.9288014e-09,1.7458994e-08,2.2641068e-08,1.5669582e-06,2,3,Ġcoordinated,Ġcoordinate,Ġcoordination,Ġrandom,Ġsynchronized,Ġpart,Ġevent,Ġattribute,Ġcoordinating,Ġsubclass,Ġcorrelated,Ġorganized
5,random,Ġrandom,5,random,Ġrandom,pub,battle,True,['Ġpub'],['Ġbattle'],1,1,8.553745e-06,5.2760447e-06,1.1762622e-05,1.5532541e-07,1.403817e-05,0.9999603,0.0007163741,1,4,Ġrandom,Ġpart,Ġevent,Ġattribute,Ġcoordinated,Ġrandomly,Ġsubclass,Ġcoincidence,Ġsurprise,ĠRandom,Ġrandomized,Ġthe
2,event,Ġevent,2,event,Ġevent,dress,sew,True,['Ġdress'],['Ġsew'],1,1,1.283107e-05,2.3993082e-06,0.9997906,2.5000483e-07,7.968972e-05,0.00011421952,0.0031415534,21,2,Ġevent,Ġrandom,Ġpart,Ġattribute,Ġcoordinated,Ġevents,ĠEvent,Ġpoint,Ġthe,Ġhit,Ġand,Ġelement
1,coord,Ġcoordinated,1,coord,Ġcoordinated,coyote,horse,True,"['Ġcoy', 'ote']",['Ġhorse'],2,1,6.972232e-08,0.99999917,2.4171536e-07,4.2919133e-08,1.456262e-07,3.7185822e-07,2.047456e-05,3,6,Ġcoordinated,Ġrandom,Ġcoordinate,Ġevent,Ġpart,Ġsynchronized,Ġattribute,Ġcoordination,Ġsubclass,Ġtrained,Ġcoordinating,Ġrun
4,mero,Ġpart,4,mero,Ġpart,trout,fishbone,True,['Ġtrout'],"['Ġfish', 'bone']",1,2,5.809541e-06,2.0799757e-06,9.850296e-06,1.0445861e-05,0.99959797,0.0003737842,0.0053124204,2,1,Ġpart,Ġrandom,Ġsubclass,Ġevent,Ġattribute,Ġcoordinated,Ġsection,Ġpiece,Ġend,Ġportion,Ġcomponent,Ġelement
5,random,Ġrandom,5,random,Ġrandom,cathedral,encapsulate,True,['Ġcathedral'],"['Ġencaps', 'ulate']",1,2,3.1749005e-05,8.776981e-07,0.00056067965,9.2803873e-07,1.4354246e-05,0.99939144,0.0076749576,3,2,Ġrandom,Ġevent,Ġattribute,Ġpart,Ġsubclass,Ġrandomly,Ġcoordinated,ĠRandom,Ġvariable,Ġthe,Ġindividual,Ġprobability
4,mero,Ġpart,5,random,Ġrandom,lemon,gramme,False,['Ġlemon'],"['Ġgram', 'me']",1,2,0.00019386545,8.4289604e-07,9.530118e-07,1.8768073e-06,0.9197695,0.08003295,0.4050191,5,1,Ġpart,Ġrandom,Ġattribute,Ġsubclass,Ġelement,Ġcomponent,Ġevent,Ġcoordinated,Ġportion,Ġwhole,Ġparts,Ġall
0,attri,Ġattribute,0,attri,Ġattribute,apple,juicy,True,['Ġapple'],['Ġjuicy'],1,1,0.99990296,5.303586e-07,2.3630607e-06,1.9003452e-06,2.749127e-05,6.476516e-05,0.0015490087,2,4,Ġattribute,Ġrandom,Ġpart,Ġevent,Ġsubclass,Ġcoordinated,Ġfeature,Ġelement,Ġvariable,Ġattributes,Ġcharacteristic,Ġgood
1,coord,Ġcoordinated,1,coord,Ġcoordinated,musket,spear,True,"['Ġmus', 'ket']",['Ġspear'],2,1,2.9396787e-07,0.9999881,4.06329e-06,4.821597e-06,2.0655557e-06,8.095068e-07,0.00023706668,1,4,Ġcoordinated,Ġsubclass,Ġevent,Ġpart,Ġcoordinate,Ġrandom,Ġsynchronized,Ġcoordination,Ġattribute,Ġorganized,Ġspear,Ġtrained
1,coord,Ġcoordinated,1,coord,Ġcoordinated,cannon,Kalashnikov,True,['Ġcannon'],"['ĠKal', 'ash', 'nikov']",1,3,1.8700373e-06,0.9999238,1.3731582e-05,4.546215e-05,1.0130288e-05,4.9578307e-06,0.001278499,8,1,Ġcoordinated,Ġsubclass,Ġevent,Ġpart,Ġrandom,Ġcoordinate,Ġattribute,Ġsynchronized,Ġtrained,Ġcoordination,Ġorganized,Ġconnected
2,event,Ġevent,2,event,Ġevent,bowl,eat,True,['Ġbowl'],['Ġeat'],1,1,1.5373435e-05,1.9157507e-07,0.99989414,6.310442e-08,3.479277e-05,5.5262906e-05,0.0017009603,12,6,Ġevent,Ġrandom,Ġpart,Ġattribute,Ġevents,ĠEvent,Ġcoordinated,Ġhit,Ġpoint,Ġread,Ġelement,Ġrun
2,event,Ġevent,2,event,Ġevent,oven,break,True,['Ġoven'],['Ġbreak'],1,1,0.0032219766,5.280131e-06,0.9929395,3.9246534e-06,0.00012861825,0.0037006007,0.06854,1,75,Ġevent,Ġrandom,Ġattribute,Ġpart,Ġcoordinated,Ġsubclass,Ġbreak,Ġthe,Ġevents,Ġof,Ġpoint,Ġelement
