pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
4,mero,Ġpart,4,mero,Ġpart,goose,plumage,True,['Ġgoose'],"['Ġplum', 'age']",1,2,1.9508498e-06,2.3510933e-05,2.6917527e-05,5.036816e-06,0.99981385,0.00012881153,0.0028290527,6,1,Ġpart,Ġrandom,Ġevent,Ġcoordinated,ĠPart,Ġsubclass,Ġportion,Ġattribute,Ġfull,Ġpartial,Ġhalf,Ġparts
4,mero,Ġpart,4,mero,Ġpart,battleship,deck,True,"['Ġbattles', 'hip']",['Ġdeck'],2,1,1.6469226e-05,5.9651993e-05,0.002381884,1.4683334e-05,0.99650145,0.00102577,0.03731281,1,7,Ġpart,Ġevent,Ġrandom,Ġcoordinated,Ġattribute,ĠPart,Ġsubclass,Ġfull,Ġportion,Ġfront,Ġside,Ġcomplete
2,event,Ġevent,2,event,Ġevent,bed,prepare,True,['Ġbed'],['Ġprepare'],1,1,0.0002720003,2.873278e-05,0.83488756,7.67065e-05,0.00077826047,0.16395663,0.6578004,13,8,Ġevent,Ġrandom,Ġpart,Ġattribute,Ġsubclass,Ġevents,ĠEvent,Ġcoordinated,event,Ġshow,Ġselect,Ġitem
1,coord,Ġcoordinated,1,coord,Ġcoordinated,library,pub,True,['Ġlibrary'],['Ġpub'],1,1,1.0274189e-06,0.9997863,2.065266e-05,6.877117e-06,0.00016922645,1.5890448e-05,0.0031414775,5,1,Ġcoordinated,Ġpart,Ġcoordinate,Ġevent,Ġrandom,Ġsubclass,Ġsynchronized,Ġcoordinating,Ġcoordination,Ġattribute,Ġand,Ġorganized
4,mero,Ġpart,4,mero,Ġpart,villa,floor,True,"['Ġvill', 'a']",['Ġfloor'],2,1,4.9923974e-06,3.6866033e-05,0.000107103035,7.340519e-06,0.9994991,0.00034460047,0.006854969,4,12,Ġpart,Ġrandom,Ġevent,Ġcoordinated,ĠPart,Ġportion,Ġsubclass,Ġattribute,Ġfull,Ġhalf,Ġcomponent,Ġpartial
1,coord,Ġcoordinated,1,coord,Ġcoordinated,corn,onion,True,['Ġcorn'],['Ġonion'],1,1,3.5287286e-07,0.9997756,5.537307e-06,1.8894409e-05,0.00019272775,6.8710247e-06,0.003220791,9,3,Ġcoordinated,Ġpart,Ġcoordinate,Ġsubclass,Ġsynchronized,Ġrandom,Ġevent,Ġcoordinating,Ġcoordination,Ġand,Ġattribute,Ġcombined
3,hyper,Ġsubclass,3,hyper,Ġsubclass,battleship,artefact,True,"['Ġbattles', 'hip']","['Ġarte', 'fact']",2,2,8.9375435e-06,1.1697059e-06,1.5770262e-05,0.9998455,0.000106840685,2.1713931e-05,0.002393148,1,1,Ġsubclass,Ġpart,Ġrandom,Ġevent,Ġattribute,Ġclass,Ġcoordinated,Ġcategory,Ġtype,Ġunique,Ġgroup,Ġan
5,random,Ġrandom,5,random,Ġrandom,dresser,possible,True,"['Ġdress', 'er']",['Ġpossible'],2,1,4.2612348e-05,5.8418954e-07,2.1644555e-05,9.983798e-06,4.300775e-05,0.9998821,0.0019259155,5,4,Ġrandom,Ġpart,Ġattribute,Ġevent,Ġsubclass,ĠRandom,Ġrandomly,random,Ġcoordinated,Ġarbitrary,Ġrandomized,Ġunique
5,random,Ġrandom,5,random,Ġrandom,ant,very,True,['Ġant'],['Ġvery'],1,1,0.0031179094,2.4764628e-05,0.00013853509,9.097604e-05,0.0002309373,0.99639696,0.037311766,1,4,Ġrandom,Ġattribute,Ġpart,Ġevent,Ġsubclass,Ġcoordinated,ĠRandom,Ġrandomly,random,Ġunique,Ġgeneric,Ġsort
2,event,Ġevent,2,event,Ġevent,desk,work,True,['Ġdesk'],['Ġwork'],1,1,8.294961e-05,4.0917264e-05,0.9888754,0.00030651738,0.0048294277,0.005864746,0.10189521,1,34,Ġevent,Ġrandom,Ġpart,Ġsubclass,Ġevents,Ġattribute,ĠEvent,Ġcoordinated,Ġshow,event,Ġto,Ġfunction
5,random,Ġrandom,5,random,Ġrandom,glove,pest,True,['Ġglove'],['Ġpest'],1,1,1.7255072e-05,1.7730628e-05,2.1259957e-05,5.6391655e-06,0.0002994861,0.99963856,0.005007919,3,4,Ġrandom,Ġpart,Ġevent,Ġcoordinated,Ġattribute,Ġsubclass,ĠRandom,random,Ġrandomly,Ġrandomized,Ġarbitrary,Ġsort
5,random,Ġrandom,5,random,Ġrandom,radish,vinyl,True,"['Ġrad', 'ish']",['Ġvinyl'],2,1,7.988395e-05,1.9134242e-05,0.00016428866,6.8323825e-06,0.003430995,0.99629885,0.03698968,5,2,Ġrandom,Ġpart,Ġevent,Ġattribute,Ġcoordinated,Ġsubclass,ĠRandom,Ġrandomly,random,Ġarbitrary,Ġfull,Ġsort
2,event,Ġevent,1,coord,Ġcoordinated,cockroach,fly,False,"['Ġcock', 'roach']",['Ġfly'],2,1,0.000108478656,0.0020799378,0.9792271,0.00017309647,0.0013812403,0.017030174,0.16496482,1,20,Ġevent,Ġrandom,Ġcoordinated,Ġpart,Ġsubclass,Ġattribute,Ġevents,ĠEvent,Ġcoordinate,Ġcan,Ġwill,Ġepisode
4,mero,Ġpart,2,event,Ġevent,sofa,couch,False,['Ġsofa'],['Ġcouch'],1,1,0.00058344216,0.1098816,0.13916445,0.026090112,0.6748998,0.049380515,1.4866807,1,4,Ġpart,Ġevent,Ġcoordinated,Ġrandom,Ġsubclass,Ġattribute,Ġcoordinate,Ġclass,Ġfull,Ġorganized,Ġgroup,Ġcomponent
2,event,Ġevent,2,event,Ġevent,rat,live,True,['Ġrat'],['Ġlive'],1,1,6.6835535e-05,5.751545e-06,0.9983352,8.975282e-05,6.680196e-05,0.0014357932,0.019119734,11,19,Ġevent,Ġrandom,Ġsubclass,Ġattribute,Ġpart,Ġevents,ĠEvent,event,Ġcoordinated,Event,Ġfunction,Ġwill
2,event,Ġevent,2,event,Ġevent,chisel,produce,True,"['Ġch', 'isel']",['Ġproduce'],2,1,0.0003437817,3.144636e-05,0.9728636,0.005849254,0.00090683834,0.020005068,0.20849016,4,8,Ġevent,Ġrandom,Ġsubclass,Ġpart,Ġattribute,Ġevents,ĠEvent,Ġcoordinated,Ġclass,event,Ġfunction,Ġobject
5,random,Ġrandom,5,random,Ġrandom,piano,afford,True,['Ġpiano'],['Ġafford'],1,1,5.274346e-05,4.5668367e-06,0.015871622,1.2316086e-05,0.00024908036,0.9838096,0.12205194,4,4,Ġrandom,Ġevent,Ġpart,Ġattribute,ĠRandom,Ġsubclass,Ġrandomly,Ġcoordinated,Ġevents,random,Ġarbitrary,Ġunique
1,coord,Ġcoordinated,1,coord,Ġcoordinated,tiger,elephant,True,['Ġtiger'],['Ġelephant'],1,1,3.7977748e-07,0.9999491,6.1296314e-06,1.3497728e-05,2.2755195e-05,8.141464e-06,0.00089454517,2,2,Ġcoordinated,Ġcoordinate,Ġpart,Ġsynchronized,Ġsubclass,Ġrandom,Ġevent,Ġcoordination,Ġcoordinating,Ġorganized,Ġattribute,Ġjoint
5,random,Ġrandom,5,random,Ġrandom,pigeon,blend,True,['Ġpigeon'],['Ġblend'],1,1,3.678139e-05,7.6501865e-06,0.00054981705,1.0910543e-05,0.0010164635,0.9983784,0.019249013,1,6,Ġrandom,Ġpart,Ġevent,Ġattribute,Ġsubclass,Ġcoordinated,ĠRandom,random,Ġrandomly,Random,Ġodd,Ġarbitrary
5,random,Ġrandom,5,random,Ġrandom,coconut,pls,True,['Ġcoconut'],"['Ġpl', 's']",1,2,2.069024e-05,0.00013184916,9.070359e-05,6.8059617e-06,0.0019419007,0.99780816,0.024008282,3,0,Ġrandom,Ġpart,Ġcoordinated,Ġevent,Ġattribute,Ġsubclass,Ġrandomly,ĠRandom,random,Ġcoordinate,Ġodd,Ġs
2,event,Ġevent,2,event,Ġevent,robe,hang,True,['Ġrobe'],['Ġhang'],1,1,5.745597e-05,2.636966e-05,0.9927048,5.654481e-05,0.00096325175,0.0061914455,0.06756343,4,18,Ġevent,Ġrandom,Ġpart,Ġevents,Ġattribute,Ġsubclass,ĠEvent,Ġcoordinated,event,Ġepisode,Ġshow,Ġfunction
4,mero,Ġpart,4,mero,Ġpart,glove,leather,True,['Ġglove'],['Ġleather'],1,1,3.5231275e-05,2.0998048e-05,6.437854e-05,1.2013576e-06,0.99983966,3.851855e-05,0.0025634905,3,2,Ġpart,Ġevent,Ġrandom,Ġattribute,Ġcoordinated,Ġportion,ĠPart,Ġcomponent,Ġfull,Ġall,Ġfeature,Ġelement
4,mero,Ġpart,4,mero,Ġpart,cathedral,window,True,['Ġcathedral'],['Ġwindow'],1,1,1.2720503e-05,4.5406447e-05,0.0001616848,6.6933712e-06,0.9995209,0.00025264724,0.006723816,3,8,Ġpart,Ġrandom,Ġevent,ĠPart,Ġcoordinated,Ġattribute,Ġsubclass,Ġside,Ġfront,Ġportion,Ġsection,Ġfull
2,event,Ġevent,2,event,Ġevent,turtle,lay,True,['Ġturtle'],['Ġlay'],1,1,1.642529e-05,1.566979e-05,0.9974437,1.9142277e-05,0.0010446028,0.0014605001,0.028596085,4,16,Ġevent,Ġrandom,Ġpart,Ġevents,Ġsubclass,ĠEvent,Ġattribute,Ġcoordinated,event,Ġcan,Ġfunction,Ġepisode
5,random,Ġrandom,5,random,Ġrandom,saw,countryside,True,['Ġsaw'],['Ġcountryside'],1,1,0.00012549564,1.9985577e-05,0.00017340395,7.617984e-07,0.00015553572,0.99952483,0.0067732995,28,1,Ġrandom,Ġevent,Ġpart,Ġattribute,Ġcoordinated,Ġrandomly,random,ĠRandom,Ġfrom,Ġsubclass,Ġlocal,Ġrandomized
5,random,Ġrandom,5,random,Ġrandom,cello,organise,True,"['Ġcell', 'o']",['Ġorganise'],2,1,8.198791e-05,1.0287448e-05,0.047848657,1.1813237e-05,0.00067852467,0.9513687,0.2868787,1,6,Ġrandom,Ġevent,Ġpart,Ġattribute,Ġsubclass,ĠRandom,Ġcoordinated,Ġevents,Ġrandomly,ĠEvent,random,Ġclass
5,random,Ġrandom,5,random,Ġrandom,woodpecker,grove,True,"['Ġwood', 'pe', 'cker']","['Ġgro', 've']",3,2,0.0006530801,0.00060051976,0.045129728,0.00026311688,0.1614574,0.7918962,0.9095088,1,2,Ġrandom,Ġpart,Ġevent,Ġattribute,Ġcoordinated,Ġsubclass,Ġfrom,Ġclass,Ġelement,Ġin,Ġtree,Ġevents
5,random,Ġrandom,5,random,Ġrandom,trumpet,in-house,True,['Ġtrumpet'],"['Ġin', '-', 'house']",1,3,2.2133867e-05,2.5104599e-05,3.8192426e-05,5.971056e-07,0.00014544268,0.99976844,0.0034866382,4,0,Ġrandom,Ġpart,Ġevent,Ġcoordinated,Ġattribute,ĠRandom,Ġrandomly,random,Ġsubclass,Ġvolunteer,Ġguest,Ġwild
5,random,Ġrandom,5,random,Ġrandom,grenade,glucose,True,['Ġgrenade'],['Ġglucose'],1,1,3.573063e-05,1.767036e-05,4.1192907e-05,6.5203126e-06,0.0014628555,0.99843603,0.017549388,1,1,Ġrandom,Ġpart,Ġevent,Ġattribute,Ġcoordinated,Ġsubclass,ĠRandom,random,Ġrandomly,Ġrandomized,Ġarbitrary,Random
5,random,Ġrandom,5,random,Ġrandom,saw,assure,True,['Ġsaw'],['Ġassure'],1,1,4.022369e-05,1.3758364e-05,7.3139876e-05,1.5410415e-05,0.00075225584,0.99910516,0.011156917,28,6,Ġrandom,Ġpart,Ġevent,Ġattribute,Ġsubclass,Ġcoordinated,Ġrandomly,ĠRandom,random,Ġrandomized,Ġarbitrary,Random
4,mero,Ġpart,4,mero,Ġpart,scarf,cashmere,True,['Ġscarf'],"['Ġcash', 'mere']",1,2,0.0016028027,0.0008257794,0.00017761663,2.3633347e-05,0.9916638,0.0057064593,0.08042384,5,3,Ġpart,Ġrandom,Ġattribute,Ġcoordinated,Ġevent,Ġcomponent,Ġportion,Ġall,Ġsubclass,Ġof,ĠPart,Ġfeature
5,random,Ġrandom,5,random,Ġrandom,rifle,question,True,['Ġrifle'],['Ġquestion'],1,1,7.719931e-06,3.650228e-06,2.8366543e-05,1.1692058e-06,0.00055152504,0.99940753,0.007472938,3,11,Ġrandom,Ġpart,Ġevent,Ġattribute,Ġcoordinated,ĠRandom,Ġrandomly,Ġsubclass,random,Ġkind,Ġsort,Ġgeneral
5,random,Ġrandom,5,random,Ġrandom,van,reservoir,True,['Ġvan'],['Ġreservoir'],1,1,9.2799484e-05,2.4528521e-05,0.0005054574,2.0964955e-05,0.010731391,0.98862493,0.09400161,5,4,Ġrandom,Ġpart,Ġevent,Ġattribute,Ġcoordinated,Ġsubclass,ĠRandom,random,Ġrandomly,Ġportion,Ġunique,Ġfull
4,mero,Ġpart,4,mero,Ġpart,bull,tail,True,['Ġbull'],['Ġtail'],1,1,7.426538e-06,2.7442435e-05,0.00010225509,4.503985e-06,0.99967563,0.00018282564,0.0047160713,15,11,Ġpart,Ġrandom,Ġevent,Ġcoordinated,ĠPart,Ġattribute,Ġportion,Ġsubclass,Ġside,Ġparts,Ġfront,Ġfull
4,mero,Ġpart,4,mero,Ġpart,saw,steel,True,['Ġsaw'],['Ġsteel'],1,1,0.00017014054,2.6094509e-05,0.0006255728,5.569842e-06,0.9988655,0.0003070871,0.0145016145,28,5,Ġpart,Ġevent,Ġrandom,Ġattribute,Ġcoordinated,Ġportion,ĠPart,Ġcomponent,Ġelement,Ġpiece,Ġsubclass,Ġfull
0,attri,Ġattribute,0,attri,Ġattribute,cannon,deadly,True,['Ġcannon'],['Ġdeadly'],1,1,0.99634427,2.6197004e-06,0.00036119297,8.026262e-05,0.00013752631,0.0030740427,0.037954196,8,8,Ġattribute,Ġrandom,Ġevent,Ġpart,Ġsubclass,Ġattributes,Ġclass,Ġelement,Ġcoordinated,Ġdescriptive,Ġtrait,Ġcategory
4,mero,Ġpart,2,event,Ġevent,frigate,anchor,False,"['Ġfr', 'igate']",['Ġanchor'],2,1,5.6001583e-05,0.00013631214,0.006999411,0.00019753225,0.9882997,0.0043110317,0.1057337,2,5,Ġpart,Ġevent,Ġrandom,Ġsubclass,Ġcoordinated,Ġattribute,Ġportion,ĠPart,Ġfull,Ġelement,Ġside,Ġcomponent
2,event,Ġevent,2,event,Ġevent,castle,host,True,['Ġcastle'],['Ġhost'],1,1,0.0004750977,9.1429865e-05,0.98143655,0.00973797,0.006691801,0.0015671521,0.16101317,5,11,Ġevent,Ġsubclass,Ġpart,Ġrandom,Ġattribute,Ġcoordinated,Ġevents,ĠEvent,Ġclass,Ġobject,Ġselect,Ġdo
0,attri,Ġattribute,0,attri,Ġattribute,scooter,dusty,True,"['Ġsc', 'ooter']",['Ġdusty'],2,1,0.9987081,2.015165e-06,0.00021428318,1.864202e-05,6.727792e-05,0.0009896143,0.015614938,5,2,Ġattribute,Ġrandom,Ġevent,Ġpart,Ġsubclass,Ġattributes,Ġclass,Ġcoordinated,Ġelement,Ġlabel,Ġcategory,Ġdescription
3,hyper,Ġsubclass,3,hyper,Ġsubclass,scarf,garment,True,['Ġscarf'],['Ġgarment'],1,1,1.0685947e-05,3.092422e-06,6.219648e-05,0.99975294,0.00015041453,2.0684849e-05,0.0036904742,5,2,Ġsubclass,Ġpart,Ġevent,Ġrandom,Ġclass,Ġattribute,Ġcoordinated,Ġcategory,Ġgroup,Ġtype,Ġa,Ġobject
2,event,Ġevent,2,event,Ġevent,axe,sharpen,True,['Ġaxe'],"['Ġshar', 'pen']",1,2,0.00069772237,1.870747e-05,0.9739741,9.582002e-05,0.0018727588,0.023340905,0.18944244,3,8,Ġevent,Ġrandom,Ġpart,Ġattribute,Ġsubclass,Ġevents,ĠEvent,Ġcoordinated,event,Ġshow,Ġfeature,Ġclass
2,event,Ġevent,2,event,Ġevent,piano,produce,True,['Ġpiano'],['Ġproduce'],1,1,0.00021119592,3.9510567e-05,0.96702784,0.0043687946,0.001958108,0.02639443,0.24019532,4,8,Ġevent,Ġrandom,Ġsubclass,Ġpart,Ġattribute,ĠEvent,Ġevents,Ġcoordinated,Ġclass,Event,event,Ġfunction
4,mero,Ġpart,4,mero,Ġpart,glove,fabric,True,['Ġglove'],['Ġfabric'],1,1,3.6339482e-06,1.1482474e-05,4.294419e-05,8.344363e-06,0.9998956,3.8133658e-05,0.0017284388,3,2,Ġpart,Ġevent,Ġrandom,ĠPart,Ġcoordinated,Ġsubclass,Ġportion,Ġattribute,Ġcomponent,Ġparts,Ġfull,Ġcoordinate
5,random,Ġrandom,5,random,Ġrandom,broccoli,Mainland,True,['Ġbroccoli'],"['ĠMain', 'land']",1,2,1.4091404e-05,2.8063927e-05,3.5272267e-05,1.7677421e-06,0.00014292395,0.999778,0.0033528747,2,1,Ġrandom,Ġpart,Ġevent,Ġcoordinated,ĠRandom,Ġattribute,Ġsubclass,Ġrandomly,random,Random,Ġfrom,Ġlocal
1,coord,Ġcoordinated,1,coord,Ġcoordinated,trumpet,bass,True,['Ġtrumpet'],['Ġbass'],1,1,2.5614204e-07,0.99988115,5.8151563e-06,1.7937798e-06,9.62468e-05,1.4725688e-05,0.0018329336,4,9,Ġcoordinated,Ġpart,Ġcoordinate,Ġrandom,Ġsynchronized,Ġcoordinating,Ġevent,Ġcoordination,Ġsubclass,Ġand,Ġorganized,Ġmatched
5,random,Ġrandom,5,random,Ġrandom,sweater,Spanish,True,['Ġsweater'],['ĠSpanish'],1,1,4.9762824e-05,7.033308e-05,2.5748088e-05,1.8755325e-06,0.00041297366,0.9994393,0.0075610327,2,3,Ġrandom,Ġpart,Ġcoordinated,Ġattribute,Ġevent,ĠRandom,Ġrandomly,Ġsubclass,Ġfrom,Ġgeneric,random,Random
1,coord,Ġcoordinated,1,coord,Ġcoordinated,willow,cedar,True,"['Ġwill', 'ow']","['Ġc', 'edar']",2,2,6.777031e-07,0.9999627,1.7978618e-06,7.5256116e-06,1.7425251e-05,9.898044e-06,0.00067013013,2,3,Ġcoordinated,Ġcoordinate,Ġpart,Ġrandom,Ġsubclass,Ġsynchronized,Ġcoordinating,Ġevent,Ġcoordination,Ġattribute,Ġand,Ġorganized
5,random,Ġrandom,5,random,Ġrandom,pub,battle,True,['Ġpub'],['Ġbattle'],1,1,0.0003101556,6.11825e-05,0.011542305,2.4483961e-05,0.0051702065,0.9828917,0.14288348,1,4,Ġrandom,Ġevent,Ġpart,Ġattribute,Ġcoordinated,Ġsubclass,ĠRandom,random,Ġrandomly,Ġcoordinate,Ġclass,Ġevents
2,event,Ġevent,2,event,Ġevent,dress,sew,True,['Ġdress'],['Ġsew'],1,1,0.00013155886,0.00020308587,0.9952429,0.00047225002,0.0029963425,0.0009538494,0.050939113,21,2,Ġevent,Ġpart,Ġrandom,Ġsubclass,Ġcoordinated,Ġattribute,Ġevents,ĠEvent,Ġcan,Ġclass,event,Ġprogram
1,coord,Ġcoordinated,1,coord,Ġcoordinated,coyote,horse,True,"['Ġcoy', 'ote']",['Ġhorse'],2,1,2.3671136e-07,0.9999491,1.2573277e-05,7.658532e-06,1.6369817e-05,1.4147818e-05,0.0009018188,3,6,Ġcoordinated,Ġcoordinate,Ġpart,Ġrandom,Ġevent,Ġsynchronized,Ġsubclass,Ġcoordination,Ġcoordinating,Ġorganized,Ġattribute,Ġteam
4,mero,Ġpart,4,mero,Ġpart,trout,fishbone,True,['Ġtrout'],"['Ġfish', 'bone']",1,2,2.8755061e-05,2.2294502e-05,0.002049319,2.4630528e-05,0.994167,0.0037080036,0.057790373,2,1,Ġpart,Ġrandom,Ġevent,Ġattribute,Ġsubclass,Ġcoordinated,Ġportion,ĠPart,Ġfull,Ġsection,Ġside,Ġshort
5,random,Ġrandom,5,random,Ġrandom,cathedral,encapsulate,True,['Ġcathedral'],"['Ġencaps', 'ulate']",1,2,0.00013828605,2.0959806e-05,0.0311111,0.00018216127,0.00032547984,0.968222,0.20899731,3,2,Ġrandom,Ġevent,Ġpart,Ġsubclass,Ġattribute,Ġcoordinated,ĠRandom,Ġevents,Ġrandomly,random,ĠEvent,Ġarbitrary
5,random,Ġrandom,5,random,Ġrandom,lemon,gramme,True,['Ġlemon'],"['Ġgram', 'me']",1,2,0.00022549847,0.0008687628,0.0007831646,0.00014480733,0.05255427,0.94542354,0.32140043,5,1,Ġrandom,Ġpart,Ġcoordinated,Ġevent,Ġattribute,Ġsubclass,Ġfull,Ġa,Ġcoordinate,Ġsort,ĠRandom,Ġclass
0,attri,Ġattribute,0,attri,Ġattribute,apple,juicy,True,['Ġapple'],['Ġjuicy'],1,1,0.99935967,1.105259e-06,0.00018079141,2.1634896e-05,0.00013647217,0.00030029332,0.008794419,2,4,Ġattribute,Ġrandom,Ġevent,Ġpart,Ġsubclass,Ġattributes,Ġclass,Ġelement,Ġlabel,Ġpoint,Ġdescription,Ġcall
1,coord,Ġcoordinated,1,coord,Ġcoordinated,musket,spear,True,"['Ġmus', 'ket']",['Ġspear'],2,1,1.179063e-05,0.99661934,0.0009295216,0.000582888,0.001434191,0.00042233875,0.03896731,1,4,Ġcoordinated,Ġpart,Ġevent,Ġsubclass,Ġrandom,Ġcoordinate,Ġsynchronized,Ġcoordination,Ġattribute,Ġcoordinating,Ġand,Ġorganized
1,coord,Ġcoordinated,1,coord,Ġcoordinated,cannon,Kalashnikov,True,['Ġcannon'],"['ĠKal', 'ash', 'nikov']",1,3,4.0340396e-07,0.9999478,3.4112652e-06,6.1971236e-06,2.592434e-05,1.635243e-05,0.00090820185,8,1,Ġcoordinated,Ġpart,Ġrandom,Ġcoordinate,Ġsynchronized,Ġsubclass,Ġevent,Ġcoordinating,Ġcoordination,Ġattribute,Ġorganized,Ġand
2,event,Ġevent,2,event,Ġevent,bowl,eat,True,['Ġbowl'],['Ġeat'],1,1,7.0012866e-05,6.280625e-05,0.99660504,0.000408347,0.0012902619,0.0015635963,0.038288128,12,6,Ġevent,Ġrandom,Ġpart,Ġsubclass,Ġattribute,Ġcoordinated,Ġevents,ĠEvent,event,Ġfunction,Ġobject,Ġcan
2,event,Ġevent,2,event,Ġevent,oven,break,True,['Ġoven'],['Ġbreak'],1,1,0.0002531701,4.0112373e-05,0.8361605,5.071961e-05,0.0012415834,0.16225393,0.6578749,1,75,Ġevent,Ġrandom,Ġpart,Ġattribute,Ġsubclass,Ġevents,Ġcoordinated,ĠEvent,event,Ġepisode,Ġitem,Ġend
3,hyper,Ġsubclass,3,hyper,Ġsubclass,beet,food,True,['Ġbeet'],['Ġfood'],1,1,5.9365425e-06,3.4688378e-07,2.7972064e-05,0.9999181,3.234241e-05,1.5251575e-05,0.0013781327,2,3,Ġsubclass,Ġpart,Ġevent,Ġrandom,Ġclass,Ġattribute,Ġcategory,Ġtype,Ġgroup,Ġcoordinated,Ġa,Ġan
0,attri,Ġattribute,0,attri,Ġattribute,wardrobe,rectangular,True,['Ġwardrobe'],['Ġrectangular'],1,1,0.99696916,8.5772435e-06,0.00019388186,9.478768e-05,0.0004037205,0.002329812,0.03309533,3,2,Ġattribute,Ġrandom,Ġpart,Ġevent,Ġsubclass,Ġattributes,Ġcoordinated,Ġclass,Ġelement,Ġtype,Ġcolor,Ġlabel
