pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
4,mero,part,4,mero,part,goose,plumage,True,['goose'],['plumage'],1,1,5.0967945e-05,2.9782317e-05,0.00013690801,4.9045502e-05,0.9987066,0.0010267847,0.01569238,6,1,part,random,event,attribute,minor,coordinated,portion,parts,partial,full,feature,with
4,mero,part,4,mero,part,battleship,deck,True,['battleship'],['deck'],1,1,1.9639312e-05,0.000120028155,0.0006510411,2.2659835e-05,0.9988049,0.00038173108,0.015168953,1,7,part,event,random,coordinated,minor,attribute,full,portion,section,half,partial,feature
5,random,random,2,event,event,bed,prepare,False,['bed'],['prepare'],1,1,0.0006670408,9.294305e-05,0.3768542,0.0003214341,0.0014332474,0.6206311,0.98324543,13,8,random,event,part,attribute,minor,coordinated,randomly,events,date,to,site,-
1,coord,coordinated,1,coord,coordinated,library,pub,True,['library'],['pub'],1,1,3.1609839e-06,0.9998597,3.6395908e-05,2.6345654e-06,3.8628208e-05,5.9378694e-05,0.0022454585,5,1,coordinated,random,part,event,attribute,minor,and,or,coordinate,coordination,",",like
4,mero,part,4,mero,part,villa,floor,True,['villa'],['floor'],1,1,1.7243912e-05,5.1166386e-05,0.00020627036,1.75555e-05,0.99731857,0.002389229,0.028476622,4,12,part,random,event,coordinated,minor,attribute,portion,section,full,one,parts,half
1,coord,coordinated,1,coord,coordinated,corn,onion,True,['corn'],['onion'],1,1,1.8340084e-07,0.9999974,7.392549e-07,2.4390803e-07,4.8864604e-07,9.2928093e-07,5.7081223e-05,9,3,coordinated,random,event,part,and,minor,attribute,coordination,or,coordinate,",",integrated
3,hyper,minor,3,hyper,minor,battleship,artefact,True,['battleship'],"['arte', '##fa', '##ct']",1,3,1.9743973e-06,1.7504457e-06,2.510422e-06,0.9999913,1.1985024e-06,1.282274e-06,0.00017882076,1,1,minor,an,small,event,attribute,lesser,major,coordinated,random,part,important,local
5,random,random,5,random,random,dresser,possible,True,['dresser'],['possible'],1,1,3.0882493e-05,7.5359085e-06,7.7753204e-05,1.7552939e-05,4.6041292e-05,0.9998203,0.0028521854,5,4,random,event,part,attribute,minor,coordinated,randomly,select,.,accidental,an,other
5,random,random,5,random,random,ant,very,True,['ant'],['very'],1,1,0.00012663801,7.265371e-06,5.2740506e-05,1.5379983e-05,2.3429588e-05,0.9997745,0.0034446379,1,4,random,attribute,event,part,minor,coordinated,randomly,select,the,.,frequent,accidental
2,event,event,2,event,event,desk,work,True,['desk'],['work'],1,1,7.3820636e-05,3.4108427e-05,0.99658966,0.00012045011,0.0006014642,0.002580512,0.036622014,1,34,event,random,part,minor,attribute,coordinated,events,to,will,game,can,-
5,random,random,5,random,random,glove,pest,True,['glove'],['pest'],1,1,1.7597752e-06,6.937554e-06,1.7218248e-05,5.8504197e-06,7.62296e-06,0.99996066,0.00071324356,3,4,random,event,part,coordinated,minor,attribute,randomly,accidental,frequent,.,an,specific
5,random,random,5,random,random,radish,vinyl,True,"['ra', '##dis', '##h']",['vinyl'],3,1,3.258337e-05,2.0757205e-05,0.00015909449,1.4594396e-05,0.00012073931,0.9996524,0.0051235524,5,2,random,event,part,attribute,coordinated,minor,randomly,accidental,frequent,the,select,game
2,event,event,1,coord,coordinated,cockroach,fly,False,"['cock', '##ro', '##ach']",['fly'],3,1,0.00036685597,0.00048506548,0.98875344,0.00079997,0.0027459438,0.0068487115,0.10649641,1,20,event,random,part,minor,coordinated,attribute,events,and,-,point,spot,game
1,coord,coordinated,2,event,event,sofa,couch,False,['sofa'],['couch'],1,1,0.00040057808,0.889874,0.10284039,0.00058248505,0.004495174,0.0018073799,0.549562,1,4,coordinated,event,part,random,minor,attribute,coordination,or,and,coordinate,",",events
2,event,event,2,event,event,rat,live,True,['rat'],['live'],1,1,0.000112573376,2.362332e-05,0.99272364,0.00018880579,0.00012327457,0.006828123,0.065359,11,19,event,random,minor,part,attribute,events,coordinated,to,will,game,point,can
2,event,event,2,event,event,chisel,produce,True,"['chi', '##sel']",['produce'],2,1,0.00013829417,0.00022149034,0.9766236,0.00056072744,0.001262838,0.021193149,0.17384529,4,8,event,random,part,minor,coordinated,attribute,events,to,spot,point,game,-
5,random,random,5,random,random,piano,afford,True,['piano'],['afford'],1,1,0.0017867208,6.9883135e-05,0.3857021,0.0013197239,0.0024932525,0.60862833,1.0175855,4,4,random,event,part,attribute,minor,coordinated,events,can,not,randomly,no,will
1,coord,coordinated,1,coord,coordinated,tiger,elephant,True,['tiger'],['elephant'],1,1,4.844437e-08,0.9999962,4.8400756e-07,6.062778e-07,2.8047813e-07,2.486595e-06,8.192677e-05,2,2,coordinated,random,minor,event,part,coordination,and,coordinate,",",attribute,or,similar
5,random,random,5,random,random,pigeon,blend,True,['pigeon'],['blend'],1,1,7.0523995e-05,2.5729712e-05,0.00056934817,3.6347712e-05,0.00020240959,0.9990957,0.01182535,1,6,random,event,part,attribute,minor,coordinated,randomly,the,events,frequent,point,accidental
5,random,random,5,random,random,coconut,pls,True,['coconut'],"['pl', '##s']",1,2,1.8030047e-05,2.0642947e-05,0.000157575,2.961543e-05,9.965778e-05,0.99967444,0.0048356154,3,0,random,event,part,minor,coordinated,attribute,randomly,.,select,the,frequent,individual
2,event,event,2,event,event,robe,hang,True,['robe'],['hang'],1,1,0.0001396622,0.00012009153,0.9804316,0.00012195699,0.0018792554,0.017307453,0.15120049,4,18,event,random,part,attribute,minor,coordinated,to,events,",",it,will,can
4,mero,part,4,mero,part,glove,leather,True,['glove'],['leather'],1,1,3.270003e-06,5.015762e-06,5.9803447e-06,6.429133e-07,0.99998045,4.72787e-06,0.0003767236,3,2,part,event,coordinated,random,attribute,portion,half,parts,of,minor,piece,all
4,mero,part,4,mero,part,cathedral,window,True,['cathedral'],['window'],1,1,1.4628559e-05,0.00013337741,0.00013585662,3.0540496e-06,0.9996407,7.2375165e-05,0.0052665593,3,8,part,event,coordinated,random,attribute,portion,minor,parts,feature,one,section,side
2,event,event,2,event,event,turtle,lay,True,['turtle'],['lay'],1,1,3.4915167e-05,1.8238869e-05,0.99625266,4.0263836e-05,0.000106370404,0.0035474002,0.03706421,4,16,event,random,part,minor,attribute,coordinated,events,to,case,game,will,can
5,random,random,5,random,random,saw,countryside,True,['saw'],['countryside'],1,1,5.26211e-06,8.107486e-06,1.3331199e-05,4.7581066e-06,1.7921202e-05,0.99995065,0.00088319794,28,1,random,part,event,coordinated,attribute,minor,randomly,the,frequent,accidental,select,remote
5,random,random,5,random,random,cello,organise,True,['cello'],['organise'],1,1,5.716627e-05,3.1214167e-05,0.012655478,9.052746e-05,0.00023829301,0.98692745,0.103874035,1,6,random,event,part,minor,attribute,coordinated,randomly,events,game,tournament,accidental,point
5,random,random,5,random,random,woodpecker,grove,True,"['wood', '##pe', '##cker']",['grove'],3,1,4.606028e-05,4.5360062e-05,0.0007203123,6.3913365e-05,0.0003300964,0.9987942,0.015283934,1,2,random,event,part,minor,attribute,coordinated,randomly,point,frequent,individual,the,wild
5,random,random,5,random,random,trumpet,in-house,True,['trumpet'],"['in', '-', 'house']",1,3,4.7967296e-05,4.3908927e-05,0.00029482588,4.2584994e-05,0.00012359873,0.99944705,0.0078017805,4,0,random,event,part,attribute,coordinated,minor,randomly,accidental,player,the,.,person
5,random,random,5,random,random,grenade,glucose,True,['grenade'],['glucose'],1,1,1.2499454e-05,1.8190156e-05,3.0229863e-05,4.257465e-06,3.9748156e-05,0.999895,0.0017522457,1,1,random,part,event,coordinated,attribute,minor,randomly,frequent,the,recent,statistical,select
5,random,random,5,random,random,saw,assure,True,['saw'],['assure'],1,1,4.7221183e-06,1.4265826e-06,1.1358733e-05,2.7047884e-06,1.4909629e-05,0.99996483,0.00063755177,28,6,random,part,event,attribute,minor,coordinated,randomly,frequent,an,statistical,.,select
4,mero,part,4,mero,part,scarf,cashmere,True,['scarf'],"['cash', '##mere']",1,2,0.10963522,0.17899875,0.003632273,0.0044746124,0.6850183,0.018240815,1.3375254,5,3,part,coordinated,attribute,random,minor,event,portion,of,is,in,",",coordinate
5,random,random,5,random,random,rifle,question,True,['rifle'],['question'],1,1,2.8651727e-06,1.8399976e-06,2.2992175e-05,6.4447395e-06,3.8972426e-05,0.9999269,0.0012296458,3,11,random,part,event,minor,attribute,coordinated,randomly,the,an,in,wild,frequent
5,random,random,5,random,random,van,reservoir,True,['van'],['reservoir'],1,1,2.0286165e-05,2.4340288e-05,0.000106358726,8.846781e-06,9.277968e-05,0.99974746,0.0038487609,5,4,random,event,part,coordinated,attribute,minor,randomly,the,frequent,.,remote,select
4,mero,part,4,mero,part,bull,tail,True,['bull'],['tail'],1,1,2.663409e-05,5.656717e-05,0.00025500602,9.350559e-06,0.9988476,0.00080468005,0.014336041,15,11,part,random,event,coordinated,attribute,minor,portion,parts,half,full,the,with
4,mero,part,4,mero,part,saw,steel,True,['saw'],['steel'],1,1,1.698484e-05,1.2318506e-05,2.6431493e-05,2.152671e-06,0.9999354,6.807793e-06,0.0011227455,28,5,part,event,attribute,coordinated,random,portion,minor,parts,piece,in,of,bit
0,attri,attribute,0,attri,attribute,cannon,deadly,True,['cannon'],['deadly'],1,1,0.99963856,2.3585255e-06,4.593246e-05,3.2811768e-05,1.7679788e-05,0.00026264676,0.0051191947,8,8,attribute,random,event,minor,part,attributes,coordinated,:,",",element,feature,is
4,mero,part,2,event,event,frigate,anchor,False,['frigate'],['anchor'],1,1,0.0004576043,0.0014396276,0.18291758,0.0005666281,0.8119129,0.0027057156,0.7402031,2,5,part,event,random,coordinated,minor,attribute,the,place,portion,section,-,end
2,event,event,2,event,event,castle,host,True,['castle'],['host'],1,1,0.00018409616,0.0001706384,0.9876369,0.00069801696,0.0021494685,0.009160764,0.11053309,5,11,event,random,part,minor,attribute,coordinated,events,to,it,will,can,-
0,attri,attribute,0,attri,attribute,scooter,dusty,True,"['sc', '##oot', '##er']",['dusty'],3,1,0.9993699,2.3047764e-06,7.4595366e-05,2.8956014e-05,6.59636e-05,0.00045824156,0.0084099015,5,2,attribute,random,event,part,minor,attributes,coordinated,feature,is,element,:,point
3,hyper,minor,3,hyper,minor,scarf,garment,True,['scarf'],['garment'],1,1,0.00015477328,0.00016351248,0.0021375106,0.99674463,0.00017400585,0.00062549184,0.036493953,5,2,minor,event,random,part,coordinated,attribute,small,major,lesser,important,a,little
2,event,event,2,event,event,axe,sharpen,True,['axe'],"['sharpe', '##n']",1,2,9.5867545e-05,4.2001502e-05,0.99766564,3.609324e-05,0.000544782,0.001615722,0.026677135,3,8,event,random,part,attribute,coordinated,minor,events,to,can,",",will,-
2,event,event,2,event,event,piano,produce,True,['piano'],['produce'],1,1,0.00023863591,0.00013374802,0.97081774,0.00072913396,0.0020538447,0.026026828,0.20900911,4,8,event,random,part,minor,attribute,coordinated,events,to,point,-,game,case
4,mero,part,4,mero,part,glove,fabric,True,['glove'],['fabric'],1,1,1.8364264e-05,1.8191316e-05,7.2244045e-05,1.4061691e-05,0.99974614,0.00013094838,0.0038510268,3,2,part,random,event,attribute,coordinated,minor,portion,half,parts,with,partial,piece
5,random,random,5,random,random,broccoli,Mainland,True,"['bro', '##cco', '##li']",['mainland'],3,1,4.314729e-06,4.4357294e-06,2.4625802e-05,2.49846e-06,1.1380412e-05,0.9999528,0.0008342869,2,1,random,event,part,coordinated,attribute,minor,randomly,accidental,the,.,frequent,recent
1,coord,coordinated,1,coord,coordinated,trumpet,bass,True,['trumpet'],['bass'],1,1,2.2081944e-05,0.9993274,0.00022690475,5.2209296e-05,0.0001006183,0.00027082508,0.00934652,4,9,coordinated,random,event,part,minor,attribute,and,coordination,coordinate,or,",",the
5,random,random,5,random,random,sweater,Spanish,True,['sweater'],['spanish'],1,1,2.5805384e-05,1.6409693e-05,1.7519027e-05,5.631522e-06,1.1266907e-05,0.99992347,0.0013249551,2,3,random,attribute,event,coordinated,part,minor,in,.,randomly,frequent,select,the
1,coord,coordinated,1,coord,coordinated,willow,cedar,True,['willow'],['cedar'],1,1,5.390818e-07,0.9999883,1.308626e-06,1.5107235e-06,3.9034876e-06,4.349923e-06,0.00023030238,2,3,coordinated,random,part,minor,event,and,attribute,coordination,",",or,similar,related
5,random,random,5,random,random,pub,battle,True,['pub'],['battle'],1,1,8.257309e-06,3.4385186e-05,0.00045747854,1.3090522e-05,2.8613551e-05,0.99945813,0.007150302,1,4,random,event,coordinated,part,minor,attribute,randomly,game,the,accidental,events,wild
2,event,event,2,event,event,dress,sew,True,['dress'],"['se', '##w']",1,2,0.00027105588,0.00019792424,0.9943984,0.00019739152,0.0015602177,0.003374885,0.058393165,21,2,event,random,part,attribute,coordinated,minor,events,to,you,i,it,and
1,coord,coordinated,1,coord,coordinated,coyote,horse,True,['coyote'],['horse'],1,1,2.2485051e-07,0.9999845,3.831939e-06,7.221269e-07,1.1998678e-06,9.479872e-06,0.0002927072,3,6,coordinated,random,event,part,minor,coordination,and,attribute,coordinate,",",or,organized
4,mero,part,4,mero,part,trout,fishbone,True,['trout'],"['fish', '##bone']",1,2,5.135145e-05,9.6668744e-05,0.0007215647,4.03309e-05,0.9974306,0.001659378,0.029167013,2,1,part,random,event,coordinated,attribute,minor,portion,parts,the,section,full,half
5,random,random,5,random,random,cathedral,encapsulate,True,['cathedral'],"['en', '##cap', '##sul', '##ate']",1,4,0.00010316137,3.203544e-05,0.0018388286,0.0001603308,0.00056905556,0.9972965,0.030603983,3,2,random,event,part,minor,attribute,coordinated,randomly,the,an,-,point,events
5,random,random,5,random,random,lemon,gramme,True,['lemon'],"['gram', '##me']",1,2,0.0013349359,0.049778413,0.007465206,0.008809855,0.46203786,0.47057372,1.3675174,5,1,random,part,coordinated,minor,event,attribute,portion,-,or,and,other,one
0,attri,attribute,0,attri,attribute,apple,juicy,True,['apple'],['juicy'],1,1,0.99984,7.6751894e-07,7.537509e-06,1.0485443e-05,1.7941364e-05,0.0001231749,0.0024305417,2,4,attribute,random,part,minor,event,attributes,coordinated,feature,element,point,is,as
1,coord,coordinated,1,coord,coordinated,musket,spear,True,"['mu', '##ske', '##t']",['spear'],3,1,7.057208e-07,0.9999629,2.4500867e-05,2.2008005e-06,4.5898464e-06,5.11122e-06,0.00065577927,1,4,coordinated,event,random,part,minor,coordination,attribute,and,coordinate,or,",",integrated
1,coord,coordinated,1,coord,coordinated,cannon,Kalashnikov,True,['cannon'],"['kala', '##sh', '##nikov']",1,3,2.7020846e-07,0.9999876,3.0877604e-06,5.9556885e-07,1.0447645e-06,7.3839055e-06,0.00023925187,8,1,coordinated,random,event,part,minor,coordination,attribute,or,coordinate,and,similar,","
2,event,event,2,event,event,bowl,eat,True,['bowl'],['eat'],1,1,0.000118798955,3.8103444e-05,0.994416,0.000102556725,0.00066258834,0.004662072,0.054604582,12,6,event,random,part,attribute,minor,coordinated,events,to,can,will,-,it
2,event,event,2,event,event,oven,break,True,['oven'],['break'],1,1,0.00012936899,4.3972283e-05,0.9905605,3.7525646e-05,0.0008012081,0.008427366,0.082724184,1,75,event,random,part,attribute,coordinated,minor,events,to,point,spot,can,short
3,hyper,minor,3,hyper,minor,beet,food,True,"['bee', '##t']",['food'],2,1,0.000843753,0.00013561107,0.0017015239,0.9957891,9.738484e-05,0.0014326245,0.046904225,2,3,minor,event,random,attribute,coordinated,part,small,important,major,accidental,local,lesser
0,attri,attribute,0,attri,attribute,wardrobe,rectangular,True,['wardrobe'],['rectangular'],1,1,0.995896,1.6249725e-05,8.7780274e-05,7.2526804e-05,0.0006197435,0.0033077218,0.042206895,3,2,attribute,random,part,event,minor,coordinated,attributes,is,feature,element,-,was
0,attri,attribute,0,attri,attribute,trumpet,loud,True,['trumpet'],['loud'],1,1,0.99916124,2.2065567e-06,0.00012432413,4.7571917e-05,4.063566e-05,0.00062403636,0.010783356,4,4,attribute,random,event,minor,part,attributes,coordinated,:,is,-,feature,element
1,coord,coordinated,1,coord,coordinated,shovel,hatchet,True,['shovel'],"['hatch', '##et']",1,2,4.029455e-07,0.99997413,1.6260083e-05,7.5118623e-07,1.0322194e-06,7.459005e-06,0.00046740487,5,2,coordinated,event,random,part,minor,coordination,attribute,coordinate,and,or,",",similar
4,mero,part,4,mero,part,blouse,fabric,True,['blouse'],['fabric'],1,1,2.6719963e-05,1.0370651e-05,7.834358e-05,2.4032455e-05,0.99971515,0.00014541634,0.0042795856,1,2,part,random,event,attribute,minor,coordinated,portion,parts,piece,partial,feature,with
1,coord,coordinated,1,coord,coordinated,revolver,spear,True,['revolver'],['spear'],1,1,8.8435064e-07,0.999949,1.6967311e-05,3.7075622e-06,1.1817944e-05,1.776054e-05,0.0009010518,2,4,coordinated,random,event,part,minor,coordination,attribute,coordinate,and,",",or,integrated
5,random,random,5,random,random,washer,dispatch,True,"['wash', '##er']",['dispatch'],2,1,5.7808184e-06,8.655736e-06,4.52714e-05,3.4771201e-06,4.528388e-05,0.9998915,0.0017724112,3,9,random,part,event,coordinated,attribute,minor,randomly,frequent,accidental,the,an,in
5,random,random,5,random,random,cucumber,novitiate,True,"['cu', '##cum', '##ber']","['novi', '##tia', '##te']",3,3,2.93103e-05,3.450266e-05,0.00013420545,3.506699e-05,7.495519e-05,0.99969196,0.0046695787,2,2,random,event,part,minor,coordinated,attribute,randomly,.,the,accidental,select,frequent
2,event,event,2,event,event,bag,recycle,True,['bag'],"['rec', '##y', '##cle']",1,3,0.00037174823,1.2598155e-05,0.9943752,6.0467857e-05,0.0007147944,0.00446519,0.055709522,14,2,event,random,part,attribute,minor,events,can,to,coordinated,",",point,case
5,random,random,5,random,random,lion,airman,True,['lion'],"['air', '##man']",1,2,2.494808e-05,2.6881007e-05,5.6708755e-05,1.4866892e-05,2.8877008e-05,0.99984765,0.0024831241,4,1,random,event,part,coordinated,attribute,minor,the,randomly,.,an,wild,individual
5,random,random,5,random,random,vulture,resort,True,['vulture'],['resort'],1,1,7.454506e-06,5.2946134e-06,5.8557114e-05,5.685537e-06,1.43044845e-05,0.9999087,0.0015039936,2,6,random,event,part,attribute,minor,coordinated,randomly,select,frequent,the,point,accidental
0,attri,attribute,0,attri,attribute,shovel,old,True,['shovel'],['old'],1,1,0.99881136,3.5610026e-06,4.7782378e-05,3.228262e-05,4.9004644e-05,0.0010560245,0.014088367,5,9,attribute,random,part,event,minor,attributes,coordinated,feature,:,point,is,element
5,random,random,5,random,random,dove,centurion,True,['dove'],"['cent', '##uri', '##on']",1,3,1.6552674e-05,4.293126e-05,2.9398729e-05,1.2867125e-05,4.5352623e-05,0.9998529,0.0024039124,8,1,random,part,coordinated,event,attribute,minor,the,randomly,an,.,accidental,frequent
1,coord,coordinated,1,coord,coordinated,bomb,Kalashnikov,True,['bomb'],"['kala', '##sh', '##nikov']",1,3,4.7666646e-07,0.9999801,4.4619987e-06,5.7063653e-07,2.0968105e-06,1.2252507e-05,0.0003693453,5,1,coordinated,random,event,part,coordination,minor,attribute,coordinate,or,similar,and,like
5,random,random,5,random,random,blouse,question,True,['blouse'],['question'],1,1,2.1195065e-06,2.2440702e-06,2.9004044e-05,8.381165e-06,2.8781214e-05,0.9999294,0.0011965524,1,11,random,event,part,minor,coordinated,attribute,randomly,the,an,in,wild,frequent
5,random,random,5,random,random,wrench,go,True,"['wren', '##ch']",['go'],2,1,1.8157833e-05,1.8591485e-05,0.0007269637,1.3739271e-05,3.8548173e-05,0.9991841,0.010121298,7,35,random,event,part,coordinated,attribute,minor,randomly,.,point,accidental,game,events
5,random,random,5,random,random,beetle,being,True,['beetle'],['being'],1,1,1.6809912e-05,4.7858653e-06,2.0393485e-05,0.00036114894,8.953153e-06,0.99958795,0.0055432054,6,15,random,minor,event,attribute,part,coordinated,randomly,select,accidental,major,human,important
4,mero,part,4,mero,part,battleship,fin,True,['battleship'],['fin'],1,1,4.464214e-05,0.00023516107,0.0006959889,2.2269096e-05,0.99860865,0.00039336164,0.017579641,1,9,part,event,random,coordinated,attribute,minor,portion,the,section,feature,half,full
4,mero,part,4,mero,part,lion,fur,True,['lion'],['fur'],1,1,2.9453122e-05,9.884017e-06,1.8646528e-05,6.429642e-06,0.99956137,0.00037422735,0.0059042834,4,3,part,random,attribute,event,coordinated,minor,portion,parts,full,with,partial,feature
2,event,event,0,attri,attribute,bottle,clean,False,['bottle'],['clean'],1,1,0.22664057,0.00035380566,0.7506131,0.0023000333,0.00976471,0.010327881,0.9535647,5,31,event,attribute,random,part,minor,coordinated,point,##ly,events,-,feature,issue
2,event,event,2,event,event,screwdriver,clean,True,"['screw', '##drive', '##r']",['clean'],3,1,0.06394187,0.00037272606,0.9152811,0.0017441959,0.007206404,0.011453721,0.515923,2,31,event,attribute,random,part,minor,coordinated,events,point,-,to,issue,object
1,coord,coordinated,1,coord,coordinated,pub,inn,True,['pub'],['inn'],1,1,1.2574705e-05,0.9997279,7.278892e-05,9.97906e-06,0.00012746814,4.9224163e-05,0.004116986,1,1,coordinated,part,event,random,attribute,minor,or,and,coordination,coordinate,like,/
5,random,random,5,random,random,motorcycle,hospital,True,['motorcycle'],['hospital'],1,1,6.101924e-05,0.004636741,0.0019623667,3.9552535e-05,0.0002961776,0.99300414,0.06855693,2,2,random,coordinated,event,part,attribute,minor,the,randomly,at,coordinate,to,frequent
1,coord,coordinated,1,coord,coordinated,beetle,bee,True,['beetle'],['bee'],1,1,1.5084156e-07,0.9999877,7.1371383e-06,6.282895e-07,4.6837954e-07,3.9771317e-06,0.00023746355,6,2,coordinated,event,random,minor,part,coordination,and,attribute,or,coordinate,",",like
1,coord,coordinated,1,coord,coordinated,train,truck,True,['train'],['truck'],1,1,1.2842991e-06,0.9998957,3.1313855e-05,4.716589e-06,4.5365938e-05,2.1520405e-05,0.0017157164,17,3,coordinated,part,event,random,minor,and,coordination,attribute,or,coordinate,",",integrated
5,random,random,5,random,random,stereo,datum,True,['stereo'],"['dat', '##um']",1,2,5.2581354e-06,3.8007927e-06,1.0869258e-05,8.401498e-06,9.001239e-05,0.99988174,0.0018620222,3,1,random,part,event,minor,attribute,coordinated,randomly,.,partial,the,an,specific
4,mero,part,4,mero,part,grenade,timer,True,['grenade'],['timer'],1,1,3.230232e-05,0.00021049079,0.0011120975,1.5559883e-05,0.99791795,0.0007115978,0.024655355,1,3,part,event,random,coordinated,attribute,minor,portion,section,the,with,parts,full
5,random,random,5,random,random,tiger,uphold,True,['tiger'],['uphold'],1,1,1.3886947e-05,4.0059376e-06,6.2084975e-05,4.241945e-06,2.9605884e-05,0.99988604,0.0018488022,2,3,random,event,part,attribute,minor,coordinated,randomly,select,frequent,accidental,wild,the
4,mero,part,4,mero,part,pistol,handle,True,['pistol'],['handle'],1,1,3.0450456e-05,4.327267e-05,0.00021146241,1.00472225e-05,0.9982855,0.0014192101,0.019730391,1,7,part,random,event,coordinated,attribute,minor,portion,half,full,with,the,parts
5,random,random,5,random,random,knife,escarpment,True,['knife'],"['es', '##car', '##pment']",1,3,7.4893405e-06,2.7299675e-05,6.8563146e-05,1.0576368e-05,3.504856e-05,0.999851,0.0023982022,4,2,random,event,part,coordinated,minor,attribute,randomly,the,accidental,game,frequent,point
2,event,event,2,event,event,oven,wipe,True,['oven'],['wipe'],1,1,0.005343244,4.5354267e-05,0.9891718,9.716355e-05,0.0021494834,0.0031928646,0.10333752,1,2,event,attribute,random,part,minor,events,coordinated,to,can,point,-,will
2,event,event,2,event,event,bookcase,fix,True,"['book', '##case']",['fix'],2,1,0.00064106256,7.9778285e-05,0.99054646,0.00020133931,0.0013012858,0.0072301137,0.087824754,1,17,event,random,part,attribute,minor,coordinated,events,to,can,",",-,will
1,coord,coordinated,1,coord,coordinated,washer,dishwasher,True,"['wash', '##er']","['dish', '##wash', '##er']",2,3,3.3252168e-06,0.9997557,3.151633e-05,1.1860774e-05,0.00019276251,4.7690664e-06,0.0035413934,3,2,coordinated,part,event,minor,random,attribute,coordinate,coordination,integrated,or,and,the
2,event,event,5,random,random,ferry,harvest,False,['ferry'],['harvest'],1,1,0.0002827594,0.0004977526,0.68813103,0.00047441476,0.0022190304,0.30839494,0.9280588,5,6,event,random,part,coordinated,minor,attribute,events,site,game,spot,point,the
5,random,random,5,random,random,robe,at,True,['robe'],['at'],1,1,2.1766196e-05,1.2912436e-05,0.00012277025,1.7872908e-05,4.7983576e-05,0.99977666,0.0034343028,4,2,random,event,part,attribute,minor,coordinated,randomly,point,.,accidental,present,directed
5,random,random,5,random,random,ambulance,concentration,True,['ambulance'],['concentration'],1,1,3.0005417e-06,2.254489e-06,1.8033374e-05,2.5715512e-06,2.2773069e-05,0.99995136,0.0008506594,1,7,random,part,event,attribute,minor,coordinated,randomly,frequent,.,the,general,select
